Ion	A	Z	Energy	LET	Dose	Hist	Count	Tr_Tot	Tr_in	DSBs	DSBt	RIFs	NComb	PSurv	lPSurv	PMut*	PMut
Photon	0	0	0.1	0	0.25	1000	0	27.018	21.062	8.753	8.999	6.955	2.927	0.931899	0.0714414	6.02203e-07	6.63493e-07	
Photon	0	0	0.1	0	0.5	1000	0	54.119	42.262	17.378	17.865	13.234	6.695	0.865374	0.146337	1.15172e-06	1.36416e-06	
Photon	0	0	0.1	0	1	1000	0	108.288	84.78	34.784	35.827	23.974	18.645	0.729709	0.320083	2.12883e-06	3.01302e-06	
Photon	0	0	0.1	0	2	1000	0	216.84	169.989	69.997	71.989	40.339	57.562	0.481536	0.745657	3.28991e-06	7.12206e-06	
Photon	0	0	0.1	0	3	1000	0	325.251	255.171	104.692	107.764	51.691	117.456	0.288867	1.27578	3.3682e-06	1.23238e-05	
Photon	0	0	0.1	0	4	1000	0	433.84	340.53	139.256	143.352	60.551	193.416	0.161224	1.88667	2.76829e-06	1.83687e-05	
Photon	0	0	0.1	0	5	1000	0	542.039	425.57	174.707	179.641	67.365	291.827	0.0804802	2.61646	1.91157e-06	2.5646e-05	
Photon	0	0	0.1	0	6	1000	0	650.44	510.623	209.795	215.821	72.706	414.393	0.0366232	3.46876	1.13692e-06	3.42006e-05	
