Ion	A	Z	Energy	LET	Dose	Hist	Count	Tr_Tot	Tr_in	DSBs	DSBt	RIFs	NComb	PSurv	lPSurv	PMut*	PMut	SiDom
H	1	1	1000	0.220775	1	1000	0	8171.53	6416.04	34.974	35.549	24.613	15.954	0.739694	0.304613	2.06729e-06	2.85434e-06	2.25
H	1	1	1000	0.220775	2	1000	0	16342.9	12830.3	70.028	71.188	39.368	56.712	0.484374	0.736292	3.29812e-06	7.03168e-06	2.25
H	1	1	1000	0.220775	4	1000	0	32685.7	25657.4	140.476	142.806	56.285	213.845	0.144887	1.98743	2.65528e-06	1.94233e-05	2.25
H	1	1	1600	0.206857	0.5	1000	0	4360.91	3424	16.633	16.922	13.377	4.639	0.879094	0.129929	1.03866e-06	1.20169e-06	2.25
H	1	1	1600	0.206857	1	1000	0	8721.36	6847.54	32.948	33.48	23.49	14.436	0.755033	0.283878	1.96429e-06	2.6569e-06	2.25
H	1	1	1600	0.206857	2	1000	0	17442.4	13693.4	66.606	67.737	38.169	52.111	0.506268	0.691154	3.23386e-06	6.59242e-06	2.25
H	1	1	1600	0.206857	4	1000	0	34885.2	27384.2	133.285	135.554	55.129	192.888	0.167415	1.83501	2.83955e-06	1.79005e-05	2.25
He	4	2	10	18.3487	0.5	1000	0	49.028	38.242	16.806	17.368	9.804	13.988	0.839019	0.18041	1.36706e-06	1.72361e-06	2.25
He	4	2	10	18.3487	1	1000	0	98.167	76.84	33.905	35.027	18.163	33.759	0.683469	0.39214	2.4251e-06	3.77091e-06	2.25
He	4	2	10	18.3487	2	1000	0	196.694	154.46	68.399	70.597	31.349	92.346	0.41657	0.914314	3.39613e-06	8.89167e-06	2.25
He	4	2	10	18.3487	4	1000	0	393.223	308.723	136.451	141.025	47.619	284.09	0.112186	2.3345	2.26846e-06	2.30551e-05	2.25
He	4	2	50	4.97376	0.5	1000	0	181.429	142.451	18.173	18.547	13.339	7.49	0.85813	0.154674	1.21241e-06	1.4449e-06	2.25
He	4	2	50	4.97376	1	1000	0	362.623	284.749	36.201	36.918	23.633	21.24	0.715077	0.340169	2.23073e-06	3.21248e-06	2.25
He	4	2	50	4.97376	2	1000	0	725.475	569.437	72.425	73.884	38.034	69.679	0.448201	0.819354	3.38046e-06	7.87284e-06	2.25
He	4	2	50	4.97376	4	1000	0	1451.14	1139.01	145.034	148.035	54.87	248.012	0.1202	2.19452	2.41169e-06	2.15339e-05	2.25
He	4	2	100	2.9106	0.5	1000	0	309.84	243.428	18.332	18.679	13.906	6.741	0.860546	0.151683	1.19098e-06	1.41256e-06	2.25
He	4	2	100	2.9106	1	1000	0	619.886	486.509	36.604	37.303	24.406	20.069	0.717187	0.336615	2.21681e-06	3.172e-06	2.25
He	4	2	100	2.9106	2	1000	0	1239.91	973.08	72.804	74.147	39.263	65.818	0.455948	0.801315	3.36096e-06	7.68254e-06	2.25
He	4	2	100	2.9106	4	1000	0	2479.24	1946.81	146.16	148.965	56.013	244.246	0.121194	2.18115	2.42381e-06	2.13863e-05	2.25
He	4	2	200	1.79331	0.5	1000	0	503.111	394.941	18.185	18.502	14.121	5.912	0.864889	0.146344	1.1554e-06	1.35852e-06	2.25
He	4	2	200	1.79331	1	1000	0	1006.24	789.637	36.227	36.906	24.705	18.452	0.724457	0.325875	2.17e-06	3.06367e-06	2.25
He	4	2	200	1.79331	2	1000	0	2012.03	1579.58	72.68	73.995	39.544	63.941	0.459501	0.790788	3.36193e-06	7.57423e-06	2.25
He	4	2	200	1.79331	4	1000	0	4024.09	3159.42	145.353	147.92	56.259	235.769	0.126104	2.13136	2.48204e-06	2.08769e-05	2.25
He	4	2	400	1.21042	0.5	1000	0	745.329	585.024	18.056	18.392	14.212	5.646	0.866749	0.144296	1.13859e-06	1.33817e-06	2.25
He	4	2	400	1.21042	1	1000	0	1490.73	1170.03	35.866	36.526	24.688	17.853	0.728431	0.320434	2.14268e-06	3.01039e-06	2.25
He	4	2	400	1.21042	2	1000	0	2980.83	2340.14	71.485	72.691	39.504	60.583	0.470903	0.765473	3.33383e-06	7.3222e-06	2.25
He	4	2	400	1.21042	4	1000	0	5962.1	4681.73	143.62	146.141	56.347	227.699	0.133008	2.07903	2.54433e-06	2.03477e-05	2.25
He	4	2	800	0.931308	0.5	1000	0	968.734	760.274	17.384	17.685	13.913	4.981	0.873433	0.136465	1.0842e-06	1.26293e-06	2.25
He	4	2	800	0.931308	1	1000	0	1937.45	1521.05	35.035	35.645	24.359	16.733	0.73662	0.309189	2.08736e-06	2.90115e-06	2.25
He	4	2	800	0.931308	2	1000	0	3874.51	3041.82	70.274	71.471	39.231	58.386	0.479666	0.746606	3.31122e-06	7.1366e-06	2.25
He	4	2	800	0.931308	4	1000	0	7748.6	6083.78	140.905	143.372	56.165	217.282	0.141756	2.00851	2.63153e-06	1.96379e-05	2.25
He	4	2	1000	0.883102	0.5	1000	0	1021.68	801.829	17.197	17.517	13.753	4.999	0.874259	0.135502	1.07804e-06	1.25441e-06	2.25
He	4	2	1000	0.883102	1	1000	0	2042.86	1603.85	34.056	34.614	23.946	15.771	0.744903	0.297808	2.03217e-06	2.79184e-06	2.25
He	4	2	1000	0.883102	2	1000	0	4086.12	3208.1	69.547	70.732	39.084	56.558	0.486164	0.732643	3.29378e-06	6.99776e-06	2.25
He	4	2	1000	0.883102	4	1000	0	8171.53	6416.04	139.096	141.544	55.441	215.308	0.144811	1.98697	2.65836e-06	1.94298e-05	2.25
He	4	2	1600	0.827428	0.5	1000	0	1090.3	855.675	16.133	16.424	12.882	4.664	0.881746	0.126929	1.01794e-06	1.17491e-06	2.25
He	4	2	1600	0.827428	1	1000	0	2180.27	1711.82	32.795	33.369	23.217	14.914	0.753861	0.285619	1.97283e-06	2.67603e-06	2.25
He	4	2	1600	0.827428	2	1000	0	4360.91	3424	65.731	66.842	37.563	51.954	0.509691	0.684733	3.22277e-06	6.53355e-06	2.25
He	4	2	1600	0.827428	4	1000	0	8721.36	6847.54	131.787	134.045	54.509	189.752	0.17119	1.80954	2.87039e-06	1.76486e-05	2.25
C	12	6	10	163.773	0.5	1000	0	5.422	4.04	14.505	16.71	3.535	82.514	0.705452	0.52576	1.68918e-06	5.32747e-06	2.25
C	12	6	10	163.773	1	1000	0	10.368	8.142	29.166	33.553	7.019	170.025	0.491802	1.07784	2.42207e-06	1.0928e-05	2.25
C	12	6	10	163.773	2	1000	0	21.948	17.108	59.104	68.119	13.601	375.591	0.229644	2.3433	2.28545e-06	2.38015e-05	2.25
C	12	6	10	163.773	4	1000	0	44.007	34.315	120.956	139.261	24.697	857.294	0.0403921	5.24676	8.73957e-07	5.34117e-05	2.25
C	12	6	50	44.7632	0.5	1000	0	20.1	15.654	17.181	18.066	8.408	23.84	0.801155	0.235038	1.62689e-06	2.28648e-06	2.25
C	12	6	50	44.7632	1	1000	0	40.133	31.313	34.633	36.269	15.652	55.809	0.621122	0.512395	2.69189e-06	5.01261e-06	2.25
C	12	6	50	44.7632	2	1000	0	80.544	62.968	70.153	73.491	27.533	139.044	0.343943	1.17065	3.29901e-06	1.15362e-05	2.25
C	12	6	50	44.7632	4	1000	0	161.172	126.46	140.677	147.508	43.731	384.676	0.0776643	2.8882	1.7635e-06	2.87655e-05	2.25
C	12	6	100	26.1954	0.5	1000	0	34.248	26.68	17.502	18.088	10.133	15.957	0.82807	0.194973	1.4468e-06	1.86887e-06	2.25
C	12	6	100	26.1954	1	1000	0	68.705	53.657	35.555	36.754	18.83	37.934	0.664484	0.424279	2.51851e-06	4.09023e-06	2.25
C	12	6	100	26.1954	2	1000	0	137.615	107.973	71.498	73.909	31.913	104.771	0.388193	0.998481	3.39553e-06	9.7388e-06	2.25
C	12	6	100	26.1954	4	1000	0	275.393	216.387	143.086	147.908	48.506	320.614	0.0931056	2.56399	2.03076e-06	2.53843e-05	2.25
C	12	6	200	16.1398	0.5	1000	0	55.862	43.567	17.746	18.201	11.438	11.465	0.844355	0.172774	1.32365e-06	1.63657e-06	2.25
C	12	6	200	16.1398	1	1000	0	111.732	87.522	35.962	36.877	20.987	29.589	0.688667	0.382491	2.38996e-06	3.65378e-06	2.25
C	12	6	200	16.1398	2	1000	0	223.663	175.6	72.151	73.978	34.695	87.163	0.415544	0.909113	3.41064e-06	8.80713e-06	2.25
C	12	6	200	16.1398	4	1000	0	447.139	350.934	144.523	148.335	51.57	283.923	0.105324	2.37955	2.21021e-06	2.34589e-05	2.25
C	12	6	400	10.8938	0.5	1000	0	82.727	64.616	17.679	18.06	12.279	9.095	0.854496	0.159801	1.24212e-06	1.50269e-06	2.25
C	12	6	400	10.8938	1	1000	0	165.678	130.048	35.731	36.556	22.082	24.878	0.70481	0.356449	2.29579e-06	3.38535e-06	2.25
C	12	6	400	10.8938	2	1000	0	331.277	260.171	71.161	72.803	36.263	75.31	0.44206	0.841284	3.37154e-06	8.11102e-06	2.25
C	12	6	400	10.8938	4	1000	0	662.628	520.145	142.92	146.125	53.088	256.644	0.119841	2.22655	2.38061e-06	2.18847e-05	2.25
C	12	6	800	8.38177	0.5	1000	0	107.613	84.232	17.266	17.628	12.45	7.537	0.863043	0.149143	1.17382e-06	1.39552e-06	2.25
C	12	6	800	8.38177	1	1000	0	215.314	169.047	34.875	35.59	22.435	21.34	0.721149	0.332339	2.19098e-06	3.14283e-06	2.25
C	12	6	800	8.38177	2	1000	0	430.472	337.889	69.609	70.971	36.532	67.391	0.462603	0.789392	3.3435e-06	7.58684e-06	2.25
C	12	6	800	8.38177	4	1000	0	861.093	675.991	139.866	142.836	53.563	235.732	0.131957	2.09924	2.5255e-06	2.05879e-05	2.25
C	12	6	1000	7.94792	0.5	1000	0	113.325	88.787	17.103	17.449	12.491	7.351	0.86492	0.14707	1.15746e-06	1.37554e-06	2.25
C	12	6	1000	7.94792	1	1000	0	227.094	178.279	34.526	35.254	22.311	21.105	0.72347	0.329031	2.1765e-06	3.11138e-06	2.25
C	12	6	1000	7.94792	2	1000	0	454.127	356.378	68.728	70.182	36.588	65.528	0.468849	0.774936	3.33028e-06	7.44332e-06	2.25
C	12	6	1000	7.94792	4	1000	0	907.979	712.7	138.071	140.889	53.486	229.12	0.138626	2.05329	2.57965e-06	2.01267e-05	2.25
C	12	6	1600	7.44685	0.5	1000	0	121.078	94.846	16.255	16.59	12.071	6.469	0.873257	0.137177	1.09045e-06	1.28018e-06	2.25
C	12	6	1600	7.44685	1	1000	0	242.35	190.291	32.74	33.377	21.604	18.5	0.741268	0.303958	2.0601e-06	2.86702e-06	2.25
C	12	6	1600	7.44685	2	1000	0	484.632	380.331	65.334	66.659	35.533	59.224	0.494301	0.720661	3.2617e-06	6.9095e-06	2.25
C	12	6	1600	7.44685	4	1000	0	969.111	760.546	130.002	132.588	52.304	201.336	0.165697	1.85947	2.81259e-06	1.81819e-05	2.25
O	16	8	10	287.268	0.5	1000	0	3.142	2.225	11.426	14.23	2.346	118.422	0.734497	0.693317	1.14112e-06	7.09539e-06	2.25
O	16	8	10	287.268	1	1000	0	6.189	4.685	26.695	33.46	5.235	290.685	0.477904	1.69262	1.81101e-06	1.73338e-05	2.25
O	16	8	10	287.268	2	1000	0	12.534	9.686	54.385	68.095	10.398	615.654	0.226	3.56747	1.6888e-06	3.65555e-05	2.25
O	16	8	10	287.268	4	1000	0	25.001	19.479	111.262	139.22	19.278	1363.62	0.0425702	7.82877	6.69481e-07	8.03122e-05	2.25
O	16	8	50	79.5714	0.5	1000	0	10.644	8.331	16.056	17.194	6.508	36.907	0.771326	0.296204	1.74208e-06	2.93155e-06	2.25
O	16	8	50	79.5714	1	1000	0	22.633	17.634	33.262	35.663	12.675	83.714	0.56973	0.650905	2.75377e-06	6.46108e-06	2.25
O	16	8	50	79.5714	2	1000	0	45.12	35.165	67.407	72.169	23.134	194.277	0.296462	1.44403	3.06928e-06	1.43963e-05	2.25
O	16	8	50	79.5714	4	1000	0	90.657	70.918	136.823	146.648	38.275	505.93	0.0588273	3.50119	1.37425e-06	3.51596e-05	2.25
O	16	8	100	46.5694	0.5	1000	0	19.376	15.071	17.203	17.998	8.571	23.766	0.802246	0.234234	1.61558e-06	2.27871e-06	2.25
O	16	8	100	46.5694	1	1000	0	38.634	30.106	34.785	36.376	15.953	54.871	0.623264	0.508283	2.67976e-06	4.96881e-06	2.25
O	16	8	100	46.5694	2	1000	0	77.265	60.378	70.497	73.694	28.139	138.414	0.343865	1.16871	3.3044e-06	1.15142e-05	2.25
O	16	8	100	46.5694	4	1000	0	154.958	121.585	140.569	147.027	44.227	378.89	0.0800598	2.85567	1.7924e-06	2.8431e-05	2.25
O	16	8	200	28.693	0.5	1000	0	31.307	24.374	17.53	18.164	10.045	16.349	0.826572	0.19745	1.45466e-06	1.89399e-06	2.25
O	16	8	200	28.693	1	1000	0	62.682	48.971	35.252	36.464	18.59	38.728	0.664287	0.426507	2.51174e-06	4.11605e-06	2.25
O	16	8	200	28.693	2	1000	0	125.781	98.549	71.215	73.574	31.766	105.412	0.386766	0.999646	3.40334e-06	9.75395e-06	2.25
O	16	8	200	28.693	4	1000	0	251.618	197.579	143.344	148.096	48.424	322.298	0.0936052	2.57376	2.02435e-06	2.54844e-05	2.25
O	16	8	400	19.3667	0.5	1000	0	46.536	36.237	17.489	17.977	11.159	11.737	0.844445	0.172754	1.32378e-06	1.63838e-06	2.25
O	16	8	400	19.3667	1	1000	0	93.105	72.841	35.452	36.412	20.216	31.399	0.685314	0.388802	2.40783e-06	3.7237e-06	2.25
O	16	8	400	19.3667	2	1000	0	186.349	146.376	70.947	72.906	33.905	87.258	0.419249	0.902865	3.39712e-06	8.75167e-06	2.25
O	16	8	400	19.3667	4	1000	0	372.645	292.594	142.189	146.104	50.705	283.41	0.108887	2.36292	2.23517e-06	2.33057e-05	2.25
O	16	8	800	14.9009	0.5	1000	0	60.404	47.167	17.101	17.529	11.502	9.703	0.85493	0.159567	1.24014e-06	1.50502e-06	2.25
O	16	8	800	14.9009	1	1000	0	121.039	94.834	34.652	35.43	20.955	25.786	0.707403	0.354009	2.27698e-06	3.37003e-06	2.25
O	16	8	800	14.9009	2	1000	0	242.315	190.25	70.293	71.997	35.2	77.37	0.439288	0.846728	3.38442e-06	8.17497e-06	2.25
O	16	8	800	14.9009	4	1000	0	484.188	380.048	139.79	143.122	51.921	253.708	0.123897	2.19272	2.41954e-06	2.15592e-05	2.25
O	16	8	1000	14.1296	0.5	1000	0	63.749	49.815	16.727	17.148	11.516	8.683	0.860946	0.151973	1.19345e-06	1.42932e-06	2.25
O	16	8	1000	14.1296	1	1000	0	127.691	100.076	34.226	35.009	20.913	25.015	0.711674	0.347433	2.25187e-06	3.3053e-06	2.25
O	16	8	1000	14.1296	2	1000	0	255.398	200.55	68.939	70.496	34.788	75.017	0.448559	0.825302	3.36693e-06	7.96522e-06	2.25
O	16	8	1000	14.1296	4	1000	0	510.831	401.088	138.015	141.143	51.656	245.958	0.129758	2.14076	2.48074e-06	2.10357e-05	2.25
O	16	8	1600	13.2388	0.5	1000	0	68.087	53.206	16.106	16.469	11.219	8.017	0.867468	0.144312	1.14044e-06	1.3556e-06	2.25
O	16	8	1600	13.2388	1	1000	0	136.274	106.854	32.224	32.909	20.31	21.218	0.733914	0.31488	2.11274e-06	2.98501e-06	2.25
O	16	8	1600	13.2388	2	1000	0	272.572	214.142	65.125	66.572	34.102	65.268	0.48176	0.750939	3.28793e-06	7.22573e-06	2.25
O	16	8	1600	13.2388	4	1000	0	545.142	427.88	130.063	132.9	50.608	216.494	0.156779	1.93873	2.71943e-06	1.90049e-05	2.25
Ne	20	10	10	440.359	0.5	1000	0	2.02	1.387	9.772	13.311	1.831	158.774	0.75293	0.89334	8.18946e-07	9.18754e-06	2.25
Ne	20	10	10	440.359	1	1000	0	4.064	2.929	22.091	30.471	3.868	408.703	0.546149	2.27574	1.2023e-06	2.34357e-05	2.25
Ne	20	10	10	440.359	2	1000	0	7.925	6.11	49.783	68.22	8.409	922.098	0.250747	5.13112	1.34966e-06	5.28449e-05	2.25
Ne	20	10	10	440.359	4	1000	0	16.293	12.62	101.237	138.815	16.076	1989.25	0.0560274	11.0169	6.4843e-07	0.000113531	2.25
Ne	20	10	50	124.291	0.5	1000	0	7.083	5.441	15.874	17.473	5.607	55.979	0.735166	0.395223	1.79662e-06	3.96065e-06	2.25
Ne	20	10	50	124.291	1	1000	0	14.495	11.192	32.425	35.705	10.93	122.935	0.521868	0.851196	2.64585e-06	8.54739e-06	2.25
Ne	20	10	50	124.291	2	1000	0	28.93	22.579	65.907	72.564	20.008	271.571	0.249308	1.84071	2.68307e-06	1.85255e-05	2.25
Ne	20	10	50	124.291	4	1000	0	57.887	45.193	132.22	145.51	33.93	654.956	0.0461307	4.25408	1.07951e-06	4.30136e-05	2.25
Ne	20	10	100	72.7635	0.5	1000	0	12.394	9.562	16.72	17.729	7.392	32.526	0.780002	0.277221	1.70967e-06	2.72897e-06	2.25
Ne	20	10	100	72.7635	1	1000	0	24.722	19.295	34.104	36.243	13.879	75.208	0.58105	0.611167	2.76955e-06	6.04187e-06	2.25
Ne	20	10	100	72.7635	2	1000	0	49.421	38.498	68.476	72.67	24.737	176.499	0.307987	1.35651	3.14333e-06	1.348e-05	2.25
Ne	20	10	100	72.7635	4	1000	0	99.086	77.591	138.565	147.103	40.356	467.245	0.0651913	3.30676	1.4953e-06	3.31298e-05	2.25
Ne	20	10	200	44.8328	0.5	1000	0	20.082	15.634	17.18	17.912	8.776	22.406	0.808035	0.226758	1.56954e-06	2.20159e-06	2.25
Ne	20	10	200	44.8328	1	1000	0	40.09	31.273	34.913	36.436	16.52	51.031	0.631941	0.489076	2.65147e-06	4.76817e-06	2.25
Ne	20	10	200	44.8328	2	1000	0	80.427	62.852	70.311	73.275	28.84	129.42	0.355937	1.12021	3.3336e-06	1.10127e-05	2.25
Ne	20	10	200	44.8328	4	1000	0	161.004	126.332	141.057	147.041	45.124	365.672	0.0833109	2.78834	1.84295e-06	2.77294e-05	2.25
Ne	20	10	400	30.2604	0.5	1000	0	29.71	23.155	17.015	17.593	9.939	15.738	0.831976	0.190748	1.41302e-06	1.82929e-06	2.25
Ne	20	10	400	30.2604	1	1000	0	59.581	46.525	34.688	35.857	18.376	38.085	0.668775	0.419415	2.48661e-06	4.04762e-06	2.25
Ne	20	10	400	30.2604	2	1000	0	119.162	93.336	70.001	72.279	31.269	103.271	0.395374	0.980594	3.38164e-06	9.56709e-06	2.25
Ne	20	10	400	30.2604	4	1000	0	238.386	187.231	140.986	145.587	48.137	311.421	0.099939	2.50253	2.0993e-06	2.47648e-05	2.25
Ne	20	10	800	23.2827	0.5	1000	0	38.635	30.107	16.879	17.347	10.613	11.981	0.847351	0.170042	1.29776e-06	1.61579e-06	2.25
Ne	20	10	800	23.2827	1	1000	0	77.278	60.394	34.508	35.468	19.603	31.083	0.690612	0.381262	2.37565e-06	3.65362e-06	2.25
Ne	20	10	800	23.2827	2	1000	0	154.996	121.617	69.413	71.307	33.031	87.815	0.42387	0.895664	3.37879e-06	8.691e-06	2.25
Ne	20	10	800	23.2827	4	1000	0	309.874	243.44	138.744	142.631	49.847	275.453	0.114897	2.30053	2.3081e-06	2.26869e-05	2.25
Ne	20	10	1000	22.0775	0.5	1000	0	40.708	31.754	16.692	17.156	10.621	11.46	0.850042	0.166186	1.28006e-06	1.57732e-06	2.25
Ne	20	10	1000	22.0775	1	1000	0	81.649	63.802	34.09	34.954	19.499	29.781	0.696966	0.371394	2.33828e-06	3.55543e-06	2.25
Ne	20	10	1000	22.0775	2	1000	0	163.485	128.277	68.598	70.439	32.931	84.158	0.431637	0.871563	3.38502e-06	8.4477e-06	2.25
Ne	20	10	1000	22.0775	4	1000	0	326.824	256.766	137.428	141.225	49.748	268.159	0.119717	2.2545	2.35639e-06	2.222e-05	2.25
Ne	20	10	1600	20.6857	0.5	1000	0	43.372	33.842	15.904	16.287	10.354	10.133	0.860042	0.153961	1.20093e-06	1.45776e-06	2.25
Ne	20	10	1600	20.6857	1	1000	0	87.129	68.148	32.439	33.302	19.045	26.684	0.714292	0.345225	2.23448e-06	3.29762e-06	2.25
Ne	20	10	1600	20.6857	2	1000	0	174.48	136.934	64.858	66.547	32.25	74.82	0.462539	0.799497	3.32246e-06	7.73184e-06	2.25
Ne	20	10	1600	20.6857	4	1000	0	348.88	273.947	129.145	132.433	48.634	234.966	0.146969	2.03001	2.61504e-06	1.996e-05	2.25
Si	28	14	10	821.226	0.5	1000	0	1.105	0.748	7.93	12.976	1.416	294.565	0.810915	1.58377	4.07869e-07	1.63836e-05	2.25
Si	28	14	10	821.226	1	1000	0	2.157	1.498	16.408	26.586	2.735	607.114	0.664056	3.26324	6.36267e-07	3.37586e-05	2.25
Si	28	14	10	821.226	2	1000	0	4.35	3.172	37.001	60.336	5.932	1469.06	0.403404	7.87109	8.05016e-07	8.14615e-05	2.25
Si	28	14	10	821.226	4	1000	0	8.437	6.516	83.965	137.467	12.033	3537.73	0.129405	18.9057	5.87468e-07	0.000195731	2.25
Si	28	14	50	243.148	0.5	1000	0	3.732	2.676	13.848	16.301	4.221	97.045	0.723947	0.5973	1.41161e-06	6.07646e-06	2.25
Si	28	14	50	243.148	1	1000	0	7.238	5.574	29.998	35.315	8.62	219.807	0.481376	1.34279	2.12146e-06	1.36725e-05	2.25
Si	28	14	50	243.148	2	1000	0	14.756	11.407	60.567	71.19	16.165	473.183	0.226157	2.86031	1.97287e-06	2.91602e-05	2.25
Si	28	14	50	243.148	4	1000	0	29.582	23.061	122.117	143.903	28.228	1061.29	0.0465233	6.31627	7.96324e-07	6.45126e-05	2.25
Si	28	14	100	142.591	0.5	1000	0	6.229	4.722	16.091	17.778	5.734	62.212	0.726806	0.428927	1.76983e-06	4.30905e-06	2.25
Si	28	14	100	142.591	1	1000	0	12.587	9.761	31.949	35.19	10.911	125.805	0.524859	0.862599	2.58073e-06	8.67081e-06	2.25
Si	28	14	100	142.591	2	1000	0	25.252	19.705	66.003	72.741	20.568	288.934	0.247938	1.93038	2.58829e-06	1.9458e-05	2.25
Si	28	14	100	142.591	4	1000	0	50.455	39.347	132.042	145.925	34.393	689.761	0.0468858	4.43419	1.07402e-06	4.48863e-05	2.25
Si	28	14	200	87.8714	0.5	1000	0	9.719	7.586	16.104	17.206	6.775	37.115	0.773646	0.29734	1.70981e-06	2.94328e-06	2.25
Si	28	14	200	87.8714	1	1000	0	20.548	15.987	33.918	36.186	13.525	84.45	0.567056	0.657943	2.76319e-06	6.52971e-06	2.25
Si	28	14	200	87.8714	2	1000	0	40.872	31.878	67.703	72.154	23.981	193.944	0.29748	1.44224	3.05097e-06	1.43778e-05	2.25
Si	28	14	200	87.8714	4	1000	0	81.982	64.096	137.266	146.479	39.475	499.194	0.0626407	3.46578	1.4193e-06	3.47922e-05	2.25
Si	28	14	400	59.3104	0.5	1000	0	15.149	11.741	16.813	17.615	8.165	25.993	0.798143	0.243187	1.62804e-06	2.37542e-06	2.25
Si	28	14	400	59.3104	1	1000	0	30.322	23.654	34.075	35.709	15.353	59.133	0.617128	0.525831	2.68372e-06	5.15761e-06	2.25
Si	28	14	400	59.3104	2	1000	0	60.7	47.423	68.057	71.369	27.026	138.861	0.350623	1.15639	3.28698e-06	1.14067e-05	2.25
Si	28	14	400	59.3104	4	1000	0	121.633	95.314	138.97	145.622	43.258	397.045	0.0763063	2.93944	1.72795e-06	2.93163e-05	2.25
Si	28	14	800	45.6341	0.5	1000	0	19.616	15.263	16.35	16.969	8.686	19.281	0.823068	0.204898	1.4714e-06	1.98232e-06	2.25
Si	28	14	800	45.6341	1	1000	0	39.418	30.725	33.44	34.668	16.594	44.763	0.656883	0.446006	2.52419e-06	4.33533e-06	2.25
Si	28	14	800	45.6341	2	1000	0	79.02	61.738	68.114	70.672	29.148	116.807	0.381649	1.03954	3.34316e-06	1.01956e-05	2.25
