Ion	A	Z	Energy	LET	Dose	Hist	Count	Tr_Tot	Tr_in	DSBs	DSBt	RIFs	NComb	PSurv	lPSurv	PMut*	PMut
Photon	0	0	0.1	0	0.25	1000	0	27.018	21.062	8.753	8.999	7.571	1.952	0.936338	0.0664689	5.606e-07	6.11688e-07	
Photon	0	0	0.1	0	0.5	1000	0	54.119	42.262	17.378	17.865	15.035	3.666	0.87829	0.130889	1.0385e-06	1.20322e-06	
Photon	0	0	0.1	0	1	1000	0	108.288	84.78	34.784	35.827	29.78	8.101	0.768278	0.266309	1.84535e-06	2.45278e-06	
Photon	0	0	0.1	0	2	1000	0	216.84	169.989	69.997	71.989	58.993	17.493	0.585038	0.541305	2.86346e-06	4.99307e-06	
Photon	0	0	0.1	0	3	1000	0	325.251	255.171	104.692	107.764	86.933	28.801	0.44274	0.823643	3.29642e-06	7.61331e-06	
Photon	0	0	0.1	0	4	1000	0	433.84	340.53	139.256	143.352	113.732	41.318	0.333762	1.11097	3.34754e-06	1.02872e-05	
Photon	0	0	0.1	0	5	1000	0	542.039	425.57	174.707	179.641	140.772	54.251	0.249558	1.40483	3.17049e-06	1.30228e-05	
Photon	0	0	0.1	0	6	1000	0	650.44	510.623	209.795	215.821	166.336	69.951	0.184348	1.71211	2.8567e-06	1.58993e-05	
