Hist	Tr_Tot	Tr_in	DSBs	DSBt	RIFs	NComb	PSurv	lPSurv	PMut*	PMut
1	231	187	66	70	44	36	0.536226	0.6232	3.1445e-06	5.86413e-06
2	228	180	74	79	49	47	0.479112	0.73582	3.333e-06	6.95662e-06
3	226	180	72	75	47	40	0.509156	0.675	3.23767e-06	6.3589e-06
4	224	175	69	70	40	54	0.489192	0.715	3.33655e-06	6.82052e-06
5	222	176	53	54	37	30	0.611329	0.49212	2.83789e-06	4.64217e-06
6	220	164	88	92	53	64	0.404882	0.90416	3.47943e-06	8.5937e-06
7	218	178	69	69	49	24	0.573659	0.55572	2.96586e-06	5.17008e-06
8	216	168	69	75	46	40	0.509156	0.675	3.23767e-06	6.3589e-06
9	214	161	82	84	50	53	0.45031	0.79782	3.40329e-06	7.55766e-06
10	225	181	92	94	50	86	0.357393	1.02892	3.52944e-06	9.87553e-06
11	211	155	71	72	46	34	0.534962	0.62556	3.14063e-06	5.87076e-06
12	209	162	54	57	42	21	0.628097	0.46506	2.72174e-06	4.33331e-06
13	207	163	52	54	37	25	0.627118	0.46662	2.74458e-06	4.3765e-06
14	204	165	58	60	40	29	0.591733	0.5247	2.91589e-06	4.92772e-06
15	202	162	69	73	42	48	0.494979	0.70324	3.30204e-06	6.67107e-06
16	244	197	86	88	53	69	0.404728	0.90454	3.49425e-06	8.63358e-06
17	195	148	80	82	42	82	0.393309	0.93316	3.53413e-06	8.98563e-06
18	192	149	65	69	46	41	0.526018	0.64242	3.19469e-06	6.07335e-06
19	208	158	79	81	47	63	0.436058	0.82998	3.45343e-06	7.91965e-06
20	221	173	67	69	43	44	0.518031	0.65772	3.22876e-06	6.23275e-06
21	224	176	60	64	43	44	0.534555	0.62632	3.18088e-06	5.95051e-06
22	221	183	56	56	39	26	0.616141	0.48428	2.79884e-06	4.54253e-06
23	228	178	77	79	47	54	0.46231	0.77152	3.38806e-06	7.32855e-06
24	206	163	58	59	38	35	0.577515	0.54902	2.99735e-06	5.19007e-06
25	205	162	78	80	48	56	0.454753	0.788	3.40668e-06	7.49127e-06
26	194	157	55	55	37	26	0.620022	0.478	2.78147e-06	4.48608e-06
27	212	172	65	65	42	28	0.576373	0.551	2.97225e-06	5.15682e-06
28	229	177	82	82	51	73	0.411782	0.88726	3.50321e-06	8.50743e-06
29	230	176	76	76	45	48	0.485741	0.72208	3.32267e-06	6.84041e-06
30	218	174	61	64	42	30	0.574118	0.55492	2.98923e-06	5.20664e-06
31	206	167	63	65	41	35	0.55616	0.5867	3.07487e-06	5.52876e-06
32	200	155	85	86	56	49	0.453854	0.78998	3.38485e-06	7.45802e-06
33	223	175	75	76	41	57	0.463949	0.76798	3.39546e-06	7.31861e-06
34	242	199	78	80	45	66	0.432142	0.839	3.46691e-06	8.0226e-06
35	238	173	85	90	48	74	0.389614	0.9426	3.51125e-06	9.01214e-06
36	234	179	75	75	44	47	0.4913	0.7107	3.30686e-06	6.73083e-06
37	231	170	82	82	45	61	0.437771	0.82606	3.44518e-06	7.86983e-06
38	240	192	79	79	50	53	0.464674	0.76642	3.3807e-06	7.27542e-06
39	226	172	75	78	52	41	0.497112	0.69894	3.27168e-06	6.58137e-06
40	224	183	84	87	56	54	0.439657	0.82176	3.42059e-06	7.78013e-06
41	222	181	86	89	46	86	0.368793	0.99752	3.53794e-06	9.59329e-06
42	220	168	53	55	36	26	0.620022	0.478	2.78147e-06	4.48608e-06
43	218	163	71	72	42	46	0.503204	0.68676	3.27503e-06	6.50835e-06
44	194	152	57	60	39	34	0.576834	0.5502	2.99572e-06	5.19338e-06
45	215	157	68	69	44	42	0.523342	0.64752	3.20624e-06	6.12648e-06
46	213	172	69	71	47	29	0.552236	0.59378	3.06416e-06	5.54864e-06
47	211	159	60	61	42	27	0.594057	0.52078	2.89775e-06	4.8779e-06
48	209	172	61	62	40	34	0.569635	0.56276	3.02264e-06	5.30628e-06
49	207	165	63	65	41	47	0.523143	0.6479	3.22589e-06	6.16635e-06
50	219	174	70	73	45	43	0.507763	0.67774	3.25243e-06	6.4054e-06
51	202	159	65	67	44	41	0.532666	0.62986	3.17493e-06	5.96045e-06
52	200	156	57	60	39	34	0.576834	0.5502	2.99572e-06	5.19338e-06
53	196	147	79	80	47	51	0.466499	0.7625	3.37073e-06	7.2256e-06
54	226	176	87	88	55	44	0.459765	0.77704	3.3587e-06	7.30525e-06
55	231	183	89	94	50	82	0.364758	1.00852	3.52466e-06	9.663e-06
56	182	139	75	76	48	54	0.471102	0.75268	3.37272e-06	7.15921e-06
57	198	150	41	41	33	9	0.738318	0.30338	2.06179e-06	2.79255e-06
58	234	179	86	90	58	50	0.440344	0.8202	3.40691e-06	7.73694e-06
59	228	180	76	78	43	70	0.428768	0.84684	3.48255e-06	8.12224e-06
60	205	159	44	44	34	10	0.720853	0.32732	2.17339e-06	3.01503e-06
61	232	180	90	91	47	98	0.34257	1.07128	3.54347e-06	1.03438e-05
62	220	172	87	87	52	51	0.446436	0.80646	3.40217e-06	7.62073e-06
63	212	170	71	72	43	44	0.508363	0.67656	3.25458e-06	6.40209e-06
64	198	158	60	60	37	39	0.562311	0.5757	3.06968e-06	5.45905e-06
65	217	170	80	82	48	49	0.465399	0.76486	3.36587e-06	7.23223e-06
66	218	173	74	77	45	58	0.458699	0.77936	3.40731e-06	7.42819e-06
67	190	153	76	79	49	56	0.457618	0.78172	3.40231e-06	7.43482e-06
68	255	195	74	76	49	42	0.500834	0.69148	3.26625e-06	6.52161e-06
69	248	188	91	94	44	122	0.297447	1.21252	3.5064e-06	1.17883e-05
70	243	192	68	72	46	36	0.529533	0.63576	3.16503e-06	5.97702e-06
71	238	175	82	86	49	56	0.437937	0.82568	3.42903e-06	7.82995e-06
72	230	166	64	65	44	32	0.564734	0.5714	3.03226e-06	5.36936e-06
73	208	164	53	53	34	25	0.631069	0.46034	2.72625e-06	4.32005e-06
74	229	182	69	70	52	22	0.575912	0.5518	2.94882e-06	5.12026e-06
75	227	181	72	74	44	56	0.472215	0.75032	3.37756e-06	7.15258e-06
76	225	171	88	89	51	62	0.416812	0.87512	3.46708e-06	8.31809e-06
77	223	185	74	74	47	33	0.530986	0.63302	3.14902e-06	5.93052e-06
78	221	172	64	66	38	49	0.514592	0.66438	3.25689e-06	6.32907e-06
79	219	170	58	59	42	22	0.617103	0.48272	2.77655e-06	4.49934e-06
80	217	170	68	69	42	43	0.52068	0.65262	3.2176e-06	6.17961e-06
81	215	172	71	73	49	44	0.50518	0.68284	3.26272e-06	6.45854e-06
82	213	169	68	70	48	26	0.564283	0.5722	3.0092e-06	5.3328e-06
83	212	167	69	70	45	35	0.538968	0.6181	3.13194e-06	5.81099e-06
84	215	169	74	75	46	57	0.466872	0.7617	3.3905e-06	7.26216e-06
85	208	158	55	57	35	36	0.58184	0.54156	2.98502e-06	5.13031e-06
86	205	161	70	74	44	48	0.49188	0.70952	3.30913e-06	6.72752e-06
87	203	160	87	91	55	55	0.426569	0.85198	3.43775e-06	8.05906e-06
88	200	161	62	64	38	49	0.521097	0.65182	3.23923e-06	6.21617e-06
89	216	164	79	81	50	45	0.477983	0.73818	3.32832e-06	6.96325e-06
90	185	151	61	62	44	28	0.587335	0.53216	2.92932e-06	4.98748e-06
91	189	151	71	73	47	43	0.507763	0.67774	3.25243e-06	6.4054e-06
92	221	182	72	75	48	33	0.527662	0.6393	3.15909e-06	5.98697e-06
93	214	170	61	61	48	20	0.615648	0.48508	2.77409e-06	4.50597e-06
94	188	154	55	56	38	28	0.609888	0.49448	2.83524e-06	4.6488e-06
95	228	180	100	102	59	78	0.354035	1.03836	3.50567e-06	9.90204e-06
96	206	153	64	65	42	28	0.576373	0.551	2.97225e-06	5.15682e-06
97	209	163	61	64	32	57	0.500264	0.69262	3.32237e-06	6.64124e-06
98	228	174	66	66	44	32	0.561199	0.57768	3.04495e-06	5.4258e-06
99	212	168	79	82	51	51	0.460676	0.77506	3.38067e-06	7.3385e-06
100	222	177	88	91	46	94	0.34963	1.05088	3.54219e-06	1.01313e-05
101	203	160	65	67	45	32	0.557686	0.58396	3.05737e-06	5.48225e-06
