Sample_ID,Fe_avg_nfoci_0_4h,Ar_avg_nfoci_0_4h,Si_avg_nfoci_0_4h,Gamma_avg_nfoci_0_4h,baseline_nfoci
1502,1.993195345,1.921589398,3.789165725,2.404073057,2.527005881
1503,2.06472152,1.786160829,3.078228305,2.464928261,2.348509729
1504,3.2806665,1.23402897,2.804790836,2.501441383,2.455231922
1507,1.778616819,2.661237737,2.290728394,2.830059483,2.390160608
1508,2.398510338,2.192446536,2.006353426,2.878743646,2.369013487
1512,1.695169614,1.723655335,1.831353446,2.258020568,1.877049741
1514,1.325617708,1.93200698,2.367290885,1.345192513,1.742527022
1515,1.337538738,1.504886108,2.957915819,2.294533691,2.023718589
1516,1.432906971,2.557061914,2.782915839,2.002428713,2.193828359
1517,1.587880351,1.963259727,2.41104088,1.819863102,1.945511015
1518,1.468670059,2.02576522,2.41104088,1.710323735,1.903949974
1519,1.30177565,1.702820171,2.126665913,2.075454957,1.801679173
1520,1.468670059,2.11952346,2.465728374,2.184994324,2.059729054
1521,2.088563578,2.661237737,3.012603313,2.489270342,2.562918743
1522,1.873985052,2.525809168,2.848540831,2.160652242,2.352246823
1524,1.361380796,1.921589398,1.875103441,1.78334998,1.735355904
1525,1.420985942,1.921589398,2.028228424,1.235653146,1.651614227
1526,1.969353286,2.557061914,2.892290826,1.552100205,2.242701558
1527,2.06472152,2.202864118,2.925103322,1.771178939,2.240966975
1528,1.635564468,2.463303674,2.006353426,1.235653146,1.835218679
1529,2.088563578,2.754995977,3.373540772,1.588613328,2.451428414
1530,3.078009003,3.005017951,2.914165824,2.44058618,2.859444739
1531,1.671327556,2.296622358,1.667290964,1.771178939,1.851604954
1532,1.516354176,2.296622358,2.848540831,1.62512645,2.071660954
1533,1.730932702,2.661237737,1.820415947,1.698152694,1.97768477
1534,1.826300936,2.869589381,2.520415868,2.026770794,2.310769245
1535,1.552117264,2.140358625,1.754790954,1.78334998,1.807654206
1536,1.122960212,1.088182819,1.284478507,1.45473188,1.237588354
1537,1.90974814,2.02576522,2.870415829,1.442560839,2.062122507
1538,1.945511228,1.786160829,1.809478448,1.552100205,1.773312678
1539,1.993195345,1.338204793,2.170415908,1.345192513,1.711752139
1540,1.361380796,1.317369628,2.575103362,2.014599754,1.817113385
1541,1.75477476,1.692402589,2.564165863,1.95374455,1.991271941
1542,1.289854621,1.32778721,1.52510348,1.430389798,1.393283777
1543,1.59980138,1.827831158,2.378228384,1.698152694,1.876003404
1544,1.61172241,2.577897079,1.809478448,1.759007898,1.939526459
1545,1.373301825,1.056930072,1.448540989,1.369534594,1.31207687
1546,1.206407416,1.984094891,1.995415927,2.026770794,1.803172257
1547,1.397143884,0.931919085,1.17510352,1.272166268,1.194083189
1548,0.777250364,1.23402897,2.093853416,1.698152694,1.450821361
1549,1.623643439,2.088270714,1.984478429,1.369534594,1.766481794
1550,1.838221965,2.140358625,2.367290885,1.29650835,1.910594956
1551,2.398510338,1.681985006,1.481353485,1.235653146,1.699375494
1552,2.06472152,2.307039941,2.793853337,1.45473188,2.155086669
1554,2.279300046,2.473721256,2.028228424,1.515587083,2.074209202
1555,2.017037403,2.588314661,1.754790954,1.734665817,2.023702209
1557,1.099118153,1.150688312,1.514165982,1.637297491,1.350317484
1558,1.182565358,1.296534464,1.754790954,1.150455861,1.346086659
1559,1.957432257,1.129853148,1.557915977,1.527758124,1.543239876
1562,1.790537848,2.775831141,1.842290945,1.150455861,1.889778949
1563,1.266012562,2.129941043,1.787603451,1.369534594,1.638272913
1564,2.2196949,1.848666322,2.443853377,1.46690292,1.99477938
1565,2.148168724,1.65073226,1.951665932,1.868547265,1.904778545
1567,1.897827111,2.567479497,1.951665932,1.46690292,1.970968865
1570,1.671327556,1.93200698,1.470415987,1.503416042,1.644291641
1572,1.59980138,1.869501487,1.492290984,1.588613328,1.637551795
1573,1.683248585,1.598644349,2.170415908,1.357363554,1.702418099
1574,1.361380796,1.484050944,2.695415848,0.992232331,1.63326998
1576,1.90974814,2.004930056,1.393853495,1.357363554,1.666473811
1579,2.398510338,2.692490483,2.640728355,0.858350883,2.147520015
1580,2.315063134,1.83824874,2.301665893,1.199140024,1.913529448
1581,2.37466828,2.484138839,2.225103401,1.62512645,2.177259242
1582,2.088563578,3.005017951,2.159478409,1.369534594,2.155648633
1583,1.659406527,1.83824874,1.732915957,1.12611378,1.589171251
1584,2.422352396,2.254952029,2.85947833,1.79552102,2.333075944
1587,1.409064913,1.598644349,2.028228424,1.199140024,1.558769427
1588,3.018403857,1.463215779,2.214165903,1.832034142,2.13195492
1589,2.696536068,1.629897095,2.050103421,1.442560839,1.954774356
1590,1.981274315,1.93200698,1.678228463,1.515587083,1.77677421
1591,2.255457987,1.463215779,2.662603352,1.649468531,2.007686413
1592,2.434273426,1.806995993,2.093853416,1.746836857,2.020489923
1593,2.565404747,1.83824874,1.557915977,1.856376224,1.954486422
1594,1.575959322,1.452798197,2.334478389,1.406047717,1.692320906
1595,2.207773871,1.515303691,1.393853495,1.722494776,1.709856458
1596,1.826300936,1.431963033,1.951665932,1.649468531,1.714849608
1597,2.684615039,1.7444905,2.618853357,1.79552102,2.210869979
