Ion	A	Z	Energy	LET	Dose	Hist	Count	Tr_Tot	Tr_in	DSBs	DSBt	RIFs	NComb	PSurv	lPSurv	PMut*	PMut	SiDom
H	1	1	400	0.302604	0.5	1000	0	1052.18	1029.52	17.979	18.298	16.876	1.71	0.884263	0.123632	9.83373e-07	1.12374e-06	0.4
H	1	1	400	0.302604	1	1000	0	2104.55	2059.4	35.842	36.472	33.417	3.738	0.781329	0.248108	1.74425e-06	2.25737e-06	0.4
H	1	1	400	0.302604	2	1000	0	4208.69	4118.3	72.005	73.257	66.797	7.838	0.608362	0.500028	2.73478e-06	4.55164e-06	0.4
H	1	1	400	0.302604	4	1000	0	8416.69	8235.92	144.051	146.441	131.453	18.072	0.365922	1.01182	3.33213e-06	9.22647e-06	0.4
H	1	1	800	0.232827	0.5	1000	0	1367.35	1338.05	17.371	17.676	16.313	1.674	0.887882	0.119543	9.5458e-07	1.08671e-06	0.4
H	1	1	800	0.232827	1	1000	0	2734.97	2676.13	35.308	35.913	32.996	3.446	0.785197	0.243108	1.71687e-06	2.2103e-06	0.4
H	1	1	800	0.232827	2	1000	0	5469.85	5352.54	70.813	71.987	65.685	7.611	0.613719	0.490894	2.71167e-06	4.46789e-06	0.4
H	1	1	800	0.232827	4	1000	0	10939.1	10704.2	141.301	143.758	129.201	17.59	0.372864	0.992509	3.33286e-06	9.04941e-06	0.4
H	1	1	1000	0.220775	0.5	1000	0	1442.46	1411.45	17.44	17.74	16.373	1.635	0.887736	0.119746	9.55194e-07	1.08825e-06	0.4
H	1	1	1000	0.220775	1	1000	0	2884.17	2822.06	34.405	34.971	32.216	3.274	0.790579	0.236315	1.67879e-06	2.14799e-06	0.4
H	1	1	1000	0.220775	2	1000	0	5768.16	5644.45	68.878	70.093	63.94	7.365	0.621842	0.477746	2.6729e-06	4.34791e-06	0.4
H	1	1	1000	0.220775	4	1000	0	11536	11288.1	138.889	141.29	127.197	17.001	0.379783	0.974006	3.33087e-06	8.8788e-06	0.4
H	1	1	1600	0.206857	0.5	1000	0	1539.35	1506.22	16.274	16.544	15.333	1.445	0.895186	0.111266	8.95765e-07	1.01065e-06	0.4
H	1	1	1600	0.206857	1	1000	0	3078.12	3011.85	32.791	33.335	30.697	3.101	0.799379	0.225159	1.61763e-06	2.04645e-06	0.4
H	1	1	1600	0.206857	2	1000	0	6156.44	6024.23	65.722	66.808	61.136	6.841	0.636413	0.454443	2.60147e-06	4.13464e-06	0.4
H	1	1	1600	0.206857	4	1000	0	12312.1	12047.4	131.17	133.341	120.375	15.517	0.402246	0.916518	3.31585e-06	8.35125e-06	0.4
He	4	2	10	18.3487	0.5	1000	0	17.3	16.904	16.634	17.192	12.651	6.492	0.870765	0.141075	1.1013e-06	1.31539e-06	0.4
He	4	2	10	18.3487	1	1000	0	34.692	33.918	33.94	35.055	25.748	13.361	0.75364	0.288287	1.94898e-06	2.68868e-06	0.4
He	4	2	10	18.3487	2	1000	0	69.227	67.747	67.353	69.586	50.983	26.583	0.570569	0.572573	2.92472e-06	5.3404e-06	0.4
He	4	2	10	18.3487	4	1000	0	138.648	135.589	135.324	139.763	101.518	54.972	0.321071	1.15807	3.33827e-06	1.08101e-05	0.4
He	4	2	50	4.97376	0.5	1000	0	63.75	62.399	18.124	18.511	16.123	2.913	0.878084	0.131105	1.03564e-06	1.19968e-06	0.4
He	4	2	50	4.97376	1	1000	0	128.052	125.239	36.264	37.034	32.183	5.944	0.770481	0.262888	1.82326e-06	2.4063e-06	0.4
He	4	2	50	4.97376	2	1000	0	256.013	250.432	72.485	73.944	63.739	12.643	0.591978	0.528848	2.8185e-06	4.84572e-06	0.4
He	4	2	50	4.97376	4	1000	0	512.168	501.173	144.924	147.912	125.759	27.646	0.346287	1.06988	3.33928e-06	9.8182e-06	0.4
He	4	2	100	2.9106	0.5	1000	0	109.311	106.933	17.853	18.176	16.236	2.373	0.882132	0.126248	1.00263e-06	1.15208e-06	0.4
He	4	2	100	2.9106	1	1000	0	218.706	213.928	36.537	37.246	33.155	4.974	0.773035	0.259272	1.80319e-06	2.36673e-06	0.4
He	4	2	100	2.9106	2	1000	0	437.603	428.201	73.051	74.43	65.778	10.399	0.596487	0.520455	2.79413e-06	4.75393e-06	0.4
He	4	2	100	2.9106	4	1000	0	875.31	856.436	145.795	148.558	129.473	23.241	0.352209	1.05147	3.33651e-06	9.62061e-06	0.4
He	4	2	200	1.79331	0.5	1000	0	177.515	173.64	18.021	18.373	16.61	2.14	0.882135	0.126296	1.0007e-06	1.15082e-06	0.4
He	4	2	200	1.79331	1	1000	0	355.281	347.589	36.23	36.848	33.33	4.202	0.77779	0.252836	1.76932e-06	2.30325e-06	0.4
He	4	2	200	1.79331	2	1000	0	710.323	695.023	72.411	73.659	66.035	9.154	0.602994	0.509264	2.76231e-06	4.64426e-06	0.4
He	4	2	200	1.79331	4	1000	0	1420.52	1390.01	145.051	147.664	130.53	20.796	0.35821	1.03339	3.33662e-06	9.44024e-06	0.4
He	4	2	400	1.21042	0.5	1000	0	263.051	257.345	18.185	18.536	16.855	1.991	0.881755	0.12656	1.00413e-06	1.1521e-06	0.4
He	4	2	400	1.21042	1	1000	0	526.133	514.84	35.93	36.594	33.2	4.054	0.779599	0.250486	1.75654e-06	2.28105e-06	0.4
He	4	2	400	1.21042	2	1000	0	1052.18	1029.52	71.847	73.074	65.978	8.593	0.606806	0.502729	2.74422e-06	4.58143e-06	0.4
He	4	2	400	1.21042	4	1000	0	2104.55	2059.4	144.476	147.078	130.879	19.641	0.361606	1.02382	3.33514e-06	9.34579e-06	0.4
He	4	2	800	0.931308	0.5	1000	0	341.81	334.395	17.523	17.818	16.349	1.749	0.886824	0.120817	9.62761e-07	1.09871e-06	0.4
He	4	2	800	0.931308	1	1000	0	683.857	669.116	35.066	35.661	32.51	3.834	0.785038	0.243504	1.71866e-06	2.21669e-06	0.4
He	4	2	800	0.931308	2	1000	0	1367.35	1338.05	70.003	71.108	64.497	7.977	0.61618	0.487241	2.7e-06	4.43772e-06	0.4
He	4	2	800	0.931308	4	1000	0	2734.97	2676.13	140.297	142.687	127.733	18.046	0.374659	0.988109	3.33254e-06	9.01318e-06	0.4
He	4	2	1000	0.883102	0.5	1000	0	360.494	352.695	17.18	17.496	16.002	1.833	0.888236	0.119223	9.52142e-07	1.085e-06	0.4
He	4	2	1000	0.883102	1	1000	0	721.203	705.673	34.227	34.795	31.847	3.562	0.790297	0.236679	1.68229e-06	2.15335e-06	0.4
He	4	2	1000	0.883102	2	1000	0	1442.46	1411.45	68.68	69.896	63.46	7.76	0.621446	0.478523	2.6757e-06	4.35778e-06	0.4
He	4	2	1000	0.883102	4	1000	0	2884.17	2822.06	138.25	140.548	125.869	17.588	0.380431	0.97234	3.3322e-06	8.8681e-06	0.4
He	4	2	1600	0.827428	0.5	1000	0	384.773	376.457	16.259	16.558	15.209	1.594	0.894496	0.112114	9.01599e-07	1.01935e-06	0.4
He	4	2	1600	0.827428	1	1000	0	769.619	753.049	32.976	33.525	30.607	3.523	0.79681	0.228504	1.63694e-06	2.07959e-06	0.4
He	4	2	1600	0.827428	2	1000	0	1539.35	1506.22	65.524	66.615	60.688	7.108	0.63642	0.454593	2.60173e-06	4.13793e-06	0.4
He	4	2	1600	0.827428	4	1000	0	3078.12	3011.85	130.74	132.894	119.577	15.991	0.402266	0.916128	3.31849e-06	8.3512e-06	0.4
C	12	6	10	163.773	0.5	1000	0	1.914	1.846	12.383	14.266	5.042	37.298	0.813766	0.27981	1.23103e-06	2.78704e-06	0.4
C	12	6	10	163.773	1	1000	0	3.877	3.742	26.482	30.526	10.995	77.361	0.650728	0.586244	2.0365e-06	5.83356e-06	0.4
C	12	6	10	163.773	2	1000	0	7.56	7.367	57.804	66.649	23.681	173.058	0.381237	1.30115	2.71548e-06	1.29573e-05	0.4
C	12	6	10	163.773	4	1000	0	15.492	15.126	119.246	137.68	48.592	358.251	0.137976	2.69171	2.00557e-06	2.68067e-05	0.4
C	12	6	50	44.7632	0.5	1000	0	6.949	6.766	16.44	17.206	11.042	10.919	0.85492	0.163741	1.21382e-06	1.5514e-06	0.4
C	12	6	50	44.7632	1	1000	0	14.197	13.841	34.58	36.212	22.889	24.25	0.715024	0.351086	2.17179e-06	3.33256e-06	0.4
C	12	6	50	44.7632	2	1000	0	28.251	27.622	69.727	72.953	45.926	49.362	0.507738	0.709891	3.11507e-06	6.74078e-06	0.4
C	12	6	50	44.7632	4	1000	0	56.831	55.6	139.678	146.306	91.285	101.276	0.255886	1.43531	3.14314e-06	1.36397e-05	0.4
C	12	6	100	26.1954	0.5	1000	0	12.105	11.806	17.466	18.059	13.133	7.369	0.862903	0.150992	1.15999e-06	1.41093e-06	0.4
C	12	6	100	26.1954	1	1000	0	24.182	23.641	35.453	36.664	26.684	14.859	0.741889	0.306031	2.01703e-06	2.8591e-06	0.4
C	12	6	100	26.1954	2	1000	0	48.45	47.411	71.222	73.529	53.228	30.783	0.546807	0.618755	3.00871e-06	5.78613e-06	0.4
C	12	6	100	26.1954	4	1000	0	97.126	95.013	142.089	146.813	105.049	63.427	0.297335	1.24546	3.28453e-06	1.16573e-05	0.4
C	12	6	200	16.1398	0.5	1000	0	19.578	19.141	17.62	18.068	14.326	5.048	0.87206	0.139212	1.08564e-06	1.28811e-06	0.4
C	12	6	200	16.1398	1	1000	0	39.343	38.478	35.409	36.311	28.845	9.956	0.759871	0.278809	1.89965e-06	2.57866e-06	0.4
C	12	6	200	16.1398	2	1000	0	78.887	77.182	71.425	73.232	57.894	20.8	0.573044	0.565977	2.90366e-06	5.23894e-06	0.4
C	12	6	200	16.1398	4	1000	0	157.79	154.348	143.792	147.509	114.819	45.031	0.320661	1.15601	3.3251e-06	1.07192e-05	0.4
C	12	6	400	10.8938	0.5	1000	0	29.107	28.457	17.605	17.981	15.072	3.706	0.877784	0.131821	1.03982e-06	1.2119e-06	0.4
C	12	6	400	10.8938	1	1000	0	58.246	57.008	35.347	36.147	30.137	7.715	0.768787	0.26635	1.83507e-06	2.45033e-06	0.4
C	12	6	400	10.8938	2	1000	0	116.973	114.412	71.105	72.692	60.262	16.015	0.587425	0.538182	2.84259e-06	4.95422e-06	0.4
C	12	6	400	10.8938	4	1000	0	233.864	228.757	142.466	145.688	119.276	34.482	0.34036	1.09078	3.33971e-06	1.00559e-05	0.4
C	12	6	800	8.38177	0.5	1000	0	37.915	37.075	17.159	17.528	15.021	3.153	0.882547	0.126156	1.00117e-06	1.15694e-06	0.4
C	12	6	800	8.38177	1	1000	0	75.898	74.272	34.655	35.382	30.208	6.462	0.776725	0.255155	1.78212e-06	2.34058e-06	0.4
C	12	6	800	8.38177	2	1000	0	151.91	148.601	69.418	70.871	60.275	13.335	0.601634	0.513078	2.77732e-06	4.70903e-06	0.4
C	12	6	800	8.38177	4	1000	0	303.886	297.287	139.734	142.67	119.763	29.099	0.355403	1.04437	3.34619e-06	9.5995e-06	0.4
C	12	6	1000	7.94792	0.5	1000	0	39.852	38.976	17.046	17.39	15.065	2.831	0.884692	0.123647	9.8295e-07	1.13204e-06	0.4
C	12	6	1000	7.94792	1	1000	0	79.992	78.272	33.993	34.685	29.778	6.129	0.781552	0.24908	1.74689e-06	2.28354e-06	0.4
C	12	6	1000	7.94792	2	1000	0	160.29	156.799	68.292	69.718	59.653	12.475	0.60861	0.501452	2.74337e-06	4.59825e-06	0.4
C	12	6	1000	7.94792	4	1000	0	320.459	313.509	137.36	140.108	118.539	26.912	0.364993	1.01713	3.34574e-06	9.33868e-06	0.4
C	12	6	1600	7.44685	0.5	1000	0	42.579	41.642	16.164	16.479	14.276	2.727	0.890175	0.117396	9.39499e-07	1.07509e-06	0.4
C	12	6	1600	7.44685	1	1000	0	85.32	83.463	32.418	33.07	28.689	5.377	0.792251	0.235102	1.67257e-06	2.15242e-06	0.4
C	12	6	1600	7.44685	2	1000	0	170.897	167.166	64.861	66.166	57.093	11.213	0.625868	0.472709	2.66292e-06	4.33069e-06	0.4
C	12	6	1600	7.44685	4	1000	0	341.89	334.478	130.036	132.769	113.093	24.66	0.38648	0.959555	3.33943e-06	8.80476e-06	0.4
O	16	8	10	287.268	0.5	1000	0	1.113	1.071	11.555	14.432	4.072	65.535	0.803265	0.424861	9.401e-07	4.29674e-06	0.4
O	16	8	10	287.268	1	1000	0	2.179	2.106	23.343	29.075	8.157	130.031	0.643826	0.845749	1.53841e-06	8.55018e-06	0.4
O	16	8	10	287.268	2	1000	0	4.394	4.249	50.318	63.226	17.517	287.963	0.396326	1.86567	1.9216e-06	1.88694e-05	0.4
O	16	8	10	287.268	4	1000	0	8.506	8.313	107.321	134.197	37.652	605.067	0.128001	3.9286	1.42416e-06	3.97242e-05	0.4
O	16	8	50	79.5714	0.5	1000	0	3.981	3.845	15.216	16.253	8.93	17.141	0.842161	0.189488	1.26306e-06	1.8282e-06	0.4
O	16	8	50	79.5714	1	1000	0	7.741	7.562	32.664	35.062	18.834	38.591	0.683967	0.417003	2.28006e-06	4.02963e-06	0.4
O	16	8	50	79.5714	2	1000	0	15.904	15.525	67.166	71.977	38.325	80.784	0.45751	0.864014	3.12062e-06	8.35524e-06	0.4
O	16	8	50	79.5714	4	1000	0	31.953	31.234	137.059	146.66	77.408	166.395	0.200387	1.76964	2.8246e-06	1.71197e-05	0.4
O	16	8	100	46.5694	0.5	1000	0	6.707	6.542	16.773	17.491	11.228	11.62	0.851387	0.169105	1.23492e-06	1.60473e-06	0.4
O	16	8	100	46.5694	1	1000	0	13.606	13.276	34.909	36.418	23.3	24.192	0.714377	0.352084	2.17472e-06	3.34111e-06	0.4
O	16	8	100	46.5694	2	1000	0	27.257	26.64	70.4	73.597	47.025	48.294	0.507686	0.708489	3.11795e-06	6.72039e-06	0.4
O	16	8	100	46.5694	4	1000	0	54.572	53.397	140.88	147.351	93.036	100.125	0.255939	1.436	3.14011e-06	1.36376e-05	0.4
O	16	8	200	28.693	0.5	1000	0	10.433	10.196	16.302	16.84	12.302	6.732	0.872139	0.140088	1.08728e-06	1.30827e-06	0.4
O	16	8	200	28.693	1	1000	0	22.078	21.576	35.713	36.917	26.649	15.565	0.738467	0.31122	2.03804e-06	2.91089e-06	0.4
O	16	8	200	28.693	2	1000	0	44.268	43.298	70.853	73.151	52.845	30.993	0.548267	0.617453	2.99763e-06	5.77596e-06	0.4
O	16	8	200	28.693	4	1000	0	88.688	86.768	141.461	146.155	104.45	64.706	0.296964	1.24785	3.2831e-06	1.16881e-05	0.4
O	16	8	400	19.3667	0.5	1000	0	16.399	16.02	17.359	17.82	13.917	5.423	0.871885	0.139567	1.088e-06	1.29404e-06	0.4
O	16	8	400	19.3667	1	1000	0	32.807	32.072	35.016	35.974	28.195	10.573	0.759433	0.279839	1.9028e-06	2.59242e-06	0.4
O	16	8	400	19.3667	2	1000	0	65.665	64.255	70.38	72.324	56.158	22.514	0.571856	0.569016	2.90991e-06	5.27876e-06	0.4
O	16	8	400	19.3667	4	1000	0	131.454	128.573	140.702	144.454	110.859	47.492	0.323679	1.14938	3.32681e-06	1.06775e-05	0.4
O	16	8	800	14.9009	0.5	1000	0	21.3	20.809	17.252	17.671	14.396	4.359	0.876936	0.133205	1.04703e-06	1.22909e-06	0.4
O	16	8	800	14.9009	1	1000	0	42.556	41.622	34.441	35.233	28.767	8.411	0.770368	0.264159	1.82934e-06	2.43572e-06	0.4
O	16	8	800	14.9009	2	1000	0	85.304	83.452	69.185	70.829	57.495	17.62	0.590396	0.534668	2.8284e-06	4.93433e-06	0.4
O	16	8	800	14.9009	4	1000	0	170.869	167.138	138.686	142.072	114.007	37.341	0.344106	1.08265	3.34022e-06	1.00037e-05	0.4
O	16	8	1000	14.1296	0.5	1000	0	22.422	21.912	16.849	17.237	14.311	3.722	0.881851	0.127231	1.00784e-06	1.17075e-06	0.4
O	16	8	1000	14.1296	1	1000	0	44.905	43.934	33.536	34.29	28.244	7.871	0.777074	0.255483	1.78182e-06	2.3538e-06	0.4
O	16	8	1000	14.1296	2	1000	0	90.08	88.13	68.068	69.634	56.874	16.648	0.59727	0.522206	2.80002e-06	4.81523e-06	0.4
O	16	8	1000	14.1296	4	1000	0	180.354	176.412	137.38	140.589	113.555	35.838	0.349572	1.06567	3.3441e-06	9.8401e-06	0.4
O	16	8	1600	13.2388	0.5	1000	0	23.98	23.434	16.04	16.372	13.754	3.368	0.888171	0.119993	9.56607e-07	1.10311e-06	0.4
O	16	8	1600	13.2388	1	1000	0	47.861	46.827	32.125	32.821	27.376	6.951	0.787616	0.241566	1.70868e-06	2.222e-06	0.4
O	16	8	1600	13.2388	2	1000	0	96.072	93.998	64.469	65.933	54.375	14.88	0.616297	0.489947	2.71311e-06	4.51238e-06	0.4
O	16	8	1600	13.2388	4	1000	0	192.287	188.088	129.97	132.806	108.768	31.208	0.375366	0.993182	3.34338e-06	9.15476e-06	0.4
Ne	20	10	10	440.359	0.5	1000	0	0.72	0.699	10.902	14.96	3.671	101.862	0.803181	0.613445	7.28125e-07	6.25671e-06	0.4
Ne	20	10	10	440.359	1	1000	0	1.435	1.379	21.304	29.149	7.034	200.237	0.660739	1.20426	1.08093e-06	1.22846e-05	0.4
Ne	20	10	10	440.359	2	1000	0	2.897	2.798	44.235	60.475	14.553	416.788	0.443528	2.5054	1.33823e-06	2.55589e-05	0.4
Ne	20	10	10	440.359	4	1000	0	5.699	5.553	97.991	134.388	31.619	951.338	0.168925	5.69578	1.06577e-06	5.81335e-05	0.4
Ne	20	10	50	124.291	0.5	1000	0	2.536	2.454	13.702	14.989	7.175	23.954	0.834231	0.216296	1.2379e-06	2.11885e-06	0.4
Ne	20	10	50	124.291	1	1000	0	5.054	4.926	30.858	33.984	15.669	57.384	0.660088	0.506078	2.20567e-06	4.96731e-06	0.4
Ne	20	10	50	124.291	2	1000	0	9.704	9.481	62.945	69.377	31.926	117.228	0.42021	1.03355	2.99268e-06	1.01449e-05	0.4
Ne	20	10	50	124.291	4	1000	0	20.504	20.025	133.389	146.892	67.219	251.041	0.16322	2.20279	2.39057e-06	2.16303e-05	0.4
Ne	20	10	100	72.7635	0.5	1000	0	4.329	4.193	15.708	16.689	9.569	15.796	0.843457	0.185367	1.26543e-06	1.78135e-06	0.4
Ne	20	10	100	72.7635	1	1000	0	8.398	8.207	33.27	35.308	20.012	34.847	0.692226	0.399454	2.25124e-06	3.84458e-06	0.4
Ne	20	10	100	72.7635	2	1000	0	17.396	16.991	68.644	72.998	41.048	71.589	0.468546	0.823531	3.14018e-06	7.92431e-06	0.4
Ne	20	10	100	72.7635	4	1000	0	34.876	34.097	139.138	147.682	82.501	148.316	0.214934	1.68385	2.89821e-06	1.62168e-05	0.4
Ne	20	10	200	44.8328	0.5	1000	0	6.933	6.752	16.621	17.358	11.362	10.643	0.855541	0.163288	1.20572e-06	1.54531e-06	0.4
Ne	20	10	200	44.8328	1	1000	0	14.216	13.86	34.989	36.523	23.974	22.346	0.719867	0.343329	2.1405e-06	3.24895e-06	0.4
Ne	20	10	200	44.8328	2	1000	0	28.226	27.596	69.86	72.716	47.697	44.26	0.51941	0.682382	3.08548e-06	6.45632e-06	0.4
Ne	20	10	200	44.8328	4	1000	0	56.784	55.558	140.277	146.32	95.162	91.809	0.266177	1.38712	3.18139e-06	1.31375e-05	0.4
Ne	20	10	400	30.2604	0.5	1000	0	9.933	9.72	16.158	16.694	12.257	6.483	0.874122	0.137902	1.06975e-06	1.2868e-06	0.4
Ne	20	10	400	30.2604	1	1000	0	20.923	20.442	34.8	35.94	26.14	14.991	0.745235	0.302157	1.9923e-06	2.82525e-06	0.4
Ne	20	10	400	30.2604	2	1000	0	41.966	41.044	69.501	71.861	51.931	30.674	0.553672	0.607724	2.97558e-06	5.68619e-06	0.4
Ne	20	10	400	30.2604	4	1000	0	84.076	82.257	140.046	144.756	103.415	64.251	0.300335	1.23675	3.28738e-06	1.1585e-05	0.4
Ne	20	10	800	23.2827	0.5	1000	0	13.607	13.277	16.935	17.422	13.373	5.726	0.872881	0.138613	1.08054e-06	1.28767e-06	0.4
Ne	20	10	800	23.2827	1	1000	0	27.259	26.642	34.638	35.655	27.382	11.826	0.756887	0.284226	1.91849e-06	2.64099e-06	0.4
Ne	20	10	800	23.2827	2	1000	0	54.56	53.387	68.695	70.529	54.288	22.908	0.577694	0.559753	2.88364e-06	5.19837e-06	0.4
Ne	20	10	800	23.2827	4	1000	0	109.312	106.933	138.465	142.342	107.493	50.397	0.323741	1.15093	3.32733e-06	1.07126e-05	0.4
Ne	20	10	1000	22.0775	0.5	1000	0	14.353	14.003	16.742	17.153	13.479	5.074	0.877041	0.133598	1.0464e-06	1.23784e-06	0.4
Ne	20	10	1000	22.0775	1	1000	0	28.762	28.111	33.782	34.727	26.967	10.788	0.76474	0.273104	1.86751e-06	2.53346e-06	0.4
Ne	20	10	1000	22.0775	2	1000	0	57.599	56.361	67.87	69.7	53.962	21.83	0.583442	0.549049	2.8608e-06	5.0943e-06	0.4
Ne	20	10	1000	22.0775	4	1000	0	115.264	112.739	135.412	139.019	106.479	46.055	0.336623	1.10792	3.34454e-06	1.02943e-05	0.4
Ne	20	10	1600	20.6857	0.5	1000	0	15.396	15.033	15.751	16.157	12.889	4.404	0.885255	0.123926	9.80745e-07	1.14602e-06	0.4
Ne	20	10	1600	20.6857	1	1000	0	30.676	29.99	31.907	32.738	25.856	9.499	0.779078	0.25404	1.76888e-06	2.35269e-06	0.4
Ne	20	10	1600	20.6857	2	1000	0	61.542	60.224	64.341	65.897	52.089	18.954	0.605506	0.510499	2.76268e-06	4.72681e-06	0.4
Ne	20	10	1600	20.6857	4	1000	0	123.13	120.445	128.769	132.058	102.991	40.385	0.361586	1.03529	3.34966e-06	9.60014e-06	0.4
Si	28	14	10	821.226	0.5	1000	0	0.389	0.378	10.846	17.994	3.558	230.495	0.825777	1.28853	3.21623e-07	1.32627e-05	0.4
Si	28	14	10	821.226	1	1000	0	0.77	0.744	18.254	29.705	6.173	372.076	0.720801	2.08413	5.59594e-07	2.14464e-05	0.4
Si	28	14	10	821.226	2	1000	0	1.529	1.468	35.675	58.163	11.485	756.961	0.535592	4.22576	7.67465e-07	4.35029e-05	0.4
Si	28	14	10	821.226	4	1000	0	3.104	2.993	75.468	123.474	23.931	1569.47	0.297155	8.7797	7.35184e-07	9.03607e-05	0.4
Si	28	14	50	243.148	0.5	1000	0	1.303	1.252	13.917	16.312	6.217	53.163	0.795615	0.373571	1.13105e-06	3.74549e-06	0.4
Si	28	14	50	243.148	1	1000	0	2.606	2.518	26.613	31.105	11.964	94.121	0.65259	0.675356	1.77364e-06	6.75675e-06	0.4
Si	28	14	50	243.148	2	1000	0	5.181	5.06	58.995	69.558	25.735	227.962	0.387017	1.59943	2.23429e-06	1.60387e-05	0.4
Si	28	14	50	243.148	4	1000	0	9.905	9.686	117.408	138.391	50.641	451.093	0.142906	3.16967	1.71585e-06	3.17799e-05	0.4
Si	28	14	100	142.591	0.5	1000	0	2.2	2.125	14.492	15.928	7.486	28.023	0.820909	0.242945	1.29015e-06	2.38805e-06	0.4
Si	28	14	100	142.591	1	1000	0	4.42	4.277	30.416	33.577	15.844	58.722	0.665596	0.510346	2.13788e-06	5.01543e-06	0.4
Si	28	14	100	142.591	2	1000	0	8.562	8.364	64.147	70.904	32.408	130.152	0.407838	1.10905	2.91147e-06	1.09178e-05	0.4
Si	28	14	100	142.591	4	1000	0	17.869	17.455	132.657	146.345	67.072	269.946	0.157786	2.29577	2.31643e-06	2.26039e-05	0.4
Si	28	14	200	87.8714	0.5	1000	0	3.632	3.502	15.284	16.245	9.189	16.824	0.844209	0.187821	1.2403e-06	1.8109e-06	0.4
Si	28	14	200	87.8714	1	1000	0	7.073	6.901	33.223	35.447	19.371	39.789	0.683275	0.425531	2.2475e-06	4.11501e-06	0.4
Si	28	14	200	87.8714	2	1000	0	14.448	14.089	68.132	72.509	39.953	78.705	0.462008	0.856752	3.10042e-06	8.27481e-06	0.4
Si	28	14	200	87.8714	4	1000	0	28.894	28.242	137.644	146.804	79.949	162.445	0.204985	1.7504	2.83826e-06	1.6918e-05	0.4
Si	28	14	400	59.3104	0.5	1000	0	5.296	5.165	16.222	17.014	10.685	12.334	0.852245	0.169751	1.21922e-06	1.61574e-06	0.4
Si	28	14	400	59.3104	1	1000	0	10.119	9.905	32.594	34.14	21.481	24.556	0.726173	0.339635	2.08044e-06	3.23186e-06	0.4
Si	28	14	400	59.3104	2	1000	0	21.424	20.938	68.883	72.191	44.921	53.327	0.505296	0.725327	3.0869e-06	6.90844e-06	0.4
Si	28	14	400	59.3104	4	1000	0	42.878	41.939	137.451	144.103	89.204	108.116	0.252915	1.45636	3.12165e-06	1.38788e-05	0.4
Si	28	14	800	45.6341	0.5	1000	0	6.824	6.648	16.265	16.902	11.493	9.471	0.862309	0.154447	1.15436e-06	1.4573e-06	0.4
Si	28	14	800	45.6341	1	1000	0	13.928	13.582	33.691	35.036	23.737	19.634	0.735057	0.320159	2.04928e-06	3.02092e-06	0.4
Si	28	14	800	45.6341	2	1000	0	27.781	27.156	68.247	70.86	48	38.937	0.537984	0.64358	3.02567e-06	6.06872e-06	0.4
