Hist	Tr_Tot	Tr_in	DSBs	DSBt	RIFs	NComb	PSurv	lPSurv	PMut*	PMut
1	5	5	10	11	9	2	0.923781	0.07928	6.71764e-07	7.2719e-07
2	6	6	12	13	10	3	0.90761	0.09694	8.10694e-07	8.93218e-07
3	8	8	15	16	10	9	0.863829	0.14638	1.19326e-06	1.38136e-06
4	5	5	16	17	9	15	0.832552	0.18326	1.46247e-06	1.75661e-06
5	5	5	3	3	3	0	0.981336	0.01884	1.66182e-07	1.69343e-07
6	3	3	6	6	2	10	0.915138	0.08868	7.96186e-07	8.70018e-07
7	11	11	38	39	23	36	0.651473	0.42852	2.68032e-06	4.11425e-06
8	9	9	24	26	19	9	0.811249	0.20918	1.57856e-06	1.94584e-06
9	9	8	33	33	20	24	0.719183	0.32964	2.25677e-06	3.13797e-06
10	5	5	29	29	15	24	0.737477	0.30452	2.14766e-06	2.91218e-06
11	9	9	17	18	12	10	0.848708	0.16404	1.31328e-06	1.54739e-06
12	12	12	26	27	19	9	0.806171	0.21546	1.61418e-06	2.00228e-06
13	6	6	11	11	11	0	0.933252	0.06908	5.79478e-07	6.20924e-07
14	7	7	17	18	12	7	0.861793	0.14874	1.19616e-06	1.38799e-06
15	6	6	16	17	13	7	0.867222	0.14246	1.15474e-06	1.33154e-06
16	3	2	5	5	4	1	0.964158	0.0365	3.23351e-07	3.35371e-07
17	7	7	20	20	15	6	0.855388	0.1562	1.23839e-06	1.44775e-06
18	7	7	17	17	13	5	0.876113	0.13226	1.07348e-06	1.22528e-06
19	6	6	8	8	5	4	0.931797	0.07064	6.18819e-07	6.64114e-07
20	11	11	15	15	14	1	0.905471	0.0993	8.14786e-07	8.99847e-07
21	10	10	28	28	22	6	0.813475	0.20644	1.54506e-06	1.89933e-06
22	11	11	41	44	27	27	0.660988	0.41402	2.58994e-06	3.91829e-06
23	9	9	37	40	26	25	0.684751	0.3787	2.45568e-06	3.58623e-06
24	9	9	17	18	14	5	0.870628	0.13854	1.1159e-06	1.28172e-06
25	6	5	5	5	4	1	0.964158	0.0365	3.23351e-07	3.35371e-07
26	10	9	26	26	14	19	0.770913	0.26018	1.90968e-06	2.47717e-06
27	11	11	32	35	21	22	0.717487	0.332	2.25621e-06	3.1446e-06
28	11	10	50	50	30	40	0.595711	0.518	2.9474e-06	4.94771e-06
29	9	9	38	43	21	44	0.609912	0.49444	2.9063e-06	4.76511e-06
30	4	4	6	6	4	2	0.953248	0.04788	4.2415e-07	4.44952e-07
31	6	6	19	20	15	7	0.851037	0.1613	1.27731e-06	1.50088e-06
32	6	5	9	9	7	2	0.935457	0.06672	5.74646e-07	6.14295e-07
33	7	7	14	15	8	12	0.856073	0.1554	1.27068e-06	1.48431e-06
34	9	9	32	35	20	24	0.710206	0.3422	2.30878e-06	3.25086e-06
35	5	5	18	18	13	11	0.844391	0.16914	1.35147e-06	1.60052e-06
36	13	13	39	40	29	14	0.724264	0.3226	2.17407e-06	3.00177e-06
37	5	5	15	17	11	16	0.828316	0.18836	1.49904e-06	1.80974e-06
38	12	12	18	18	13	8	0.857409	0.15384	1.23563e-06	1.44112e-06
39	10	10	24	24	16	10	0.817324	0.20172	1.54153e-06	1.88607e-06
40	16	16	54	57	31	52	0.536247	0.62316	3.20699e-06	5.98044e-06
41	11	11	24	25	17	10	0.812207	0.208	1.57773e-06	1.94252e-06
42	5	5	20	21	12	15	0.811898	0.20838	1.60951e-06	1.9824e-06
43	9	8	16	16	10	7	0.872686	0.13618	1.11276e-06	1.27509e-06
44	4	4	12	12	6	13	0.867916	0.14166	1.1874e-06	1.3681e-06
45	5	5	13	13	9	5	0.8984	0.10714	8.97937e-07	9.99485e-07
46	9	8	10	12	7	8	0.890333	0.11616	9.81536e-07	1.10244e-06
47	6	6	14	15	13	2	0.900865	0.1044	8.58507e-07	9.5298e-07
48	5	5	29	30	14	25	0.729132	0.3159	2.20326e-06	3.02176e-06
49	3	3	3	3	1	3	0.966436	0.03414	3.17709e-07	3.28742e-07
50	13	13	27	29	18	16	0.768189	0.26372	1.91057e-06	2.48711e-06
51	5	5	16	17	12	5	0.876113	0.13226	1.07348e-06	1.22528e-06
52	10	10	10	10	10	0	0.939131	0.0628	5.30117e-07	5.64476e-07
53	6	5	9	9	7	2	0.935457	0.06672	5.74646e-07	6.14295e-07
54	5	4	11	11	10	1	0.928505	0.07418	6.25865e-07	6.74057e-07
55	9	9	28	28	16	22	0.749732	0.28804	2.06136e-06	2.74946e-06
56	11	11	41	43	25	26	0.668553	0.40264	2.54632e-06	3.80871e-06
57	7	7	11	11	6	11	0.882338	0.12518	1.06356e-06	1.20539e-06
58	4	4	13	15	5	46	0.719787	0.3288	2.3687e-06	3.29084e-06
59	6	6	1	1	1	0	0.99374	0.00628	5.60942e-08	5.64476e-08
60	6	5	10	10	4	13	0.878886	0.1291	1.10318e-06	1.25521e-06
61	13	13	38	39	24	21	0.703266	0.35202	2.33291e-06	3.31725e-06
62	10	10	46	47	32	31	0.635553	0.45326	2.73298e-06	4.30017e-06
63	10	10	17	17	12	8	0.862811	0.14756	1.19471e-06	1.38467e-06
64	6	6	14	17	6	47	0.707187	0.34646	2.44465e-06	3.45687e-06
65	7	7	28	29	18	18	0.760393	0.27392	1.97199e-06	2.59338e-06
66	6	6	26	27	17	19	0.766087	0.26646	1.94097e-06	2.53362e-06
67	4	4	26	29	11	35	0.697244	0.36062	2.43801e-06	3.49664e-06
68	9	8	10	11	8	4	0.914407	0.08948	7.62118e-07	8.33456e-07
69	7	7	8	8	7	1	0.946163	0.05534	4.77542e-07	5.04714e-07
70	7	7	15	15	11	4	0.891723	0.1146	9.44554e-07	1.05925e-06
71	12	12	31	32	16	44	0.653534	0.42536	2.70837e-06	4.14418e-06
72	4	4	12	12	6	12	0.872354	0.13656	1.14712e-06	1.31497e-06
73	4	4	21	22	13	14	0.810941	0.20956	1.6103e-06	1.98571e-06
74	11	11	10	11	7	7	0.900523	0.10478	8.94089e-07	9.92856e-07
75	10	10	37	38	24	19	0.714952	0.33554	2.25534e-06	3.15454e-06
76	3	3	5	5	4	1	0.964158	0.0365	3.23351e-07	3.35371e-07
77	7	7	12	12	12	0	0.92741	0.07536	6.28201e-07	6.77371e-07
78	5	4	19	19	9	17	0.813817	0.20602	1.60791e-06	1.97577e-06
79	6	6	22	22	14	10	0.827654	0.18916	1.46758e-06	1.77318e-06
80	9	9	14	14	9	6	0.888234	0.11852	9.8511e-07	1.10907e-06
81	6	6	5	5	4	1	0.964158	0.0365	3.23351e-07	3.35371e-07
82	6	5	18	19	9	14	0.826364	0.19072	1.50098e-06	1.81637e-06
83	10	10	25	26	21	8	0.815397	0.20408	1.5433e-06	1.8927e-06
84	11	11	28	30	17	29	0.714409	0.3363	2.31061e-06	3.23429e-06
85	3	3	9	9	5	7	0.911905	0.09222	8.0244e-07	8.79961e-07
86	4	4	14	16	10	8	0.868246	0.14128	1.15323e-06	1.32823e-06
87	4	4	20	20	11	37	0.7303	0.3143	2.26019e-06	3.09488e-06
88	10	10	9	9	7	2	0.935457	0.06672	5.74646e-07	6.14295e-07
89	9	9	17	19	15	4	0.869602	0.13972	1.11747e-06	1.28504e-06
90	12	10	34	35	16	42	0.647912	0.434	2.72594e-06	4.20726e-06
91	9	8	7	7	6	1	0.952124	0.04906	4.26805e-07	4.48266e-07
92	10	10	33	35	25	15	0.743564	0.2963	2.06165e-06	2.77266e-06
93	7	6	13	13	9	5	0.8984	0.10714	8.97937e-07	9.99485e-07
94	6	6	5	5	4	1	0.964158	0.0365	3.23351e-07	3.35371e-07
95	11	8	13	13	10	3	0.90761	0.09694	8.10694e-07	8.93218e-07
96	10	9	29	29	17	16	0.768189	0.26372	1.91057e-06	2.48711e-06
97	12	11	14	14	12	3	0.901929	0.10322	8.56531e-07	9.49666e-07
98	14	12	34	35	21	39	0.657902	0.4187	2.66309e-06	4.04786e-06
99	9	9	20	20	14	7	0.851037	0.1613	1.27731e-06	1.50088e-06
100	14	14	20	20	14	7	0.851037	0.1613	1.27731e-06	1.50088e-06
101	6	5	17	19	12	10	0.843395	0.17032	1.35267e-06	1.60384e-06
102	9	9	8	8	7	1	0.946163	0.05534	4.77542e-07	5.04714e-07
103	5	5	8	9	8	1	0.94024	0.06162	5.27627e-07	5.61162e-07
104	5	5	4	4	3	1	0.970232	0.03022	2.70621e-07	2.78924e-07
