Ion	A	Z	Energy	LET	Dose	Hist	Count	Tr_Tot	Tr_in	DSBs	DSBt	RIFs	NComb	PSurv	lPSurv	PMut*	PMut
Photon	0	0	0.1	0	0.25	1000	0	27.018	21.062	8.753	8.999	7.306	2.333	0.934587	0.068412	5.77174e-07	6.31932e-07	
Photon	0	0	0.1	0	0.5	1000	0	54.119	42.262	17.378	17.865	14.291	4.822	0.873306	0.136784	1.08273e-06	1.26464e-06	
Photon	0	0	0.1	0	1	1000	0	108.288	84.78	34.784	35.827	27.508	11.812	0.754372	0.285235	1.95085e-06	2.64996e-06	
Photon	0	0	0.1	0	2	1000	0	216.84	169.989	69.997	71.989	51.635	30.204	0.549724	0.606131	3.034e-06	5.66844e-06	
Photon	0	0	0.1	0	3	1000	0	325.251	255.171	104.692	107.764	72.051	57.206	0.385611	0.968509	3.4019e-06	9.12256e-06	
Photon	0	0	0.1	0	4	1000	0	433.84	340.53	139.256	143.352	90.213	88.601	0.265489	1.35212	3.26586e-06	1.27995e-05	
Photon	0	0	0.1	0	5	1000	0	542.039	425.57	174.707	179.641	106.465	128.677	0.174006	1.7844	2.83323e-06	1.69773e-05	
Photon	0	0	0.1	0	6	1000	0	650.44	510.623	209.795	215.821	120.955	175.431	0.110979	2.25005	2.27512e-06	2.15038e-05	
