Well	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
A1	Foci_processed_14-Sep-2020	519	 1.77	 2.67	474	 1.71	 2.55	662.96	530.91	 0.33	3785.66	 1.09	2442.00
A10	Foci_processed_14-Sep-2020	794	 1.73	 2.51	689	 1.83	 2.52	743.68	565.32	 0.36	3411.82	 1.10	2968.49
A11	Foci_processed_14-Sep-2020	158	 2.18	 3.46	134	 1.72	 2.72	698.09	534.88	 0.34	3684.63	 1.08	2757.40
A12	Foci_processed_14-Sep-2020	374	 1.75	 2.84	314	 1.57	 2.65	751.02	559.19	 0.35	4095.85	 1.10	2657.23
A2	Foci_processed_14-Sep-2020	719	 1.11	 2.21	601	 1.18	 2.29	732.45	551.38	 0.35	3124.23	 1.14	1867.04
A3	Foci_processed_14-Sep-2020	801	 1.63	 2.43	693	 1.59	 2.20	709.45	541.34	 0.31	3855.82	 1.09	2609.47
A4	Foci_processed_14-Sep-2020	789	 2.60	 3.13	672	 2.62	 3.09	705.01	548.17	 0.34	3346.41	 1.08	4326.73
A5	Foci_processed_14-Sep-2020	801	 1.42	 2.32	694	 1.38	 2.19	716.32	548.47	 0.33	3505.86	 1.08	2143.27
A6	Foci_processed_14-Sep-2020	673	 1.60	 2.46	567	 1.59	 2.38	702.51	547.82	 0.36	3332.08	 1.10	2449.83
A7	Foci_processed_14-Sep-2020	542	 1.70	 2.51	460	 1.72	 2.57	717.81	539.86	 0.34	3566.62	 1.09	2748.65
A8	Foci_processed_14-Sep-2020	743	 1.42	 2.32	624	 1.53	 2.40	734.94	556.26	 0.37	3076.37	 1.10	2499.60
A9	Foci_processed_14-Sep-2020	801	 1.65	 2.36	707	 1.69	 2.36	713.85	558.09	 0.37	3215.96	 1.10	2644.03
B1	Foci_processed_14-Sep-2020	39	 0.97	 1.88	31	 0.97	 1.91	762.00	608.46	 0.36	3612.26	 1.08	1640.77
B10	Foci_processed_14-Sep-2020	506	 1.17	 2.30	437	 1.10	 2.11	742.81	584.78	 0.35	3762.51	 1.10	1855.76
B11	Foci_processed_14-Sep-2020	169	 1.69	 2.67	136	 1.49	 2.50	785.30	589.61	 0.36	4018.69	 1.11	2540.77
B12	Foci_processed_14-Sep-2020	683	 0.88	 1.74	586	 0.92	 1.76	864.41	630.55	 0.31	4499.41	 1.08	1683.99
B2	Foci_processed_14-Sep-2020	793	 1.16	 1.95	672	 1.19	 1.94	779.62	575.35	 0.32	3445.50	 1.10	2086.04
B3	Foci_processed_14-Sep-2020	766	 1.52	 2.36	653	 1.45	 2.22	738.32	562.73	 0.34	3901.47	 1.09	2379.14
B4	Foci_processed_14-Sep-2020	262	 1.47	 2.40	220	 1.40	 2.20	780.09	559.74	 0.33	4010.15	 1.08	2304.08
B5	Foci_processed_14-Sep-2020	438	 1.66	 2.36	374	 1.54	 2.26	777.35	572.88	 0.33	3992.42	 1.08	2535.04
B6	Foci_processed_14-Sep-2020	756	 0.73	 1.62	642	 0.73	 1.57	756.15	594.80	 0.32	4132.60	 1.10	1261.10
B7	Foci_processed_14-Sep-2020	91	 1.51	 2.42	75	 1.39	 2.29	747.54	572.45	 0.35	3551.19	 1.09	2323.80
B8	Foci_processed_14-Sep-2020	495	 1.33	 2.37	416	 1.25	 2.29	751.96	572.39	 0.34	3948.39	 1.09	2146.54
B9	Foci_processed_14-Sep-2020	765	 1.06	 2.13	652	 1.10	 2.18	786.21	612.06	 0.36	3484.82	 1.10	1872.09
C1	Foci_processed_14-Sep-2020	779	 1.20	 2.07	652	 1.06	 1.85	776.04	620.48	 0.31	4213.16	 1.09	1733.89
C10	Foci_processed_14-Sep-2020	292	 1.02	 2.03	247	 1.00	 1.98	807.31	612.11	 0.33	4000.78	 1.10	1725.21
C11	Foci_processed_14-Sep-2020	771	 1.06	 2.24	653	 0.97	 1.93	793.48	605.43	 0.32	4359.79	 1.08	1702.86
C12	Foci_processed_14-Sep-2020	152	 0.88	 2.13	131	 0.92	 2.15	796.56	655.98	 0.33	3929.82	 1.10	1778.70
C2	Foci_processed_14-Sep-2020	796	 1.09	 1.98	706	 1.12	 2.00	772.29	572.55	 0.35	3485.62	 1.11	1944.60
C3	Foci_processed_14-Sep-2020	800	 1.45	 2.28	683	 1.49	 2.25	738.79	562.37	 0.35	3356.03	 1.10	2440.86
C4	Foci_processed_14-Sep-2020	251	 1.68	 2.55	213	 1.75	 2.59	756.05	579.96	 0.35	3917.34	 1.09	2879.18
C5	Foci_processed_14-Sep-2020	94	 1.24	 2.50	82	 1.07	 2.04	748.40	553.21	 0.32	4155.20	 1.07	1697.84
C6	Foci_processed_14-Sep-2020	793	 0.92	 1.83	665	 0.92	 1.74	771.87	605.51	 0.34	4031.19	 1.09	1567.86
C7	Foci_processed_14-Sep-2020	101	 1.72	 2.34	87	 1.71	 2.35	779.71	568.91	 0.34	4104.36	 1.09	3083.22
C8	Foci_processed_14-Sep-2020	773	 0.45	 1.19	650	 0.42	 1.13	754.35	599.67	 0.34	4130.65	 1.09	669.38
C9	Foci_processed_14-Sep-2020	319	 1.13	 2.04	271	 0.97	 1.78	787.77	598.01	 0.33	4045.53	 1.09	1633.99
D1	Foci_processed_14-Sep-2020	575	 1.03	 1.88	499	 1.05	 1.92	791.00	626.22	 0.34	3721.64	 1.09	1748.85
D10	Foci_processed_14-Sep-2020	408	 1.53	 2.40	344	 1.37	 2.15	841.21	615.38	 0.33	4177.42	 1.09	2451.53
D11	Foci_processed_14-Sep-2020	127	 1.08	 1.86	109	 1.10	 1.78	840.27	627.88	 0.32	4401.77	 1.09	1899.13
D12	Foci_processed_14-Sep-2020	95	 1.68	 2.37	82	 1.72	 2.43	859.56	642.82	 0.33	4064.88	 1.09	3347.99
D2	Foci_processed_14-Sep-2020	716	 1.16	 1.99	628	 1.14	 1.93	686.32	550.31	 0.37	3475.75	 1.11	1713.59
D3	Foci_processed_14-Sep-2020	97	 1.32	 2.40	88	 1.24	 2.32	778.61	578.65	 0.32	4304.02	 1.08	2191.76
D4	Foci_processed_14-Sep-2020	789	 1.07	 1.97	659	 1.06	 1.88	712.55	571.88	 0.36	3658.09	 1.10	1604.79
D5	Foci_processed_14-Sep-2020	395	 1.15	 2.19	332	 1.11	 2.14	749.08	587.27	 0.35	3824.95	 1.10	1888.13
D6	Foci_processed_14-Sep-2020	736	 0.59	 1.43	619	 0.58	 1.42	761.03	600.74	 0.33	4038.60	 1.09	926.13
D7	Foci_processed_14-Sep-2020	284	 1.29	 2.18	235	 1.27	 2.13	757.83	595.64	 0.37	3816.88	 1.11	2039.22
D8	Foci_processed_14-Sep-2020	761	 0.51	 1.25	639	 0.54	 1.30	784.28	603.94	 0.33	3950.49	 1.10	912.64
D9	Foci_processed_14-Sep-2020	648	 0.77	 1.79	572	 0.72	 1.68	774.20	650.54	 0.35	3958.66	 1.09	1224.96
E1	Foci_processed_14-Sep-2020	731	 1.21	 2.22	643	 1.08	 2.03	746.55	594.15	 0.35	3530.70	 1.12	1738.42
E10	Foci_processed_14-Sep-2020	162	 1.62	 2.83	133	 1.62	 2.63	781.61	602.61	 0.35	3668.11	 1.09	2556.35
E11	Foci_processed_14-Sep-2020	790	 0.83	 1.71	675	 0.80	 1.57	766.97	601.52	 0.33	4141.19	 1.10	1321.29
E12	Foci_processed_14-Sep-2020	57	 0.77	 1.89	47	 0.60	 1.60	789.51	631.95	 0.34	4255.00	 1.09	962.26
