Well	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
A1	Foci_processed_03-Oct-2020	305	 0.39	 0.92	243	 0.34	 0.81	542.63	400.29	 0.74	7526.50	 1.10	1425.23
A10	Foci_processed_03-Oct-2020	680	 0.57	 0.94	567	 0.61	 0.96	657.13	488.85	 0.62	9590.33	 1.06	2462.29
A11	Foci_processed_03-Oct-2020	195	 0.51	 1.21	165	 0.54	 1.16	763.06	576.87	 0.65	9285.26	 1.07	2101.66
A12	Foci_processed_03-Oct-2020	730	 0.81	 1.35	609	 0.86	 1.31	786.25	616.36	 0.70	8214.69	 1.07	3565.87
A2	Foci_processed_03-Oct-2020	801	 0.72	 1.14	672	 0.74	 1.13	830.67	581.01	 0.69	8498.88	 1.14	3182.33
A3	Foci_processed_03-Oct-2020	801	 0.81	 1.29	675	 0.84	 1.27	667.60	469.13	 0.59	9535.38	 1.06	3672.17
A4	Foci_processed_03-Oct-2020	801	 0.87	 1.12	676	 0.90	 1.13	696.26	503.65	 0.64	9460.79	 1.06	4089.67
A5	Foci_processed_03-Oct-2020	783	 0.55	 1.12	666	 0.52	 1.02	677.12	504.88	 0.66	8959.28	 1.06	2142.14
A6	Foci_processed_03-Oct-2020	399	 0.60	 1.02	324	 0.61	 0.96	662.71	495.41	 0.64	9247.22	 1.07	2530.50
A7	Foci_processed_03-Oct-2020	357	 0.64	 1.17	285	 0.71	 1.19	662.90	471.23	 0.63	8775.41	 1.07	2772.44
A8	Foci_processed_03-Oct-2020	530	 0.67	 1.10	428	 0.71	 1.10	739.33	553.66	 0.66	8798.99	 1.07	3044.13
A9	Foci_processed_03-Oct-2020	659	 0.45	 0.92	542	 0.49	 0.94	669.24	502.07	 0.67	8972.00	 1.07	2071.53
B1	Foci_processed_03-Oct-2020	80	 0.31	 0.69	63	 0.37	 0.75	689.70	543.16	 0.70	7670.37	 1.12	1577.94
B10	Foci_processed_03-Oct-2020	542	 0.63	 1.21	457	 0.67	 1.24	820.43	647.41	 0.61	9184.07	 1.07	2727.94
B11	Foci_processed_03-Oct-2020	117	 0.33	 0.91	97	 0.31	 0.87	1043.09	911.72	 0.57	8154.54	 1.10	1220.32
B12	Foci_processed_03-Oct-2020	572	 0.74	 1.56	480	 0.68	 1.37	947.22	779.56	 0.60	9927.30	 1.07	2731.26
B2	Foci_processed_03-Oct-2020	801	 0.50	 0.99	655	 0.52	 1.00	732.55	541.18	 0.54	10769.77	 1.06	2161.78
B3	Foci_processed_03-Oct-2020	801	 0.61	 1.23	661	 0.59	 1.19	765.89	575.18	 0.58	10005.41	 1.06	2406.75
