Well	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
A1	Foci_processed_26-Sep-2020	721	 1.12	 1.37	606	 1.21	 1.38	753.57	596.51	 0.30	2342.58	 1.17	2210.89
A10	Foci_processed_26-Sep-2020	755	 1.96	 1.89	679	 1.89	 1.75	944.77	801.33	 0.32	2513.32	 1.17	3812.64
A11	Foci_processed_26-Sep-2020	61	 2.64	 2.32	54	 2.31	 2.13	889.58	809.48	 0.31	1814.08	 1.40	4957.15
A12	Foci_processed_26-Sep-2020	782	 1.08	 1.42	642	 1.13	 1.37	979.50	804.57	 0.30	2817.97	 1.13	2677.54
A2	Foci_processed_26-Sep-2020	765	 1.24	 1.43	636	 1.25	 1.42	956.87	756.03	 0.30	2504.03	 1.16	2870.68
A3	Foci_processed_26-Sep-2020	770	 1.22	 1.60	679	 1.25	 1.57	748.09	636.05	 0.33	2635.29	 1.14	2254.41
A4	Foci_processed_26-Sep-2020	781	 0.92	 1.32	670	 0.98	 1.36	875.20	673.12	 0.32	2578.33	 1.16	2057.58
A5	Foci_processed_26-Sep-2020	729	 1.01	 1.32	614	 1.08	 1.36	756.09	615.44	 0.32	2446.38	 1.12	2129.59
A6	Foci_processed_26-Sep-2020	799	 1.38	 1.33	691	 1.35	 1.31	952.97	744.44	 0.31	2859.38	 1.16	2847.31
A7	Foci_processed_26-Sep-2020	760	 1.52	 1.62	634	 1.47	 1.54	901.66	681.77	 0.30	2313.41	 1.18	3158.08
A8	Foci_processed_26-Sep-2020	758	 1.77	 1.68	626	 1.73	 1.55	881.67	720.79	 0.30	2557.01	 1.20	3560.30
A9	Foci_processed_26-Sep-2020	781	 1.88	 1.69	657	 1.84	 1.61	872.99	687.03	 0.30	2600.90	 1.14	3782.38
B1	Foci_processed_26-Sep-2020	734	 1.45	 1.62	611	 1.39	 1.48	887.94	700.93	 0.29	1987.03	 1.22	3000.70
B10	Foci_processed_26-Sep-2020	788	 1.78	 1.95	657	 1.80	 1.88	724.31	599.36	 0.31	2747.87	 1.14	3294.66
B11	Foci_processed_26-Sep-2020	772	 1.87	 1.99	654	 1.85	 1.86	774.22	647.19	 0.30	2923.16	 1.11	3546.44
B12	Foci_processed_26-Sep-2020	801	 1.73	 1.78	677	 1.82	 1.72	733.81	602.87	 0.29	3445.61	 1.07	3342.78
B2	Foci_processed_26-Sep-2020	750	 1.45	 1.39	645	 1.48	 1.39	826.24	618.70	 0.29	1707.03	 1.16	3226.86
B3	Foci_processed_26-Sep-2020	697	 0.76	 1.11	593	 0.76	 1.04	760.60	618.85	 0.31	1482.96	 1.29	1501.44
B4	Foci_processed_26-Sep-2020	764	 1.19	 1.56	647	 1.21	 1.57	851.08	639.13	 0.32	2226.22	 1.15	2466.57
B5	Foci_processed_26-Sep-2020	765	 1.12	 1.51	645	 1.11	 1.38	748.75	601.76	 0.31	2961.91	 1.13	2071.13
