Well	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
A1	Foci_processed_03-Feb-2020	679	 3.43	 2.87	553	 3.28	 2.61	548.40	327.69	 1.00	2241.77	 1.25	4650.44
A10	Foci_processed_03-Feb-2020	781	 4.54	 3.39	670	 4.37	 2.97	1080.85	543.92	 1.32	2279.17	 1.24	11921.29
A11	Foci_processed_03-Feb-2020	776	 3.04	 2.52	643	 2.85	 2.21	856.50	511.96	 0.90	2940.13	 1.16	5949.55
A12	Foci_processed_03-Feb-2020	750	 3.42	 2.94	619	 3.34	 2.61	1009.88	577.55	 1.08	2650.39	 1.17	8672.08
A2	Foci_processed_03-Feb-2020	719	 3.42	 3.13	584	 3.28	 2.94	602.39	361.11	 1.05	2099.30	 1.28	5184.75
A3	Foci_processed_03-Feb-2020	680	 3.87	 3.31	562	 3.59	 3.01	531.13	320.05	 0.89	2192.95	 1.26	5413.02
A4	Foci_processed_03-Feb-2020	546	 3.73	 2.88	449	 3.67	 2.76	811.84	429.10	 1.13	2136.64	 1.27	6901.03
A5	Foci_processed_03-Feb-2020	711	 4.13	 3.19	598	 4.17	 3.10	608.39	351.48	 0.92	2321.69	 1.25	6436.07
A6	Foci_processed_03-Feb-2020	790	 3.56	 2.68	651	 3.46	 2.43	901.62	487.27	 1.07	2580.46	 1.21	7970.86
A7	Foci_processed_03-Feb-2020	786	 2.57	 2.64	665	 2.21	 2.04	880.10	530.42	 0.89	2848.75	 1.19	4942.10
A8	Foci_processed_03-Feb-2020	744	 3.63	 3.01	627	 3.33	 2.59	993.23	534.70	 1.01	2562.72	 1.24	8229.83
A9	Foci_processed_03-Feb-2020	788	 3.49	 2.89	677	 3.22	 2.44	989.55	524.41	 1.02	2601.77	 1.21	7450.69
B1	Foci_processed_03-Feb-2020	730	 3.72	 3.06	641	 3.59	 2.87	812.80	421.90	 1.13	2305.68	 1.26	7693.53
B10	Foci_processed_03-Feb-2020	768	 3.45	 2.74	644	 3.37	 2.61	735.54	413.71	 0.91	2465.12	 1.19	5959.41
B11	Foci_processed_03-Feb-2020	776	 3.32	 2.75	650	 3.32	 2.73	690.50	429.87	 0.94	2888.13	 1.17	5594.18
B12	Foci_processed_03-Feb-2020	767	 3.70	 2.78	640	 3.68	 2.66	739.36	416.57	 0.96	2739.91	 1.15	6820.70
