Well	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
A1	Foci_processed_26-Feb-2020	276	 0.75	 1.04	253	 0.72	 1.02	1019.63	736.55	 0.20	3358.51	 1.07	1769.26
A10	Foci_processed_26-Feb-2020	598	 0.34	 0.75	533	 0.34	 0.75	1189.60	977.32	 0.21	3054.95	 1.09	910.39
A11	Foci_processed_26-Feb-2020	664	 0.87	 1.08	624	 0.86	 1.08	1191.79	856.38	 0.22	3139.12	 1.08	2269.26
A12	Foci_processed_26-Feb-2020	552	 0.22	 0.58	502	 0.20	 0.56	1094.05	914.93	 0.21	3648.38	 1.08	522.89
A2	Foci_processed_26-Feb-2020	244	 0.52	 1.00	201	 0.44	 0.95	973.00	770.31	 0.18	3404.12	 1.08	1089.18
A3	Foci_processed_26-Feb-2020	796	 0.38	 0.71	747	 0.38	 0.71	1016.02	797.33	 0.19	3937.18	 1.06	876.99
A4	Foci_processed_26-Feb-2020	217	 0.54	 0.93	201	 0.54	 0.94	1098.56	823.53	 0.21	3340.75	 1.09	1416.27
A5	Foci_processed_26-Feb-2020	428	 0.44	 0.81	388	 0.41	 0.78	1010.79	787.80	 0.20	3497.76	 1.07	978.39
A6	Foci_processed_26-Feb-2020	491	 0.43	 0.81	433	 0.43	 0.82	1264.95	937.79	 0.20	2551.16	 1.13	1455.22
A7	Foci_processed_26-Feb-2020	785	 0.35	 0.72	740	 0.34	 0.71	1070.34	858.62	 0.18	4030.48	 1.07	813.42
A8	Foci_processed_26-Feb-2020	461	 0.78	 1.08	425	 0.80	 1.10	1208.79	886.52	 0.22	2997.53	 1.11	2154.96
A9	Foci_processed_26-Feb-2020	245	 0.54	 0.90	226	 0.55	 0.88	1354.88	1089.17	 0.21	3261.10	 1.08	1637.54
B1	Foci_processed_26-Feb-2020	801	 0.36	 0.67	734	 0.36	 0.64	1053.56	784.19	 0.17	2444.20	 1.14	855.66
B10	Foci_processed_26-Feb-2020	733	 0.52	 0.91	639	 0.53	 0.92	1250.69	921.79	 0.21	2945.29	 1.10	1602.14
B11	Foci_processed_26-Feb-2020	187	 0.74	 1.03	144	 0.79	 1.07	1095.63	797.69	 0.20	2966.91	 1.09	1966.71
B12	Foci_processed_26-Feb-2020	378	 0.82	 1.03	358	 0.81	 0.99	1058.78	753.00	 0.20	3222.00	 1.07	1982.94
B2	Foci_processed_26-Feb-2020	713	 0.74	 1.07	651	 0.72	 1.03	1022.87	717.33	 0.22	2832.65	 1.12	1810.59
B3	Foci_processed_26-Feb-2020	468	 0.63	 0.99	422	 0.59	 0.93	1028.18	799.60	 0.21	3142.47	 1.09	1431.76
B4	Foci_processed_26-Feb-2020	769	 0.66	 0.93	698	 0.63	 0.89	1222.32	807.75	 0.21	2266.41	 1.15	1856.11
B5	Foci_processed_26-Feb-2020	299	 0.67	 1.03	275	 0.65	 1.01	991.39	742.07	 0.20	3083.91	 1.10	1610.27
B6	Foci_processed_26-Feb-2020	630	 0.49	 0.81	577	 0.51	 0.83	1056.90	776.39	 0.20	2795.74	 1.10	1314.99
B7	Foci_processed_26-Feb-2020	448	 0.50	 0.88	406	 0.48	 0.88	1067.27	810.29	 0.20	2731.56	 1.09	1202.74
B8	Foci_processed_26-Feb-2020	285	 0.80	 0.96	273	 0.81	 0.97	1143.70	807.01	 0.20	2763.27	 1.09	2017.89
B9	Foci_processed_26-Feb-2020	321	 0.54	 0.97	296	 0.56	 0.99	1645.05	1332.96	 0.21	2466.09	 1.15	1870.71
C1	Foci_processed_26-Feb-2020	674	 0.86	 1.20	611	 0.85	 1.20	873.06	661.59	 0.20	2998.63	 1.09	1788.05
C10	Foci_processed_26-Feb-2020	339	 0.60	 1.02	307	 0.60	 0.99	1263.62	955.55	 0.21	3128.19	 1.11	1788.38
C11	Foci_processed_26-Feb-2020	304	 0.60	 0.94	243	 0.59	 0.89	986.77	727.38	 0.21	3175.57	 1.07	1466.44
C12	Foci_processed_26-Feb-2020	318	 0.52	 0.90	289	 0.46	 0.85	1037.41	828.77	 0.20	3426.87	 1.08	1198.14
C2	Foci_processed_26-Feb-2020	637	 0.84	 1.02	571	 0.83	 1.02	974.58	720.25	 0.20	3287.55	 1.07	1888.34
C3	Foci_processed_26-Feb-2020	492	 0.63	 0.92	455	 0.63	 0.92	924.18	693.24	 0.19	2971.70	 1.08	1473.73
C4	Foci_processed_26-Feb-2020	161	 0.77	 1.04	134	 0.78	 1.05	988.92	721.59	 0.21	2910.45	 1.07	1855.39
C5	Foci_processed_26-Feb-2020	128	 0.71	 1.04	96	 0.82	 1.10	898.71	680.22	 0.21	2927.34	 1.08	1832.34
C6	Foci_processed_26-Feb-2020	331	 0.49	 0.78	284	 0.49	 0.79	1029.64	767.19	 0.20	3286.92	 1.09	1273.96
C7	Foci_processed_26-Feb-2020	149	 0.64	 1.10	120	 0.68	 1.07	932.76	741.65	 0.20	3467.38	 1.07	1676.78
C8	Foci_processed_26-Feb-2020	293	 0.35	 0.80	264	 0.34	 0.81	1036.06	829.89	 0.20	3113.28	 1.10	826.31
C9	Foci_processed_26-Feb-2020	181	 0.86	 1.07	149	 0.91	 1.08	1286.35	908.91	 0.19	3245.63	 1.06	2804.97
D1	Foci_processed_26-Feb-2020	110	 0.80	 1.04	90	 0.83	 1.07	1369.77	1100.00	 0.19	3162.13	 1.09	2412.99
D10	Foci_processed_26-Feb-2020	777	 0.38	 0.78	727	 0.36	 0.74	1983.75	1690.46	 0.20	3686.17	 1.07	1443.89
D11	Foci_processed_26-Feb-2020	639	 0.45	 0.79	603	 0.44	 0.77	1839.40	1502.62	 0.21	3723.84	 1.07	1744.91
D12	Foci_processed_26-Feb-2020	532	 0.35	 0.77	469	 0.32	 0.72	1743.98	1454.23	 0.20	3624.53	 1.09	1165.04
D2	Foci_processed_26-Feb-2020	265	 0.42	 0.83	214	 0.47	 0.89	1274.21	968.94	 0.21	3401.55	 1.08	1509.78
D3	Foci_processed_26-Feb-2020	343	 0.72	 1.10	309	 0.77	 1.13	1682.40	1224.04	 0.22	3285.48	 1.10	2817.50
D4	Foci_processed_26-Feb-2020	231	 0.48	 0.81	214	 0.47	 0.79	1446.57	1142.83	 0.21	3495.52	 1.08	1605.61
D5	Foci_processed_26-Feb-2020	401	 0.34	 0.69	376	 0.34	 0.68	1766.42	1382.04	 0.21	3650.57	 1.10	1282.15
D6	Foci_processed_26-Feb-2020	243	 0.46	 0.92	194	 0.49	 0.91	1489.64	1201.48	 0.20	3679.30	 1.08	1683.39
D7	Foci_processed_26-Feb-2020	321	 0.56	 0.91	297	 0.55	 0.87	1475.75	1190.48	 0.20	3675.45	 1.08	1727.23
D8	Foci_processed_26-Feb-2020	546	 0.41	 0.78	515	 0.42	 0.79	1639.22	1324.98	 0.20	3653.43	 1.07	1586.82
D9	Foci_processed_26-Feb-2020	534	 0.35	 0.75	494	 0.35	 0.75	1942.41	1615.28	 0.19	3809.19	 1.09	1420.77
E1	Foci_processed_26-Feb-2020	163	 0.62	 1.12	122	 0.57	 1.10	749.81	611.62	 0.21	2840.84	 1.07	1128.11
E10	Foci_processed_26-Feb-2020	203	 0.58	 0.97	167	 0.59	 0.96	1256.53	1003.58	 0.20	3223.11	 1.07	1804.06
E11	Foci_processed_26-Feb-2020	180	 0.73	 1.05	143	 0.83	 1.10	877.40	661.45	 0.21	2848.30	 1.06	1877.03
E12	Foci_processed_26-Feb-2020	140	 0.68	 1.01	112	 0.68	 1.02	1044.33	746.82	 0.21	3277.12	 1.06	1641.27
E2	Foci_processed_26-Feb-2020	75	 0.44	 0.78	56	 0.52	 0.81	835.79	663.48	 0.23	2926.35	 1.09	1019.86
E3	Foci_processed_26-Feb-2020	127	 0.57	 0.98	115	 0.57	 1.00	775.88	628.76	 0.21	2702.77	 1.09	1140.83
E4	Foci_processed_26-Feb-2020	159	 0.89	 1.08	144	 0.84	 1.07	880.83	666.99	 0.22	3086.70	 1.08	1867.47
