Well	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
A1	Foci_processed_06-Feb-2020	745	 1.57	 2.41	608	 1.39	 2.16	302.36	211.50	 0.90	1164.40	 1.33	1337.58
A10	Foci_processed_06-Feb-2020	781	 3.78	 3.27	655	 3.74	 3.16	615.64	353.12	 1.16	1097.00	 1.31	8279.25
A11	Foci_processed_06-Feb-2020	759	 2.75	 2.78	654	 2.60	 2.62	541.15	333.35	 0.95	1169.60	 1.32	4592.43
A12	Foci_processed_06-Feb-2020	764	 2.66	 2.81	648	 2.43	 2.61	538.34	344.99	 1.00	1157.93	 1.33	4453.98
A2	Foci_processed_06-Feb-2020	773	 1.97	 2.65	625	 1.79	 2.45	375.81	254.86	 0.90	1197.74	 1.37	2346.95
A3	Foci_processed_06-Feb-2020	581	 3.14	 3.54	501	 2.93	 3.36	360.62	225.06	 0.89	1166.34	 1.36	3020.90
A4	Foci_processed_06-Feb-2020	656	 2.69	 2.83	536	 2.58	 2.86	473.03	278.56	 1.02	1126.43	 1.35	3924.05
A5	Foci_processed_06-Feb-2020	772	 2.20	 2.84	656	 2.05	 2.73	351.71	239.72	 0.83	1255.34	 1.32	1936.42
A6	Foci_processed_06-Feb-2020	762	 2.99	 2.92	647	 2.76	 2.76	564.23	320.30	 1.05	1135.77	 1.38	5821.34
A7	Foci_processed_06-Feb-2020	676	 2.15	 2.29	562	 1.96	 2.12	494.85	321.45	 0.93	1421.09	 1.29	3529.91
A8	Foci_processed_06-Feb-2020	770	 2.64	 2.82	684	 2.43	 2.60	487.29	313.41	 0.91	1310.98	 1.29	4192.60
A9	Foci_processed_06-Feb-2020	758	 3.04	 2.85	674	 2.87	 2.72	559.75	323.22	 1.05	1046.74	 1.40	5471.23
B1	Foci_processed_06-Feb-2020	801	 2.62	 2.93	693	 2.48	 2.77	423.31	257.58	 1.02	1197.57	 1.33	3988.18
B10	Foci_processed_06-Feb-2020	734	 1.95	 2.40	619	 1.84	 2.32	399.63	265.24	 0.84	1259.09	 1.28	2198.86
B11	Foci_processed_06-Feb-2020	795	 1.98	 2.42	673	 1.83	 2.32	454.57	300.41	 0.88	1210.15	 1.27	2571.03
B12	Foci_processed_06-Feb-2020	735	 1.59	 2.06	616	 1.40	 1.80	459.13	296.04	 0.86	1258.96	 1.24	1973.87
B2	Foci_processed_06-Feb-2020	770	 2.59	 2.81	644	 2.37	 2.67	428.63	254.66	 0.94	1165.01	 1.33	3681.94
B3	Foci_processed_06-Feb-2020	793	 1.87	 2.47	653	 1.46	 2.11	397.38	263.76	 0.84	1410.53	 1.24	2158.40
B4	Foci_processed_06-Feb-2020	787	 3.47	 3.39	656	 3.20	 3.07	526.37	280.62	 1.04	1196.34	 1.30	6370.31
B5	Foci_processed_06-Feb-2020	749	 2.11	 2.58	638	 2.00	 2.52	392.79	259.02	 0.86	1344.60	 1.29	2236.78
B6	Foci_processed_06-Feb-2020	788	 3.16	 3.22	669	 2.93	 2.97	506.30	280.53	 1.07	1118.30	 1.33	6077.99
B7	Foci_processed_06-Feb-2020	795	 1.85	 2.40	688	 1.67	 2.25	395.52	270.27	 0.82	1425.44	 1.26	2116.56
B8	Foci_processed_06-Feb-2020	755	 2.04	 2.41	673	 1.86	 2.27	415.43	262.19	 0.88	1293.55	 1.25	2722.26
B9	Foci_processed_06-Feb-2020	513	 2.82	 3.00	411	 2.58	 2.82	439.79	270.02	 0.89	1210.68	 1.28	3373.52
C1	Foci_processed_06-Feb-2020	801	 1.69	 2.79	697	 1.48	 2.58	308.42	218.34	 0.82	1347.99	 1.26	1493.60
C10	Foci_processed_06-Feb-2020	779	 2.30	 2.85	640	 1.88	 2.42	396.36	264.11	 0.91	1290.73	 1.29	2406.93
C11	Foci_processed_06-Feb-2020	788	 2.80	 2.77	656	 2.66	 2.55	482.45	297.06	 0.94	1321.72	 1.25	4201.25
C12	Foci_processed_06-Feb-2020	787	 3.01	 2.71	665	 2.78	 2.46	639.65	374.57	 1.05	1189.02	 1.27	6502.40
C2	Foci_processed_06-Feb-2020	787	 3.03	 3.35	659	 2.89	 3.15	381.72	225.55	 0.86	1177.44	 1.31	3033.06
C3	Foci_processed_06-Feb-2020	747	 2.09	 2.78	628	 1.80	 2.50	392.73	236.86	 0.90	1139.63	 1.34	2654.35
C4	Foci_processed_06-Feb-2020	731	 2.20	 2.69	592	 1.88	 2.49	389.90	246.96	 0.93	1218.83	 1.32	2493.05
C5	Foci_processed_06-Feb-2020	742	 2.92	 3.28	612	 2.95	 3.36	355.78	218.21	 0.86	1133.40	 1.37	2986.40
C6	Foci_processed_06-Feb-2020	750	 1.68	 2.48	622	 1.60	 2.34	349.35	226.69	 0.83	1207.80	 1.30	1657.71
C7	Foci_processed_06-Feb-2020	250	 2.04	 2.91	199	 1.92	 2.73	313.45	213.15	 0.87	1268.23	 1.27	1768.51
C8	Foci_processed_06-Feb-2020	777	 1.59	 2.31	656	 1.33	 2.04	368.89	254.32	 0.91	1225.85	 1.30	1849.09
C9	Foci_processed_06-Feb-2020	497	 1.84	 2.47	413	 1.64	 2.33	338.35	229.77	 0.82	1223.19	 1.32	1571.34
D1	Foci_processed_06-Feb-2020	742	 2.53	 2.76	618	 2.18	 2.33	437.71	260.28	 0.95	1171.92	 1.31	3689.54
D10	Foci_processed_06-Feb-2020	687	 2.80	 3.25	565	 2.67	 3.14	359.33	236.20	 0.85	1271.57	 1.30	2494.81
D11	Foci_processed_06-Feb-2020	789	 1.96	 2.40	663	 1.91	 2.31	468.96	307.34	 0.85	1387.34	 1.24	2346.93
D12	Foci_processed_06-Feb-2020	749	 1.69	 2.27	635	 1.59	 2.21	442.84	296.70	 0.86	1334.18	 1.28	1778.21
D2	Foci_processed_06-Feb-2020	748	 2.79	 3.06	622	 2.49	 2.69	460.13	262.93	 0.99	1136.80	 1.31	4475.34
D3	Foci_processed_06-Feb-2020	724	 2.02	 2.86	623	 1.92	 2.70	367.20	232.81	 0.86	1315.34	 1.28	2217.32
