Well	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
A1	Foci_processed_11-Sep-2020	130	 0.40	 1.16	109	 0.27	 0.81	566.75	438.47	 0.51	10083.70	 1.06	1511.92
A10	Foci_processed_11-Sep-2020	434	 1.17	 1.36	367	 1.30	 1.37	749.20	524.50	 0.59	9603.31	 1.05	7037.59
A11	Foci_processed_11-Sep-2020	73	 0.48	 1.12	59	 0.56	 1.21	616.34	420.29	 0.54	10227.88	 1.06	2582.29
A12	Foci_processed_11-Sep-2020	362	 0.66	 1.22	305	 0.71	 1.23	652.77	477.19	 0.59	9930.96	 1.05	4190.74
A2	Foci_processed_11-Sep-2020	256	 0.70	 1.42	220	 0.67	 1.10	750.46	503.38	 0.59	8886.38	 1.07	3937.74
A3	Foci_processed_11-Sep-2020	794	 0.93	 1.36	700	 0.94	 1.35	637.40	429.88	 0.54	10267.84	 1.05	5679.30
A4	Foci_processed_11-Sep-2020	801	 1.16	 1.45	712	 1.25	 1.42	692.96	468.43	 0.59	9697.95	 1.05	6944.41
A5	Foci_processed_11-Sep-2020	733	 0.98	 1.24	621	 1.05	 1.25	696.64	473.87	 0.55	10376.44	 1.04	6063.79
A6	Foci_processed_11-Sep-2020	505	 0.96	 1.30	439	 1.05	 1.31	706.73	495.41	 0.57	9959.11	 1.07	5626.02
A7	Foci_processed_11-Sep-2020	238	 0.96	 1.34	201	 0.97	 1.30	690.55	476.33	 0.56	9572.80	 1.06	5057.54
A8	Foci_processed_11-Sep-2020	503	 1.02	 1.44	448	 1.09	 1.48	743.98	509.73	 0.55	10292.54	 1.06	6193.69
A9	Foci_processed_11-Sep-2020	401	 0.82	 1.16	329	 0.87	 1.18	679.55	474.46	 0.59	9609.13	 1.06	5294.55
B1	Foci_processed_11-Sep-2020	40	 0.23	 0.62	32	 0.25	 0.67	740.80	580.77	 0.53	10223.62	 1.04	1741.28
B10	Foci_processed_11-Sep-2020	613	 0.76	 1.29	530	 0.82	 1.31	820.21	629.65	 0.52	8716.29	 1.08	4260.18
B11	Foci_processed_11-Sep-2020	109	 0.39	 1.01	92	 0.35	 0.84	761.46	559.07	 0.53	10177.95	 1.06	1792.95
B12	Foci_processed_11-Sep-2020	801	 0.62	 1.27	667	 0.60	 1.24	784.12	631.05	 0.59	9608.40	 1.09	3156.71
B2	Foci_processed_11-Sep-2020	801	 0.83	 1.10	689	 0.89	 1.10	778.43	555.77	 0.54	9368.94	 1.06	5114.94
