Well	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
A1	Foci_processed_07-Feb-2020	415	 1.82	 2.38	333	 1.78	 2.33	414.72	259.91	 1.04	1369.72	 1.29	2013.90
A10	Foci_processed_07-Feb-2020	789	 2.55	 2.36	641	 2.56	 2.29	631.78	375.01	 1.26	1373.77	 1.25	5000.09
A11	Foci_processed_07-Feb-2020	761	 2.22	 2.38	659	 2.10	 2.28	546.43	338.40	 0.98	1475.07	 1.24	3142.77
A12	Foci_processed_07-Feb-2020	696	 2.28	 2.27	577	 2.16	 2.17	678.14	417.50	 1.08	1502.99	 1.25	4112.73
A2	Foci_processed_07-Feb-2020	617	 1.63	 2.25	498	 1.63	 2.21	429.92	273.28	 0.95	1404.36	 1.29	2072.44
A3	Foci_processed_07-Feb-2020	648	 2.12	 2.68	543	 2.09	 2.64	401.38	250.37	 0.87	1537.59	 1.23	2283.06
A4	Foci_processed_07-Feb-2020	713	 2.02	 2.41	584	 1.96	 2.33	472.61	289.28	 0.97	1484.99	 1.24	2576.65
A5	Foci_processed_07-Feb-2020	796	 1.55	 2.17	692	 1.47	 2.06	383.83	259.07	 0.81	1469.40	 1.23	1495.24
A6	Foci_processed_07-Feb-2020	791	 2.21	 2.34	650	 2.06	 2.17	557.93	326.79	 1.11	1325.04	 1.28	3564.50
A7	Foci_processed_07-Feb-2020	787	 1.52	 1.78	693	 1.43	 1.70	492.86	320.20	 0.89	1677.66	 1.19	2085.40
A8	Foci_processed_07-Feb-2020	753	 2.17	 2.33	634	 1.90	 2.02	535.01	349.12	 0.96	1421.71	 1.26	2817.78
A9	Foci_processed_07-Feb-2020	728	 1.47	 1.79	628	 1.34	 1.51	458.47	301.21	 1.00	1328.84	 1.23	1805.62
B1	Foci_processed_07-Feb-2020	698	 1.49	 1.88	570	 1.36	 1.74	503.15	300.60	 1.10	1310.70	 1.41	2259.18
B10	Foci_processed_07-Feb-2020	791	 1.55	 1.93	666	 1.44	 1.71	451.87	288.71	 0.92	1522.55	 1.18	1767.41
B11	Foci_processed_07-Feb-2020	775	 1.36	 1.74	656	 1.27	 1.58	451.95	309.54	 0.89	1651.40	 1.20	1484.95
B12	Foci_processed_08-Feb-2020	787	 1.55	 1.88	662	 1.49	 1.78	483.53	312.14	 0.91	1579.21	 1.17	1934.55
B2	Foci_processed_08-Feb-2020	768	 2.45	 2.65	628	 2.24	 2.42	523.49	289.55	 1.01	1328.63	 1.31	3792.03
B3	Foci_processed_08-Feb-2020	669	 1.39	 1.76	526	 1.28	 1.67	433.94	278.02	 1.00	1424.92	 1.27	1802.17
B4	Foci_processed_08-Feb-2020	795	 2.03	 2.15	675	 1.96	 2.03	519.72	301.18	 1.05	1363.68	 1.25	3178.77
B5	Foci_processed_08-Feb-2020	755	 1.37	 2.04	654	 1.28	 1.89	385.98	264.76	 0.85	1522.85	 1.18	1359.04
B6	Foci_processed_08-Feb-2020	799	 2.03	 2.26	677	 1.94	 2.11	541.85	302.46	 1.10	1350.19	 1.25	3443.60
B7	Foci_processed_08-Feb-2020	676	 1.12	 1.38	564	 1.09	 1.35	432.34	292.30	 0.90	1718.51	 1.16	1221.45
B8	Foci_processed_08-Feb-2020	781	 1.62	 1.93	646	 1.55	 1.86	447.38	278.33	 1.03	1307.59	 1.25	2212.36
B9	Foci_processed_08-Feb-2020	709	 1.25	 1.67	620	 1.20	 1.59	440.22	299.50	 0.88	1610.09	 1.17	1351.47
C1	Foci_processed_08-Feb-2020	746	 1.39	 2.02	620	 1.34	 1.96	376.53	239.37	 0.99	1333.16	 1.29	1450.94
C10	Foci_processed_08-Feb-2020	777	 2.06	 2.56	681	 1.92	 2.38	469.87	289.27	 0.95	1466.83	 1.24	2540.62
C11	Foci_processed_08-Feb-2020	776	 2.35	 2.65	670	 2.28	 2.56	443.57	275.44	 0.88	1509.97	 1.20	2915.35
C12	Foci_processed_08-Feb-2020	766	 2.14	 2.39	653	 1.95	 2.06	557.93	338.28	 1.07	1329.93	 1.24	3323.71
C2	Foci_processed_08-Feb-2020	670	 2.48	 2.98	568	 2.36	 2.91	422.87	253.78	 0.87	1395.15	 1.29	2681.21
C3	Foci_processed_08-Feb-2020	796	 1.74	 2.40	664	 1.65	 2.27	432.65	252.08	 0.90	1473.12	 1.24	2062.76
C4	Foci_processed_08-Feb-2020	488	 1.98	 2.34	397	 1.85	 2.35	447.22	259.33	 0.93	1264.13	 1.28	2409.23
C5	Foci_processed_08-Feb-2020	770	 1.78	 2.53	654	 1.70	 2.54	323.47	218.96	 0.84	1198.11	 1.29	1579.46
C6	Foci_processed_08-Feb-2020	680	 1.63	 2.20	581	 1.58	 2.10	416.56	260.14	 0.84	1660.06	 1.18	1728.94
C7	Foci_processed_08-Feb-2020	290	 1.91	 2.56	225	 1.86	 2.40	354.57	226.09	 0.93	1431.90	 1.22	1831.65
C8	Foci_processed_08-Feb-2020	792	 1.42	 2.03	678	 1.24	 1.85	395.35	268.22	 0.89	1377.81	 1.26	1460.51
C9	Foci_processed_08-Feb-2020	497	 1.56	 2.25	406	 1.56	 2.26	370.76	245.98	 0.93	1318.20	 1.25	1672.87
