Well	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
A1	Foci_processed_29-Sep-2020	784	 0.91	 1.15	724	 0.94	 1.16	1068.03	792.30	 0.18	2351.09	 1.10	2724.96
A10	Foci_processed_29-Sep-2020	707	 1.40	 1.47	644	 1.37	 1.36	1638.53	1132.29	 0.21	2683.07	 1.20	5936.63
A11	Foci_processed_29-Sep-2020	801	 0.98	 1.13	727	 0.98	 1.06	1394.62	1024.29	 0.17	3237.33	 1.11	3530.40
A12	Foci_processed_29-Sep-2020	265	 0.57	 0.87	240	 0.58	 0.87	1804.00	1234.34	 0.17	1828.84	 1.23	2769.13
A2	Foci_processed_29-Sep-2020	779	 0.74	 1.05	698	 0.74	 1.03	1143.03	857.72	 0.18	2379.91	 1.12	2308.47
A3	Foci_processed_29-Sep-2020	801	 0.83	 1.07	732	 0.82	 1.02	965.18	726.70	 0.19	2808.48	 1.10	1922.39
A4	Foci_processed_29-Sep-2020	780	 0.67	 0.91	701	 0.69	 0.90	1143.22	786.12	 0.21	2616.95	 1.11	2052.22
A5	Foci_processed_29-Sep-2020	749	 0.44	 0.75	664	 0.45	 0.75	969.73	769.31	 0.20	2435.98	 1.14	982.46
A6	Foci_processed_29-Sep-2020	763	 0.05	 0.23	660	 0.05	 0.24	987.25	840.37	 0.18	2946.91	 1.13	93.00
A7	Foci_processed_29-Sep-2020	787	 0.27	 0.56	691	 0.27	 0.55	960.89	794.68	 0.19	2728.34	 1.14	525.96
A8	Foci_processed_29-Sep-2020	801	 1.07	 1.14	705	 1.09	 1.15	1499.16	1145.47	 0.18	3625.55	 1.13	4238.34
A9	Foci_processed_29-Sep-2020	782	 1.12	 1.23	694	 1.12	 1.21	1263.24	916.68	 0.19	2921.27	 1.11	3921.37
B1	Foci_processed_29-Sep-2020	801	 0.99	 1.11	720	 0.95	 1.08	1267.51	946.16	 0.17	2531.23	 1.18	3475.68
B10	Foci_processed_29-Sep-2020	801	 0.91	 1.19	731	 0.89	 1.14	1111.45	839.83	 0.20	3049.99	 1.10	2766.94
B11	Foci_processed_29-Sep-2020	801	 0.84	 1.08	725	 0.86	 1.08	1199.12	920.96	 0.19	3463.06	 1.09	2844.10
B12	Foci_processed_29-Sep-2020	801	 0.99	 1.17	721	 1.00	 1.17	1141.50	813.55	 0.21	3044.17	 1.09	3186.69
B2	Foci_processed_29-Sep-2020	801	 0.83	 1.08	721	 0.80	 1.01	1255.06	874.04	 0.19	2575.49	 1.12	2852.40
B3	Foci_processed_29-Sep-2020	765	 1.06	 1.24	697	 1.07	 1.25	1523.56	1077.11	 0.20	2454.58	 1.18	4439.05
B4	Foci_processed_29-Sep-2020	759	 1.09	 1.28	678	 1.10	 1.29	1409.08	995.90	 0.20	2876.08	 1.12	4357.00
B5	Foci_processed_29-Sep-2020	801	 0.93	 1.16	729	 0.95	 1.17	1136.03	878.36	 0.18	3936.06	 1.10	3036.34
B6	Foci_processed_29-Sep-2020	779	 1.02	 1.16	694	 1.00	 1.15	1234.08	883.42	 0.18	2719.37	 1.15	3684.23
B7	Foci_processed_29-Sep-2020	761	 1.03	 1.16	688	 1.01	 1.16	1330.70	1035.30	 0.17	2416.80	 1.21	3725.78
B8	Foci_processed_29-Sep-2020	784	 1.06	 1.23	701	 1.06	 1.21	1245.80	884.25	 0.18	2520.87	 1.13	3868.63
B9	Foci_processed_29-Sep-2020	801	 1.07	 1.33	721	 1.09	 1.33	1168.58	877.38	 0.20	3172.24	 1.10	3405.60
