Well	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
A10	Foci_processed_04-Feb-2020	781	 1.82	 1.94	648	 1.88	 1.91	554.39	333.69	 1.22	1130.82	 1.24	2816.51
A11	Foci_processed_04-Feb-2020	782	 0.91	 1.28	659	 0.83	 1.16	461.31	299.97	 0.92	1157.20	 1.19	954.21
A12	Foci_processed_04-Feb-2020	782	 0.95	 1.32	686	 0.89	 1.25	513.51	342.50	 0.91	1198.15	 1.22	1174.36
A3	Foci_processed_04-Feb-2020	317	 3.29	 3.35	264	 3.13	 3.19	409.07	274.96	 0.82	1476.66	 1.21	3319.59
A4	Foci_processed_04-Feb-2020	740	 1.78	 2.06	609	 1.83	 2.08	446.35	292.62	 0.98	1332.19	 1.20	2140.40
A5	Foci_processed_04-Feb-2020	753	 1.69	 2.00	619	 1.68	 2.05	432.09	282.98	 0.83	1474.80	 1.18	1802.80
A6	Foci_processed_04-Feb-2020	780	 1.70	 2.07	658	 1.56	 1.82	643.11	354.16	 1.09	1314.87	 1.24	2787.32
A7	Foci_processed_04-Feb-2020	772	 1.03	 1.47	668	 0.97	 1.34	487.55	303.50	 0.90	1528.10	 1.16	1235.72
A8	Foci_processed_04-Feb-2020	767	 1.61	 1.97	648	 1.47	 1.76	544.07	346.74	 1.04	1323.04	 1.25	2050.77
A9	Foci_processed_04-Feb-2020	782	 1.30	 1.58	658	 1.23	 1.40	558.07	338.56	 1.11	1290.80	 1.24	1630.13
B10	Foci_processed_04-Feb-2020	776	 1.31	 1.80	664	 1.26	 1.74	420.01	278.13	 0.90	1440.59	 1.18	1406.09
B11	Foci_processed_04-Feb-2020	783	 1.17	 1.44	663	 1.16	 1.37	470.66	307.59	 0.97	1262.71	 1.20	1333.86
B12	Foci_processed_04-Feb-2020	721	 1.00	 1.49	609	 0.93	 1.35	412.72	273.90	 0.91	1138.55	 1.22	989.97
B2	Foci_processed_04-Feb-2020	80	 1.06	 2.01	70	 0.80	 1.61	285.02	222.55	 0.92	865.59	 1.79	739.56
B3	Foci_processed_04-Feb-2020	464	 1.71	 1.99	391	 1.60	 1.90	421.99	287.81	 0.93	1487.04	 1.21	1884.80
