Well	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
A1	Foci_processed_26-Feb-2020	187	 0.82	 1.29	145	 0.80	 1.12	1066.76	905.96	 0.21	3238.15	 1.08	2134.57
A10	Foci_processed_26-Feb-2020	348	 0.33	 0.78	277	 0.34	 0.75	1009.66	913.11	 0.23	3427.48	 1.08	928.78
A11	Foci_processed_26-Feb-2020	440	 0.51	 0.72	364	 0.54	 0.72	1221.30	1056.28	 0.22	3773.52	 1.06	1567.95
A12	Foci_processed_26-Feb-2020	441	 0.16	 0.48	341	 0.13	 0.43	1091.58	1023.45	 0.22	3927.16	 1.06	350.31
A2	Foci_processed_26-Feb-2020	249	 0.63	 0.95	200	 0.66	 1.00	1022.21	895.59	 0.23	4105.75	 1.06	1547.13
A3	Foci_processed_26-Feb-2020	342	 0.35	 0.77	270	 0.38	 0.82	973.51	881.97	 0.21	3998.58	 1.06	934.38
A4	Foci_processed_26-Feb-2020	143	 0.53	 1.02	122	 0.55	 0.96	1091.04	954.44	 0.23	4397.71	 1.06	1651.64
A5	Foci_processed_26-Feb-2020	255	 0.35	 0.72	194	 0.36	 0.74	1053.03	950.20	 0.21	3776.65	 1.06	946.01
A6	Foci_processed_26-Feb-2020	671	 0.36	 0.76	541	 0.35	 0.73	1230.78	1120.52	 0.21	3853.55	 1.07	1083.32
A7	Foci_processed_26-Feb-2020	192	 0.47	 0.86	154	 0.47	 0.87	1125.35	1015.55	 0.21	4161.69	 1.06	1242.80
A8	Foci_processed_26-Feb-2020	372	 0.38	 0.72	307	 0.42	 0.75	1164.59	1047.04	 0.22	4247.61	 1.06	1168.03
A9	Foci_processed_26-Feb-2020	195	 0.28	 0.62	161	 0.29	 0.64	1067.14	976.56	 0.22	3901.29	 1.06	792.41
B1	Foci_processed_26-Feb-2020	790	 0.50	 0.91	658	 0.53	 0.95	1056.41	924.18	 0.18	2266.12	 1.08	1409.13
B10	Foci_processed_26-Feb-2020	716	 0.32	 0.64	575	 0.36	 0.67	1082.83	946.52	 0.22	3569.45	 1.07	939.00
B11	Foci_processed_26-Feb-2020	244	 0.38	 0.66	190	 0.41	 0.69	860.96	770.13	 0.22	3739.76	 1.06	835.16
B12	Foci_processed_26-Feb-2020	138	 0.69	 0.88	109	 0.70	 0.79	1061.70	916.35	 0.22	3342.06	 1.07	1689.20
B2	Foci_processed_26-Feb-2020	576	 0.61	 0.98	451	 0.63	 0.92	988.40	845.62	 0.23	3361.85	 1.09	1645.60
B3	Foci_processed_26-Feb-2020	615	 0.46	 0.85	504	 0.46	 0.85	917.91	818.62	 0.21	3900.28	 1.07	1100.47
B4	Foci_processed_26-Feb-2020	597	 0.65	 0.90	467	 0.70	 0.93	1173.81	974.42	 0.24	3225.85	 1.11	2140.55
B5	Foci_processed_26-Feb-2020	421	 0.39	 0.74	344	 0.40	 0.72	952.17	852.14	 0.21	4042.16	 1.06	909.94
B6	Foci_processed_26-Feb-2020	546	 0.48	 0.82	434	 0.51	 0.84	1147.82	989.39	 0.23	3011.89	 1.10	1453.40
B7	Foci_processed_26-Feb-2020	726	 0.34	 0.71	612	 0.33	 0.68	1078.86	988.89	 0.19	3962.91	 1.06	854.05
B8	Foci_processed_26-Feb-2020	311	 0.60	 0.74	261	 0.64	 0.77	1171.50	1009.97	 0.19	3061.33	 1.06	1798.02
B9	Foci_processed_26-Feb-2020	566	 0.31	 0.63	472	 0.32	 0.64	1017.39	915.43	 0.20	3850.91	 1.06	849.30
