Well	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
A1	Foci_processed_04-Feb-2019	645	 1.29	 2.04	535	 1.30	 1.91	381.44	314.50	 0.85	1078.01	 1.07	1175.68
A10	Foci_processed_04-Feb-2019	110	 3.25	 2.58	91	 3.42	 2.43	440.78	317.53	 1.09	1464.21	 1.04	3445.16
A11	Foci_processed_04-Feb-2019	698	 2.47	 2.06	603	 2.32	 1.84	528.73	324.31	 0.59	1960.31	 1.05	2780.81
A12	Foci_processed_04-Feb-2019	201	 2.40	 2.02	176	 2.50	 1.98	621.94	377.81	 0.75	2212.92	 1.03	3489.09
A2	Foci_processed_04-Feb-2019	574	 2.38	 2.46	482	 2.42	 2.24	401.90	308.97	 0.89	889.99	 1.05	2315.88
A3	Foci_processed_04-Feb-2019	535	 1.96	 2.27	449	 1.96	 2.09	398.14	302.21	 0.97	1170.40	 1.05	1937.12
A4	Foci_processed_04-Feb-2019	592	 2.57	 2.65	497	 2.51	 2.39	430.40	301.72	 0.92	1614.33	 1.05	2596.34
A5	Foci_processed_04-Feb-2019	487	 2.28	 2.15	417	 2.23	 1.97	426.34	302.03	 0.76	1764.59	 1.07	2209.24
A6	Foci_processed_04-Feb-2019	289	 2.53	 2.57	249	 2.76	 2.55	457.15	358.10	 0.96	943.59	 1.05	3059.72
A7	Foci_processed_04-Feb-2019	552	 1.27	 1.55	484	 1.27	 1.54	471.71	311.79	 0.67	1941.47	 1.05	1398.88
A8	Foci_processed_04-Feb-2019	4	 0.75	 0.96	4	 0.75	 0.96	356.25	281.72	 1.43	1263.14	 1.04	694.25
A9	Foci_processed_04-Feb-2019	370	 2.08	 2.08	322	 2.14	 1.90	585.15	403.73	 0.80	1913.45	 1.05	2825.62
B1	Foci_processed_04-Feb-2019	284	 3.39	 2.85	238	 3.80	 2.84	475.32	309.79	 0.88	1677.55	 1.05	4490.40
B10	Foci_processed_04-Feb-2019	147	 2.09	 2.53	119	 2.07	 2.05	407.63	327.28	 0.93	1127.70	 1.05	1991.12
B11	Foci_processed_04-Feb-2019	142	 2.25	 2.29	124	 2.32	 2.25	457.55	364.85	 1.02	1676.98	 1.05	2436.40
B12	Foci_processed_04-Feb-2019	13	 1.92	 2.81	11	 2.27	 2.94	464.94	379.76	 1.22	552.58	 1.02	2626.91
B2	Foci_processed_04-Feb-2019	725	 1.91	 2.06	611	 1.96	 1.88	394.10	292.95	 0.80	968.82	 1.04	1832.23
B3	Foci_processed_04-Feb-2019	367	 1.30	 1.77	290	 1.57	 1.87	367.47	294.56	 1.06	822.42	 1.05	1528.38
B4	Foci_processed_04-Feb-2019	232	 1.09	 1.88	187	 0.86	 1.51	307.51	283.05	 1.39	590.37	 1.04	672.11
B5	Foci_processed_04-Feb-2019	205	 2.25	 2.39	174	 2.34	 2.25	389.38	312.72	 0.91	799.77	 1.07	2280.40
B6	Foci_processed_04-Feb-2019	253	 0.54	 1.04	207	 0.60	 1.09	359.03	299.32	 1.08	774.34	 1.05	539.57
B7	Foci_processed_04-Feb-2019	320	 1.07	 1.81	272	 1.03	 1.73	589.30	505.07	 0.77	1963.63	 1.05	1215.98
B8	Foci_processed_04-Feb-2019	146	 1.73	 2.21	124	 1.63	 1.91	409.90	308.92	 1.06	1064.80	 1.05	1685.44
B9	Foci_processed_04-Feb-2019	523	 2.28	 1.92	466	 2.25	 1.84	424.61	287.79	 0.87	1348.84	 1.03	2221.52
C1	Foci_processed_04-Feb-2019	116	 1.41	 1.81	95	 1.63	 1.89	376.67	297.55	 0.95	530.43	 1.04	1544.48
C10	Foci_processed_04-Feb-2019	437	 1.44	 1.94	374	 1.45	 1.84	451.98	340.59	 0.94	1591.42	 1.05	1618.48
C11	Foci_processed_04-Feb-2019	448	 2.01	 2.08	387	 1.93	 1.88	442.90	307.14	 0.83	1248.97	 1.08	2067.52
C12	Foci_processed_04-Feb-2019	39	 3.77	 3.05	32	 3.31	 2.26	451.30	326.82	 1.13	1094.86	 1.03	3919.50
C2	Foci_processed_04-Feb-2019	629	 1.33	 2.34	496	 1.14	 2.10	292.95	250.87	 1.08	874.11	 1.05	944.59
C3	Foci_processed_04-Feb-2019	382	 2.16	 2.22	327	 2.11	 2.00	438.77	336.72	 0.90	1090.30	 1.05	2176.58
C4	Foci_processed_04-Feb-2019	337	 1.62	 1.87	293	 1.67	 1.84	397.71	291.23	 0.93	1170.65	 1.06	1697.39
