Well	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
A1	Foci_processed_21-Oct-2019	134	 0.72	 1.25	114	 0.61	 1.09	3846.58	2298.84	 0.50	11830.31	 1.06	6857.79
A10	Foci_processed_21-Oct-2019	410	 0.32	 1.64	362	 0.15	 0.43	2969.44	1867.73	 0.48	14948.05	 1.05	1370.24
A11	Foci_processed_21-Oct-2019	631	 0.09	 0.38	584	 0.07	 0.33	2542.96	1620.67	 0.48	17506.42	 1.05	608.02
A12	Foci_processed_21-Oct-2019	704	 0.10	 0.41	613	 0.09	 0.36	2397.72	1560.54	 0.48	12906.86	 1.06	595.51
A2	Foci_processed_21-Oct-2019	191	 0.23	 0.67	167	 0.16	 0.47	3262.54	1918.66	 0.49	16918.73	 1.05	1518.97
A3	Foci_processed_21-Oct-2019	81	 0.38	 0.66	70	 0.37	 0.66	3503.23	2089.31	 0.49	13122.21	 1.06	3723.26
A4	Foci_processed_21-Oct-2019	74	 0.18	 0.48	58	 0.17	 0.38	2572.03	1597.07	 0.51	11491.96	 1.06	1341.79
A5	Foci_processed_21-Oct-2019	262	 0.19	 0.64	226	 0.15	 0.61	2764.54	1770.22	 0.48	16895.60	 1.05	1554.02
A6	Foci_processed_21-Oct-2019	202	 0.14	 0.46	183	 0.11	 0.39	2875.81	1710.73	 0.47	15628.35	 1.05	840.77
A7	Foci_processed_21-Oct-2019	506	 0.18	 0.48	444	 0.17	 0.47	3462.63	2101.99	 0.48	12570.57	 1.04	1752.95
A8	Foci_processed_21-Oct-2019	261	 0.15	 0.68	225	 0.08	 0.27	3327.60	2062.27	 0.47	13479.92	 1.05	694.60
A9	Foci_processed_21-Oct-2019	338	 0.39	 2.67	312	 0.16	 0.47	3272.39	2042.89	 0.48	15302.92	 1.05	1592.58
B1	Foci_processed_21-Oct-2019	167	 0.26	 0.88	141	 0.11	 0.31	2879.49	1739.35	 0.48	13772.09	 1.06	777.08
B10	Foci_processed_21-Oct-2019	52	 0.27	 0.84	43	 0.26	 0.90	2706.89	1581.56	 0.50	18342.99	 1.05	2225.67
B11	Foci_processed_21-Oct-2019	651	 0.15	 0.48	572	 0.12	 0.37	2825.11	1727.95	 0.47	20436.13	 1.05	968.43
B12	Foci_processed_21-Oct-2019	236	 0.49	 1.16	203	 0.29	 0.77	3543.82	2076.66	 0.50	10655.52	 1.06	2807.39
B2	Foci_processed_21-Oct-2019	154	 0.15	 0.52	136	 0.13	 0.48	2643.64	1605.98	 0.46	18276.44	 1.04	1446.18
B3	Foci_processed_21-Oct-2019	342	 0.20	 0.58	308	 0.15	 0.44	2524.63	1561.40	 0.48	17564.39	 1.05	1298.29
B4	Foci_processed_21-Oct-2019	62	 0.06	 0.25	56	 0.05	 0.23	2030.43	1246.79	 0.48	10750.69	 1.04	234.43
B5	Foci_processed_21-Oct-2019	317	 0.25	 0.65	281	 0.18	 0.48	2710.61	1692.80	 0.47	14138.85	 1.05	1505.72
B6	Foci_processed_21-Oct-2019	200	 0.25	 0.50	174	 0.22	 0.46	2873.00	1694.83	 0.48	19622.03	 1.04	2169.49
B7	Foci_processed_21-Oct-2019	248	 0.27	 0.93	217	 0.16	 0.50	3336.85	2059.58	 0.47	13543.41	 1.05	1534.58
B8	Foci_processed_21-Oct-2019	148	 0.28	 0.71	130	 0.19	 0.50	2986.31	1742.65	 0.49	18816.37	 1.04	1773.63
B9	Foci_processed_21-Oct-2019	174	 0.20	 0.64	146	 0.16	 0.56	3076.27	1814.42	 0.49	13143.75	 1.05	1507.97
C1	Foci_processed_21-Oct-2019	70	 0.46	 1.13	57	 0.44	 1.07	3126.26	1762.06	 0.49	16323.55	 1.05	4224.91
C10	Foci_processed_21-Oct-2019	73	 0.44	 2.59	60	 0.17	 0.42	3136.10	1934.75	 0.52	6509.82	 1.08	1736.67
C11	Foci_processed_21-Oct-2019	82	 0.38	 0.71	71	 0.42	 0.75	3082.62	1889.87	 0.51	6467.20	 1.07	3973.86
C12	Foci_processed_21-Oct-2019	231	 0.49	 0.93	199	 0.45	 0.85	3311.08	1995.50	 0.51	8925.77	 1.06	4622.45
C2	Foci_processed_21-Oct-2019	73	 0.23	 0.57	61	 0.15	 0.40	2609.98	1532.66	 0.49	16940.66	 1.05	1092.79
C3	Foci_processed_21-Oct-2019	102	 0.08	 0.30	94	 0.09	 0.32	2063.09	1310.10	 0.47	19088.49	 1.04	654.13
C4	Foci_processed_21-Oct-2019	156	 0.16	 0.49	135	 0.13	 0.45	2773.44	1651.81	 0.48	19797.08	 1.05	1078.73
C5	Foci_processed_21-Oct-2019	138	 0.38	 0.79	119	 0.31	 0.63	3204.64	1854.70	 0.49	17140.85	 1.05	2825.31
C6	Foci_processed_21-Oct-2019	101	 0.29	 0.80	87	 0.20	 0.61	3336.63	1942.17	 0.49	16282.92	 1.05	1756.55
C7	Foci_processed_21-Oct-2019	51	 0.18	 0.43	41	 0.17	 0.44	3495.47	1998.23	 0.49	20658.90	 1.04	1526.73
C8	Foci_processed_21-Oct-2019	68	 0.16	 0.51	58	 0.09	 0.34	2548.21	1527.60	 0.48	16063.31	 1.07	482.48
C9	Foci_processed_21-Oct-2019	106	 0.10	 0.34	92	 0.09	 0.32	2183.33	1383.29	 0.47	18344.57	 1.05	755.57
D1	Foci_processed_21-Oct-2019	75	 0.55	 0.93	67	 0.51	 0.88	3492.31	2012.47	 0.51	8152.90	 1.05	5784.00
D10	Foci_processed_21-Oct-2019	569	 0.26	 0.99	483	 0.22	 0.56	2329.41	1432.63	 0.54	14700.15	 1.07	1489.45
D11	Foci_processed_21-Oct-2019	432	 0.05	 0.28	358	 0.04	 0.21	2390.64	1527.45	 0.66	7967.88	 1.09	306.87
D12	Foci_processed_21-Oct-2019	255	 0.09	 0.33	209	 0.07	 0.31	2523.02	1599.44	 0.55	10680.52	 1.10	504.88
D2	Foci_processed_21-Oct-2019	175	 0.74	 1.14	148	 0.74	 1.08	3816.95	2143.78	 0.50	9832.54	 1.04	8374.57
D3	Foci_processed_21-Oct-2019	76	 0.75	 1.21	63	 0.56	 0.98	3390.96	1972.16	 0.50	8804.95	 1.06	5167.94
D4	Foci_processed_21-Oct-2019	116	 0.56	 0.94	94	 0.51	 0.86	2594.43	1564.85	 0.51	15037.51	 1.06	3981.66
