Well	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
A1	Foci_processed_23-Oct-2019	425	 0.43	 1.04	368	 0.36	 0.97	1984.72	1225.96	 0.51	26316.10	 1.04	2073.77
A10	Foci_processed_23-Oct-2019	493	 0.63	 0.88	421	 0.60	 0.83	3262.97	1538.89	 0.52	17008.14	 1.03	5851.42
A11	Foci_processed_23-Oct-2019	801	 0.65	 1.03	693	 0.65	 1.03	2805.58	1491.95	 0.52	19589.43	 1.04	5622.26
A12	Foci_processed_23-Oct-2019	650	 0.97	 1.42	570	 0.88	 1.18	2634.56	1372.01	 0.53	23809.75	 1.03	6985.12
A2	Foci_processed_23-Oct-2019	394	 0.30	 0.95	356	 0.27	 0.91	1837.28	1176.05	 0.49	28811.65	 1.03	1497.18
A3	Foci_processed_23-Oct-2019	248	 0.21	 0.82	203	 0.24	 0.89	2287.77	1367.54	 0.53	8393.24	 1.05	1770.58
A4	Foci_processed_23-Oct-2019	699	 0.82	 1.18	615	 0.81	 1.17	2507.97	1355.59	 0.49	20988.42	 1.03	6160.69
A5	Foci_processed_23-Oct-2019	516	 0.96	 1.37	450	 0.93	 1.36	2658.79	1380.10	 0.51	20248.22	 1.04	7741.53
A6	Foci_processed_23-Oct-2019	801	 0.82	 1.40	709	 0.80	 1.37	2282.13	1294.79	 0.50	12370.18	 1.04	5567.47
A7	Foci_processed_23-Oct-2019	801	 0.37	 0.80	698	 0.37	 0.81	2754.31	1504.78	 0.52	12747.06	 1.04	3014.38
A8	Foci_processed_23-Oct-2019	564	 0.53	 0.92	480	 0.56	 0.92	3216.45	1574.09	 0.53	15182.37	 1.04	5066.28
A9	Foci_processed_23-Oct-2019	801	 0.17	 0.56	642	 0.18	 0.57	1970.04	1277.56	 0.52	8520.51	 1.05	1045.66
B1	Foci_processed_23-Oct-2019	221	 0.80	 1.12	198	 0.80	 1.09	2959.75	1439.99	 0.53	17365.27	 1.04	6893.35
B10	Foci_processed_23-Oct-2019	801	 0.33	 0.75	693	 0.37	 0.79	2417.69	1361.97	 0.52	10777.60	 1.04	2588.80
B11	Foci_processed_23-Oct-2019	592	 0.50	 0.91	497	 0.51	 0.87	2498.39	1353.17	 0.52	9623.69	 1.05	3840.88
B12	Foci_processed_23-Oct-2019	801	 0.17	 0.46	691	 0.16	 0.45	2134.82	1551.81	 0.34	17297.00	 1.08	1029.81
B2	Foci_processed_23-Oct-2019	310	 0.75	 1.15	279	 0.77	 1.15	2430.68	1352.77	 0.52	20810.62	 1.04	5835.20
B3	Foci_processed_23-Oct-2019	801	 0.48	 1.12	714	 0.43	 0.84	2544.84	1413.21	 0.51	24356.97	 1.04	3310.58
B4	Foci_processed_23-Oct-2019	471	 0.13	 0.49	381	 0.15	 0.53	1996.52	1291.40	 0.54	9062.63	 1.06	905.62
B5	Foci_processed_23-Oct-2019	801	 0.21	 0.55	700	 0.22	 0.56	2196.12	1286.37	 0.53	9685.83	 1.04	1559.41
B6	Foci_processed_23-Oct-2019	367	 0.76	 1.93	330	 0.66	 0.99	2918.65	1445.00	 0.53	16170.81	 1.03	5851.31
B7	Foci_processed_23-Oct-2019	801	 0.57	 0.93	687	 0.57	 0.85	2182.41	1260.30	 0.51	18344.63	 1.04	3705.37
B8	Foci_processed_23-Oct-2019	753	 0.33	 0.79	642	 0.34	 0.79	2184.61	1317.37	 0.53	9735.16	 1.04	2303.33
B9	Foci_processed_23-Oct-2019	801	 0.55	 0.87	697	 0.52	 0.80	2750.81	1386.41	 0.52	20623.60	 1.03	4207.08
C1	Foci_processed_23-Oct-2019	801	 0.48	 1.02	673	 0.48	 1.04	1855.99	1183.36	 0.51	14404.36	 1.04	2801.11
C10	Foci_processed_24-Oct-2019	280	 0.44	 1.05	232	 0.47	 0.94	1901.87	1237.02	 0.52	18830.70	 1.05	2720.74
C11	Foci_processed_24-Oct-2019	271	 0.29	 0.99	220	 0.35	 1.09	2019.47	1330.32	 0.52	12849.95	 1.05	2152.15
C12	Foci_processed_24-Oct-2019	801	 0.77	 1.46	678	 0.79	 1.36	1893.27	1209.77	 0.55	13135.49	 1.05	4434.10
C2	Foci_processed_24-Oct-2019	336	 0.50	 0.96	302	 0.52	 0.95	2583.19	1345.50	 0.51	14793.91	 1.04	4332.77
