Well	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
A1	Foci_processed_22-Oct-2019	94	 0.91	 1.23	81	 0.83	 1.07	2579.72	1552.88	 0.52	11326.29	 1.05	6561.28
A10	Foci_processed_22-Oct-2019	85	 0.18	 0.58	71	 0.20	 0.62	1858.58	1285.54	 0.49	17494.30	 1.06	1064.96
A11	Foci_processed_22-Oct-2019	23	 0.13	 0.46	20	 0.10	 0.45	2028.97	1309.72	 0.52	15006.50	 1.06	556.20
A12	Foci_processed_22-Oct-2019	168	 0.11	 0.48	154	 0.12	 0.50	1970.85	1312.05	 0.50	22543.99	 1.04	646.75
A2	Foci_processed_22-Oct-2019	89	 0.25	 0.70	75	 0.19	 0.54	3568.01	2059.22	 0.52	7186.33	 1.07	1889.87
A3	Foci_processed_22-Oct-2019	83	 0.77	 1.35	68	 0.74	 1.30	3260.08	1809.77	 0.52	7167.72	 1.06	6718.94
A4	Foci_processed_22-Oct-2019	99	 0.53	 1.35	84	 0.58	 1.42	3632.06	2076.68	 0.52	10347.42	 1.05	5909.90
A5	Foci_processed_22-Oct-2019	114	 0.50	 1.25	86	 0.63	 1.41	3620.24	2112.44	 0.54	5388.42	 1.07	5797.67
A6	Foci_processed_22-Oct-2019	130	 1.02	 2.08	109	 1.10	 2.16	3657.95	2114.90	 0.54	7418.04	 1.05	10679.96
A7	Foci_processed_22-Oct-2019	204	 0.86	 1.25	178	 0.90	 1.22	2746.60	1543.37	 0.51	15518.38	 1.05	7227.87
A8	Foci_processed_22-Oct-2019	148	 0.56	 0.97	129	 0.60	 0.97	3580.32	2126.20	 0.49	8413.69	 1.05	5949.89
A9	Foci_processed_23-Oct-2019	428	 0.63	 1.25	374	 0.68	 1.31	2684.28	1629.75	 0.53	7285.65	 1.06	5447.88
B1	Foci_processed_23-Oct-2019	19	 1.00	 1.53	15	 1.13	 1.64	1917.27	1191.68	 0.50	9793.83	 1.06	9266.67
B10	Foci_processed_23-Oct-2019	72	 1.82	 2.39	55	 2.25	 2.50	1791.13	1229.09	 0.52	13176.80	 1.04	13758.98
B11	Foci_processed_23-Oct-2019	801	 0.99	 2.06	677	 0.95	 1.87	2125.05	1491.76	 0.48	19279.02	 1.04	5871.20
B12	Foci_processed_23-Oct-2019	801	 2.10	 3.65	679	 2.09	 3.27	1435.96	1161.28	 0.49	16539.76	 1.04	10812.25
B2	Foci_processed_23-Oct-2019	91	 0.34	 1.06	79	 0.38	 1.12	1969.12	1313.98	 0.51	15149.26	 1.05	1962.33
B3	Foci_processed_23-Oct-2019	36	 0.50	 0.91	28	 0.57	 0.96	2454.92	1602.77	 0.51	5301.33	 1.09	4825.29
B4	Foci_processed_23-Oct-2019	114	 0.15	 0.69	94	 0.18	 0.76	1603.04	1122.53	 0.51	14969.06	 1.05	804.34
B5	Foci_processed_23-Oct-2019	107	 0.75	 1.27	92	 0.73	 1.29	2441.62	1505.42	 0.51	11417.13	 1.05	5540.22
B6	Foci_processed_23-Oct-2019	101	 0.83	 1.72	84	 0.83	 1.62	2246.22	1396.29	 0.51	12353.36	 1.04	6048.52
B7	Foci_processed_23-Oct-2019	97	 0.28	 0.80	78	 0.22	 0.55	1792.60	1161.95	 0.51	18251.71	 1.05	1051.08
B8	Foci_processed_23-Oct-2019	295	 0.73	 1.45	254	 0.68	 1.27	1804.25	1223.79	 0.50	14147.04	 1.04	3698.28
B9	Foci_processed_23-Oct-2019	801	 1.07	 1.62	697	 1.05	 1.49	2409.47	1518.84	 0.50	19133.11	 1.04	7333.77
C1	Foci_processed_23-Oct-2019	801	 1.16	 2.33	662	 1.20	 2.25	1528.77	1136.00	 0.52	12415.47	 1.05	6058.40
C10	Foci_processed_23-Oct-2019	801	 1.39	 2.35	687	 1.42	 2.34	1660.55	1214.56	 0.49	13231.12	 1.04	7839.24
C11	Foci_processed_23-Oct-2019	135	 0.60	 1.24	113	 0.63	 1.29	3721.06	2215.39	 0.51	8722.55	 1.06	6624.78
C12	Foci_processed_23-Oct-2019	91	 0.99	 1.39	69	 0.99	 1.32	3413.10	2002.17	 0.54	9112.90	 1.06	8453.10
C2	Foci_processed_23-Oct-2019	582	 0.57	 1.46	502	 0.48	 1.05	2250.72	1386.09	 0.51	15643.84	 1.04	3238.97
C3	Foci_processed_23-Oct-2019	801	 1.32	 2.68	659	 1.41	 2.55	1762.27	1251.74	 0.51	11459.69	 1.05	7734.05
C4	Foci_processed_23-Oct-2019	742	 0.88	 1.68	631	 0.82	 1.50	1848.36	1200.56	 0.51	19785.51	 1.04	4778.75
C5	Foci_processed_23-Oct-2019	801	 0.57	 1.41	687	 0.56	 1.33	1681.10	1184.08	 0.47	24533.93	 1.04	2865.75
C6	Foci_processed_23-Oct-2019	801	 0.30	 0.91	666	 0.24	 0.66	1358.66	1085.19	 0.45	29523.28	 1.04	1047.78
C7	Foci_processed_23-Oct-2019	801	 1.09	 2.13	664	 1.09	 1.86	1487.48	1176.12	 0.48	19324.09	 1.04	5509.14
C8	Foci_processed_23-Oct-2019	801	 0.86	 1.65	705	 0.83	 1.57	1733.93	1169.85	 0.51	24206.42	 1.04	4443.08
C9	Foci_processed_23-Oct-2019	801	 1.08	 1.90	652	 1.03	 1.77	1581.26	1230.44	 0.48	27648.31	 1.04	5315.48
D1	Foci_processed_23-Oct-2019	801	 0.44	 0.88	668	 0.41	 0.85	1935.01	1200.96	 0.48	26383.34	 1.04	2404.22
D10	Foci_processed_23-Oct-2019	60	 0.85	 3.97	46	 0.46	 1.63	3581.03	2486.92	 0.51	11739.14	 1.07	14801.22
D11	Foci_processed_23-Oct-2019	131	 0.42	 2.18	111	 0.26	 0.70	3146.00	2014.44	 0.50	8888.26	 1.09	2321.91
D12	Foci_processed_23-Oct-2019	437	 0.31	 0.88	375	 0.33	 0.86	2483.47	1585.03	 0.51	9289.76	 1.05	2423.01
D2	Foci_processed_23-Oct-2019	801	 0.70	 1.28	678	 0.75	 1.30	1666.58	1217.94	 0.48	23790.42	 1.04	3738.76
D3	Foci_processed_23-Oct-2019	801	 0.55	 1.04	683	 0.55	 1.02	2047.79	1257.56	 0.51	22131.67	 1.04	3413.07
D4	Foci_processed_23-Oct-2019	381	 0.41	 0.97	319	 0.45	 1.02	2098.78	1384.89	 0.52	7012.07	 1.06	2813.54
D5	Foci_processed_23-Oct-2019	801	 0.34	 0.89	644	 0.25	 0.72	1887.88	1161.48	 0.52	9498.70	 1.04	1537.37
D6	Foci_processed_23-Oct-2019	801	 0.85	 1.44	702	 0.82	 1.23	2018.97	1251.59	 0.53	10723.80	 1.04	5201.86
D7	Foci_processed_23-Oct-2019	801	 0.80	 1.29	661	 0.89	 1.35	1762.92	1266.33	 0.48	20672.96	 1.07	4571.58
