Well	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
A1	Foci_processed_04-Feb-2019	758	 0.39	 0.87	641	 0.39	 0.85	323.57	255.45	 0.93	1687.24	 1.04	348.83
A10	Foci_processed_04-Feb-2019	521	 0.07	 0.40	419	 0.04	 0.33	262.29	243.05	 1.55	1379.67	 1.05	34.36
A11	Foci_processed_04-Feb-2019	692	 0.49	 1.23	620	 0.41	 1.01	303.40	258.72	 1.07	1684.01	 1.05	327.02
A12	Foci_processed_04-Feb-2019	519	 0.23	 1.00	429	 0.15	 0.57	288.18	272.19	 1.36	1426.79	 1.08	112.07
A2	Foci_processed_04-Feb-2019	753	 0.23	 0.68	666	 0.16	 0.53	287.54	249.09	 0.87	1929.31	 1.04	124.58
A3	Foci_processed_04-Feb-2019	682	 0.34	 0.85	585	 0.35	 0.86	433.73	375.16	 0.87	2764.41	 1.04	341.26
A4	Foci_processed_04-Feb-2019	732	 0.32	 1.26	634	 0.16	 0.66	286.36	263.06	 1.21	1543.79	 1.04	125.42
A5	Foci_processed_04-Feb-2019	695	 1.45	 1.59	600	 1.43	 1.52	473.53	296.45	 0.71	2308.52	 1.04	1692.07
A6	Foci_processed_04-Feb-2019	716	 0.32	 0.88	634	 0.23	 0.65	285.41	237.15	 0.92	1749.79	 1.05	178.61
A7	Foci_processed_04-Feb-2019	768	 0.78	 1.01	642	 0.75	 0.95	356.87	275.51	 0.97	2025.02	 1.03	575.33
A8	Foci_processed_04-Feb-2019	703	 0.74	 1.29	617	 0.68	 1.12	311.09	254.43	 0.89	1739.12	 1.05	521.10
A9	Foci_processed_04-Feb-2019	688	 1.70	 2.70	581	 1.38	 2.21	384.85	294.23	 0.96	1643.67	 1.05	1489.86
B1	Foci_processed_04-Feb-2019	686	 0.28	 0.97	572	 0.21	 0.85	257.69	221.57	 1.08	1339.23	 1.05	168.81
B10	Foci_processed_04-Feb-2019	810	 1.04	 1.76	668	 0.88	 1.40	303.30	256.73	 1.01	1843.06	 1.05	654.35
B11	Foci_processed_04-Feb-2019	710	 2.41	 2.15	617	 2.38	 2.02	426.64	277.11	 0.80	1743.03	 1.05	2341.02
B12	Foci_processed_04-Feb-2019	118	 0.21	 0.74	102	 0.13	 0.39	329.59	273.82	 0.74	1225.45	 1.05	96.06
B2	Foci_processed_04-Feb-2019	546	 0.06	 0.33	447	 0.05	 0.31	255.81	241.22	 1.79	1229.50	 1.05	35.71
