Well	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
A1	Foci_processed_05-Feb-2019	732	 0.61	 1.09	600	 0.55	 1.02	331.58	286.05	 0.68	1237.16	 1.05	406.67
A10	Foci_processed_05-Feb-2019	483	 0.16	 0.50	415	 0.16	 0.50	376.54	315.00	 0.68	1235.13	 1.06	130.29
A11	Foci_processed_05-Feb-2019	677	 0.18	 0.53	563	 0.14	 0.44	314.02	274.98	 0.64	2010.65	 1.06	96.70
A12	Foci_processed_05-Feb-2019	879	 0.19	 0.50	721	 0.18	 0.49	346.55	307.49	 0.60	1941.67	 1.05	130.00
A2	Foci_processed_05-Feb-2019	511	 0.75	 1.22	428	 0.73	 1.18	363.34	338.36	 0.64	1339.10	 1.08	564.59
A3	Foci_processed_05-Feb-2019	732	 0.75	 1.32	603	 0.60	 1.07	416.28	356.54	 0.74	1513.49	 1.06	509.53
A4	Foci_processed_05-Feb-2019	205	 1.49	 1.68	173	 1.54	 1.60	414.57	364.65	 0.73	1435.83	 1.07	1366.34
A5	Foci_processed_05-Feb-2019	675	 1.71	 1.80	573	 1.66	 1.71	367.78	299.91	 0.77	1441.37	 1.05	1405.53
A6	Foci_processed_05-Feb-2019	610	 0.60	 0.93	537	 0.54	 0.80	451.13	395.07	 0.53	1970.49	 1.07	477.75
A7	Foci_processed_05-Feb-2019	633	 0.48	 1.07	527	 0.40	 0.88	322.50	300.62	 0.70	1362.54	 1.08	307.36
A8	Foci_processed_05-Feb-2019	701	 1.47	 1.49	595	 1.41	 1.39	422.24	338.94	 0.57	1746.91	 1.07	1272.34
A9	Foci_processed_05-Feb-2019	689	 1.81	 2.06	561	 1.77	 1.96	315.78	275.24	 0.78	1336.29	 1.06	1413.50
B1	Foci_processed_05-Feb-2019	750	 0.41	 0.74	642	 0.38	 0.65	358.15	305.42	 0.59	1881.14	 1.09	276.09
B10	Foci_processed_05-Feb-2019	740	 0.78	 1.07	634	 0.72	 0.94	364.07	274.69	 0.66	1774.88	 1.06	583.03
B11	Foci_processed_05-Feb-2019	769	 0.48	 0.71	636	 0.50	 0.73	379.29	312.77	 0.64	1684.13	 1.06	395.34
B12	Foci_processed_05-Feb-2019	783	 0.62	 0.96	659	 0.63	 0.92	367.88	304.52	 0.58	1476.88	 1.08	492.96
B2	Foci_processed_05-Feb-2019	598	 0.39	 0.83	488	 0.34	 0.64	361.41	294.62	 0.67	1864.72	 1.07	253.14
B3	Foci_processed_05-Feb-2019	689	 0.27	 0.61	562	 0.28	 0.62	363.21	309.54	 0.77	1729.07	 1.07	219.56
B4	Foci_processed_05-Feb-2019	532	 0.35	 0.64	456	 0.31	 0.58	323.09	273.63	 0.72	1804.44	 1.09	224.82
B5	Foci_processed_05-Feb-2019	515	 0.44	 0.89	430	 0.43	 0.85	347.73	304.13	 0.73	1816.45	 1.10	324.81
B6	Foci_processed_05-Feb-2019	613	 0.43	 0.72	532	 0.43	 0.72	340.69	284.21	 0.66	1918.12	 1.09	321.97
B7	Foci_processed_05-Feb-2019	592	 0.36	 0.75	529	 0.32	 0.62	391.92	328.42	 0.58	1880.59	 1.09	255.22
B8	Foci_processed_05-Feb-2019	647	 0.38	 0.72	548	 0.37	 0.69	348.49	293.12	 0.52	1965.37	 1.08	272.74
B9	Foci_processed_05-Feb-2019	589	 0.43	 0.86	492	 0.41	 0.84	408.64	358.35	 0.52	1902.51	 1.09	353.13
C1	Foci_processed_05-Feb-2019	561	 0.64	 0.94	473	 0.63	 0.89	353.87	278.02	 0.74	1751.10	 1.08	482.85
C2	Foci_processed_05-Feb-2019	454	 0.55	 0.98	394	 0.51	 0.89	348.97	296.55	 0.69	1795.11	 1.11	378.21
C3	Foci_processed_05-Feb-2019	511	 0.68	 1.13	443	 0.66	 1.08	346.46	274.73	 0.70	1879.46	 1.07	510.70
C4	Foci_processed_05-Feb-2019	601	 0.76	 1.08	516	 0.68	 0.98	346.80	285.22	 0.74	1453.93	 1.05	517.99
