Well	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
A1	Foci_processed_22-Oct-2019	44	 1.07	 2.49	39	 0.79	 1.73	4179.47	2464.21	 0.53	7267.56	 1.05	7603.59
A10	Foci_processed_22-Oct-2019	801	 0.40	 0.85	665	 0.38	 0.80	2312.17	1602.56	 0.44	28350.20	 1.05	2456.17
A11	Foci_processed_22-Oct-2019	801	 0.74	 1.68	692	 0.68	 1.43	2271.79	1540.20	 0.50	15547.85	 1.05	4546.64
A12	Foci_processed_22-Oct-2019	801	 0.61	 1.17	671	 0.55	 1.01	2187.12	1396.11	 0.49	23266.53	 1.04	3474.64
A2	Foci_processed_22-Oct-2019	43	 0.53	 0.98	37	 0.49	 0.93	3364.96	2067.59	 0.54	5825.87	 1.08	3599.03
A3	Foci_processed_22-Oct-2019	801	 0.78	 1.67	662	 0.84	 1.74	2146.95	1677.42	 0.45	26607.91	 1.07	5262.28
A4	Foci_processed_22-Oct-2019	346	 0.22	 0.93	273	 0.27	 1.04	2486.54	1619.72	 0.58	6432.12	 1.08	1965.08
A5	Foci_processed_22-Oct-2019	801	 0.49	 1.04	665	 0.46	 0.92	2213.10	1654.05	 0.42	33117.53	 1.05	2752.46
A6	Foci_processed_22-Oct-2019	277	 0.66	 1.20	239	 0.61	 1.15	2776.24	1492.29	 0.51	18137.86	 1.04	4683.01
A7	Foci_processed_22-Oct-2019	801	 0.59	 1.08	698	 0.58	 1.07	2643.09	1528.37	 0.51	26334.84	 1.04	4300.42
A8	Foci_processed_22-Oct-2019	374	 0.60	 1.12	320	 0.63	 1.06	2825.60	1553.41	 0.51	20179.33	 1.04	5016.01
A9	Foci_processed_22-Oct-2019	801	 0.57	 1.13	669	 0.58	 1.13	2621.54	1529.89	 0.51	23705.92	 1.04	4235.01
B1	Foci_processed_22-Oct-2019	758	 0.77	 1.42	650	 0.65	 1.17	2391.78	1384.36	 0.53	23202.27	 1.04	4438.58
B10	Foci_processed_22-Oct-2019	136	 0.71	 1.66	122	 0.60	 1.12	2175.88	1469.66	 0.50	13101.83	 1.04	4224.82
B11	Foci_processed_22-Oct-2019	801	 1.28	 2.09	643	 1.45	 2.21	2024.31	1478.36	 0.50	19218.35	 1.06	9227.40
B12	Foci_processed_22-Oct-2019	801	 1.51	 2.65	663	 1.41	 2.50	1882.25	1423.06	 0.51	19924.98	 1.04	8662.43
