Well	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
A1	Foci_processed_05-Feb-2019	751	 0.42	 0.93	621	 0.38	 0.89	324.84	274.18	 0.68	1416.35	 1.05	282.94
A10	Foci_processed_05-Feb-2019	130	 0.26	 0.71	110	 0.29	 0.75	347.53	291.01	 0.76	1163.88	 1.05	207.37
A11	Foci_processed_05-Feb-2019	568	 0.23	 0.58	468	 0.20	 0.51	300.96	255.19	 0.66	1425.49	 1.07	144.73
A12	Foci_processed_05-Feb-2019	759	 0.28	 0.67	622	 0.26	 0.64	344.49	269.37	 0.68	1750.36	 1.05	204.82
A2	Foci_processed_05-Feb-2019	347	 0.62	 1.28	292	 0.57	 1.19	322.80	295.01	 0.96	1002.92	 1.05	409.73
A3	Foci_processed_05-Feb-2019	694	 0.39	 0.99	600	 0.34	 0.79	311.53	257.30	 0.77	1046.69	 1.06	243.44
A4	Foci_processed_05-Feb-2019	497	 0.96	 1.37	411	 0.96	 1.32	392.20	346.82	 0.69	1282.18	 1.07	791.96
A5	Foci_processed_05-Feb-2019	695	 0.64	 1.19	604	 0.61	 1.10	360.04	299.74	 0.80	1139.81	 1.05	487.35
A6	Foci_processed_05-Feb-2019	693	 0.71	 1.11	575	 0.71	 1.11	372.35	302.49	 0.71	1310.55	 1.05	570.69
A7	Foci_processed_05-Feb-2019	574	 0.25	 0.84	458	 0.19	 0.56	274.33	250.34	 0.74	854.92	 1.08	132.78
A8	Foci_processed_05-Feb-2019	307	 0.27	 0.62	263	 0.27	 0.63	471.48	430.00	 0.52	2316.68	 1.08	231.77
A9	Foci_processed_05-Feb-2019	706	 0.90	 1.52	548	 0.86	 1.40	268.98	231.46	 0.83	1027.07	 1.07	615.39
B1	Foci_processed_05-Feb-2019	765	 0.38	 0.78	642	 0.38	 0.75	344.08	268.96	 0.79	1547.83	 1.04	276.66
B10	Foci_processed_05-Feb-2019	716	 0.41	 0.74	614	 0.41	 0.68	364.33	295.11	 0.68	1609.44	 1.07	314.14
B11	Foci_processed_05-Feb-2019	720	 0.25	 0.55	633	 0.25	 0.54	319.07	263.02	 0.59	1627.97	 1.07	181.05
B12	Foci_processed_05-Feb-2019	562	 0.50	 0.89	482	 0.53	 0.92	345.46	274.02	 0.65	1792.42	 1.08	416.98
B2	Foci_processed_05-Feb-2019	587	 0.18	 0.52	504	 0.18	 0.51	334.50	277.12	 0.64	1675.39	 1.09	134.33
B3	Foci_processed_05-Feb-2019	496	 0.14	 0.44	423	 0.14	 0.40	378.83	325.93	 0.76	1288.24	 1.06	108.38
B4	Foci_processed_05-Feb-2019	600	 0.12	 0.47	507	 0.10	 0.40	303.91	260.99	 0.66	1496.84	 1.08	68.54
B5	Foci_processed_05-Feb-2019	606	 0.18	 0.49	520	 0.17	 0.47	369.22	320.17	 0.66	1518.45	 1.08	129.10
B6	Foci_processed_05-Feb-2019	745	 0.17	 0.52	615	 0.18	 0.54	302.38	249.88	 0.63	1459.12	 1.07	130.31
B7	Foci_processed_05-Feb-2019	713	 0.17	 0.50	594	 0.18	 0.50	419.67	367.86	 0.68	1447.22	 1.07	130.11
B8	Foci_processed_05-Feb-2019	618	 0.31	 0.74	517	 0.26	 0.65	316.35	270.55	 0.64	1355.89	 1.08	200.05
B9	Foci_processed_05-Feb-2019	665	 0.29	 0.71	580	 0.26	 0.60	346.49	295.12	 0.61	1535.24	 1.09	197.45
C1	Foci_processed_05-Feb-2019	695	 0.40	 0.75	577	 0.41	 0.77	333.03	258.22	 0.71	1432.90	 1.06	308.76
C2	Foci_processed_05-Feb-2019	502	 0.36	 0.77	426	 0.34	 0.73	342.18	275.54	 0.72	1431.90	 1.08	263.90
C3	Foci_processed_05-Feb-2019	622	 0.27	 0.69	543	 0.21	 0.60	306.72	258.40	 0.65	1648.24	 1.10	154.01
C4	Foci_processed_05-Feb-2019	709	 0.31	 0.74	588	 0.27	 0.63	322.49	262.79	 0.70	1446.82	 1.06	204.42
