Well	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
A1	Foci_processed_21-Oct-2019	333	 0.27	 0.63	283	 0.28	 0.63	2878.46	1636.54	 0.51	17166.25	 1.05	2333.07
A10	Foci_processed_21-Oct-2019	159	 0.17	 0.51	135	 0.16	 0.40	2386.44	1555.06	 0.46	20803.21	 1.05	1151.97
A11	Foci_processed_21-Oct-2019	46	 0.59	 1.02	38	 0.50	 1.01	3402.11	1888.98	 0.49	24791.42	 1.05	4585.89
A12	Foci_processed_21-Oct-2019	129	 0.72	 1.35	109	 0.70	 1.27	3517.84	2014.02	 0.49	17107.59	 1.05	6931.85
A2	Foci_processed_21-Oct-2019	141	 0.45	 0.82	122	 0.47	 0.84	2654.42	1600.22	 0.50	15612.84	 1.05	3682.00
A3	Foci_processed_21-Oct-2019	77	 0.19	 0.56	63	 0.05	 0.21	2937.48	1758.77	 0.49	12607.18	 1.05	275.56
A4	Foci_processed_21-Oct-2019	138	 0.07	 0.54	117	 0.03	 0.16	2764.92	1693.60	 0.48	13717.15	 1.07	239.18
A5	Foci_processed_21-Oct-2019	50	 0.34	 0.72	41	 0.34	 0.76	3444.83	2025.55	 0.51	13559.31	 1.05	2915.51
A6	Foci_processed_21-Oct-2019	123	 0.25	 0.74	97	 0.29	 0.82	3037.70	1860.19	 0.50	15104.85	 1.05	3796.41
A7	Foci_processed_21-Oct-2019	172	 0.13	 0.54	148	 0.14	 0.57	2708.42	1634.80	 0.48	17436.39	 1.05	1196.32
A8	Foci_processed_21-Oct-2019	113	 0.44	 1.06	95	 0.32	 0.76	4217.93	2379.02	 0.48	17211.50	 1.06	3825.89
A9	Foci_processed_21-Oct-2019	50	 0.42	 1.20	43	 0.35	 0.95	3613.37	2137.02	 0.47	21470.73	 1.04	2653.86
B1	Foci_processed_21-Oct-2019	24	 0.42	 0.88	17	 0.24	 0.44	3066.92	1878.27	 0.48	13304.07	 1.09	2290.82
B10	Foci_processed_21-Oct-2019	104	 0.12	 0.38	89	 0.06	 0.23	2734.30	1695.66	 0.51	21533.77	 1.04	406.29
B11	Foci_processed_21-Oct-2019	38	 0.39	 0.92	34	 0.38	 0.92	2944.08	1810.29	 0.51	18246.82	 1.05	2700.59
B12	Foci_processed_21-Oct-2019	48	 0.50	 0.85	35	 0.43	 0.74	2285.52	1474.00	 0.50	20639.52	 1.09	2760.46
B2	Foci_processed_21-Oct-2019	138	 0.45	 0.92	114	 0.38	 0.81	3679.34	2147.07	 0.48	15760.06	 1.05	3980.49
B3	Foci_processed_21-Oct-2019	244	 0.40	 0.96	215	 0.33	 0.75	3451.86	2052.53	 0.48	20677.07	 1.05	3300.63
B4	Foci_processed_21-Oct-2019	24	 1.00	 1.87	18	 1.00	 1.71	4802.47	2853.86	 0.51	10564.85	 1.04	14267.33
B5	Foci_processed_21-Oct-2019	25	 0.60	 1.22	19	 0.63	 1.38	2782.30	1694.51	 0.49	11952.49	 1.17	3823.16
B6	Foci_processed_21-Oct-2019	18	 1.61	 2.40	12	 0.92	 1.08	4288.43	2522.94	 0.52	11690.59	 1.10	12245.00
B7	Foci_processed_21-Oct-2019	27	 0.74	 1.56	20	 0.50	 1.00	5041.03	2708.04	 0.52	10139.65	 1.08	8347.00
B8	Foci_processed_21-Oct-2019	32	 0.34	 0.94	27	 0.19	 0.40	4030.31	2421.76	 0.50	15046.46	 1.05	1779.70
B9	Foci_processed_21-Oct-2019	42	 0.45	 0.89	36	 0.31	 0.58	3199.57	1876.84	 0.50	17264.86	 1.03	2855.56
C1	Foci_processed_21-Oct-2019	92	 0.08	 0.27	80	 0.06	 0.24	2153.03	1438.73	 0.48	18496.08	 1.05	335.25
C10	Foci_processed_21-Oct-2019	97	 0.12	 0.44	82	 0.12	 0.43	1990.50	1319.54	 0.49	23920.30	 1.05	814.29
C11	Foci_processed_21-Oct-2019	83	 0.04	 0.24	76	 0.04	 0.26	1982.37	1343.80	 0.49	25098.67	 1.04	157.74
C12	Foci_processed_21-Oct-2019	22	 0.59	 0.85	17	 0.65	 0.93	2794.82	1807.32	 0.53	19528.69	 1.03	5019.53
C2	Foci_processed_21-Oct-2019	62	 0.69	 1.58	53	 0.47	 1.08	2608.21	1609.00	 0.49	12434.45	 1.04	3941.58
C3	Foci_processed_21-Oct-2019	139	 0.22	 0.57	113	 0.22	 0.61	1982.98	1309.08	 0.48	20051.25	 1.04	1459.65
C4	Foci_processed_21-Oct-2019	86	 0.58	 2.52	73	 0.21	 0.69	2445.16	1578.28	 0.47	20469.56	 1.05	2205.32
C5	Foci_processed_21-Oct-2019	100	 0.22	 0.70	83	 0.19	 0.72	2156.15	1366.97	 0.50	20337.02	 1.05	1309.64
C6	Foci_processed_21-Oct-2019	32	 0.47	 1.02	26	 0.15	 0.37	2790.91	1691.84	 0.52	14446.45	 1.06	1565.38
C7	Foci_processed_21-Oct-2019	98	 0.05	 0.26	83	 0.05	 0.27	2113.65	1417.04	 0.48	22994.31	 1.03	238.31
C8	Foci_processed_21-Oct-2019	169	 0.05	 0.21	132	 0.04	 0.19	1931.48	1283.97	 0.49	23521.54	 1.04	282.88
C9	Foci_processed_21-Oct-2019	115	 0.08	 0.33	102	 0.05	 0.29	2141.84	1459.72	 0.48	21968.29	 1.05	397.73
D1	Foci_processed_21-Oct-2019	70	 0.81	 1.50	60	 0.62	 1.18	1938.20	1296.17	 0.49	17135.86	 1.08	3755.73
D10	Foci_processed_21-Oct-2019	40	 0.78	 1.42	30	 0.43	 0.77	3050.33	1889.48	 0.49	16939.69	 1.06	4474.00
D11	Foci_processed_21-Oct-2019	217	 0.30	 0.80	179	 0.26	 0.70	2389.33	1451.93	 0.50	25124.44	 1.04	1677.01
D12	Foci_processed_21-Oct-2019	64	 0.34	 0.95	45	 0.31	 0.87	1909.02	1216.13	 0.52	19106.19	 1.07	1896.18
D2	Foci_processed_21-Oct-2019	35	 1.34	 2.70	25	 0.64	 1.22	3666.50	2318.56	 0.51	12063.67	 1.09	6600.32
D3	Foci_processed_21-Oct-2019	31	 0.74	 1.32	25	 0.48	 0.96	2338.53	1460.18	 0.49	17510.29	 1.04	3785.76
D4	Foci_processed_21-Oct-2019	41	 1.51	 2.19	32	 1.16	 2.00	4013.68	2315.66	 0.51	13882.89	 1.04	13353.50
D5	Foci_processed_21-Oct-2019	69	 0.51	 1.05	57	 0.44	 0.91	2192.06	1430.20	 0.51	17012.17	 1.06	3258.11
D6	Foci_processed_21-Oct-2019	67	 0.91	 2.04	49	 0.69	 1.28	2663.99	1737.23	 0.48	15373.74	 1.08	5849.80
D7	Foci_processed_21-Oct-2019	22	 1.32	 2.08	19	 1.32	 2.11	4014.30	2352.62	 0.51	12192.74	 1.06	16525.68
D8	Foci_processed_21-Oct-2019	80	 0.33	 0.92	63	 0.27	 0.70	2237.88	1461.57	 0.48	20695.00	 1.05	1592.57
D9	Foci_processed_21-Oct-2019	20	 0.30	 1.13	14	 0.00	 0.00	2584.93	1590.99	 0.51	17089.69	 1.07	 0.00
E1	Foci_processed_21-Oct-2019	90	 0.19	 0.65	80	 0.17	 0.61	1925.02	1236.12	 0.51	16602.48	 1.05	928.75
E10	Foci_processed_21-Oct-2019	90	 0.40	 0.99	70	 0.27	 0.72	2038.27	1341.76	 0.50	18755.58	 1.05	1632.91
E11	Foci_processed_21-Oct-2019	74	 0.45	 1.18	60	 0.42	 1.23	2811.50	1835.49	 0.51	14134.81	 1.06	2975.87
