Ion	A	Z	Energy	LET	Dose	Hist	Count	Tr_Tot	Tr_in	DSBs	DSBt	RIFs	NComb	PSurv	lPSurv	PMut*	PMut	SiDom
H	1	1	200	0.448328	4	1000	0	5681.09	5559.28	145.846	148.339	61.637	191.991	0.154017	1.91072	2.73855e-06	1.85745e-05	2.25
H	1	1	400	0.302604	0.5	1000	0	1052.18	1029.52	17.979	18.298	14.613	4.701	0.871189	0.138887	1.10112e-06	1.28266e-06	2.25
H	1	1	400	0.302604	1	1000	0	2104.55	2059.4	35.842	36.472	25.845	15.213	0.738089	0.30663	2.07451e-06	2.86707e-06	2.25
H	1	1	400	0.302604	2	1000	0	4208.69	4118.3	72.005	73.257	42.599	50.918	0.492081	0.719736	3.2647e-06	6.84062e-06	2.25
H	1	1	400	0.302604	4	1000	0	8416.69	8235.92	144.051	146.441	61.192	189.146	0.159172	1.88429	2.77006e-06	1.83162e-05	2.25
H	1	1	800	0.232827	0.5	1000	0	1367.35	1338.05	17.371	17.676	14.358	4.225	0.876642	0.132553	1.05664e-06	1.22226e-06	2.25
H	1	1	800	0.232827	1	1000	0	2734.97	2676.13	35.308	35.913	25.828	13.825	0.745775	0.296041	2.02097e-06	2.76177e-06	2.25
H	1	1	800	0.232827	2	1000	0	5469.85	5352.54	70.813	71.987	42.016	49.251	0.499364	0.703258	3.25003e-06	6.68036e-06	2.25
H	1	1	800	0.232827	4	1000	0	10939.1	10704.2	141.301	143.758	60.716	181.653	0.167315	1.82923	2.83615e-06	1.77666e-05	2.25
H	1	1	1000	0.220775	0.5	1000	0	1442.46	1411.45	17.44	17.74	14.306	4.385	0.875693	0.133771	1.06387e-06	1.23437e-06	2.25
H	1	1	1000	0.220775	1	1000	0	2884.17	2822.06	34.405	34.971	25.31	13.37	0.751994	0.287805	1.97864e-06	2.68442e-06	2.25
H	1	1	1000	0.220775	2	1000	0	5768.16	5644.45	68.878	70.093	41.392	46.718	0.512081	0.678446	3.20586e-06	6.43886e-06	2.25
H	1	1	1000	0.220775	4	1000	0	11536	11288.1	138.889	141.29	60.354	176.23	0.17449	1.78607	2.88852e-06	1.73391e-05	2.25
H	1	1	1600	0.206857	0.5	1000	0	1539.35	1506.22	16.274	16.544	13.562	3.714	0.885112	0.122838	9.87949e-07	1.13121e-06	2.25
H	1	1	1600	0.206857	1	1000	0	3078.12	3011.85	32.791	33.335	24.375	12.317	0.763739	0.272161	1.89848e-06	2.53612e-06	2.25
H	1	1	1600	0.206857	2	1000	0	6156.44	6024.23	65.722	66.808	40.235	42.452	0.533684	0.636059	3.13233e-06	6.02676e-06	2.25
H	1	1	1600	0.206857	4	1000	0	12312.1	12047.4	131.17	133.341	58.694	157.349	0.201215	1.63986	3.0535e-06	1.58872e-05	2.25
He	4	2	10	18.3487	0.5	1000	0	17.3	16.904	16.634	17.192	9.901	12.963	0.844423	0.174077	1.32038e-06	1.65921e-06	2.25
He	4	2	10	18.3487	1	1000	0	34.692	33.918	33.94	35.055	18.651	31.455	0.69203	0.380566	2.36014e-06	3.65008e-06	2.25
He	4	2	10	18.3487	2	1000	0	69.227	67.747	67.353	69.586	31.976	82.334	0.441397	0.856903	3.33543e-06	8.30263e-06	2.25
He	4	2	10	18.3487	4	1000	0	138.648	135.589	135.324	139.763	50.168	244.679	0.13623	2.12557	2.50011e-06	2.08899e-05	2.25
He	4	2	50	4.97376	0.5	1000	0	63.75	62.399	18.124	18.511	13.608	6.8	0.861491	0.150929	1.18139e-06	1.40621e-06	2.25
He	4	2	50	4.97376	1	1000	0	128.052	125.239	36.264	37.034	24.427	19.287	0.721701	0.330937	2.18188e-06	3.11526e-06	2.25
He	4	2	50	4.97376	2	1000	0	256.013	250.432	72.485	73.944	40.134	61.398	0.467374	0.777498	3.32279e-06	7.43623e-06	2.25
He	4	2	50	4.97376	4	1000	0	512.168	501.173	144.924	147.912	58.921	209.73	0.144882	1.99851	2.6349e-06	1.94929e-05	2.25
He	4	2	100	2.9106	0.5	1000	0	109.311	106.933	17.853	18.176	13.931	5.704	0.867721	0.143236	1.13098e-06	1.32906e-06	2.25
He	4	2	100	2.9106	1	1000	0	218.706	213.928	36.537	37.246	25.32	17.82	0.725671	0.324787	2.15528e-06	3.04928e-06	2.25
He	4	2	100	2.9106	2	1000	0	437.603	428.201	73.051	74.43	41.438	57.472	0.473827	0.760528	3.31301e-06	7.25507e-06	2.25
He	4	2	100	2.9106	4	1000	0	875.31	856.436	145.795	148.558	60.131	202.586	0.14802	1.96613	2.67257e-06	1.91498e-05	2.25
He	4	2	200	1.79331	0.5	1000	0	177.515	173.64	18.021	18.373	14.386	5.401	0.868063	0.142928	1.12573e-06	1.32408e-06	2.25
He	4	2	200	1.79331	1	1000	0	355.281	347.589	36.23	36.848	25.748	15.9	0.734024	0.312495	2.10063e-06	2.9248e-06	2.25
He	4	2	200	1.79331	2	1000	0	710.323	695.023	72.411	73.659	41.974	53.813	0.484223	0.737025	3.28671e-06	7.01713e-06	2.25
He	4	2	200	1.79331	4	1000	0	1420.52	1390.01	145.051	147.664	60.422	196.915	0.151592	1.9316	2.71514e-06	1.8798e-05	2.25
He	4	2	400	1.21042	0.5	1000	0	263.051	257.345	18.185	18.536	14.623	5.065	0.868358	0.142238	1.12439e-06	1.31543e-06	2.25
He	4	2	400	1.21042	1	1000	0	526.133	514.84	35.93	36.594	25.694	15.401	0.736951	0.308355	2.08128e-06	2.88395e-06	2.25
He	4	2	400	1.21042	2	1000	0	1052.18	1029.52	71.847	73.074	41.946	52.4	0.48912	0.726145	3.27452e-06	6.90903e-06	2.25
He	4	2	400	1.21042	4	1000	0	2104.55	2059.4	144.476	147.078	60.815	193.46	0.155061	1.9103	2.74079e-06	1.85814e-05	2.25
He	4	2	800	0.931308	0.5	1000	0	341.81	334.395	17.523	17.818	14.302	4.599	0.8744	0.135352	1.07435e-06	1.25014e-06	2.25
He	4	2	800	0.931308	1	1000	0	683.857	669.116	35.066	35.661	25.332	14.645	0.7442	0.298641	2.03167e-06	2.79111e-06	2.25
He	4	2	800	0.931308	2	1000	0	1367.35	1338.05	70.003	71.108	41.546	49.386	0.502755	0.698427	3.23198e-06	6.63791e-06	2.25
He	4	2	800	0.931308	4	1000	0	2734.97	2676.13	140.297	142.687	60.166	181.346	0.168963	1.82094	2.84606e-06	1.76898e-05	2.25
He	4	2	1000	0.883102	0.5	1000	0	360.494	352.695	17.18	17.496	13.992	4.532	0.8764	0.132988	1.05907e-06	1.22841e-06	2.25
He	4	2	1000	0.883102	1	1000	0	721.203	705.673	34.227	34.795	24.966	13.744	0.751369	0.288607	1.98486e-06	2.69436e-06	2.25
He	4	2	1000	0.883102	2	1000	0	1442.46	1411.45	68.68	69.896	41.061	47.514	0.510711	0.681268	3.21165e-06	6.47003e-06	2.25
He	4	2	1000	0.883102	4	1000	0	2884.17	2822.06	138.25	140.548	59.872	175.941	0.175889	1.77994	2.89436e-06	1.72819e-05	2.25
He	4	2	1600	0.827428	0.5	1000	0	384.773	376.457	16.259	16.558	13.413	3.929	0.884151	0.124022	9.96061e-07	1.14342e-06	2.25
He	4	2	1600	0.827428	1	1000	0	769.619	753.049	32.976	33.525	24.226	13.041	0.760159	0.277046	1.92424e-06	2.58532e-06	2.25
He	4	2	1600	0.827428	2	1000	0	1539.35	1506.22	65.524	66.615	39.963	43.641	0.531529	0.640911	3.13914e-06	6.07904e-06	2.25
He	4	2	1600	0.827428	4	1000	0	3078.12	3011.85	130.74	132.894	58.363	157.617	0.201321	1.63842	3.05599e-06	1.58762e-05	2.25
C	12	6	10	163.773	0.5	1000	0	1.914	1.846	12.383	14.266	3.129	72.051	0.759791	0.457051	1.33184e-06	4.63358e-06	2.25
C	12	6	10	163.773	1	1000	0	3.877	3.742	26.482	30.526	6.534	155.279	0.559	0.983626	1.99263e-06	9.97359e-06	2.25
C	12	6	10	163.773	2	1000	0	7.56	7.367	57.804	66.649	13.272	354.905	0.270382	2.22857	2.20181e-06	2.26194e-05	2.25
C	12	6	10	163.773	4	1000	0	15.492	15.126	119.246	137.68	24.863	810.189	0.0630042	4.99659	1.04006e-06	5.08196e-05	2.25
C	12	6	50	44.7632	0.5	1000	0	6.949	6.766	16.44	17.206	8.222	21.758	0.816341	0.219019	1.48917e-06	2.12731e-06	2.25
C	12	6	50	44.7632	1	1000	0	14.197	13.841	34.58	36.212	15.85	52.759	0.633627	0.496482	2.59091e-06	4.84733e-06	2.25
C	12	6	50	44.7632	2	1000	0	28.251	27.622	69.727	72.953	28.365	126.22	0.368669	1.10187	3.27199e-06	1.08245e-05	2.25
C	12	6	50	44.7632	4	1000	0	56.831	55.6	139.678	146.306	45.509	343.474	0.0994442	2.67052	1.98194e-06	2.65085e-05	2.25
C	12	6	100	26.1954	0.5	1000	0	12.105	11.806	17.466	18.059	10.202	14.975	0.832878	0.189783	1.40129e-06	1.81506e-06	2.25
C	12	6	100	26.1954	1	1000	0	24.182	23.641	35.453	36.664	19.197	36.137	0.673473	0.414549	2.44001e-06	3.98967e-06	2.25
C	12	6	100	26.1954	2	1000	0	48.45	47.411	71.222	73.529	32.91	95.433	0.40919	0.94847	3.34455e-06	9.2212e-06	2.25
C	12	6	100	26.1954	4	1000	0	97.126	95.013	142.089	146.813	51.262	274.616	0.119632	2.32253	2.29281e-06	2.28785e-05	2.25
C	12	6	200	16.1398	0.5	1000	0	19.578	19.141	17.62	18.068	11.5	10.872	0.848302	0.168914	1.28419e-06	1.59756e-06	2.25
C	12	6	200	16.1398	1	1000	0	39.343	38.478	35.409	36.311	21.188	26.727	0.701645	0.364341	2.29934e-06	3.46976e-06	2.25
C	12	6	200	16.1398	2	1000	0	78.887	77.182	71.425	73.232	36.313	75.865	0.443121	0.846808	3.3371e-06	8.16472e-06	2.25
C	12	6	200	16.1398	4	1000	0	157.79	154.348	143.792	147.509	54.926	241.818	0.13032	2.15963	2.45439e-06	2.11751e-05	2.25
C	12	6	400	10.8938	0.5	1000	0	29.107	28.457	17.605	17.981	12.423	8.375	0.85808	0.155633	1.21066e-06	1.45997e-06	2.25
C	12	6	400	10.8938	1	1000	0	58.246	57.008	35.347	36.147	22.671	21.942	0.718095	0.338907	2.19597e-06	3.20626e-06	2.25
C	12	6	400	10.8938	2	1000	0	116.973	114.412	71.105	72.692	38.025	65.589	0.46363	0.79101	3.31786e-06	7.58824e-06	2.25
C	12	6	400	10.8938	4	1000	0	233.864	228.757	142.466	145.688	56.635	218.504	0.143284	2.02929	2.60272e-06	1.98336e-05	2.25
C	12	6	800	8.38177	0.5	1000	0	37.915	37.075	17.159	17.528	12.593	7.096	0.865696	0.146265	1.1493e-06	1.36645e-06	2.25
C	12	6	800	8.38177	1	1000	0	75.898	74.272	34.655	35.382	23.022	19.164	0.730224	0.319935	2.12453e-06	3.01547e-06	2.25
C	12	6	800	8.38177	2	1000	0	151.91	148.601	69.418	70.871	38.432	58.978	0.48241	0.745858	3.2832e-06	7.13419e-06	2.25
C	12	6	800	8.38177	4	1000	0	303.886	297.287	139.734	142.67	57.322	200.957	0.156532	1.92085	2.72869e-06	1.87309e-05	2.25
C	12	6	1000	7.94792	0.5	1000	0	39.852	38.976	17.046	17.39	12.622	6.69	0.868126	0.143328	1.12924e-06	1.33708e-06	2.25
C	12	6	1000	7.94792	1	1000	0	79.992	78.272	33.993	34.685	22.728	18.51	0.735904	0.312223	2.0862e-06	2.94138e-06	2.25
C	12	6	1000	7.94792	2	1000	0	160.29	156.799	68.292	69.718	38.248	56.356	0.492217	0.725245	3.25442e-06	6.92979e-06	2.25
C	12	6	1000	7.94792	4	1000	0	320.459	313.509	137.36	140.108	57.018	191.795	0.16587	1.85803	2.8033e-06	1.80994e-05	2.25
C	12	6	1600	7.44685	0.5	1000	0	42.579	41.642	16.164	16.479	12.135	6.186	0.875192	0.135037	1.07305e-06	1.25888e-06	2.25
C	12	6	1600	7.44685	1	1000	0	85.32	83.463	32.418	33.07	22.328	16.003	0.752223	0.289295	1.97812e-06	2.71701e-06	2.25
C	12	6	1600	7.44685	2	1000	0	170.897	167.166	64.861	66.166	37.309	50.411	0.517372	0.672619	3.18155e-06	6.41341e-06	2.25
C	12	6	1600	7.44685	4	1000	0	341.89	334.478	130.036	132.769	55.843	173.519	0.189682	1.71874	2.96496e-06	1.67141e-05	2.25
O	16	8	10	287.268	0.5	1000	0	1.113	1.071	11.555	14.432	2.379	127.841	0.764397	0.742622	8.74465e-07	7.60725e-06	2.25
O	16	8	10	287.268	1	1000	0	2.179	2.106	23.343	29.075	4.696	256.99	0.582523	1.49324	1.35229e-06	1.52959e-05	2.25
O	16	8	10	287.268	2	1000	0	4.394	4.249	50.318	63.226	9.554	580.023	0.322274	3.35518	1.50476e-06	3.43874e-05	2.25
O	16	8	10	287.268	4	1000	0	8.506	8.313	107.321	134.197	18.865	1275.05	0.0773868	7.34551	7.95645e-07	7.53226e-05	2.25
O	16	8	50	79.5714	0.5	1000	0	3.981	3.845	15.216	16.253	6.363	34.126	0.792265	0.276111	1.54013e-06	2.73067e-06	2.25
O	16	8	50	79.5714	1	1000	0	7.741	7.562	32.664	35.062	12.671	79.666	0.590638	0.626486	2.59715e-06	6.21208e-06	2.25
O	16	8	50	79.5714	2	1000	0	15.904	15.525	67.166	71.977	23.405	186.541	0.319256	1.40337	2.96453e-06	1.39744e-05	2.25
O	16	8	50	79.5714	4	1000	0	31.953	31.234	137.059	146.66	39.742	463.923	0.0754678	3.28703	1.54983e-06	3.29283e-05	2.25
O	16	8	100	46.5694	0.5	1000	0	6.707	6.542	16.773	17.491	8.396	22.536	0.812581	0.224777	1.51072e-06	2.18473e-06	2.25
O	16	8	100	46.5694	1	1000	0	13.606	13.276	34.909	36.418	16.189	52.59	0.632823	0.496914	2.59727e-06	4.84998e-06	2.25
O	16	8	100	46.5694	2	1000	0	27.257	26.64	70.4	73.597	28.963	126.905	0.365998	1.1094	3.27015e-06	1.08972e-05	2.25
O	16	8	100	46.5694	4	1000	0	54.572	53.397	140.88	147.351	46.14	346.862	0.0990266	2.69436	1.9693e-06	2.67475e-05	2.25
O	16	8	200	28.693	0.5	1000	0	10.433	10.196	16.302	16.84	9.547	13.976	0.84331	0.177033	1.32122e-06	1.69317e-06	2.25
O	16	8	200	28.693	1	1000	0	22.078	21.576	35.713	36.917	19.021	36.718	0.670485	0.419101	2.45718e-06	4.03482e-06	2.25
O	16	8	200	28.693	2	1000	0	44.268	43.298	70.853	73.151	33.017	94.257	0.414047	0.940099	3.32641e-06	9.13737e-06	2.25
O	16	8	200	28.693	4	1000	0	88.688	86.768	141.461	146.155	51.073	275.789	0.119937	2.32438	2.28912e-06	2.29037e-05	2.25
O	16	8	400	19.3667	0.5	1000	0	16.399	16.02	17.359	17.82	11.101	11.533	0.846996	0.170728	1.29555e-06	1.61868e-06	2.25
O	16	8	400	19.3667	1	1000	0	32.807	32.072	35.016	35.974	20.622	27.768	0.700256	0.367534	2.30493e-06	3.50605e-06	2.25
O	16	8	400	19.3667	2	1000	0	65.665	64.255	70.38	72.324	35.232	78.057	0.442231	0.852285	3.3311e-06	8.22993e-06	2.25
O	16	8	400	19.3667	4	1000	0	131.454	128.573	140.702	144.454	53.765	238.91	0.135903	2.12561	2.49795e-06	2.08481e-05	2.25
O	16	8	800	14.9009	0.5	1000	0	21.3	20.809	17.252	17.671	11.717	9.387	0.855936	0.158848	1.22703e-06	1.49625e-06	2.25
O	16	8	800	14.9009	1	1000	0	42.556	41.622	34.441	35.233	21.462	23	0.718056	0.338563	2.20393e-06	3.21088e-06	2.25
O	16	8	800	14.9009	2	1000	0	85.304	83.452	69.185	70.829	36.552	66.853	0.468061	0.785756	3.29378e-06	7.55024e-06	2.25
O	16	8	800	14.9009	4	1000	0	170.869	167.138	138.686	142.072	55.215	215.073	0.151287	1.98908	2.64686e-06	1.94471e-05	2.25
O	16	8	1000	14.1296	0.5	1000	0	22.422	21.912	16.849	17.237	11.681	8.374	0.862159	0.150956	1.1791e-06	1.41792e-06	2.25
O	16	8	1000	14.1296	1	1000	0	44.905	43.934	33.536	34.29	21.241	21.608	0.727553	0.325542	2.13948e-06	3.08369e-06	2.25
O	16	8	1000	14.1296	2	1000	0	90.08	88.13	68.068	69.634	36.331	64.197	0.476943	0.764706	3.27767e-06	7.34166e-06	2.25
O	16	8	1000	14.1296	4	1000	0	180.354	176.412	137.38	140.589	55.075	211.023	0.155074	1.95912	2.68222e-06	1.91482e-05	2.25
O	16	8	1600	13.2388	0.5	1000	0	23.98	23.434	16.04	16.372	11.374	7.573	0.870256	0.141438	1.1135e-06	1.32654e-06	2.25
O	16	8	1600	13.2388	1	1000	0	47.861	46.827	32.125	32.821	20.863	19.634	0.740911	0.306249	2.05503e-06	2.89588e-06	2.25
O	16	8	1600	13.2388	2	1000	0	96.072	93.998	64.469	65.933	35.468	57.126	0.503981	0.705402	3.20919e-06	6.75705e-06	2.25
O	16	8	1600	13.2388	4	1000	0	192.287	188.088	129.97	132.806	54.094	186.771	0.181604	1.78655	2.88278e-06	1.74203e-05	2.25
Ne	20	10	10	440.359	0.5	1000	0	0.72	0.699	10.902	14.96	2.042	192.819	0.774655	1.07733	6.29973e-07	1.10895e-05	2.25
Ne	20	10	10	440.359	1	1000	0	1.435	1.379	21.304	29.149	3.952	380.116	0.619967	2.12165	9.1046e-07	2.18422e-05	2.25
Ne	20	10	10	440.359	2	1000	0	2.897	2.798	44.235	60.475	7.768	814.987	0.392503	4.53622	1.0377e-06	4.67165e-05	2.25
Ne	20	10	10	440.359	4	1000	0	5.699	5.553	97.991	134.388	15.656	1909.45	0.130488	10.5822	7.06541e-07	0.000109041	2.25
Ne	20	10	50	124.291	0.5	1000	0	2.536	2.454	13.702	14.989	5.057	46.588	0.782306	0.33173	1.42663e-06	3.32146e-06	2.25
Ne	20	10	50	124.291	1	1000	0	5.054	4.926	30.858	33.984	10.488	116.267	0.568061	0.806381	2.31201e-06	8.09595e-06	2.25
Ne	20	10	50	124.291	2	1000	0	9.704	9.481	62.945	69.377	19.713	246.856	0.294848	1.69465	2.63025e-06	1.70324e-05	2.25
Ne	20	10	50	124.291	4	1000	0	20.504	20.025	133.389	146.892	35.145	624.397	0.0659602	4.10691	1.2349e-06	4.14679e-05	2.25
Ne	20	10	100	72.7635	0.5	1000	0	4.329	4.193	15.708	16.689	6.979	31.253	0.796405	0.264197	1.54316e-06	2.60263e-06	2.25
Ne	20	10	100	72.7635	1	1000	0	8.398	8.207	33.27	35.308	13.636	73.112	0.600251	0.594605	2.60478e-06	5.87773e-06	2.25
Ne	20	10	100	72.7635	2	1000	0	17.396	16.991	68.644	72.998	25.108	170.674	0.326712	1.32886	3.05876e-06	1.3189e-05	2.25
Ne	20	10	100	72.7635	4	1000	0	34.876	34.097	139.138	147.682	42.102	431.673	0.0820081	3.12898	1.64895e-06	3.12725e-05	2.25
Ne	20	10	200	44.8328	0.5	1000	0	6.933	6.752	16.621	17.358	8.568	21.289	0.818183	0.217582	1.46846e-06	2.11097e-06	2.25
Ne	20	10	200	44.8328	1	1000	0	14.216	13.86	34.989	36.523	16.75	50.148	0.639126	0.485119	2.56612e-06	4.72616e-06	2.25
Ne	20	10	200	44.8328	2	1000	0	28.226	27.596	69.86	72.716	29.611	119.082	0.379023	1.06397	3.28221e-06	1.04319e-05	2.25
Ne	20	10	200	44.8328	4	1000	0	56.784	55.558	140.277	146.32	47.416	326.551	0.104799	2.5843	2.05649e-06	2.56101e-05	2.25
Ne	20	10	400	30.2604	0.5	1000	0	9.933	9.72	16.158	16.694	9.609	13.652	0.846031	0.174464	1.29439e-06	1.66771e-06	2.25
Ne	20	10	400	30.2604	1	1000	0	20.923	20.442	34.8	35.94	18.789	35.578	0.678385	0.407151	2.41136e-06	3.9191e-06	2.25
Ne	20	10	400	30.2604	2	1000	0	41.966	41.044	69.501	71.861	32.383	92.434	0.420464	0.9227	3.3162e-06	8.96769e-06	2.25
Ne	20	10	400	30.2604	4	1000	0	84.076	82.257	140.046	144.756	50.718	270.925	0.123948	2.29079	2.32426e-06	2.25662e-05	2.25
Ne	20	10	800	23.2827	0.5	1000	0	13.607	13.277	16.935	17.422	10.653	11.905	0.847752	0.170126	1.28948e-06	1.61598e-06	2.25
Ne	20	10	800	23.2827	1	1000	0	27.259	26.642	34.638	35.655	19.977	29.772	0.695937	0.375751	2.32482e-06	3.59452e-06	2.25
Ne	20	10	800	23.2827	2	1000	0	54.56	53.387	68.695	70.529	34.155	76.863	0.450677	0.834923	3.30775e-06	8.06517e-06	2.25
Ne	20	10	800	23.2827	4	1000	0	109.312	106.933	138.465	142.342	52.604	240.763	0.13768	2.1218	2.50065e-06	2.08274e-05	2.25
Ne	20	10	1000	22.0775	0.5	1000	0	14.353	14.003	16.742	17.153	10.836	10.699	0.853952	0.162286	1.24055e-06	1.53672e-06	2.25
Ne	20	10	1000	22.0775	1	1000	0	28.762	28.111	33.782	34.727	19.834	27.632	0.706522	0.359009	2.26548e-06	3.42843e-06	2.25
Ne	20	10	1000	22.0775	2	1000	0	57.599	56.361	67.87	69.7	34.17	74.419	0.457169	0.817253	3.30342e-06	7.88852e-06	2.25
Ne	20	10	1000	22.0775	4	1000	0	115.264	112.739	135.412	139.019	52.567	225.576	0.149065	2.02348	2.61342e-06	1.98329e-05	2.25
Ne	20	10	1600	20.6857	0.5	1000	0	15.396	15.033	15.751	16.157	10.376	9.451	0.864222	0.149666	1.16057e-06	1.41419e-06	2.25
Ne	20	10	1600	20.6857	1	1000	0	30.676	29.99	31.907	32.738	19.383	23.998	0.727721	0.327984	2.13129e-06	3.12307e-06	2.25
Ne	20	10	1600	20.6857	2	1000	0	61.542	60.224	64.341	65.897	33.567	65.281	0.487947	0.746766	3.23537e-06	7.18832e-06	2.25
Ne	20	10	1600	20.6857	4	1000	0	123.13	120.445	128.769	132.058	51.689	202.564	0.172456	1.8624	2.7991e-06	1.82172e-05	2.25
Si	28	14	10	821.226	0.5	1000	0	0.389	0.378	10.846	17.994	1.755	430.375	0.812856	2.30791	2.79434e-07	2.38829e-05	2.25
Si	28	14	10	821.226	1	1000	0	0.77	0.744	18.254	29.705	3.175	731.182	0.700336	3.91558	4.68876e-07	4.05268e-05	2.25
Si	28	14	10	821.226	2	1000	0	1.529	1.468	35.675	58.163	5.865	1452.23	0.50764	7.77163	6.14705e-07	8.04447e-05	2.25
Si	28	14	10	821.226	4	1000	0	3.104	2.993	75.468	123.474	11.432	3126.11	0.271001	16.7186	5.49374e-07	0.00017307	2.25
Si	28	14	50	243.148	0.5	1000	0	1.303	1.252	13.917	16.312	4.325	101.801	0.751655	0.621624	1.09874e-06	6.32979e-06	2.25
Si	28	14	50	243.148	1	1000	0	2.606	2.518	26.613	31.105	8.038	188.212	0.580771	1.15522	1.63021e-06	1.17561e-05	2.25
Si	28	14	50	243.148	2	1000	0	5.181	5.06	58.995	69.558	16.027	459.477	0.301382	2.78016	1.78623e-06	2.83399e-05	2.25
Si	28	14	50	243.148	4	1000	0	9.905	9.686	117.408	138.391	27.803	990.956	0.0817134	5.92297	9.59226e-07	6.04645e-05	2.25
Si	28	14	100	142.591	0.5	1000	0	2.2	2.125	14.492	15.928	5.346	54.606	0.767897	0.378518	1.45306e-06	3.80049e-06	2.25
Si	28	14	100	142.591	1	1000	0	4.42	4.277	30.416	33.577	10.676	120.544	0.574382	0.825638	2.22677e-06	8.30023e-06	2.25
Si	28	14	100	142.591	2	1000	0	8.562	8.364	64.147	70.904	19.958	277.529	0.286802	1.86068	2.50207e-06	1.87484e-05	2.25
Si	28	14	100	142.591	4	1000	0	17.869	17.455	132.657	146.345	35.568	654.306	0.0659543	4.25601	1.20868e-06	4.30262e-05	2.25
Si	28	14	200	87.8714	0.5	1000	0	3.632	3.502	15.284	16.245	6.781	32.484	0.797983	0.267687	1.50035e-06	2.64297e-06	2.25
Si	28	14	200	87.8714	1	1000	0	7.073	6.901	33.223	35.447	13.289	82.703	0.591409	0.644392	2.53204e-06	6.39517e-06	2.25
Si	28	14	200	87.8714	2	1000	0	14.448	14.089	68.132	72.509	24.661	183.787	0.324436	1.39267	2.96195e-06	1.38582e-05	2.25
Si	28	14	200	87.8714	4	1000	0	28.894	28.242	137.644	146.804	41.211	454.811	0.0794635	3.24147	1.59478e-06	3.24523e-05	2.25
Si	28	14	400	59.3104	0.5	1000	0	5.296	5.165	16.222	17.014	7.923	24.649	0.810682	0.232558	1.49697e-06	2.27008e-06	2.25
Si	28	14	400	59.3104	1	1000	0	10.119	9.905	32.594	34.14	15.025	53.413	0.646448	0.486806	2.47938e-06	4.76513e-06	2.25
Si	28	14	400	59.3104	2	1000	0	21.424	20.938	68.883	72.191	27.861	134.385	0.366648	1.13872	3.19335e-06	1.12153e-05	2.25
Si	28	14	400	59.3104	4	1000	0	42.878	41.939	137.451	144.103	44.95	354.597	0.100508	2.71341	1.95315e-06	2.69751e-05	2.25
Si	28	14	800	45.6341	0.5	1000	0	6.824	6.648	16.265	16.902	8.757	18.928	0.827917	0.202677	1.40665e-06	1.95978e-06	2.25
Si	28	14	800	45.6341	1	1000	0	13.928	13.582	33.691	35.036	16.856	44.229	0.660917	0.445594	2.46483e-06	4.32773e-06	2.25
Si	28	14	800	45.6341	2	1000	0	27.781	27.156	68.247	70.86	29.838	108.653	0.398581	0.999131	3.297e-06	9.77296e-06	2.25
