name	Position	plate	Radiation	Radiation Type	Radiation Time	Cell Type	Antibody	Date of preparation	UserID	Race	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
P284A1	A1	P284	1	X-ray	24 hr	Fibro	53BP1	12/12/2016	922CC	Mouse	Foci_processed_23-Dec-2016_73668787705_foci_analysis_23-Dec-2016	802	 0.57	 0.98	694	 0.56	 0.97	403.19	271.41	 4.77	2452.41	 1.12	1141.41
P284A10	A10	P284	1	X-ray	24 hr	Fibro	53BP1	12/12/2016	882CC	Mouse	Foci_processed_24-Dec-2016_73668829111_foci_analysis_24-Dec-2016	764	 0.74	 4.32	677	 0.55	 0.93	378.10	250.58	 5.69	2426.43	 1.13	1053.81
P284A2	A2	P284	1	X-ray	24 hr	Fibro	53BP1	12/12/2016	255CC	Mouse	Foci_processed_23-Dec-2016_73668792816_foci_analysis_23-Dec-2016	711	 0.48	 0.91	598	 0.46	 0.86	335.83	234.90	 5.87	1751.78	 1.19	745.25
P284A3	A3	P284	1	X-ray	24 hr	Fibro	53BP1	12/12/2016	247CC	Mouse	Foci_processed_23-Dec-2016_73668798248_foci_analysis_23-Dec-2016	747	 0.72	 4.26	652	 0.52	 0.84	349.58	240.86	 5.27	1800.83	 1.23	882.89
P284A4	A4	P284	1	X-ray	24 hr	Fibro	53BP1	12/12/2016	256CC	Mouse	Foci_processed_24-Dec-2016_73668804216_foci_analysis_24-Dec-2016	777	 0.53	 0.97	664	 0.47	 0.87	384.11	254.64	 5.48	2301.01	 1.18	817.49
P284A5	A5	P284	1	X-ray	24 hr	Fibro	53BP1	12/12/2016	B6C3 m3	Mouse	Foci_processed_24-Dec-2016_73668810491_foci_analysis_24-Dec-2016	786	 0.51	 0.94	644	 0.48	 0.86	391.12	261.07	 5.39	2454.77	 1.18	881.29
P284A6	A6	P284	1	X-ray	24 hr	Fibro	53BP1	12/12/2016	B6C3 f3	Mouse	Foci_processed_24-Dec-2016_73668815819_foci_analysis_24-Dec-2016	763	 0.49	 0.92	655	 0.45	 0.87	343.85	237.71	 5.04	2203.18	 1.15	744.88
P284A7	A7	P284	1	X-ray	24 hr	Fibro	53BP1	12/12/2016	BALBC f2	Mouse	Foci_processed_24-Dec-2016_73668820847_foci_analysis_24-Dec-2016	42	 0.00	 0.00	35	 0.00	 0.00	271.44	235.96	 2.69	2860.81	 1.36	 0.00
P284A8	A8	P284	1	X-ray	24 hr	Fibro	53BP1	12/12/2016	937CC	Mouse	Foci_processed_24-Dec-2016_73668825336_foci_analysis_24-Dec-2016	803	 0.32	 0.66	621	 0.33	 0.66	328.70	231.05	 5.00	1949.91	 1.22	521.24
P284A9	A9	P284	1	X-ray	24 hr	Fibro	53BP1	12/12/2016	934CC	Mouse	Foci_processed_24-Dec-2016_73668827292_foci_analysis_24-Dec-2016	747	 0.58	 1.81	603	 0.53	 0.95	390.88	252.09	 5.49	2292.33	 1.19	1035.03
P284B1	B1	P284	1	X-ray	24 hr	Fibro	53BP1	12/12/2016	946CC	Mouse	Foci_processed_23-Dec-2016_73668786993_foci_analysis_23-Dec-2016	747	 1.23	 6.41	646	 0.80	 2.10	473.20	325.49	 6.05	2559.01	 1.17	2822.96
P284B10	B10	P284	1	X-ray	24 hr	Fibro	53BP1	12/12/2016	919CC	Mouse	Foci_processed_24-Dec-2016_73668828538_foci_analysis_24-Dec-2016	692	 0.36	 0.81	563	 0.36	 0.79	371.59	267.85	 4.85	2622.20	 1.30	694.27
P284B2	B2	P284	1	X-ray	24 hr	Fibro	53BP1	12/12/2016	921CC	Mouse	Foci_processed_23-Dec-2016_73668792116_foci_analysis_23-Dec-2016	805	 0.52	 0.93	680	 0.50	 0.91	373.33	248.93	 4.76	2310.68	 1.13	974.46
