name	Position	plate	Radiation	Radiation Type	Radiation Time	Cell Type	Antibody	Date of preparation	UserID	Race	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
P262A1	A1	P262	0.18	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	247CC	Mouse	Foci_processed_04-Dec-2016_73666860127_foci_analysis_04-Dec-2016	649	 1.60	 2.72	528	 1.44	 2.31	759.34	368.27	 5.00	2216.57	 1.26	4799.78
P262A10	A10	P262	0.18	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	934CC	Mouse	Foci_processed_04-Dec-2016_73666894042_foci_analysis_04-Dec-2016	540	 2.09	 3.54	425	 1.93	 3.01	820.33	431.35	 4.53	3161.38	 1.17	6559.60
P262A2	A2	P262	0.18	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	253CC	Mouse	Foci_processed_04-Dec-2016_73666865301_foci_analysis_04-Dec-2016	705	 1.14	 2.65	577	 0.96	 1.66	743.45	375.41	 4.49	2838.01	 1.15	3740.80
P262A3	A3	P262	0.18	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	235CC	Mouse	Foci_processed_04-Dec-2016_73666869950_foci_analysis_04-Dec-2016	638	 1.12	 2.66	519	 0.96	 1.60	746.59	381.08	 4.34	3016.19	 1.13	3000.98
P262A4	A4	P262	0.18	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	C3H f2	Mouse	Foci_processed_04-Dec-2016_73666873897_foci_analysis_04-Dec-2016	548	 1.10	 1.70	461	 1.12	 1.72	741.06	389.93	 4.34	4178.77	 1.14	3315.35
P262A5	A5	P262	0.18	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	915CC	Mouse	Foci_processed_04-Dec-2016_73666878411_foci_analysis_04-Dec-2016	656	 1.11	 1.71	549	 1.02	 1.55	754.32	385.16	 4.50	4141.55	 1.11	3122.47
P262A6	A6	P262	0.18	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	C57BL f1	Mouse	Foci_processed_04-Dec-2016_73666882753_foci_analysis_04-Dec-2016	557	 1.90	 2.70	445	 1.93	 2.64	750.53	394.46	 4.73	3470.69	 1.14	5895.24
P262A7	A7	P262	0.18	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	254CC	Mouse	Foci_processed_04-Dec-2016_73666886378_foci_analysis_04-Dec-2016	499	 1.55	 4.03	407	 1.36	 3.21	826.91	391.15	 5.61	2442.50	 1.24	5170.59
P262A8	A8	P262	0.18	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	BALBC f1	Mouse	Foci_processed_04-Dec-2016_73666890270_foci_analysis_04-Dec-2016	482	 1.19	 2.36	401	 1.23	 2.48	966.42	491.56	 4.56	2957.50	 1.14	5717.06
P262A9	A9	P262	0.18	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	921CC	Mouse	Foci_processed_04-Dec-2016_73666892029_foci_analysis_04-Dec-2016	639	 1.41	 2.19	527	 1.28	 2.02	824.23	449.91	 3.91	3499.37	 1.12	4234.39
P262B1	B1	P262	0.18	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	256CC	Mouse	Foci_processed_04-Dec-2016_73666838712_foci_analysis_04-Dec-2016	674	 1.56	 4.43	571	 1.42	 2.71	696.42	367.36	 4.49	3292.43	 1.17	4893.34
P262B10	B10	P262	0.18	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	923CC	Mouse	Foci_processed_04-Dec-2016_73666893569_foci_analysis_04-Dec-2016	575	 1.37	 2.27	475	 1.37	 2.25	788.38	415.91	 4.05	3390.99	 1.11	4210.83
P262B2	B2	P262	0.18	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	257CC	Mouse	Foci_processed_04-Dec-2016_73666864479_foci_analysis_04-Dec-2016	736	 1.05	 1.82	610	 1.05	 1.76	899.23	533.69	 4.82	3178.20	 1.17	3668.06
P262B3	B3	P262	0.18	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	239CC	Mouse	Foci_processed_04-Dec-2016_73666869557_foci_analysis_04-Dec-2016	441	 1.44	 2.82	360	 1.26	 1.81	814.51	436.28	 4.74	3626.26	 1.14	4005.25
P262B4	B4	P262	0.18	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	C3H f1	Mouse	Foci_processed_04-Dec-2016_73666873412_foci_analysis_04-Dec-2016	577	 1.28	 2.02	484	 1.24	 1.91	826.17	435.67	 4.41	4088.66	 1.17	4195.20
P262B5	B5	P262	0.18	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	233CC	Mouse	Foci_processed_04-Dec-2016_73666877744_foci_analysis_04-Dec-2016	691	 1.79	 2.77	567	 1.62	 2.33	748.09	403.43	 5.46	3113.43	 1.19	4984.55
