name	Position	plate	Radiation	Radiation Type	Radiation Time	Cell Type	Antibody	Date of preparation	UserID	Race	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
P248A1	A1	P248	0.82	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	247CC	Mouse	Foci_processed_21-Nov-2016_73665503934_foci_analysis_21-Nov-2016	591	 1.33	 2.01	490	 1.10	 1.49	379.45	227.82	 5.46	869.73	 1.32	2448.57
P248A10	A10	P248	0.82	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	934CC	Mouse	Foci_processed_21-Nov-2016_73665578061_foci_analysis_21-Nov-2016	703	 1.30	 1.87	589	 1.20	 1.56	459.20	272.54	 5.25	1781.60	 1.25	3332.01
P248A2	A2	P248	0.82	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	253CC	Mouse	Foci_processed_21-Nov-2016_73665509247_foci_analysis_21-Nov-2016	680	 1.04	 1.94	555	 0.90	 1.36	377.86	237.41	 5.08	1010.49	 1.29	1795.92
P248A3	A3	P248	0.82	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	235CC	Mouse	Foci_processed_21-Nov-2016_73665515088_foci_analysis_21-Nov-2016	748	 1.14	 3.84	642	 0.94	 1.64	376.03	230.36	 4.87	1104.31	 1.19	2119.57
P248A4	A4	P248	0.82	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	C3H f2	Mouse	Foci_processed_21-Nov-2016_73665520580_foci_analysis_21-Nov-2016	711	 1.33	 3.24	602	 1.03	 1.38	392.31	249.51	 5.19	1356.67	 1.16	1938.94
P248A5	A5	P248	0.82	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	915CC	Mouse	Foci_processed_21-Nov-2016_73665525277_foci_analysis_21-Nov-2016	709	 1.40	 1.90	594	 1.21	 1.66	366.66	231.97	 5.17	1292.19	 1.17	2248.36
P248A6	A6	P248	0.82	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	C57BL f1	Mouse	Foci_processed_21-Nov-2016_73665529905_foci_analysis_21-Nov-2016	695	 1.21	 2.97	587	 1.10	 2.15	398.97	285.06	 4.65	1245.80	 1.24	3022.27
P248A7	A7	P248	0.82	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	254CC	Mouse	Foci_processed_21-Nov-2016_73665534209_foci_analysis_21-Nov-2016	547	 1.30	 1.69	444	 1.27	 1.62	524.40	287.05	 5.49	1386.21	 1.27	3313.25
P248A8	A8	P248	0.82	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	BALBC f1	Mouse	Foci_processed_21-Nov-2016_73665573056_foci_analysis_21-Nov-2016	536	 1.26	 1.61	441	 1.18	 1.49	777.78	373.79	 5.14	1697.05	 1.22	4421.98
P248A9	A9	P248	0.82	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	921CC	Mouse	Foci_processed_21-Nov-2016_73665575466_foci_analysis_21-Nov-2016	778	 1.31	 2.59	674	 1.10	 1.48	458.34	291.43	 4.39	1833.29	 1.12	2562.45
P248B1	B1	P248	0.82	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	256CC	Mouse	Foci_processed_21-Nov-2016_73665503287_foci_analysis_21-Nov-2016	711	 1.23	 6.34	610	 0.93	 2.20	374.83	226.47	 5.26	1199.68	 1.25	2342.98
P248B10	B10	P248	0.82	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	923CC	Mouse	Foci_processed_21-Nov-2016_73665577409_foci_analysis_21-Nov-2016	771	 1.05	 1.42	643	 1.01	 1.33	427.00	267.13	 4.40	1853.31	 1.19	2311.05
P248B2	B2	P248	0.82	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	257CC	Mouse	Foci_processed_21-Nov-2016_73665508473_foci_analysis_21-Nov-2016	718	 0.97	 3.20	614	 0.82	 1.27	370.32	233.27	 5.21	1361.47	 1.25	1537.60
P248B3	B3	P248	0.82	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	239CC	Mouse	Foci_processed_21-Nov-2016_73665514505_foci_analysis_21-Nov-2016	601	 1.48	 5.62	512	 1.18	 1.99	395.42	243.61	 5.38	1315.75	 1.28	2549.63
P248B4	B4	P248	0.82	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	C3H f1	Mouse	Foci_processed_21-Nov-2016_73665519843_foci_analysis_21-Nov-2016	723	 1.55	 3.81	611	 1.31	 2.00	372.82	232.26	 5.89	1357.56	 1.26	3420.12
P248B5	B5	P248	0.82	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	233CC	Mouse	Foci_processed_21-Nov-2016_73665524726_foci_analysis_21-Nov-2016	580	 1.30	 5.07	491	 1.03	 1.78	352.03	230.59	 5.38	1116.30	 1.33	2190.74
P248B6	B6	P248	0.82	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	236CC	Mouse	Foci_processed_21-Nov-2016_73665529248_foci_analysis_21-Nov-2016	732	 0.95	 4.48	614	 0.71	 1.16	413.66	249.22	 4.83	1044.15	 1.20	1590.28
P248B7	B7	P248	0.82	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	251CC	Mouse	Foci_processed_21-Nov-2016_73665533628_foci_analysis_21-Nov-2016	661	 1.37	 3.50	559	 1.16	 1.67	447.64	270.19	 4.83	1700.82	 1.19	2828.58
P248B8	B8	P248	0.82	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	907CC	Mouse	Foci_processed_21-Nov-2016_73665538928_foci_analysis_21-Nov-2016	693	 1.51	 5.48	588	 1.11	 1.50	475.48	285.13	 4.85	2269.47	 1.13	2785.32
P248B9	B9	P248	0.82	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	922CC	Mouse	Foci_processed_21-Nov-2016_73665574824_foci_analysis_21-Nov-2016	783	 1.01	 1.53	658	 1.01	 1.46	484.46	285.79	 4.22	1928.09	 1.12	2429.49
P248C1	C1	P248	0.82	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	CBA m2	Mouse	Foci_processed_21-Nov-2016_73665502705_foci_analysis_21-Nov-2016	592	 1.52	 2.11	490	 1.34	 1.76	449.02	267.68	 6.39	1238.95	 1.29	2776.19
P248C10	C10	P248	0.82	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	894CC	Mouse	Foci_processed_21-Nov-2016_73665576748_foci_analysis_21-Nov-2016	723	 1.23	 2.32	618	 1.03	 1.52	432.68	256.12	 5.26	1689.61	 1.15	2509.39
P248C2	C2	P248	0.82	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	220CC	Mouse	Foci_processed_21-Nov-2016_73665507791_foci_analysis_21-Nov-2016	593	 1.81	 7.59	501	 1.22	 1.84	411.85	265.42	 5.78	1431.83	 1.30	2480.06
P248C3	C3	P248	0.82	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	B6C3 m1	Mouse	Foci_processed_21-Nov-2016_73665513808_foci_analysis_21-Nov-2016	682	 1.31	 2.84	581	 1.07	 1.48	359.32	231.15	 5.21	1283.67	 1.20	1902.46
P248C4	C4	P248	0.82	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	226CC	Mouse	Foci_processed_21-Nov-2016_73665519194_foci_analysis_21-Nov-2016	697	 0.92	 1.62	581	 0.80	 1.27	444.60	252.82	 4.53	1143.60	 1.21	1687.28
P248C5	C5	P248	0.82	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	937CC	Mouse	Foci_processed_21-Nov-2016_73665524101_foci_analysis_21-Nov-2016	705	 0.91	 1.74	571	 0.82	 1.23	343.01	227.68	 4.72	1164.05	 1.31	1476.33
P248C6	C6	P248	0.82	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	BALBC m2	Mouse	Foci_processed_21-Nov-2016_73665528953_foci_analysis_21-Nov-2016	317	 1.20	 2.01	248	 1.10	 1.48	433.14	251.37	 5.31	1053.61	 1.34	2427.78
P248C7	C7	P248	0.82	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	BALBC f2	Mouse	Foci_processed_21-Nov-2016_73665533038_foci_analysis_21-Nov-2016	694	 1.12	 2.52	574	 0.95	 1.56	436.39	255.58	 4.75	1160.45	 1.25	2017.79
P248C8	C8	P248	0.82	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	BALBC m1	Mouse	Foci_processed_21-Nov-2016_73665538233_foci_analysis_21-Nov-2016	676	 1.22	 2.16	552	 1.12	 1.75	550.69	290.94	 4.71	1660.27	 1.21	2968.97
P248C9	C9	P248	0.82	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	946CC	Mouse	Foci_processed_21-Nov-2016_73665574156_foci_analysis_21-Nov-2016	704	 1.62	 2.23	593	 1.46	 1.94	598.69	328.26	 6.09	1689.76	 1.20	4497.53
P248D1	D1	P248	0.82	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	CBA m3	Mouse	Foci_processed_21-Nov-2016_73665502332_foci_analysis_21-Nov-2016	394	 1.19	 1.63	327	 1.13	 1.59	455.78	288.63	 5.81	1577.62	 1.42	2092.79
P248D10	D10	P248	0.82	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	882CC	Mouse	Foci_processed_21-Nov-2016_73665576127_foci_analysis_21-Nov-2016	727	 1.61	 9.23	637	 1.09	 1.65	494.67	337.90	 4.55	2131.02	 1.12	3318.86
P248D2	D2	P248	0.82	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	263CC	Mouse	Foci_processed_21-Nov-2016_73665507064_foci_analysis_21-Nov-2016	642	 1.57	 4.64	548	 1.35	 2.20	371.21	246.50	 5.82	1350.91	 1.34	2795.76
P248D3	D3	P248	0.82	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	B6C3 m3	Mouse	Foci_processed_21-Nov-2016_73665513145_foci_analysis_21-Nov-2016	662	 1.19	 3.39	564	 0.98	 1.38	391.33	255.14	 5.18	1342.26	 1.23	2031.90
P248D4	D4	P248	0.82	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	B6C3 m2	Mouse	Foci_processed_21-Nov-2016_73665518544_foci_analysis_21-Nov-2016	701	 1.00	 1.98	599	 0.83	 1.26	371.86	246.10	 4.65	1204.53	 1.18	1418.11
