name	Position	plate	Radiation	Radiation Type	Radiation Time	Cell Type	Antibody	Date of preparation	UserID	Race	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
P236A1	A1	P236	0.5	Ar 350 MeV/n	24 hr	Fibro	53BP1	10/8/2016	247CC	Mouse	Foci_processed_10-Nov-2016_73664474213_foci_analysis_10-Nov-2016	631	 1.20	 1.99	522	 1.16	 1.69	807.22	350.93	 5.43	2020.41	 1.26	6168.35
P236A10	A10	P236	0.5	Ar 350 MeV/n	24 hr	Fibro	53BP1	10/8/2016	934CC	Mouse	Foci_processed_11-Nov-2016_73664549126_foci_analysis_11-Nov-2016	547	 1.73	 3.14	457	 1.56	 2.28	846.90	390.78	 4.90	4309.74	 1.19	6728.18
P236A2	A2	P236	0.5	Ar 350 MeV/n	24 hr	Fibro	53BP1	10/8/2016	253CC	Mouse	Foci_processed_11-Nov-2016_73664501706_foci_analysis_11-Nov-2016	599	 1.13	 3.10	488	 0.90	 1.37	851.11	369.29	 4.59	2733.06	 1.17	4578.07
P236A3	A3	P236	0.5	Ar 350 MeV/n	24 hr	Fibro	53BP1	10/8/2016	235CC	Mouse	Foci_processed_11-Nov-2016_73664506545_foci_analysis_11-Nov-2016	676	 1.06	 6.59	572	 0.66	 1.03	828.73	361.95	 4.37	3164.28	 1.11	3314.38
P236A4	A4	P236	0.5	Ar 350 MeV/n	24 hr	Fibro	53BP1	10/8/2016	C3H f2	Mouse	Foci_processed_11-Nov-2016_73664511444_foci_analysis_11-Nov-2016	658	 1.07	 1.65	549	 0.97	 1.38	716.31	349.61	 4.67	4109.81	 1.16	4289.08
P236A5	A5	P236	0.5	Ar 350 MeV/n	24 hr	Fibro	53BP1	10/8/2016	915CC	Mouse	Foci_processed_11-Nov-2016_73664516337_foci_analysis_11-Nov-2016	701	 1.14	 1.67	589	 1.10	 1.67	779.94	362.45	 4.79	4111.46	 1.11	5098.99
P236A6	A6	P236	0.5	Ar 350 MeV/n	24 hr	Fibro	53BP1	10/8/2016	C57BL f1	Mouse	Foci_processed_11-Nov-2016_73664520896_foci_analysis_11-Nov-2016	674	 0.87	 1.85	556	 0.73	 1.19	759.07	372.14	 4.69	3111.84	 1.18	3718.04
P236A7	A7	P236	0.5	Ar 350 MeV/n	24 hr	Fibro	53BP1	10/8/2016	254CC	Mouse	Foci_processed_11-Nov-2016_73664525325_foci_analysis_11-Nov-2016	421	 1.41	 4.65	342	 1.11	 1.60	937.79	408.85	 5.53	2471.07	 1.27	5716.20
P236A8	A8	P236	0.5	Ar 350 MeV/n	24 hr	Fibro	53BP1	10/8/2016	BALBC f1	Mouse	Foci_processed_11-Nov-2016_73664544439_foci_analysis_11-Nov-2016	453	 1.40	 3.15	372	 1.36	 3.06	885.99	377.41	 4.88	2844.60	 1.16	7908.77
P236A9	A9	P236	0.5	Ar 350 MeV/n	24 hr	Fibro	53BP1	10/8/2016	921CC	Mouse	Foci_processed_11-Nov-2016_73664546730_foci_analysis_11-Nov-2016	682	 1.02	 1.54	586	 0.94	 1.36	727.87	332.56	 4.01	3955.56	 1.10	3979.91
