name	Position	plate	Radiation	Radiation Type	Radiation Time	Cell Type	Antibody	Date of preparation	UserID	Race	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
P297A1	A1	P297	4	X-ray	24 hr	Fibro	53BP1	12/12/2016	922CC	Mouse	Foci_processed_03-Jan-2017_73669801750_foci_analysis_03-Jan-2017	787	0.81	1.14	669	0.71	0.99	316.17	233.7	4.58	1687.58	1.21	1182.67
P297A2	A2	P297	4	X-ray	24 hr	Fibro	53BP1	12/12/2016	255CC	Mouse	Foci_processed_03-Jan-2017_73669804021_foci_analysis_03-Jan-2017	757	0.7	1.13	610	0.63	1.02	280.11	213.32	5.89	1099.96	1.27	894.4
P297A3	A3	P297	4	X-ray	24 hr	Fibro	53BP1	12/12/2016	247CC	Mouse	Foci_processed_03-Jan-2017_73669806015_foci_analysis_03-Jan-2017	745	1.11	1.37	619	0.99	1.17	279.71	215.18	5.46	1225.48	1.33	1460.07
P297A4	A4	P297	4	X-ray	24 hr	Fibro	53BP1	12/12/2016	256CC	Mouse	Foci_processed_03-Jan-2017_73669807586_foci_analysis_03-Jan-2017	127	0.7	1.15	114	0.68	0.96	303.13	223.03	5.39	1186.55	1.77	1079.35
P297A5	A5	P297	4	X-ray	24 hr	Fibro	53BP1	12/12/2016	B6C3 m3	Mouse	Foci_processed_03-Jan-2017_73669807926_foci_analysis_03-Jan-2017	104	0.46	0.76	90	0.44	0.75	267.39	215.4	4.64	1388.46	1.72	637.6
P297B1	B1	P297	4	X-ray	24 hr	Fibro	53BP1	12/12/2016	946CC	Mouse	Foci_processed_03-Jan-2017_73669800998_foci_analysis_03-Jan-2017	728	1.43	5.87	623	1.04	1.6	324.12	237.25	6.32	1535.89	1.25	1817.66
P297B2	B2	P297	4	X-ray	24 hr	Fibro	53BP1	12/12/2016	921CC	Mouse	Foci_processed_03-Jan-2017_73669803353_foci_analysis_03-Jan-2017	785	0.61	1.01	655	0.53	0.88	285.84	215.99	4.4	1319.07	1.18	733.31
P297B3	B3	P297	4	X-ray	24 hr	Fibro	53BP1	12/12/2016	253CC	Mouse	Foci_processed_03-Jan-2017_73669805310_foci_analysis_03-Jan-2017	781	0.79	3.93	665	0.59	0.94	282.65	217.68	5.35	1147.83	1.27	866.57
P297B4	B4	P297	4	X-ray	24 hr	Fibro	53BP1	12/12/2016	257CC	Mouse	Foci_processed_03-Jan-2017_73669806911_foci_analysis_03-Jan-2017	701	1	1.58	584	0.93	1.44	303.21	228.17	5.92	1454.94	1.4	1526.5
P297B5	B5	P297	4	X-ray	24 hr	Fibro	53BP1	12/12/2016	B6C3 m1	Mouse	Foci_processed_03-Jan-2017_73669807751_foci_analysis_03-Jan-2017	194	0.62	1.09	168	0.58	0.99	279.15	222.3	5.17	1349.47	1.7	865.96
P297C1	C1	P297	4	X-ray	24 hr	Fibro	53BP1	12/12/2016	907CC	Mouse	Foci_processed_03-Jan-2017_73669800248_foci_analysis_03-Jan-2017	752	1.62	3.33	634	1.37	2.15	346.65	291.01	5.51	1591.25	1.32	3159.08
P297C2	C2	P297	4	X-ray	24 hr	Fibro	53BP1	12/12/2016	280CC	Mouse	Foci_processed_03-Jan-2017_73669802692_foci_analysis_03-Jan-2017	735	0.78	1.25	618	0.77	1.13	313.25	226.37	5.12	1413.22	1.22	1152.27
P297C3	C3	P297	4	X-ray	24 hr	Fibro	53BP1	12/12/2016	CBA m3	Mouse	Foci_processed_03-Jan-2017_73669804758_foci_analysis_03-Jan-2017	510	1.54	1.9	446	1.35	1.55	289.34	213.19	7.11	1254.82	1.6	1997.14
P297C4	C4	P297	4	X-ray	24 hr	Fibro	53BP1	12/12/2016	263CC	Mouse	Foci_processed_03-Jan-2017_73669806734_foci_analysis_03-Jan-2017	187	1.03	1.26	164	0.96	1.22	299.03	223.81	6.02	1239.22	1.9	1631.09
P297C5	C5	P297	4	X-ray	24 hr	Fibro	53BP1	12/12/2016	B6C3 f1	Mouse	Foci_processed_03-Jan-2017_73669807701_foci_analysis_03-Jan-2017	60	0.65	1.02	49	0.71	1.08	261.65	215.77	4.44	1329.35	1.97	1047.63
P297D1	D1	P297	4	X-ray	24 hr	Fibro	53BP1	12/12/2016	BALBC f	Mouse	Foci_processed_03-Jan-2017_73669800068_foci_analysis_03-Jan-2017	189	1.17	1.52	168	1.11	1.37	272.06	214.93	4.93	1437.06	1.75	1850.4
