name	Position	plate	Radiation	Radiation Type	Radiation Time	Cell Type	Antibody	Date of preparation	UserID	Race	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
P271A1	A1	P271	0.82	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	247CC	Mouse	Foci_processed_12-Dec-2016_73667604015_foci_analysis_12-Dec-2016	716	 2.40	 2.48	593	 2.25	 2.29	420.42	233.15	 5.43	1118.55	 1.21	4833.22
P271A10	A10	P271	0.82	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	934CC	Mouse	Foci_processed_12-Dec-2016_73667698786_foci_analysis_12-Dec-2016	718	 2.33	 2.97	589	 2.20	 2.53	440.05	263.93	 5.35	2047.39	 1.23	5352.25
P271A2	A2	P271	0.82	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	253CC	Mouse	Foci_processed_12-Dec-2016_73667609271_foci_analysis_12-Dec-2016	777	 1.91	 2.26	625	 1.75	 2.08	395.66	218.87	 4.88	1145.98	 1.16	3584.63
P271A3	A3	P271	0.82	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	235CC	Mouse	Foci_processed_12-Dec-2016_73667614568_foci_analysis_12-Dec-2016	770	 1.76	 2.75	675	 1.59	 1.80	404.55	218.60	 4.54	1294.31	 1.15	3199.55
P271A4	A4	P271	0.82	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	C3H f2	Mouse	Foci_processed_12-Dec-2016_73667619829_foci_analysis_12-Dec-2016	747	 2.73	 3.26	650	 2.46	 2.56	418.12	252.01	 5.16	2326.77	 1.11	4880.37
P271A5	A5	P271	0.82	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	915CC	Mouse	Foci_processed_12-Dec-2016_73667679045_foci_analysis_12-Dec-2016	798	 2.60	 2.72	694	 2.41	 2.46	395.50	244.95	 4.82	2191.26	 1.11	4627.39
P271A6	A6	P271	0.82	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	C57BL f1	Mouse	Foci_processed_12-Dec-2016_73667683123_foci_analysis_12-Dec-2016	774	 2.59	 3.77	684	 2.25	 2.40	414.24	254.72	 4.95	2056.64	 1.16	4552.56
P271A7	A7	P271	0.82	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	254CC	Mouse	Foci_processed_12-Dec-2016_73667688128_foci_analysis_12-Dec-2016	550	 2.78	 4.07	474	 2.47	 2.62	492.69	283.37	 5.64	1585.63	 1.20	6134.53
P271A8	A8	P271	0.82	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	BALBC f1	Mouse	Foci_processed_12-Dec-2016_73667693285_foci_analysis_12-Dec-2016	554	 2.47	 3.07	468	 2.24	 2.55	486.28	264.80	 5.08	1693.96	 1.16	5074.80
P271A9	A9	P271	0.82	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	921CC	Mouse	Foci_processed_12-Dec-2016_73667695980_foci_analysis_12-Dec-2016	777	 2.16	 2.97	678	 1.87	 2.11	415.23	263.96	 4.35	2193.19	 1.11	4062.53
P271B1	B1	P271	0.82	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	256CC	Mouse	Foci_processed_12-Dec-2016_73667603356_foci_analysis_12-Dec-2016	718	 2.45	 7.28	612	 1.98	 2.43	421.96	254.03	 5.22	1731.14	 1.18	4628.20
