name	Position	plate	Radiation	Radiation Type	Radiation Time	Cell Type	Antibody	Date of preparation	UserID	Race	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
P268A1	A1	P268	0.3	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	247CC	Mouse	Foci_processed_09-Dec-2016_73667310995_foci_analysis_09-Dec-2016	579	 1.00	 1.71	497	 0.84	 1.31	594.00	312.42	 5.52	1828.83	 1.18	2640.95
P268A10	A10	P268	0.3	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	934CC	Mouse	Foci_processed_10-Dec-2016_73667404564_foci_analysis_10-Dec-2016	659	 0.70	 1.48	531	 0.62	 1.41	495.67	286.73	 5.63	1732.79	 1.25	1839.33
P268A2	A2	P268	0.3	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	253CC	Mouse	Foci_processed_09-Dec-2016_73667315674_foci_analysis_09-Dec-2016	721	 0.85	 3.94	620	 0.59	 1.66	484.88	275.11	 5.32	1572.97	 1.20	2155.67
P268A3	A3	P268	0.3	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	235CC	Mouse	Foci_processed_09-Dec-2016_73667340431_foci_analysis_09-Dec-2016	698	 0.77	 6.29	592	 0.48	 1.23	545.66	289.14	 4.84	1798.51	 1.14	1606.24
P268A4	A4	P268	0.3	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	C3H f2	Mouse	Foci_processed_09-Dec-2016_73667345576_foci_analysis_09-Dec-2016	741	 1.33	 6.69	633	 0.87	 1.50	691.77	442.90	 5.49	2122.02	 1.16	2648.41
P268A5	A5	P268	0.3	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	915CC	Mouse	Foci_processed_09-Dec-2016_73667350688_foci_analysis_09-Dec-2016	753	 0.78	 1.67	653	 0.69	 1.35	524.97	292.64	 5.22	2142.38	 1.12	1719.88
P268A6	A6	P268	0.3	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	C57BL f1	Mouse	Foci_processed_09-Dec-2016_73667355337_foci_analysis_09-Dec-2016	781	 0.77	 4.62	675	 0.51	 1.03	563.81	316.47	 4.97	2049.64	 1.17	1489.75
P268A7	A7	P268	0.3	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	254CC	Mouse	Foci_processed_09-Dec-2016_73667360253_foci_analysis_09-Dec-2016	542	 1.00	 5.44	444	 0.76	 1.63	658.98	330.25	 5.37	1697.76	 1.24	2709.93
P268A8	A8	P268	0.3	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	BALBC f1	Mouse	Foci_processed_09-Dec-2016_73667365119_foci_analysis_09-Dec-2016	520	 0.91	 3.62	424	 0.73	 1.52	809.74	412.86	 5.17	1742.23	 1.18	3197.06
P268A9	A9	P268	0.3	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	921CC	Mouse	Foci_processed_10-Dec-2016_73667401918_foci_analysis_10-Dec-2016	786	 0.77	 5.33	687	 0.50	 1.05	501.09	298.30	 4.14	2125.50	 1.11	1390.81
P268B1	B1	P268	0.3	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	256CC	Mouse	Foci_processed_09-Dec-2016_73667310469_foci_analysis_09-Dec-2016	620	 0.62	 1.11	513	 0.61	 1.08	615.25	334.88	 5.15	2093.07	 1.22	1752.14
P268B10	B10	P268	0.3	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	923CC	Mouse	Foci_processed_10-Dec-2016_73667403929_foci_analysis_10-Dec-2016	789	 0.56	 1.18	670	 0.52	 1.05	464.36	272.89	 4.07	2097.38	 1.12	1212.69
P268B2	B2	P268	0.3	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	257CC	Mouse	Foci_processed_09-Dec-2016_73667314927_foci_analysis_09-Dec-2016	691	 0.89	 3.52	586	 0.69	 1.36	547.06	299.77	 5.12	2315.51	 1.18	1887.74
P268B3	B3	P268	0.3	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	239CC	Mouse	Foci_processed_09-Dec-2016_73667339859_foci_analysis_09-Dec-2016	609	 1.20	 3.38	503	 0.95	 2.21	565.77	314.59	 5.64	2352.33	 1.18	3072.03
P268B4	B4	P268	0.3	Fe 600 MeV/n	24 hr	Fibro	53BP1	10/9/2016	C3H f1	Mouse	Foci_processed_09-Dec-2016_73667344863_foci_analysis_09-Dec-2016	765	 0.87	 2.31	662	 0.71	 1.37	489.40	281.29	 5.53	2117.91	 1.14	1612.50
