name	Position	plate	Radiation	Radiation Type	Radiation Time	Cell Type	Antibody	Date of preparation	UserID	Race	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
P270A1	A1	P270	0.3	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	247CC	Mouse	Foci_processed_11-Dec-2016_73667503926_foci_analysis_11-Dec-2016	719	 1.37	 1.90	598	 1.24	 1.71	440.71	239.90	 5.61	1098.53	 1.33	3034.46
P270A10	A10	P270	0.3	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	934CC	Mouse	Foci_processed_11-Dec-2016_73667571927_foci_analysis_11-Dec-2016	663	 1.40	 2.05	557	 1.28	 1.72	604.15	414.37	 5.60	1889.98	 1.27	3540.11
P270A2	A2	P270	0.3	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	253CC	Mouse	Foci_processed_11-Dec-2016_73667509405_foci_analysis_11-Dec-2016	714	 1.24	 2.03	597	 1.13	 1.92	480.33	266.24	 5.08	1580.65	 1.22	2731.23
P270A3	A3	P270	0.3	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	235CC	Mouse	Foci_processed_11-Dec-2016_73667514484_foci_analysis_11-Dec-2016	737	 1.06	 2.52	637	 0.89	 1.51	456.82	258.04	 4.79	1542.62	 1.17	1981.38
P270A4	A4	P270	0.3	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	C3H f2	Mouse	Foci_processed_11-Dec-2016_73667519535_foci_analysis_11-Dec-2016	756	 1.23	 1.95	642	 1.18	 1.75	465.97	291.58	 5.11	2140.21	 1.16	2521.07
P270A5	A5	P270	0.3	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	915CC	Mouse	Foci_processed_11-Dec-2016_73667552845_foci_analysis_11-Dec-2016	762	 1.33	 2.04	663	 1.19	 1.87	477.94	305.06	 5.04	1853.57	 1.18	2541.57
P270A6	A6	P270	0.3	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	C57BL f1	Mouse	Foci_processed_11-Dec-2016_73667557528_foci_analysis_11-Dec-2016	721	 1.00	 1.64	605	 0.94	 1.48	378.09	240.58	 4.89	1474.62	 1.22	1800.81
P270A7	A7	P270	0.3	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	254CC	Mouse	Foci_processed_11-Dec-2016_73667562175_foci_analysis_11-Dec-2016	555	 1.13	 1.82	444	 1.02	 1.68	441.05	247.97	 5.68	1208.10	 1.36	2270.88
P270A8	A8	P270	0.3	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	BALBC f1	Mouse	Foci_processed_11-Dec-2016_73667566855_foci_analysis_11-Dec-2016	554	 1.09	 1.91	444	 1.01	 1.79	406.08	225.82	 5.11	1440.90	 1.28	2184.81
P270A9	A9	P270	0.3	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	921CC	Mouse	Foci_processed_11-Dec-2016_73667569374_foci_analysis_11-Dec-2016	779	 1.03	 1.71	677	 0.94	 1.49	497.09	322.86	 4.31	1696.80	 1.19	2169.31
P270B1	B1	P270	0.3	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	256CC	Mouse	Foci_processed_11-Dec-2016_73667503321_foci_analysis_11-Dec-2016	675	 1.10	 1.79	576	 0.99	 1.58	650.58	415.19	 5.53	1787.98	 1.22	2666.45
P270B10	B10	P270	0.3	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	923CC	Mouse	Foci_processed_11-Dec-2016_73667571293_foci_analysis_11-Dec-2016	774	 1.10	 1.53	638	 1.04	 1.44	505.64	318.32	 4.12	1922.20	 1.16	2541.39
P270B2	B2	P270	0.3	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	257CC	Mouse	Foci_processed_11-Dec-2016_73667508766_foci_analysis_11-Dec-2016	717	 1.29	 3.05	623	 1.08	 1.70	465.02	270.33	 5.05	2124.64	 1.21	2292.56
P270B3	B3	P270	0.3	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	239CC	Mouse	Foci_processed_11-Dec-2016_73667513912_foci_analysis_11-Dec-2016	601	 1.35	 2.29	505	 1.16	 1.80	492.70	290.40	 5.03	1936.49	 1.20	2697.19
P270B4	B4	P270	0.3	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	C3H f1	Mouse	Foci_processed_11-Dec-2016_73667518832_foci_analysis_11-Dec-2016	742	 1.30	 1.94	605	 1.21	 1.79	517.19	320.75	 5.48	2138.89	 1.21	2782.17
P270B5	B5	P270	0.3	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	233CC	Mouse	Foci_processed_11-Dec-2016_73667552134_foci_analysis_11-Dec-2016	691	 1.13	 1.81	572	 1.07	 1.73	452.21	298.84	 5.76	1555.97	 1.27	2609.53
P270B6	B6	P270	0.3	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	236CC	Mouse	Foci_processed_11-Dec-2016_73667556933_foci_analysis_11-Dec-2016	683	 1.07	 2.46	557	 0.83	 1.43	451.44	259.55	 4.88	1367.78	 1.21	1785.24
P270B7	B7	P270	0.3	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	251CC	Mouse	Foci_processed_11-Dec-2016_73667561528_foci_analysis_11-Dec-2016	691	 1.35	 2.21	580	 1.19	 1.86	436.40	253.52	 5.42	1664.40	 1.18	2556.35
P270B8	B8	P270	0.3	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	907CC	Mouse	Foci_processed_11-Dec-2016_73667566176_foci_analysis_11-Dec-2016	730	 1.32	 2.04	608	 1.16	 1.70	528.62	319.85	 5.03	1987.62	 1.15	2736.78
P270B9	B9	P270	0.3	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	922CC	Mouse	Foci_processed_11-Dec-2016_73667568734_foci_analysis_11-Dec-2016	777	 0.93	 1.76	654	 0.78	 1.28	426.52	265.76	 4.25	1737.88	 1.16	1758.96
P270C1	C1	P270	0.3	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	CBA m2	Mouse	Foci_processed_11-Dec-2016_73667502705_foci_analysis_11-Dec-2016	638	 1.58	 2.54	515	 1.41	 2.12	487.38	265.33	 6.53	1964.60	 1.25	3062.42
P270C10	C10	P270	0.3	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	894CC	Mouse	Foci_processed_11-Dec-2016_73667570668_foci_analysis_11-Dec-2016	705	 1.09	 2.20	587	 0.89	 1.40	393.32	248.84	 5.18	1640.89	 1.18	1839.37
P270C2	C2	P270	0.3	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	220CC	Mouse	Foci_processed_11-Dec-2016_73667507845_foci_analysis_11-Dec-2016	497	 1.45	 2.16	408	 1.32	 1.96	422.56	244.64	 6.11	2020.42	 1.23	2763.44
P270C3	C3	P270	0.3	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	B6C3 m1	Mouse	Foci_processed_11-Dec-2016_73667513152_foci_analysis_11-Dec-2016	746	 1.52	 9.12	628	 1.02	 1.69	420.61	248.95	 5.18	1985.04	 1.20	2010.69
P270C4	C4	P270	0.3	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	226CC	Mouse	Foci_processed_11-Dec-2016_73667518229_foci_analysis_11-Dec-2016	689	 0.97	 1.89	585	 0.82	 1.38	444.57	253.81	 4.59	1742.59	 1.15	1761.02
P270C5	C5	P270	0.3	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	937CC	Mouse	Foci_processed_11-Dec-2016_73667550078_foci_analysis_11-Dec-2016	689	 1.20	 1.94	574	 1.14	 1.80	418.49	268.80	 5.17	1774.61	 1.24	2140.57
P270C6	C6	P270	0.3	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	BALBC m2	Mouse	Foci_processed_11-Dec-2016_73667556653_foci_analysis_11-Dec-2016	314	 1.51	 8.37	267	 0.92	 1.49	514.01	294.19	 4.98	1500.08	 1.28	2070.88
P270C7	C7	P270	0.3	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	BALBC f2	Mouse	Foci_processed_11-Dec-2016_73667560899_foci_analysis_11-Dec-2016	726	 0.90	 1.62	576	 0.90	 1.53	451.77	260.98	 4.91	1528.82	 1.22	1953.73
P270C8	C8	P270	0.3	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	BALBC m1	Mouse	Foci_processed_11-Dec-2016_73667565532_foci_analysis_11-Dec-2016	732	 0.97	 1.67	606	 0.85	 1.49	520.41	310.50	 5.05	1437.97	 1.19	1997.43
P270C9	C9	P270	0.3	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	946CC	Mouse	Foci_processed_11-Dec-2016_73667568028_foci_analysis_11-Dec-2016	735	 1.30	 2.00	621	 1.18	 1.80	412.60	257.35	 5.76	1595.03	 1.22	2538.97
P270D1	D1	P270	0.3	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	CBA m3	Mouse	Foci_processed_11-Dec-2016_73667502282_foci_analysis_11-Dec-2016	452	 1.33	 1.87	365	 1.26	 1.72	503.41	288.97	 5.95	2306.96	 1.36	2935.44
P270D10	D10	P270	0.3	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	882CC	Mouse	Foci_processed_11-Dec-2016_73667570016_foci_analysis_11-Dec-2016	749	 1.29	 2.06	639	 1.24	 1.95	393.39	249.06	 5.09	1626.63	 1.13	2667.63
P270D2	D2	P270	0.3	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	263CC	Mouse	Foci_processed_11-Dec-2016_73667506922_foci_analysis_11-Dec-2016	711	 1.32	 1.86	604	 1.27	 1.85	386.53	238.78	 5.65	1932.21	 1.22	2536.99
P270D3	D3	P270	0.3	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	B6C3 m3	Mouse	Foci_processed_11-Dec-2016_73667512519_foci_analysis_11-Dec-2016	673	 1.27	 1.95	555	 1.17	 1.81	423.31	251.84	 5.21	1843.02	 1.18	2446.65
P270D4	D4	P270	0.3	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	B6C3 m2	Mouse	Foci_processed_11-Dec-2016_73667517552_foci_analysis_11-Dec-2016	723	 1.33	 4.03	628	 1.02	 1.70	386.06	241.59	 5.12	1741.84	 1.24	1955.44
P270D5	D5	P270	0.3	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	BALBC m3	Mouse	Foci_processed_11-Dec-2016_73667522684_foci_analysis_11-Dec-2016	546	 1.31	 2.30	459	 1.15	 1.77	456.03	274.54	 5.24	1407.27	 1.23	2307.86
P270D6	D6	P270	0.3	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	927CC	Mouse	Foci_processed_11-Dec-2016_73667556045_foci_analysis_11-Dec-2016	693	 0.69	 1.25	568	 0.67	 1.19	371.19	248.58	 4.40	1693.06	 1.21	1144.89
P270D7	D7	P270	0.3	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	903CC	Mouse	Foci_processed_11-Dec-2016_73667560392_foci_analysis_11-Dec-2016	507	 1.73	 2.53	412	 1.47	 2.20	449.54	271.20	 5.98	1813.75	 1.28	3912.59
P270D8	D8	P270	0.3	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	202CC	Mouse	Foci_processed_11-Dec-2016_73667564865_foci_analysis_11-Dec-2016	712	 1.61	 6.05	616	 1.31	 1.92	446.19	275.93	 5.33	1906.79	 1.17	2772.28
P270D9	D9	P270	0.3	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	893CC	Mouse	Foci_processed_11-Dec-2016_73667567359_foci_analysis_11-Dec-2016	721	 0.89	 1.54	613	 0.73	 1.29	368.44	230.78	 5.20	1584.01	 1.19	1434.66
