name	Position	plate	Radiation	Radiation Type	Radiation Time	Cell Type	Antibody	Date of preparation	UserID	Race	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
P251A1	A1	P251	0.82	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	247CC	Mouse	Foci_processed_23-Nov-2016_73665746861_foci_analysis_23-Nov-2016	603	 0.98	 1.56	492	 0.87	 1.35	344.23	208.05	 5.32	823.76	 1.49	1817.25
P251A10	A10	P251	0.82	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	934CC	Mouse	Foci_processed_23-Nov-2016_73665793764_foci_analysis_23-Nov-2016	664	 0.81	 1.75	557	 0.73	 1.06	332.22	212.47	 5.65	976.33	 1.47	1513.27
P251A2	A2	P251	0.82	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	253CC	Mouse	Foci_processed_23-Nov-2016_73665751615_foci_analysis_23-Nov-2016	669	 0.69	 1.18	527	 0.64	 1.04	351.38	226.15	 5.14	1039.79	 1.40	1354.76
P251A3	A3	P251	0.82	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	235CC	Mouse	Foci_processed_23-Nov-2016_73665757578_foci_analysis_23-Nov-2016	697	 0.62	 1.32	572	 0.58	 1.33	379.00	227.77	 4.72	1121.43	 1.27	1287.29
P251A4	A4	P251	0.82	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	C3H f2	Mouse	Foci_processed_23-Nov-2016_73665762457_foci_analysis_23-Nov-2016	657	 0.84	 1.26	545	 0.78	 1.18	351.25	232.88	 5.33	1300.35	 1.32	1405.08
P251A5	A5	P251	0.82	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	915CC	Mouse	Foci_processed_23-Nov-2016_73665767066_foci_analysis_23-Nov-2016	746	 1.01	 2.63	635	 0.81	 1.21	385.16	256.95	 5.37	1312.47	 1.26	1582.39
P251A6	A6	P251	0.82	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	C57BL f1	Mouse	Foci_processed_23-Nov-2016_73665779095_foci_analysis_23-Nov-2016	723	 0.88	 4.57	593	 0.69	 1.39	378.21	255.22	 4.67	1182.53	 1.35	1732.90
P251A7	A7	P251	0.82	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	254CC	Mouse	Foci_processed_23-Nov-2016_73665784117_foci_analysis_23-Nov-2016	517	 0.59	 1.02	416	 0.60	 1.04	381.47	228.84	 5.20	952.83	 1.44	1169.01
P251A8	A8	P251	0.82	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	BALBC f1	Mouse	Foci_processed_23-Nov-2016_73665788735_foci_analysis_23-Nov-2016	538	 0.73	 1.20	460	 0.70	 1.17	404.98	237.47	 5.25	928.48	 1.49	1417.37
P251A9	A9	P251	0.82	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	921CC	Mouse	Foci_processed_23-Nov-2016_73665791242_foci_analysis_23-Nov-2016	752	 0.80	 5.66	645	 0.55	 0.97	378.12	253.85	 4.50	1134.91	 1.24	1118.17
P251B1	B1	P251	0.82	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	256CC	Mouse	Foci_processed_23-Nov-2016_73665746223_foci_analysis_23-Nov-2016	691	 0.67	 1.20	569	 0.60	 1.01	379.92	222.88	 5.35	1115.78	 1.28	1313.35
P251B10	B10	P251	0.82	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	923CC	Mouse	Foci_processed_23-Nov-2016_73665793084_foci_analysis_23-Nov-2016	771	 0.64	 1.02	646	 0.57	 0.95	329.10	220.38	 4.49	1101.41	 1.26	1110.95
P251B2	B2	P251	0.82	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	257CC	Mouse	Foci_processed_23-Nov-2016_73665751003_foci_analysis_23-Nov-2016	676	 0.58	 1.02	567	 0.54	 0.92	385.20	242.48	 5.13	1410.59	 1.32	1062.99
P251B3	B3	P251	0.82	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	239CC	Mouse	Foci_processed_23-Nov-2016_73665757110_foci_analysis_23-Nov-2016	503	 0.90	 1.35	417	 0.82	 1.21	409.62	259.68	 5.60	1271.37	 1.38	1732.93
