name	Position	plate	Radiation	Radiation Type	Radiation Time	Cell Type	Antibody	Date of preparation	UserID	Race	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
P247A1	A1	P247	0	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	247CC	Mouse	Foci_processed_20-Nov-2016_73665414473_foci_analysis_20-Nov-2016	627	 0.44	 1.04	518	 0.38	 0.93	451.30	240.82	 5.47	1008.61	 1.39	819.54
P247A10	A10	P247	0	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	934CC	Mouse	Foci_processed_20-Nov-2016_73665462880_foci_analysis_20-Nov-2016	702	 0.42	 0.89	571	 0.41	 0.84	446.56	278.08	 5.20	1482.25	 1.30	868.10
P247A2	A2	P247	0	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	253CC	Mouse	Foci_processed_20-Nov-2016_73665419127_foci_analysis_20-Nov-2016	715	 0.17	 0.59	579	 0.14	 0.43	458.42	275.80	 4.96	1517.34	 1.25	394.30
P247A3	A3	P247	0	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	235CC	Mouse	Foci_processed_20-Nov-2016_73665423875_foci_analysis_20-Nov-2016	728	 0.13	 0.45	611	 0.11	 0.37	412.18	235.27	 4.65	1464.46	 1.19	249.76
P247A4	A4	P247	0	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	C3H f2	Mouse	Foci_processed_20-Nov-2016_73665439736_foci_analysis_20-Nov-2016	684	 0.14	 0.85	573	 0.09	 0.34	361.96	237.43	 5.03	1840.48	 1.18	188.09
P247A5	A5	P247	0	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	915CC	Mouse	Foci_processed_20-Nov-2016_73665444058_foci_analysis_20-Nov-2016	735	 0.49	 3.47	642	 0.31	 2.04	388.19	247.26	 4.75	1602.47	 1.14	1219.02
P247A6	A6	P247	0	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	C57BL f1	Mouse	Foci_processed_20-Nov-2016_73665448781_foci_analysis_20-Nov-2016	749	 0.43	 2.82	640	 0.28	 1.34	417.27	272.94	 4.87	1570.94	 1.26	1138.32
P247A7	A7	P247	0	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	254CC	Mouse	Foci_processed_20-Nov-2016_73665453690_foci_analysis_20-Nov-2016	538	 0.27	 0.84	450	 0.24	 0.78	493.49	286.60	 5.44	1304.15	 1.33	610.16
P247A8	A8	P247	0	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	BALBC f1	Mouse	Foci_processed_20-Nov-2016_73665458089_foci_analysis_20-Nov-2016	530	 0.28	 0.81	431	 0.23	 0.63	516.30	326.67	 4.92	1312.41	 1.32	503.77
P247A9	A9	P247	0	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	921CC	Mouse	Foci_processed_20-Nov-2016_73665460353_foci_analysis_20-Nov-2016	763	 0.17	 0.49	638	 0.16	 0.48	400.69	262.35	 3.92	1561.41	 1.21	317.75
P247B1	B1	P247	0	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	256CC	Mouse	Foci_processed_20-Nov-2016_73665413914_foci_analysis_20-Nov-2016	658	 0.17	 0.59	542	 0.16	 0.60	465.89	296.17	 5.14	1706.24	 1.26	408.26
P247B10	B10	P247	0	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	923CC	Mouse	Foci_processed_20-Nov-2016_73665462260_foci_analysis_20-Nov-2016	759	 0.27	 0.88	647	 0.25	 0.64	468.07	298.24	 4.10	1626.82	 1.20	450.03
P247B2	B2	P247	0	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	257CC	Mouse	Foci_processed_20-Nov-2016_73665418433_foci_analysis_20-Nov-2016	692	 0.17	 0.56	600	 0.17	 0.55	390.50	234.25	 5.13	1781.46	 1.26	268.89
P247B3	B3	P247	0	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	239CC	Mouse	Foci_processed_20-Nov-2016_73665423433_foci_analysis_20-Nov-2016	525	 0.52	 5.38	443	 0.20	 0.51	414.65	243.34	 5.26	1773.22	 1.23	447.18
P247B4	B4	P247	0	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	C3H f1	Mouse	Foci_processed_20-Nov-2016_73665439111_foci_analysis_20-Nov-2016	722	 0.21	 1.52	612	 0.15	 0.68	375.03	232.70	 5.17	1758.47	 1.25	412.10
P247B5	B5	P247	0	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	233CC	Mouse	Foci_processed_20-Nov-2016_73665443443_foci_analysis_20-Nov-2016	686	 0.27	 1.51	571	 0.22	 1.36	351.61	226.78	 5.19	1360.58	 1.28	476.09
P247B6	B6	P247	0	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	236CC	Mouse	Foci_processed_20-Nov-2016_73665448130_foci_analysis_20-Nov-2016	737	 0.39	 2.58	616	 0.22	 0.91	447.07	267.50	 4.82	1355.76	 1.22	589.90
P247B7	B7	P247	0	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	251CC	Mouse	Foci_processed_20-Nov-2016_73665453088_foci_analysis_20-Nov-2016	714	 0.71	 6.20	615	 0.33	 1.20	469.77	287.04	 5.05	1705.68	 1.22	1032.36
P247B8	B8	P247	0	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	907CC	Mouse	Foci_processed_20-Nov-2016_73665457478_foci_analysis_20-Nov-2016	715	 0.53	 4.59	613	 0.24	 0.60	501.04	341.18	 4.83	1758.33	 1.21	423.96
P247B9	B9	P247	0	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	922CC	Mouse	Foci_processed_20-Nov-2016_73665459759_foci_analysis_20-Nov-2016	750	 0.15	 0.56	638	 0.13	 0.52	415.90	282.35	 3.98	1706.97	 1.18	305.70
P247C1	C1	P247	0	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	CBA m2	Mouse	Foci_processed_20-Nov-2016_73665413417_foci_analysis_20-Nov-2016	526	 0.20	 0.49	417	 0.17	 0.43	493.02	272.06	 6.16	2060.80	 1.37	460.59
P247C10	C10	P247	0	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	894CC	Mouse	Foci_processed_20-Nov-2016_73665461625_foci_analysis_20-Nov-2016	677	 0.16	 0.78	570	 0.16	 0.83	405.22	257.89	 4.77	1533.06	 1.22	457.35
P247C2	C2	P247	0	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	220CC	Mouse	Foci_processed_20-Nov-2016_73665417860_foci_analysis_20-Nov-2016	621	 0.29	 1.28	524	 0.23	 1.02	423.63	255.67	 5.83	1807.00	 1.29	430.70
P247C3	C3	P247	0	Fe 600 MeV/n	8 hr	Fibro	53BP1	10/9/2016	B6C3 m1	Mouse	Foci_processed_20-Nov-2016_73665422845_foci_analysis_20-Nov-2016	694	 0.20	 1.41	596	 0.11	 0.37	382.68	237.05	 4.93	1682.41	 1.19	248.50
