Ion	A	Z	Energy	LET	Dose	Hist	Count	Tr_Tot	Tr_in	DSBs	DSBt	RIFs	NComb	PSurv	lPSurv	PMut*	PMut	SiDom
He	4	2	100	2.9106	0.5	1000	0	309.84	243.428	18.332	18.679	16.198	3.046	0.876384	0.132839	1.05135e-06	1.21623e-06	0.8
He	4	2	100	2.9106	1	1000	0	619.886	486.509	36.604	37.303	31.876	6.795	0.765647	0.268917	1.86164e-06	2.4667e-06	0.8
He	4	2	100	2.9106	2	1000	0	1239.91	973.08	72.804	74.147	61.372	16.222	0.580496	0.548375	2.88085e-06	5.04735e-06	0.8
He	4	2	100	2.9106	4	1000	0	2479.24	1946.81	146.16	148.965	116.121	43.857	0.317042	1.15917	3.34191e-06	1.0739e-05	0.8
He	4	2	200	1.79331	0.5	1000	0	503.111	394.941	18.185	18.502	16.341	2.621	0.879151	0.12956	1.02816e-06	1.18366e-06	0.8
He	4	2	200	1.79331	1	1000	0	1006.24	789.637	36.227	36.906	32.15	5.761	0.771403	0.261151	1.82007e-06	2.38936e-06	0.8
He	4	2	200	1.79331	2	1000	0	2012.03	1579.58	72.68	73.995	62.228	14.811	0.584871	0.540225	2.86078e-06	4.9638e-06	0.8
He	4	2	200	1.79331	4	1000	0	4024.09	3159.42	145.353	147.92	117.398	40.08	0.324939	1.13335	3.34813e-06	1.04793e-05	0.8
He	4	2	400	1.21042	0.5	1000	0	745.329	585.024	18.056	18.392	16.349	2.483	0.880411	0.128165	1.01712e-06	1.17011e-06	0.8
He	4	2	400	1.21042	1	1000	0	1490.73	1170.03	35.866	36.526	32.029	5.542	0.774141	0.257647	1.8003e-06	2.35627e-06	0.8
He	4	2	400	1.21042	2	1000	0	2980.83	2340.14	71.485	72.691	61.904	13.404	0.593724	0.52486	2.8198e-06	4.81543e-06	0.8
He	4	2	400	1.21042	4	1000	0	5962.1	4681.73	143.62	146.141	116.815	38.535	0.331137	1.11429	3.35268e-06	1.02968e-05	0.8
He	4	2	800	0.931308	0.5	1000	0	968.734	760.274	17.384	17.685	15.897	2.149	0.885795	0.122022	9.73062e-07	1.11246e-06	0.8
He	4	2	800	0.931308	1	1000	0	1937.45	1521.05	35.035	35.645	31.526	5.004	0.780539	0.249371	1.75479e-06	2.27795e-06	0.8
He	4	2	800	0.931308	2	1000	0	3874.51	3041.82	70.274	71.471	61.174	12.799	0.600063	0.514113	2.79085e-06	4.71442e-06	0.8
He	4	2	800	0.931308	4	1000	0	7748.6	6083.78	140.905	143.372	115.51	36.313	0.34055	1.08557	3.35914e-06	1.00224e-05	0.8
He	4	2	1000	0.883102	0.5	1000	0	1021.68	801.829	17.197	17.517	15.763	2.153	0.886695	0.120987	9.66122e-07	1.10319e-06	0.8
He	4	2	1000	0.883102	1	1000	0	2042.86	1603.85	34.056	34.614	30.699	4.74	0.786579	0.24155	1.71319e-06	2.20573e-06	0.8
He	4	2	1000	0.883102	2	1000	0	4086.12	3208.1	69.547	70.732	60.68	12.47	0.603808	0.507794	2.77361e-06	4.65522e-06	0.8
He	4	2	1000	0.883102	4	1000	0	8171.53	6416.04	139.096	141.544	114.094	35.731	0.345566	1.07112	3.36114e-06	9.88832e-06	0.8
He	4	2	1600	0.827428	0.5	1000	0	1090.3	855.675	16.133	16.424	14.782	2.01	0.893434	0.113394	9.11922e-07	1.03389e-06	0.8
He	4	2	1600	0.827428	1	1000	0	2180.27	1711.82	32.795	33.369	29.579	4.69	0.792969	0.233476	1.66899e-06	2.13279e-06	0.8
He	4	2	1600	0.827428	2	1000	0	4360.91	3424	65.731	66.842	57.524	11.535	0.621648	0.478596	2.68907e-06	4.38596e-06	0.8
He	4	2	1600	0.827428	4	1000	0	8721.36	6847.54	131.787	134.045	108.892	32.365	0.368055	1.00686	3.36681e-06	9.28617e-06	0.8
C	12	6	10	163.773	0.5	1000	0	5.422	4.04	14.505	16.71	4.748	57.812	0.744387	0.39978	1.6333e-06	4.01498e-06	0.8
C	12	6	10	163.773	1	1000	0	10.368	8.142	29.166	33.553	9.84	114.369	0.555341	0.793995	2.46026e-06	7.97078e-06	0.8
C	12	6	10	163.773	2	1000	0	21.948	17.108	59.104	68.119	19.994	238.83	0.304098	1.64582	2.69266e-06	1.6535e-05	0.8
C	12	6	10	163.773	4	1000	0	44.007	34.315	120.956	139.261	39.972	494.051	0.0818693	3.39422	1.55515e-06	3.41115e-05	0.8
C	12	6	50	44.7632	0.5	1000	0	20.1	15.654	17.181	18.066	10.338	15.632	0.830976	0.193178	1.4105e-06	1.85036e-06	0.8
C	12	6	50	44.7632	1	1000	0	40.133	31.313	34.633	36.269	20.482	32.885	0.685099	0.395483	2.37486e-06	3.79458e-06	0.8
C	12	6	50	44.7632	2	1000	0	80.544	62.968	70.153	73.491	40.825	68.429	0.461299	0.810511	3.2662e-06	7.78424e-06	0.8
C	12	6	50	44.7632	4	1000	0	161.172	126.46	140.677	147.508	79.109	147.36	0.202427	1.67789	2.96031e-06	1.61562e-05	0.8
C	12	6	100	26.1954	0.5	1000	0	34.248	26.68	17.502	18.088	12.196	9.819	0.852154	0.16367	1.25483e-06	1.54274e-06	0.8
C	12	6	100	26.1954	1	1000	0	68.705	53.657	35.555	36.754	24.475	20.356	0.720932	0.334631	2.17322e-06	3.15625e-06	0.8
C	12	6	100	26.1954	2	1000	0	137.615	107.973	71.498	73.909	48.238	43.444	0.512115	0.685713	3.15717e-06	6.4803e-06	0.8
C	12	6	100	26.1954	4	1000	0	275.393	216.387	143.086	147.908	92.341	97.965	0.248547	1.42848	3.19626e-06	1.35542e-05	0.8
C	12	6	200	16.1398	0.5	1000	0	55.862	43.567	17.746	18.201	13.538	6.733	0.863663	0.148641	1.16251e-06	1.38515e-06	0.8
C	12	6	200	16.1398	1	1000	0	111.732	87.522	35.962	36.877	27.329	13.951	0.74207	0.302738	2.0325e-06	2.82288e-06	0.8
C	12	6	200	16.1398	2	1000	0	223.663	175.6	72.151	73.978	53.204	30.867	0.541956	0.622004	3.05479e-06	5.81594e-06	0.8
C	12	6	200	16.1398	4	1000	0	447.139	350.934	144.523	148.335	101.754	72.853	0.278105	1.30309	3.28151e-06	1.22441e-05	0.8
C	12	6	400	10.8938	0.5	1000	0	82.727	64.616	17.679	18.06	14.421	4.973	0.871787	0.138779	1.09331e-06	1.28368e-06	0.8
C	12	6	400	10.8938	1	1000	0	165.678	130.048	35.731	36.556	28.765	10.518	0.755578	0.283213	1.93947e-06	2.62235e-06	0.8
C	12	6	400	10.8938	2	1000	0	331.277	260.171	71.161	72.803	55.891	23.351	0.566004	0.576293	2.9519e-06	5.35027e-06	0.8
C	12	6	400	10.8938	4	1000	0	662.628	520.145	142.92	146.125	105.847	58.547	0.301503	1.21625	3.32614e-06	1.13592e-05	0.8
C	12	6	800	8.38177	0.5	1000	0	107.613	84.232	17.266	17.628	14.533	3.926	0.878464	0.130726	1.0385e-06	1.20366e-06	0.8
C	12	6	800	8.38177	1	1000	0	215.314	169.047	34.875	35.59	29.119	8.42	0.768043	0.266447	1.84999e-06	2.45635e-06	0.8
C	12	6	800	8.38177	2	1000	0	430.472	337.889	69.609	70.971	56.321	19.791	0.582242	0.546632	2.88151e-06	5.0577e-06	0.8
C	12	6	800	8.38177	4	1000	0	861.093	675.991	139.866	142.836	107.068	49.997	0.319981	1.15199	3.3539e-06	1.07192e-05	0.8
C	12	6	1000	7.94792	0.5	1000	0	113.325	88.787	17.103	17.449	14.538	3.747	0.880299	0.128689	1.02257e-06	1.18404e-06	0.8
C	12	6	1000	7.94792	1	1000	0	227.094	178.279	34.526	35.254	28.865	8.352	0.769887	0.26399	1.83784e-06	2.43377e-06	0.8
C	12	6	1000	7.94792	2	1000	0	454.127	356.378	68.728	70.182	55.948	18.875	0.587471	0.537005	2.8602e-06	4.96449e-06	0.8
C	12	6	1000	7.94792	4	1000	0	907.979	712.7	138.071	140.889	106.276	48.056	0.327241	1.12987	3.35841e-06	1.05062e-05	0.8
C	12	6	1600	7.44685	0.5	1000	0	121.078	94.846	16.255	16.59	13.931	3.398	0.886531	0.121515	9.72416e-07	1.11701e-06	0.8
C	12	6	1600	7.44685	1	1000	0	242.35	190.291	32.74	33.377	27.615	7.324	0.782936	0.24696	1.7467e-06	2.2732e-06	0.8
C	12	6	1600	7.44685	2	1000	0	484.632	380.331	65.334	66.659	53.567	17.198	0.60583	0.506328	2.77423e-06	4.67653e-06	0.8
C	12	6	1600	7.44685	4	1000	0	969.111	760.546	130.002	132.588	101.728	42.313	0.354307	1.04845	3.37527e-06	9.7325e-06	0.8
O	16	8	10	287.268	0.5	1000	0	3.142	2.225	11.426	14.23	3.327	81.273	0.76309	0.503857	1.16953e-06	5.12154e-06	0.8
O	16	8	10	287.268	1	1000	0	6.189	4.685	26.695	33.46	7.547	201.45	0.522984	1.23752	1.94258e-06	1.25924e-05	0.8
O	16	8	10	287.268	2	1000	0	12.534	9.686	54.385	68.095	15.595	409.593	0.27424	2.51656	2.01321e-06	2.56068e-05	0.8
O	16	8	10	287.268	4	1000	0	25.001	19.479	111.262	139.22	31.1	857.055	0.0680326	5.24528	1.04208e-06	5.33967e-05	0.8
O	16	8	50	79.5714	0.5	1000	0	10.644	8.331	16.056	17.194	8.124	24.372	0.808165	0.232276	1.53746e-06	2.26552e-06	0.8
O	16	8	50	79.5714	1	1000	0	22.633	17.634	33.262	35.663	16.716	54.238	0.635434	0.500577	2.54782e-06	4.89493e-06	0.8
O	16	8	50	79.5714	2	1000	0	45.12	35.165	67.407	72.169	33.467	108.676	0.402065	1.00747	3.24585e-06	9.84807e-06	0.8
O	16	8	50	79.5714	4	1000	0	90.657	70.918	136.823	146.648	65.561	237.628	0.146206	2.13285	2.48555e-06	2.09039e-05	0.8
O	16	8	100	46.5694	0.5	1000	0	19.376	15.071	17.203	17.998	10.478	15.454	0.831882	0.191843	1.40471e-06	1.83706e-06	0.8
O	16	8	100	46.5694	1	1000	0	38.634	30.106	34.785	36.376	20.949	31.948	0.68732	0.391376	2.36274e-06	3.75084e-06	0.8
O	16	8	100	46.5694	2	1000	0	77.265	60.378	70.497	73.694	41.416	68.408	0.460602	0.811679	3.26835e-06	7.79459e-06	0.8
O	16	8	100	46.5694	4	1000	0	154.958	121.585	140.569	147.027	79.916	144.841	0.205903	1.66202	2.97556e-06	1.59952e-05	0.8
O	16	8	200	28.693	0.5	1000	0	31.307	24.374	17.53	18.164	12.123	10.264	0.850242	0.166416	1.26773e-06	1.57067e-06	0.8
O	16	8	200	28.693	1	1000	0	62.682	48.971	35.252	36.464	24.246	20.39	0.722484	0.332983	2.16059e-06	3.14169e-06	0.8
O	16	8	200	28.693	2	1000	0	125.781	98.549	71.215	73.574	47.749	44.328	0.510829	0.688118	3.16424e-06	6.50836e-06	0.8
O	16	8	200	28.693	4	1000	0	251.618	197.579	143.344	148.096	91.956	100.218	0.24678	1.44115	3.17966e-06	1.36846e-05	0.8
O	16	8	400	19.3667	0.5	1000	0	46.536	36.237	17.489	17.977	13.256	6.971	0.863949	0.148448	1.16053e-06	1.38515e-06	0.8
O	16	8	400	19.3667	1	1000	0	93.105	72.841	35.452	36.412	26.414	14.935	0.740813	0.304836	2.04262e-06	2.84891e-06	0.8
O	16	8	400	19.3667	2	1000	0	186.349	146.376	70.947	72.906	51.637	32.392	0.542035	0.623049	3.05386e-06	5.83646e-06	0.8
O	16	8	400	19.3667	4	1000	0	372.645	292.594	142.189	146.104	98.316	76.902	0.276877	1.30973	3.27946e-06	1.23333e-05	0.8
O	16	8	800	14.9009	0.5	1000	0	60.404	47.167	17.101	17.529	13.492	5.559	0.872231	0.138433	1.09212e-06	1.28484e-06	0.8
O	16	8	800	14.9009	1	1000	0	121.039	94.834	34.652	35.43	27.203	11.478	0.757793	0.281038	1.92488e-06	2.6098e-06	0.8
O	16	8	800	14.9009	2	1000	0	242.315	190.25	70.293	71.997	53.754	26.002	0.561222	0.584751	2.98027e-06	5.44563e-06	0.8
O	16	8	800	14.9009	4	1000	0	484.188	380.048	139.79	143.122	101.443	62.752	0.301076	1.21884	3.3303e-06	1.14131e-05	0.8
O	16	8	1000	14.1296	0.5	1000	0	63.749	49.815	16.727	17.148	13.455	5.043	0.876423	0.133409	1.05833e-06	1.23591e-06	0.8
O	16	8	1000	14.1296	1	1000	0	127.691	100.076	34.226	35.009	27.134	10.987	0.761447	0.27589	1.90095e-06	2.55995e-06	0.8
O	16	8	1000	14.1296	2	1000	0	255.398	200.55	68.939	70.496	53.101	24.619	0.570558	0.568272	2.93969e-06	5.28742e-06	0.8
O	16	8	1000	14.1296	4	1000	0	510.831	401.088	138.015	141.143	101.062	59.65	0.309687	1.19059	3.34057e-06	1.11366e-05	0.8
O	16	8	1600	13.2388	0.5	1000	0	68.087	53.206	16.106	16.469	13.136	4.375	0.882992	0.125738	1.00455e-06	1.16209e-06	0.8
O	16	8	1600	13.2388	1	1000	0	136.274	106.854	32.224	32.909	25.977	9.261	0.777928	0.2539	1.7872e-06	2.3497e-06	0.8
O	16	8	1600	13.2388	2	1000	0	272.572	214.142	65.125	66.572	50.974	21.393	0.593833	0.527176	2.83885e-06	4.89451e-06	0.8
O	16	8	1600	13.2388	4	1000	0	545.142	427.88	130.063	132.9	96.966	52.022	0.338235	1.09992	3.37024e-06	1.0266e-05	0.8
Ne	20	10	10	440.359	0.5	1000	0	2.02	1.387	9.772	13.311	2.629	111.033	0.771599	0.649861	8.68853e-07	6.65091e-06	0.8
Ne	20	10	10	440.359	1	1000	0	4.064	2.929	22.091	30.471	5.729	279.812	0.57859	1.6184	1.31552e-06	1.65873e-05	0.8
Ne	20	10	10	440.359	2	1000	0	7.925	6.11	49.783	68.22	12.942	627.171	0.286961	3.62699	1.56414e-06	3.71745e-05	0.8
Ne	20	10	10	440.359	4	1000	0	16.293	12.62	101.237	138.815	25.936	1296.1	0.0766771	7.48185	8.69837e-07	7.67016e-05	0.8
Ne	20	10	50	124.291	0.5	1000	0	7.083	5.441	15.874	17.473	7.056	38.774	0.774988	0.307478	1.64282e-06	3.0465e-06	0.8
Ne	20	10	50	124.291	1	1000	0	14.495	11.192	32.425	35.705	14.369	79.436	0.590471	0.629351	2.5847e-06	6.23615e-06	0.8
Ne	20	10	50	124.291	2	1000	0	28.93	22.579	65.907	72.564	28.762	165.684	0.338539	1.30069	3.0388e-06	1.28994e-05	0.8
Ne	20	10	50	124.291	4	1000	0	57.887	45.193	132.22	145.51	56.011	343.47	0.107882	2.6655	2.00783e-06	2.64634e-05	0.8
Ne	20	10	100	72.7635	0.5	1000	0	12.394	9.562	16.72	17.729	9.147	21.513	0.814668	0.221054	1.49982e-06	2.14381e-06	0.8
Ne	20	10	100	72.7635	1	1000	0	24.722	19.295	34.104	36.243	18.159	46.698	0.649388	0.465766	2.52044e-06	4.52704e-06	0.8
Ne	20	10	100	72.7635	2	1000	0	49.421	38.498	68.476	72.67	35.935	95.935	0.417573	0.945636	3.27182e-06	9.19938e-06	0.8
Ne	20	10	100	72.7635	4	1000	0	99.086	77.591	138.565	147.103	70.321	206.851	0.163534	1.97875	2.64017e-06	1.92943e-05	0.8
Ne	20	10	200	44.8328	0.5	1000	0	20.082	15.634	17.18	17.912	10.707	14.332	0.837117	0.185581	1.35975e-06	1.77259e-06	0.8
Ne	20	10	200	44.8328	1	1000	0	40.09	31.273	34.913	36.436	21.575	29.463	0.694429	0.379079	2.32474e-06	3.62219e-06	0.8
Ne	20	10	200	44.8328	2	1000	0	80.427	62.852	70.311	73.275	42.878	61.719	0.475307	0.774934	3.24271e-06	7.41553e-06	0.8
Ne	20	10	200	44.8328	4	1000	0	161.004	126.332	141.057	147.041	82.677	134.34	0.214899	1.60855	3.02774e-06	1.5438e-05	0.8
Ne	20	10	400	30.2604	0.5	1000	0	29.71	23.155	17.015	17.593	11.925	9.582	0.855979	0.159352	1.22304e-06	1.5022e-06	0.8
Ne	20	10	400	30.2604	1	1000	0	59.581	46.525	34.688	35.857	23.879	20.429	0.725291	0.32937	2.14192e-06	3.1095e-06	0.8
Ne	20	10	400	30.2604	2	1000	0	119.162	93.336	70.001	72.279	47.017	43.832	0.517063	0.677455	3.13696e-06	6.40891e-06	0.8
Ne	20	10	400	30.2604	4	1000	0	238.386	187.231	140.986	145.587	90.913	97.584	0.253621	1.41196	3.2051e-06	1.3403e-05	0.8
Ne	20	10	800	23.2827	0.5	1000	0	38.635	30.107	16.879	17.347	12.622	7.189	0.866809	0.145603	1.13607e-06	1.36117e-06	0.8
Ne	20	10	800	23.2827	1	1000	0	77.278	60.394	34.508	35.468	25.38	15.602	0.743046	0.302309	2.0286e-06	2.83107e-06	0.8
Ne	20	10	800	23.2827	2	1000	0	154.996	121.617	69.413	71.307	49.861	33.55	0.545018	0.618913	3.04097e-06	5.80773e-06	0.8
Ne	20	10	800	23.2827	4	1000	0	309.874	243.44	138.744	142.631	95.181	77.792	0.282168	1.29246	3.29173e-06	1.21845e-05	0.8
Ne	20	10	1000	22.0775	0.5	1000	0	40.708	31.754	16.692	17.156	12.571	6.807	0.869081	0.142455	1.12071e-06	1.33009e-06	0.8
Ne	20	10	1000	22.0775	1	1000	0	81.649	63.802	34.09	34.954	25.223	14.756	0.74834	0.294767	1.99401e-06	2.7571e-06	0.8
Ne	20	10	1000	22.0775	2	1000	0	163.485	128.277	68.598	70.439	49.872	31.88	0.551533	0.604945	3.02358e-06	5.67e-06	0.8
Ne	20	10	1000	22.0775	4	1000	0	326.824	256.766	137.428	141.225	95.357	73.559	0.290099	1.26204	3.31048e-06	1.18802e-05	0.8
Ne	20	10	1600	20.6857	0.5	1000	0	43.372	33.842	15.904	16.287	12.215	5.775	0.878189	0.131735	1.04622e-06	1.22621e-06	0.8
Ne	20	10	1600	20.6857	1	1000	0	87.129	68.148	32.439	33.302	24.502	13.053	0.762261	0.275707	1.9001e-06	2.57337e-06	0.8
Ne	20	10	1600	20.6857	2	1000	0	174.48	136.934	64.858	66.547	47.915	28.178	0.575661	0.561623	2.92165e-06	5.25361e-06	0.8
Ne	20	10	1600	20.6857	4	1000	0	348.88	273.947	129.145	132.433	91.589	64.092	0.321008	1.15855	3.35684e-06	1.08809e-05	0.8
Si	28	14	10	821.226	0.5	1000	0	1.105	0.748	7.93	12.976	2.082	233.327	0.821419	1.27146	4.34741e-07	1.31299e-05	0.8
Si	28	14	10	821.226	1	1000	0	2.157	1.498	16.408	26.586	4.117	433.037	0.678847	2.37545	6.6234e-07	2.45094e-05	0.8
Si	28	14	10	821.226	2	1000	0	4.35	3.172	37.001	60.336	9.34	1030.36	0.426212	5.63375	8.84784e-07	5.81522e-05	0.8
Si	28	14	10	821.226	4	1000	0	8.437	6.516	83.965	137.467	20.306	2383.87	0.146259	13.021	7.12174e-07	0.000134422	0.8
Si	28	14	50	243.148	0.5	1000	0	3.732	2.676	13.848	16.301	5.366	66.12	0.75864	0.439582	1.39655e-06	4.43332e-06	0.8
Si	28	14	50	243.148	1	1000	0	7.238	5.574	29.998	35.315	11.376	149.435	0.533402	0.983897	2.23801e-06	9.93341e-06	0.8
Si	28	14	50	243.148	2	1000	0	14.756	11.407	60.567	71.19	22.692	306.533	0.283378	2.01039	2.35024e-06	2.03056e-05	0.8
Si	28	14	50	243.148	4	1000	0	29.582	23.061	122.117	143.903	44.774	639.499	0.0818992	4.16516	1.31545e-06	4.21016e-05	0.8
Si	28	14	100	142.591	0.5	1000	0	6.229	4.722	16.091	17.778	7.189	43.184	0.765346	0.331884	1.65422e-06	3.29803e-06	0.8
Si	28	14	100	142.591	1	1000	0	12.587	9.761	31.949	35.19	14.38	82.736	0.590639	0.642947	2.53422e-06	6.38242e-06	0.8
Si	28	14	100	142.591	2	1000	0	25.252	19.705	66.003	72.741	29.087	176.543	0.333556	1.35718	2.96753e-06	1.34863e-05	0.8
Si	28	14	100	142.591	4	1000	0	50.455	39.347	132.042	145.925	56.766	369.649	0.107143	2.80162	1.94519e-06	2.78778e-05	0.8
Si	28	14	200	87.8714	0.5	1000	0	9.719	7.586	16.104	17.206	8.38	25.298	0.808565	0.237073	1.51093e-06	2.3154e-06	0.8
Si	28	14	200	87.8714	1	1000	0	20.548	15.987	33.918	36.186	17.61	52.988	0.636771	0.497487	2.54451e-06	4.85803e-06	0.8
Si	28	14	200	87.8714	2	1000	0	40.872	31.878	67.703	72.154	34.65	107.585	0.404296	1.00181	3.23531e-06	9.78925e-06	0.8
Si	28	14	200	87.8714	4	1000	0	81.982	64.096	137.266	146.479	68.23	229.88	0.152795	2.09228	2.52259e-06	2.04826e-05	0.8
Si	28	14	400	59.3104	0.5	1000	0	15.149	11.741	16.813	17.615	10.024	16.781	0.829555	0.196205	1.41599e-06	1.88595e-06	0.8
Si	28	14	400	59.3104	1	1000	0	30.322	23.654	34.075	35.709	20.095	34.724	0.682977	0.401345	2.37496e-06	3.86068e-06	0.8
Si	28	14	400	59.3104	2	1000	0	60.7	47.423	68.057	71.369	39.68	70.575	0.465005	0.80813	3.24174e-06	7.77848e-06	0.8
Si	28	14	400	59.3104	4	1000	0	121.633	95.314	138.97	145.622	77.104	161.698	0.193893	1.73917	2.89788e-06	1.68115e-05	0.8
Si	28	14	800	45.6341	0.5	1000	0	19.616	15.263	16.35	16.969	10.598	12.029	0.850153	0.167913	1.26727e-06	1.597e-06	0.8
Si	28	14	800	45.6341	1	1000	0	39.418	30.725	33.44	34.668	21.573	25.561	0.715009	0.348076	2.19803e-06	3.31506e-06	0.8
Si	28	14	800	45.6341	2	1000	0	79.02	61.738	68.114	70.672	42.977	54.722	0.499172	0.722902	3.17721e-06	6.89682e-06	0.8
