Hist	Tr_Tot	Tr_in	DSBs	DSBt	RIFs	NComb	PSurv	lPSurv	PMut*	PMut
1	273	235	149	153	98	87	0.24548	1.40454	3.25484e-06	1.32591e-05
2	270	218	131	138	78	93	0.2616	1.34094	3.33047e-06	1.27312e-05
3	268	217	113	121	70	145	0.223269	1.49938	3.24509e-06	1.45345e-05
4	265	216	130	139	93	64	0.301399	1.19932	3.38976e-06	1.12467e-05
5	263	209	96	100	65	57	0.399037	0.9187	3.46099e-06	8.67335e-06
6	261	189	115	118	78	62	0.347413	1.05724	3.45853e-06	9.95508e-06
7	259	221	151	160	107	84	0.238544	1.4332	3.21911e-06	1.34948e-05
8	257	209	135	144	95	69	0.284728	1.25622	3.35827e-06	1.17946e-05
9	255	204	156	164	98	104	0.210069	1.56032	3.1055e-06	1.47833e-05
10	267	206	142	145	89	103	0.237901	1.4359	3.24916e-06	1.36576e-05
11	251	188	145	151	99	92	0.242324	1.41748	3.25001e-06	1.34118e-05
12	249	190	149	153	100	80	0.254402	1.36884	3.27851e-06	1.28871e-05
13	247	187	86	89	66	31	0.488205	0.71702	3.2568e-06	6.67097e-06
14	244	195	102	108	74	60	0.373723	0.98424	3.46977e-06	9.28433e-06
15	254	202	159	170	108	101	0.20542	1.5827	3.0736e-06	1.49625e-05
16	288	227	168	170	124	64	0.248081	1.394	3.22421e-06	1.29966e-05
17	235	186	107	109	82	31	0.430581	0.84262	3.3585e-06	7.79992e-06
18	230	180	138	145	92	105	0.235487	1.4461	3.24122e-06	1.37639e-05
19	248	207	158	161	101	103	0.215159	1.53638	3.13288e-06	1.45608e-05
20	263	204	145	147	105	76	0.269615	1.31076	3.32595e-06	1.23359e-05
21	265	212	139	144	94	71	0.281839	1.26642	3.35414e-06	1.19009e-05
22	262	203	116	121	86	52	0.358768	1.02508	3.44169e-06	9.59309e-06
23	269	208	128	135	92	65	0.307494	1.1793	3.40521e-06	1.10741e-05
24	246	194	121	126	78	78	0.304501	1.18908	3.42771e-06	1.12568e-05
25	254	197	155	160	96	101	0.218734	1.5199	3.14934e-06	1.43981e-05
26	233	183	105	109	80	45	0.400909	0.91402	3.42528e-06	8.54378e-06
27	253	199	114	116	77	59	0.357228	1.02938	3.45896e-06	9.68278e-06
28	271	214	128	134	75	109	0.247234	1.39742	3.30193e-06	1.33555e-05
29	272	211	158	166	93	113	0.19814	1.61878	3.04628e-06	1.53744e-05
30	259	209	132	136	81	106	0.247912	1.39468	3.29946e-06	1.3309e-05
31	246	196	108	112	80	45	0.393427	0.93286	3.42798e-06	8.71313e-06
32	239	187	133	144	81	128	0.210742	1.55712	3.14628e-06	1.49295e-05
33	265	216	126	133	95	47	0.341318	1.07494	3.41482e-06	1.00048e-05
34	285	217	109	114	81	47	0.384574	0.95562	3.43512e-06	8.93229e-06
35	280	216	150	155	104	73	0.260357	1.3457	3.28782e-06	1.26281e-05
36	277	217	142	146	98	64	0.288437	1.24328	3.35794e-06	1.16419e-05
37	273	213	130	137	93	61	0.309914	1.17146	3.40114e-06	1.09744e-05
38	283	221	148	157	101	100	0.224033	1.49596	3.17581e-06	1.41756e-05
