name	Position	plate	Radiation	Radiation Type	Radiation Time	Cell Type	Antibody	Date of preparation	UserID	Race	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
P218A1	A1	P218	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	C3H m3	Mouse	Foci_processed_22-Oct-2016_73662553120_foci_analysis_22-Oct-2016	775	 0.90	 1.28	638	 0.82	 1.16	708.88	329.41	 5.64	1307.57	 1.44	3307.04
P218A10	A10	P218	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	893CC	Mouse	Foci_processed_22-Oct-2016_73662584813_foci_analysis_22-Oct-2016	523	 1.34	 4.31	439	 0.90	 2.01	1144.95	625.06	 5.29	2735.69	 1.39	5523.12
P218A2	A2	P218	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	257CC	Mouse	Foci_processed_22-Oct-2016_73662557520_foci_analysis_22-Oct-2016	471	 0.99	 1.95	379	 0.92	 1.60	801.25	419.50	 5.23	2475.44	 1.42	4177.71
P218A3	A3	P218	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	CBA f3	Mouse	Foci_processed_22-Oct-2016_73662561843_foci_analysis_22-Oct-2016	605	 0.85	 1.94	484	 0.81	 2.03	1035.70	533.06	 5.29	2865.50	 1.42	4094.14
P218A4	A4	P218	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	235CC	Mouse	Foci_processed_22-Oct-2016_73662566196_foci_analysis_22-Oct-2016	574	 0.66	 1.58	462	 0.63	 1.36	946.88	433.11	 4.34	2682.46	 1.32	3088.46
P218A5	A5	P218	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	233CC	Mouse	Foci_processed_22-Oct-2016_73662569693_foci_analysis_22-Oct-2016	634	 1.63	 2.96	523	 1.53	 2.90	868.16	411.09	 5.68	2332.88	 1.35	7466.42
P218A6	A6	P218	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	C57BL f1	Mouse	Foci_processed_22-Oct-2016_73662573935_foci_analysis_22-Oct-2016	789	 1.24	 5.14	689	 0.82	 1.80	850.78	417.77	 4.94	2485.43	 1.25	3749.49
P218A7	A7	P218	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	254CC	Mouse	Foci_processed_22-Oct-2016_73662577067_foci_analysis_22-Oct-2016	308	 0.69	 1.69	250	 0.62	 1.27	1137.85	503.92	 5.20	1668.54	 1.38	3316.33
P218A8	A8	P218	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	907CC	Mouse	Foci_processed_22-Oct-2016_73662580441_foci_analysis_22-Oct-2016	575	 1.15	 3.35	485	 0.94	 1.76	976.84	444.50	 5.32	2569.29	 1.21	4521.31
P218A9	A9	P218	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	946CC	Mouse	Foci_processed_22-Oct-2016_73662582677_foci_analysis_22-Oct-2016	666	 1.28	 4.07	563	 0.96	 1.97	872.72	466.48	 5.10	2438.77	 1.28	5297.91
