name	Position	plate	Radiation	Radiation Type	Radiation Time	Cell Type	Antibody	Date of preparation	UserID	Race	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
P224A1	A1	P224	0.3	Si 350 MeV/n	8 hr	Fibro	53BP1	10/3/2016	C3H m3	Mouse	Foci_processed_29-Oct-2016_73663206061_foci_analysis_29-Oct-2016	318	 2.60	 5.58	274	 2.28	 3.00	827.85	407.79	 3.85	1442.36	 1.57	6528.41
P224A10	A10	P224	0.3	Si 350 MeV/n	8 hr	Fibro	53BP1	10/3/2016	893CC	Mouse	Foci_processed_29-Oct-2016_73663248850_foci_analysis_29-Oct-2016	187	 3.33	 6.93	166	 2.99	 4.19	999.15	579.71	 3.78	2946.76	 1.56	12176.93
P224A2	A2	P224	0.3	Si 350 MeV/n	8 hr	Fibro	53BP1	10/3/2016	257CC	Mouse	Foci_processed_29-Oct-2016_73663208119_foci_analysis_29-Oct-2016	233	 2.77	 4.41	194	 2.62	 4.14	1093.96	564.66	 4.00	2618.18	 1.55	11300.51
P224A3	A3	P224	0.3	Si 350 MeV/n	8 hr	Fibro	53BP1	10/3/2016	CBA f3	Mouse	Foci_processed_29-Oct-2016_73663210127_foci_analysis_29-Oct-2016	610	 1.50	 2.13	496	 1.46	 2.02	1041.74	586.53	 4.93	2447.64	 1.38	6225.70
P224A4	A4	P224	0.3	Si 350 MeV/n	8 hr	Fibro	53BP1	10/3/2016	235CC	Mouse	Foci_processed_29-Oct-2016_73663212152_foci_analysis_29-Oct-2016	341	 2.24	 4.58	272	 2.11	 3.27	900.02	453.63	 4.18	1853.50	 1.38	7688.19
P224A5	A5	P224	0.3	Si 350 MeV/n	8 hr	Fibro	53BP1	10/3/2016	233CC	Mouse	Foci_processed_29-Oct-2016_73663240720_foci_analysis_29-Oct-2016	308	 4.76	 6.53	257	 4.27	 5.27	945.13	507.37	 5.01	2044.05	 1.48	15739.79
P224A6	A6	P224	0.3	Si 350 MeV/n	8 hr	Fibro	53BP1	10/3/2016	C57BL f1	Mouse	Foci_processed_29-Oct-2016_73663243330_foci_analysis_29-Oct-2016	329	 3.24	 5.21	284	 2.98	 4.67	880.82	424.46	 3.73	2511.43	 1.53	8668.44
P224A7	A7	P224	0.3	Si 350 MeV/n	8 hr	Fibro	53BP1	10/3/2016	254CC	Mouse	Foci_processed_29-Oct-2016_73663244985_foci_analysis_29-Oct-2016	200	 2.95	 6.92	154	 2.71	 6.12	1069.09	478.16	 4.34	2010.18	 1.56	10089.14
P224A8	A8	P224	0.3	Si 350 MeV/n	8 hr	Fibro	53BP1	10/3/2016	907CC	Mouse	Foci_processed_29-Oct-2016_73663247656_foci_analysis_29-Oct-2016	243	 3.09	 4.53	201	 2.94	 4.02	1000.85	508.35	 4.05	3283.84	 1.42	10313.88
P224A9	A9	P224	0.3	Si 350 MeV/n	8 hr	Fibro	53BP1	10/3/2016	946CC	Mouse	Foci_processed_29-Oct-2016_73663248296_foci_analysis_29-Oct-2016	94	 2.46	 3.16	82	 2.68	 3.28	814.03	429.42	 4.57	2083.86	 1.74	8541.87
P224B1	B1	P224	0.3	Si 350 MeV/n	8 hr	Fibro	53BP1	10/3/2016	253CC	Mouse	Foci_processed_29-Oct-2016_73663205816_foci_analysis_29-Oct-2016	308	 1.72	 2.95	235	 1.82	 2.85	904.81	435.75	 3.76	2127.09	 1.35	6637.98
P224B10	B10	P224	0.3	Si 350 MeV/n	8 hr	Fibro	53BP1	10/3/2016	882CC	Mouse	Foci_processed_29-Oct-2016_73663248604_foci_analysis_29-Oct-2016	274	 3.49	 8.56	230	 2.83	 3.69	797.22	421.91	 4.13	2213.14	 1.42	7959.36
P224B2	B2	P224	0.3	Si 350 MeV/n	8 hr	Fibro	53BP1	10/3/2016	220CC	Mouse	Foci_processed_29-Oct-2016_73663207833_foci_analysis_29-Oct-2016	301	 2.60	 4.32	241	 2.34	 3.81	957.89	515.57	 5.17	2484.38	 1.55	8044.59
P224B3	B3	P224	0.3	Si 350 MeV/n	8 hr	Fibro	53BP1	10/3/2016	247CC	Mouse	Foci_processed_29-Oct-2016_73663209876_foci_analysis_29-Oct-2016	285	 2.37	 3.66	238	 2.28	 3.42	1089.13	586.79	 4.22	1975.53	 1.55	9196.81
P224B4	B4	P224	0.3	Si 350 MeV/n	8 hr	Fibro	53BP1	10/3/2016	226CC	Mouse	Foci_processed_29-Oct-2016_73663212012_foci_analysis_29-Oct-2016	164	 3.37	 5.11	138	 3.37	 4.84	1000.71	450.11	 3.75	1914.74	 1.49	11336.20
P224B5	B5	P224	0.3	Si 350 MeV/n	8 hr	Fibro	53BP1	10/3/2016	236CC	Mouse	Foci_processed_29-Oct-2016_73663240571_foci_analysis_29-Oct-2016	177	 2.75	 4.30	150	 2.47	 3.75	1097.43	582.47	 3.60	1913.94	 1.63	10243.57
P224B6	B6	P224	0.3	Si 350 MeV/n	8 hr	Fibro	53BP1	10/3/2016	915CC	Mouse	Foci_processed_29-Oct-2016_73663243087_foci_analysis_29-Oct-2016	278	 2.59	 3.82	235	 2.57	 3.73	1024.00	509.21	 3.69	2477.78	 1.32	8374.87
P224B7	B7	P224	0.3	Si 350 MeV/n	8 hr	Fibro	53BP1	10/3/2016	251CC	Mouse	Foci_processed_29-Oct-2016_73663244747_foci_analysis_29-Oct-2016	256	 3.66	 4.83	215	 3.88	 5.01	894.06	436.37	 4.44	2108.11	 1.38	12945.53
P224B8	B8	P224	0.3	Si 350 MeV/n	8 hr	Fibro	53BP1	10/3/2016	258CC	Mouse	Foci_processed_29-Oct-2016_73663247123_foci_analysis_29-Oct-2016	582	 2.49	 4.91	476	 2.37	 4.42	985.49	458.33	 4.90	1771.26	 1.44	8550.60
P224B9	B9	P224	0.3	Si 350 MeV/n	8 hr	Fibro	53BP1	10/3/2016	934CC	Mouse	Foci_processed_29-Oct-2016_73663248138_foci_analysis_29-Oct-2016	178	 5.03	 7.22	149	 4.81	 6.46	881.09	420.06	 4.19	2020.46	 1.49	15430.58
P224C1	C1	P224	0.3	Si 350 MeV/n	8 hr	Fibro	53BP1	10/3/2016	CBA f1	Mouse	Foci_processed_29-Oct-2016_73663205465_foci_analysis_29-Oct-2016	414	 1.17	 2.02	345	 0.97	 1.53	889.96	470.43	 3.92	2763.02	 1.46	3562.16
P224C10	C10	P224	0.3	Si 350 MeV/n	8 hr	Fibro	53BP1	10/3/2016	922CC	Mouse	Foci_processed_29-Oct-2016_73663248486_foci_analysis_29-Oct-2016	136	 4.43	 5.70	109	 4.72	 5.69	946.30	428.27	 3.89	2291.71	 1.39	13655.07
P224C2	C2	P224	0.3	Si 350 MeV/n	8 hr	Fibro	53BP1	10/3/2016	263CC	Mouse	Foci_processed_29-Oct-2016_73663207543_foci_analysis_29-Oct-2016	326	 3.08	 4.53	264	 2.96	 3.76	890.87	447.42	 4.58	2620.52	 1.45	9663.96
P224C3	C3	P224	0.3	Si 350 MeV/n	8 hr	Fibro	53BP1	10/3/2016	B6C3 m1	Mouse	Foci_processed_29-Oct-2016_73663209442_foci_analysis_29-Oct-2016	470	 2.39	 4.03	389	 2.42	 3.81	921.29	495.18	 5.06	2583.01	 1.25	8888.89
P224C4	C4	P224	0.3	Si 350 MeV/n	8 hr	Fibro	53BP1	10/3/2016	B6C3 m3	Mouse	Foci_processed_29-Oct-2016_73663211833_foci_analysis_29-Oct-2016	210	 2.60	 3.66	179	 2.34	 3.22	948.93	471.36	 3.67	2296.05	 1.39	8080.84
P224C5	C5	P224	0.3	Si 350 MeV/n	8 hr	Fibro	53BP1	10/3/2016	208CC	Mouse	Foci_processed_29-Oct-2016_73663240454_foci_analysis_29-Oct-2016	126	 3.33	 5.13	105	 3.12	 4.67	921.30	484.23	 4.32	2148.52	 1.60	11778.04
P224C6	C6	P224	0.3	Si 350 MeV/n	8 hr	Fibro	53BP1	10/3/2016	954CC	Mouse	Foci_processed_29-Oct-2016_73663242398_foci_analysis_29-Oct-2016	739	 2.44	 3.52	614	 2.50	 3.39	803.57	409.08	 4.91	2155.95	 1.19	7890.57
P224C7	C7	P224	0.3	Si 350 MeV/n	8 hr	Fibro	53BP1	10/3/2016	928CC	Mouse	Foci_processed_29-Oct-2016_73663244500_foci_analysis_29-Oct-2016	270	 3.30	10.49	229	 2.55	 3.92	807.99	372.03	 4.43	2021.04	 1.34	6781.40
P224C8	C8	P224	0.3	Si 350 MeV/n	8 hr	Fibro	53BP1	10/3/2016	925CC	Mouse	Foci_processed_29-Oct-2016_73663246941_foci_analysis_29-Oct-2016	203	 3.08	 5.00	167	 2.83	 4.27	846.87	422.36	 4.18	2399.10	 1.40	9111.45
P224C9	C9	P224	0.3	Si 350 MeV/n	8 hr	Fibro	53BP1	10/3/2016	921CC	Mouse	Foci_processed_29-Oct-2016_73663247958_foci_analysis_29-Oct-2016	212	 3.43	 5.07	170	 3.05	 4.45	959.42	469.95	 3.69	2460.69	 1.36	9608.11
P224D1	D1	P224	0.3	Si 350 MeV/n	8 hr	Fibro	53BP1	10/3/2016	CBA m1	Mouse	Foci_processed_29-Oct-2016_73663205370_foci_analysis_29-Oct-2016	104	 3.37	 5.55	88	 3.33	 5.72	1210.30	560.68	 4.05	2336.46	 1.71	13587.17
P224D10	D10	P224	0.3	Si 350 MeV/n	8 hr	Fibro	53BP1	10/3/2016	923CC	Mouse	Foci_processed_29-Oct-2016_73663248381_foci_analysis_29-Oct-2016	126	 4.30	 5.84	102	 4.38	 5.36	932.81	406.02	 3.61	2467.87	 1.34	12678.80
P224D2	D2	P224	0.3	Si 350 MeV/n	8 hr	Fibro	53BP1	10/3/2016	CBA m2	Mouse	Foci_processed_29-Oct-2016_73663207400_foci_analysis_29-Oct-2016	161	 2.58	 4.43	132	 2.42	 4.39	1114.05	501.23	 3.68	2690.76	 1.64	9512.32
P224D3	D3	P224	0.3	Si 350 MeV/n	8 hr	Fibro	53BP1	10/3/2016	B6C3 m2	Mouse	Foci_processed_29-Oct-2016_73663209122_foci_analysis_29-Oct-2016	365	 2.98	 4.45	305	 2.77	 3.73	915.86	426.90	 4.36	2525.99	 1.27	8121.15
P224D4	D4	P224	0.3	Si 350 MeV/n	8 hr	Fibro	53BP1	10/3/2016	B6C3 f3	Mouse	Foci_processed_29-Oct-2016_73663211390_foci_analysis_29-Oct-2016	531	 2.01	 2.94	449	 1.90	 2.72	836.99	395.63	 3.49	2946.64	 1.25	5209.29
P224D5	D5	P224	0.3	Si 350 MeV/n	8 hr	Fibro	53BP1	10/3/2016	951CC	Mouse	Foci_processed_29-Oct-2016_73663240185_foci_analysis_29-Oct-2016	294	 3.59	 5.06	237	 3.54	 4.87	833.15	390.16	 4.42	2607.75	 1.31	10993.62
P224D6	D6	P224	0.3	Si 350 MeV/n	8 hr	Fibro	53BP1	10/3/2016	942CC	Mouse	Foci_processed_29-Oct-2016_73663242086_foci_analysis_29-Oct-2016	341	 3.30	 4.28	282	 3.37	 4.13	899.61	432.80	 4.53	2041.01	 1.33	11315.79
P224D7	D7	P224	0.3	Si 350 MeV/n	8 hr	Fibro	53BP1	10/3/2016	261CC	Mouse	Foci_processed_29-Oct-2016_73663244122_foci_analysis_29-Oct-2016	430	 2.76	 4.34	364	 2.65	 3.96	740.69	341.49	 4.08	1958.33	 1.29	7517.84
P224D8	D8	P224	0.3	Si 350 MeV/n	8 hr	Fibro	53BP1	10/3/2016	280CC	Mouse	Foci_processed_29-Oct-2016_73663246284_foci_analysis_29-Oct-2016	700	 1.93	 3.58	574	 1.78	 2.95	727.19	333.13	 5.01	1738.35	 1.22	5677.93
P224D9	D9	P224	0.3	Si 350 MeV/n	8 hr	Fibro	53BP1	10/3/2016	906CC	Mouse	Foci_processed_29-Oct-2016_73663247872_foci_analysis_29-Oct-2016	92	 5.04	 6.34	79	 4.82	 5.76	929.02	420.98	 4.26	1962.84	 1.66	17114.85
P224E1	E1	P224	0.3	Si 350 MeV/n	8 hr	Fibro	53BP1	10/3/2016	256CC	Mouse	Foci_processed_29-Oct-2016_73663205212_foci_analysis_29-Oct-2016	181	 3.41	 4.52	153	 3.45	 4.42	1049.81	461.97	 3.75	2287.28	 1.54	10439.82
P224E2	E2	P224	0.3	Si 350 MeV/n	8 hr	Fibro	53BP1	10/3/2016	CBA f2	Mouse	Foci_processed_29-Oct-2016_73663206902_foci_analysis_29-Oct-2016	549	 1.50	 2.08	445	 1.45	 1.96	879.18	430.64	 4.65	2401.35	 1.34	5450.11
P224E3	E3	P224	0.3	Si 350 MeV/n	8 hr	Fibro	53BP1	10/3/2016	B6C3 f2	Mouse	Foci_processed_29-Oct-2016_73663208964_foci_analysis_29-Oct-2016	189	 2.97	 4.13	154	 2.96	 3.82	1145.41	547.34	 3.45	3059.14	 1.48	10272.38
P224E4	E4	P224	0.3	Si 350 MeV/n	8 hr	Fibro	53BP1	10/3/2016	C57BL m3	Mouse	Foci_processed_29-Oct-2016_73663211215_foci_analysis_29-Oct-2016	202	 2.63	 4.05	169	 2.48	 3.55	953.05	458.14	 4.04	1937.88	 1.42	7749.98
P224E5	E5	P224	0.3	Si 350 MeV/n	8 hr	Fibro	53BP1	10/3/2016	BALBC m3	Mouse	Foci_processed_29-Oct-2016_73663213006_foci_analysis_29-Oct-2016	209	 1.84	 3.14	171	 1.74	 2.83	1010.90	449.69	 4.33	2073.03	 1.43	6454.99
P224E6	E6	P224	0.3	Si 350 MeV/n	8 hr	Fibro	53BP1	10/3/2016	927CC	Mouse	Foci_processed_29-Oct-2016_73663241753_foci_analysis_29-Oct-2016	378	 1.62	 3.05	295	 1.61	 3.06	817.12	404.24	 4.64	2053.32	 1.32	4808.74
