name	Position	plate	Radiation	Radiation Type	Radiation Time	Cell Type	Antibody	Date of preparation	UserID	Race	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
P232A1	A1	P232	0	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	247CC	Mouse	Foci_processed_06-Nov-2016_73664003168_foci_analysis_06-Nov-2016	628	1.58	3.33	538	1.37	2.62	1048.9	509.32	4.83	3337.71	1.25	4727.15
P232A2	A2	P232	0	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	253CC	Mouse	Foci_processed_06-Nov-2016_73664007600_foci_analysis_06-Nov-2016	593	0.99	2.32	489	0.86	1.69	987.2	460.4	4.55	3968.22	1.13	3050.58
P232A3	A3	P232	0	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	235CC	Mouse	Foci_processed_07-Nov-2016_73664172953_foci_analysis_07-Nov-2016	584	0.69	1.63	496	0.65	1.57	937.25	441.64	3.51	4166.65	1.38	2015.2
P232A4	A4	P232	0	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	C3H f2	Mouse	Foci_processed_07-Nov-2016_73664173418_foci_analysis_07-Nov-2016	589	0.68	1.38	503	0.7	1.36	1136.43	672.87	3.46	8130.98	1.43	2123.9
P232A5	A5	P232	0	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	915CC	Mouse	Foci_processed_07-Nov-2016_73664173878_foci_analysis_07-Nov-2016	621	1.17	5.15	559	0.86	1.95	1018.51	527.88	3.7	6223.89	1.38	2593.97
P232B1	B1	P232	0	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	256CC	Mouse	Foci_processed_06-Nov-2016_73664002601_foci_analysis_06-Nov-2016	660	1.19	2.5	542	1.11	2.31	872.52	422.55	4.65	4288.82	1.12	3303.52
P232B2	B2	P232	0	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	257CC	Mouse	Foci_processed_06-Nov-2016_73664006994_foci_analysis_06-Nov-2016	678	1.18	2.4	556	1.16	2.32	832.96	418.74	4.65	4942.06	1.16	2938.55
P232B3	B3	P232	0	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	239CC	Mouse	Foci_processed_07-Nov-2016_73664174382_foci_analysis_07-Nov-2016	422	0.88	1.75	365	0.78	1.49	918.83	476.89	3.81	5104.97	1.42	2492.59
P232B4	B4	P232	0	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	C3H f1	Mouse	Foci_processed_07-Nov-2016_73664174733_foci_analysis_07-Nov-2016	560	1.03	1.95	463	1.04	1.96	1137.27	551.86	3.95	5862.87	1.31	3382.3
P232B5	B5	P232	0	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	233CC	Mouse	Foci_processed_07-Nov-2016_73664175190_foci_analysis_07-Nov-2016	660	1.33	2.52	554	1.17	2.15	845.17	444.53	4.64	4518.07	1.47	3392.95
P232C1	C1	P232	0	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	CBA m2	Mouse	Foci_processed_06-Nov-2016_73664002242_foci_analysis_06-Nov-2016	397	1.13	2.79	329	0.98	2.33	982.57	448.33	5.12	5318.58	1.22	3040.67
P232C2	C2	P232	0	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	220CC	Mouse	Foci_processed_06-Nov-2016_73664006528_foci_analysis_06-Nov-2016	511	0.59	1.22	413	0.55	1.26	1218.77	702.11	4.91	5771.13	1.18	1959.87
P232C3	C3	P232	0	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	B6C3 m1	Mouse	Foci_processed_07-Nov-2016_73664175782_foci_analysis_07-Nov-2016	566	0.93	1.9	472	0.82	1.67	929.28	455.85	3.69	5500.66	1.36	2378.96
P232C4	C4	P232	0	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	226CC	Mouse	Foci_processed_07-Nov-2016_73664176241_foci_analysis_07-Nov-2016	487	1.21	3.17	417	1.11	2.85	994.74	487.26	3.68	4555.61	1.38	3220.22
P232C5	C5	P232	0	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	937CC	Mouse	Foci_processed_07-Nov-2016_73664176631_foci_analysis_07-Nov-2016	666	1.51	2.75	569	1.35	2.34	905.44	432.18	4.2	5140.72	1.35	4108.49
P232D1	D1	P232	0	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	CBA m3	Mouse	Foci_processed_06-Nov-2016_73664001958_foci_analysis_06-Nov-2016	324	0.97	2.05	274	0.92	1.98	1184.62	590.43	4.79	5232.2	1.2	3975.66
P232D2	D2	P232	0	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	263CC	Mouse	Foci_processed_06-Nov-2016_73664005855_foci_analysis_06-Nov-2016	708	0.96	1.91	585	0.95	1.86	904.47	503.66	4.65	5069.7	1.18	2735.51
P232D3	D3	P232	0	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	B6C3 m3	Mouse	Foci_processed_07-Nov-2016_73664177203_foci_analysis_07-Nov-2016	557	0.71	1.69	472	0.67	1.63	972.13	488.51	3.71	5120.35	1.33	2093.17
P232D4	D4	P232	0	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	B6C3 m2	Mouse	Foci_processed_07-Nov-2016_73664177644_foci_analysis_07-Nov-2016	707	0.79	1.81	611	0.66	1.56	958.49	478.69	4.11	4719.81	1.34	1951.09
P232D5	D5	P232	0	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	BALBC m3	Mouse	Foci_processed_07-Nov-2016_73664178228_foci_analysis_07-Nov-2016	510	0.44	1.1	421	0.41	0.96	989.85	496.61	3.99	4050.59	1.42	1441.53
P232E1	E1	P232	0	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	CBA m1	Mouse	Foci_processed_06-Nov-2016_73664001575_foci_analysis_06-Nov-2016	418	1.6	3.68	336	1.36	2.91	1032.4	486.57	5.12	4469.99	1.21	5511.95
P232E2	E2	P232	0	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	CBA f1	Mouse	Foci_processed_06-Nov-2016_73664005375_foci_analysis_06-Nov-2016	542	0.64	2.49	458	0.55	1.26	1153.01	589.45	5.07	4865.69	1.15	2208.41
P232E3	E3	P232	0	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	B6C3 f2	Mouse	Foci_processed_07-Nov-2016_73664178646_foci_analysis_07-Nov-2016	523	0.83	1.74	458	0.76	1.63	959.78	473.91	3.54	6091.99	1.38	2227.49
P232E4	E4	P232	0	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	C57BL m3	Mouse	Foci_processed_07-Nov-2016_73664179066_foci_analysis_07-Nov-2016	593	0.74	1.68	499	0.69	1.59	964.26	514.63	3.64	5443.21	1.36	1937.62
P232E5	E5	P232	0	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	942CC	Mouse	Foci_processed_07-Nov-2016_73664179553_foci_analysis_07-Nov-2016	549	1.21	2.77	450	0.92	1.92	994.69	489.13	3.89	4492.21	1.37	3120.51
P232F1	F1	P232	0	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	CBA f2	Mouse	Foci_processed_06-Nov-2016_73664001021_foci_analysis_06-Nov-2016	677	0.36	1	568	0.35	1.03	717.76	386.9	4.29	4480.38	1.2	1180.36
P232F2	F2	P232	0	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	CBA f3	Mouse	Foci_processed_06-Nov-2016_73664004769_foci_analysis_06-Nov-2016	685	0.38	0.84	563	0.36	0.84	775.34	373.25	5.06	4392.13	1.2	1015.05
P232F3	F3	P232	0	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	B6C3 f3	Mouse	Foci_processed_06-Nov-2016_73664004904_foci_analysis_06-Nov-2016	355	0.93	2.6	286	0.83	1.95	850.7	434.13	3.72	5115.9	1.17	2684.07
P232F4	F4	P232	0	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	B6C3 f1	Mouse	Foci_processed_07-Nov-2016_73664180019_foci_analysis_07-Nov-2016	656	0.8	1.75	557	0.77	1.59	1279.62	587.77	4.06	4986.47	1.28	2862.77
P232F5	F5	P232	0	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	951CC	Mouse	Foci_processed_07-Nov-2016_73664180563_foci_analysis_07-Nov-2016	638	0.41	1.05	544	0.39	0.95	829.24	416.17	3.85	4775.31	1.38	1449.08
P232G1	G1	P232	0	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	C3H m3	Mouse	Foci_processed_06-Nov-2016_73664000457_foci_analysis_06-Nov-2016	661	0.64	1.55	552	0.59	1.36	1120	618.08	4.93	4007.73	1.15	2175.55
