name	Position	plate	Radiation	Radiation Type	Radiation Time	Cell Type	Antibody	Date of preparation	UserID	Race	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
P215A10	A10	P215	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	893CC	Mouse	Foci_processed_27-Oct-2016_73663055576_foci_analysis_27-Oct-2016	466	0.76	1.39	389	0.67	1.11	1311.04	708.81	4.33	2758.04	1.57	4229.43
P215A3	A3	P215	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	CBA f3	Mouse	Foci_processed_19-Oct-2016_73662296494_foci_analysis_19-Oct-2016	487	0.97	1.36	395	0.91	1.27	1470.29	809.71	5.99	2575.96	1.48	6653.17
P215A4	A4	P215	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	235CC	Mouse	Foci_processed_20-Oct-2016_73662300799_foci_analysis_20-Oct-2016	473	1.44	4.7	388	1.06	2.26	1130.17	568.17	4.89	2164.93	1.31	5856.11
P215A5	A5	P215	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	233CC	Mouse	Foci_processed_20-Oct-2016_73662364697_foci_analysis_20-Oct-2016	608	1.44	2.97	491	1.32	2.45	1001.06	472.98	5.08	3288.51	1.61	7007.68
P215A6	A6	P215	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	C57BL f1	Mouse	Foci_processed_27-Oct-2016_73663056003_foci_analysis_27-Oct-2016	773	0.58	1.31	652	0.53	1.28	1088.26	538.7	4.12	2570.09	1.37	2917.83
P215A7	A7	P215	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	254CC	Mouse	Foci_processed_20-Oct-2016_73662366124_foci_analysis_20-Oct-2016	143	0.66	1.57	107	0.76	1.78	1260.29	560.75	4.07	2725.41	1.43	3721.28
P215A8	A8	P215	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	907CC	Mouse	Foci_processed_20-Oct-2016_73662314788_foci_analysis_20-Oct-2016	498	1.15	2.15	394	1.13	1.73	1046.65	497.75	5.56	2916.22	1.18	6500.06
P215A9	A9	P215	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	946CC	Mouse	Foci_processed_20-Oct-2016_73662316740_foci_analysis_20-Oct-2016	319	1.27	2.25	253	1.32	2.3	1076.63	603.37	4.98	3419.3	1.3	6086.23
P215B10	B10	P215	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	882CC	Mouse	Foci_processed_20-Oct-2016_73662366247_foci_analysis_20-Oct-2016	573	0.87	1.71	485	0.83	1.66	918.42	455.72	4.21	4032.47	1.45	3683.28
P215B3	B3	P215	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	247CC	Mouse	Foci_processed_19-Oct-2016_73662296169_foci_analysis_19-Oct-2016	353	1.12	2.38	289	1	1.72	1168.76	573.91	5.21	2705.67	1.37	7072.88
P215B4	B4	P215	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	226CC	Mouse	Foci_processed_20-Oct-2016_73662300537_foci_analysis_20-Oct-2016	286	1.36	3.13	233	1.24	1.94	1294.5	589.63	4.85	2379.26	1.29	6962.06
P215B5	B5	P215	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	236CC	Mouse	Foci_processed_20-Oct-2016_73662366767_foci_analysis_20-Oct-2016	421	0.85	2.11	347	0.8	1.94	1336.91	550.69	3.63	2677.2	1.38	5128.02
P215B6	B6	P215	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	915CC	Mouse	Foci_processed_20-Oct-2016_73662367135_foci_analysis_20-Oct-2016	612	0.76	1.73	519	0.76	1.74	920.83	392.29	4.23	2396.28	1.34	3669.95
P215B7	B7	P215	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	251CC	Mouse	Foci_processed_20-Oct-2016_73662367701_foci_analysis_20-Oct-2016	328	0.71	1.24	280	0.68	1	1001.78	461.47	4.37	2432.53	1.41	4288.53
P215B8	B8	P215	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	258CC	Mouse	Foci_processed_20-Oct-2016_73662368003_foci_analysis_20-Oct-2016	730	0.57	1.14	611	0.54	1.1	1057.3	489.33	4.23	2140.79	1.55	2998.87
P215B9	B9	P215	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	934CC	Mouse	Foci_processed_20-Oct-2016_73662316152_foci_analysis_20-Oct-2016	626	1.48	5.1	550	1.16	2.41	960.57	446.34	4.53	3245.6	1.27	4858.89
P215C10	C10	P215	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	922CC	Mouse	Foci_processed_20-Oct-2016_73662317343_foci_analysis_20-Oct-2016	649	1.14	2.8	572	0.93	1.64	924.82	411.17	4.24	3278.01	1.13	4323.66
P215C3	C3	P215	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	B6C3 m1	Mouse	Foci_processed_19-Oct-2016_73662295507_foci_analysis_19-Oct-2016	727	0.68	1.42	607	0.55	0.95	823.97	382.23	5.12	2843.99	1.17	3278.72
P215C4	C4	P215	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	B6C3 m3	Mouse	Foci_processed_19-Oct-2016_73662299884_foci_analysis_19-Oct-2016	707	0.79	2.17	598	0.76	2.29	980.25	437.69	4.92	2646.64	1.2	4121.68
P215C5	C5	P215	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	208CC	Mouse	Foci_processed_20-Oct-2016_73662368685_foci_analysis_20-Oct-2016	456	1.05	2.58	371	0.94	2	1134.49	496.49	4.96	4164.79	1.47	5267.57
P215C6	C6	P215	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	954CC	Mouse	Foci_processed_20-Oct-2016_73662369130_foci_analysis_20-Oct-2016	701	0.57	1.26	596	0.47	0.86	828.18	368.45	3.86	2553.04	1.39	3182.32
P215C7	C7	P215	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	928CC	Mouse	Foci_processed_27-Oct-2016_73663056664_foci_analysis_27-Oct-2016	300	0.43	0.94	247	0.43	0.91	956.26	419.94	3.74	2451.39	1.45	1957.12
P215C8	C8	P215	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	925CC	Mouse	Foci_processed_27-Oct-2016_73663056910_foci_analysis_27-Oct-2016	212	0.68	1.31	169	0.72	1.39	1155.07	516.1	4.56	2582	1.44	3249.75
P215C9	C9	P215	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	921CC	Mouse	Foci_processed_20-Oct-2016_73662369749_foci_analysis_20-Oct-2016	516	0.73	1.23	448	0.67	1.1	1076.86	459.59	3.2	3295.71	1.35	3916.01
P215D10	D10	P215	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	923CC	Mouse	Foci_processed_20-Oct-2016_73662317036_foci_analysis_20-Oct-2016	358	1.17	2.54	299	1.11	1.64	960.1	407.06	3.75	3585.86	1.15	4990.9
P215D3	D3	P215	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	B6C3 m2	Mouse	Foci_processed_19-Oct-2016_73662294833_foci_analysis_19-Oct-2016	759	0.6	2.34	644	0.47	1.02	557.2	300.97	4.95	2955.44	1.19	1726.81
P215D4	D4	P215	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	B6C3 f3	Mouse	Foci_processed_19-Oct-2016_73662299262_foci_analysis_19-Oct-2016	706	0.51	1.04	617	0.5	1.03	931.69	406.02	4.78	2550.59	1.21	2715.36
P215D5	D5	P215	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	951CC	Mouse	Foci_processed_20-Oct-2016_73662370190_foci_analysis_20-Oct-2016	784	0.54	1.12	672	0.45	0.81	914.39	405.84	3.82	2878.58	1.37	3015.62
P215D6	D6	P215	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	942CC	Mouse	Foci_processed_20-Oct-2016_73662307209_foci_analysis_20-Oct-2016	628	1.1	1.89	507	1.04	1.83	1029.38	447.27	4.65	2713.58	1.29	5770.65
P215D7	D7	P215	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	261CC	Mouse	Foci_processed_20-Oct-2016_73662370887_foci_analysis_20-Oct-2016	619	0.51	1.53	527	0.5	1.33	975.23	381.67	3.76	2352.46	1.35	2197.65
P215D8	D8	P215	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	280CC	Mouse	Foci_processed_20-Oct-2016_73662371424_foci_analysis_20-Oct-2016	579	0.63	1.73	484	0.64	1.66	899.57	364.85	4.31	2539.29	1.42	2644.24
P215D9	D9	P215	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	906CC	Mouse	Foci_processed_20-Oct-2016_73662315265_foci_analysis_20-Oct-2016	405	1.84	3.25	343	1.6	2.57	1057.02	495.31	5.43	3121.41	1.41	8839.95
P215E4	E4	P215	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	C57BL m3	Mouse	Foci_processed_19-Oct-2016_73662298659_foci_analysis_19-Oct-2016	662	0.98	2.06	555	0.97	2.14	1059.45	436.42	5.3	2519.98	1.19	5283.66
P215E5	E5	P215	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	BALBC m3	Mouse	Foci_processed_20-Oct-2016_73662371956_foci_analysis_20-Oct-2016	389	0.66	1.57	320	0.71	1.68	1102.17	429.6	4.11	2545.54	1.47	3056.57
P215E6	E6	P215	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	927CC	Mouse	Foci_processed_20-Oct-2016_73662306604_foci_analysis_20-Oct-2016	666	0.56	1.74	550	0.48	1.06	977.95	437.04	4.69	2663.52	1.29	1927.91
P215E7	E7	P215	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	919CC	Mouse	Foci_processed_20-Oct-2016_73662372311_foci_analysis_20-Oct-2016	174	0.98	2.24	135	0.91	1.91	1020.69	469.29	3.39	2542.1	1.55	4185.84
P215E8	E8	P215	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	255CC	Mouse	Foci_processed_20-Oct-2016_73662372468_foci_analysis_20-Oct-2016	296	1.05	2.26	256	0.97	2.01	992.89	451.17	4.1	3526.93	1.39	4494.54
P215F4	F4	P215	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	B6C3 f1	Mouse	Foci_processed_19-Oct-2016_73662298145_foci_analysis_19-Oct-2016	590	1.16	2.36	492	1.11	2.32	1107.28	479.41	4.41	3511.18	1.21	5035.08
P215F5	F5	P215	0.3	Si 350 MeV/n	48 hr	Fibro	53BP1	10/3/2016	938CC	Mouse	Foci_processed_20-Oct-2016_73662372743_foci_analysis_20-Oct-2016	553	1.01	1.91	468	0.99	1.88	1202.03	483.4	3.71	3475.21	1.33	5122.91
