name	Position	plate	Radiation	Radiation Type	Radiation Time	Cell Type	Antibody	Date of preparation	UserID	Race	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
P208A10	A10	P208	0	Si 350 MeV/n	4 hr	Fibro	53BP1	10/3/2016	893CC	Mouse	Foci_processed_26-Oct-2016_73662998028_foci_analysis_26-Oct-2016	160	 3.63	 5.13	136	 3.48	 4.74	668.64	314.00	 3.41	1624.22	 1.69	7448.26
P208A2	A2	P208	0	Si 350 MeV/n	4 hr	Fibro	53BP1	10/3/2016	257CC	Mouse	Foci_processed_08-Oct-2016_73661198769_foci_analysis_08-Oct-2016	241	 4.64	 6.76	198	 3.90	 5.15	798.37	391.21	 3.97	2826.21	 1.55	9372.88
P208A3	A3	P208	0	Si 350 MeV/n	4 hr	Fibro	53BP1	10/3/2016	CBA f3	Mouse	Foci_processed_09-Oct-2016_73661200689_foci_analysis_09-Oct-2016	571	 2.16	 3.44	462	 2.14	 3.40	948.62	469.82	 4.36	2027.13	 1.57	6001.03
P208A4	A4	P208	0	Si 350 MeV/n	4 hr	Fibro	53BP1	10/3/2016	235CC	Mouse	Foci_processed_09-Oct-2016_73661202848_foci_analysis_09-Oct-2016	256	 2.64	 4.22	204	 2.71	 4.32	706.27	312.37	 3.99	1711.84	 1.48	6618.78
P208A5	A5	P208	0	Si 350 MeV/n	4 hr	Fibro	53BP1	10/3/2016	233CC	Mouse	Foci_processed_26-Oct-2016_73662998291_foci_analysis_26-Oct-2016	256	 5.32	 7.24	217	 5.03	 6.39	633.98	315.56	 3.78	1632.47	 1.86	10168.12
P208A6	A6	P208	0	Si 350 MeV/n	4 hr	Fibro	53BP1	10/3/2016	C57BL f1	Mouse	Foci_processed_26-Oct-2016_73662998623_foci_analysis_26-Oct-2016	242	 3.31	 5.41	204	 3.04	 4.94	868.56	518.31	 3.34	1553.14	 1.67	7524.97
P208A7	A7	P208	0	Si 350 MeV/n	4 hr	Fibro	53BP1	10/3/2016	254CC	Mouse	Foci_processed_26-Oct-2016_73662998916_foci_analysis_26-Oct-2016	204	 1.90	 4.03	161	 1.88	 3.74	660.69	307.09	 3.82	992.75	 1.76	3685.12
P208A8	A8	P208	0	Si 350 MeV/n	4 hr	Fibro	53BP1	10/3/2016	907CC	Mouse	Foci_processed_26-Oct-2016_73662999168_foci_analysis_26-Oct-2016	227	 3.94	 5.70	180	 3.72	 5.49	636.00	314.61	 3.53	1904.93	 1.55	7660.87
P208A9	A9	P208	0	Si 350 MeV/n	4 hr	Fibro	53BP1	10/3/2016	946CC	Mouse	Foci_processed_26-Oct-2016_73662999463_foci_analysis_26-Oct-2016	66	 2.86	 4.81	52	 3.15	 5.23	939.62	538.02	 4.08	1495.26	 1.78	8682.62
P208B1	B1	P208	0	Si 350 MeV/n	4 hr	Fibro	53BP1	10/3/2016	253CC	Mouse	Foci_processed_08-Oct-2016_73661196846_foci_analysis_08-Oct-2016	407	 2.52	 3.83	322	 2.47	 3.63	834.15	347.55	 3.71	1769.16	 1.36	6085.97
P208B10	B10	P208	0	Si 350 MeV/n	4 hr	Fibro	53BP1	10/3/2016	882CC	Mouse	Foci_processed_26-Oct-2016_73662999560_foci_analysis_26-Oct-2016	235	 3.04	 4.53	198	 3.17	 4.39	597.17	300.44	 3.57	1680.62	 1.66	6102.93
P208B2	B2	P208	0	Si 350 MeV/n	4 hr	Fibro	53BP1	10/3/2016	220CC	Mouse	Foci_processed_08-Oct-2016_73661198602_foci_analysis_08-Oct-2016	187	 3.40	 6.29	156	 2.79	 4.65	786.39	395.64	 4.44	2056.32	 1.75	7475.90
P208B3	B3	P208	0	Si 350 MeV/n	4 hr	Fibro	53BP1	10/3/2016	247CC	Mouse	Foci_processed_09-Oct-2016_73661200443_foci_analysis_09-Oct-2016	235	 3.96	 6.31	187	 3.73	 5.58	976.90	440.59	 4.38	1964.64	 1.44	11281.76
P208B4	B4	P208	0	Si 350 MeV/n	4 hr	Fibro	53BP1	10/3/2016	226CC	Mouse	Foci_processed_09-Oct-2016_73661202677_foci_analysis_09-Oct-2016	186	 3.23	 5.38	154	 3.06	 5.16	782.24	347.72	 3.41	1590.67	 1.57	6682.42
P208B5	B5	P208	0	Si 350 MeV/n	4 hr	Fibro	53BP1	10/3/2016	236CC	Mouse	Foci_processed_26-Oct-2016_73662999894_foci_analysis_26-Oct-2016	246	 1.68	 3.27	207	 1.66	 3.20	895.01	351.91	 3.05	1457.12	 1.50	4378.91
P208B6	B6	P208	0	Si 350 MeV/n	4 hr	Fibro	53BP1	10/3/2016	915CC	Mouse	Foci_processed_27-Oct-2016_73663000205_foci_analysis_27-Oct-2016	235	 2.32	 4.10	196	 1.91	 3.08	718.27	328.02	 2.82	1723.49	 1.52	4029.74
P208B7	B7	P208	0	Si 350 MeV/n	4 hr	Fibro	53BP1	10/3/2016	251CC	Mouse	Foci_processed_27-Oct-2016_73663000514_foci_analysis_27-Oct-2016	367	 2.11	 3.67	308	 2.17	 3.72	708.77	317.94	 3.18	1786.74	 1.55	4378.10
P208B8	B8	P208	0	Si 350 MeV/n	4 hr	Fibro	53BP1	10/3/2016	258CC	Mouse	Foci_processed_09-Oct-2016_73661210240_foci_analysis_09-Oct-2016	489	 1.69	 3.53	393	 1.70	 3.28	588.04	282.59	 4.75	1047.07	 1.78	3308.26
P208B9	B9	P208	0	Si 350 MeV/n	4 hr	Fibro	53BP1	10/3/2016	934CC	Mouse	Foci_processed_27-Oct-2016_73663001020_foci_analysis_27-Oct-2016	172	 4.04	 5.85	141	 4.13	 6.02	823.42	431.81	 3.81	1279.13	 1.72	9863.87
P208C1	C1	P208	0	Si 350 MeV/n	4 hr	Fibro	53BP1	10/3/2016	CBA f1	Mouse	Foci_processed_08-Oct-2016_73661196462_foci_analysis_08-Oct-2016	445	 1.62	 3.13	359	 1.60	 3.03	829.80	384.77	 4.19	2134.03	 1.55	3795.25
P208C10	C10	P208	0	Si 350 MeV/n	4 hr	Fibro	53BP1	10/3/2016	922CC	Mouse	Foci_processed_27-Oct-2016_73663001266_foci_analysis_27-Oct-2016	227	 3.65	 5.15	190	 3.37	 4.54	741.60	341.01	 3.22	1509.22	 1.57	6923.89
P208C2	C2	P208	0	Si 350 MeV/n	4 hr	Fibro	53BP1	10/3/2016	263CC	Mouse	Foci_processed_08-Oct-2016_73661198333_foci_analysis_08-Oct-2016	298	 4.19	 5.07	245	 4.27	 4.76	780.37	368.03	 4.56	2162.24	 1.47	10588.64
P208C3	C3	P208	0	Si 350 MeV/n	4 hr	Fibro	53BP1	10/3/2016	B6C3 m1	Mouse	Foci_processed_08-Oct-2016_73661199946_foci_analysis_08-Oct-2016	550	 2.21	 4.01	450	 2.20	 3.85	780.57	364.16	 4.35	1883.27	 1.48	5319.50
P208C4	C4	P208	0	Si 350 MeV/n	4 hr	Fibro	53BP1	10/3/2016	B6C3 m3	Mouse	Foci_processed_09-Oct-2016_73661202497_foci_analysis_09-Oct-2016	191	 3.19	 4.70	160	 3.05	 4.63	861.79	360.39	 3.63	2001.86	 1.46	7061.79
P208C5	C5	P208	0	Si 350 MeV/n	4 hr	Fibro	53BP1	10/3/2016	208CC	Mouse	Foci_processed_27-Oct-2016_73663001635_foci_analysis_27-Oct-2016	187	 3.76	 6.29	152	 3.09	 5.04	799.34	359.17	 3.64	1850.97	 1.83	7010.16
P208C6	C6	P208	0	Si 350 MeV/n	4 hr	Fibro	53BP1	10/3/2016	954CC	Mouse	Foci_processed_27-Oct-2016_73663001956_foci_analysis_27-Oct-2016	708	 2.05	 2.91	577	 1.99	 2.69	581.50	283.62	 3.86	1360.82	 1.60	3927.11
P208C7	C7	P208	0	Si 350 MeV/n	4 hr	Fibro	53BP1	10/3/2016	928CC	Mouse	Foci_processed_27-Oct-2016_73663002905_foci_analysis_27-Oct-2016	258	 2.68	 4.32	202	 2.35	 3.73	648.03	307.60	 3.32	1441.37	 1.71	4647.84
P208C8	C8	P208	0	Si 350 MeV/n	4 hr	Fibro	53BP1	10/3/2016	925CC	Mouse	Foci_processed_09-Oct-2016_73661210071_foci_analysis_09-Oct-2016	189	 2.51	 4.63	152	 2.39	 4.35	505.61	271.07	 4.18	1277.80	 1.76	4391.06
P208C9	C9	P208	0	Si 350 MeV/n	4 hr	Fibro	53BP1	10/3/2016	921CC	Mouse	Foci_processed_27-Oct-2016_73663003273_foci_analysis_27-Oct-2016	190	 2.35	 3.59	162	 2.25	 2.98	838.16	416.67	 3.20	1439.10	 1.60	5268.49
