name	Position	plate	Radiation	Radiation Type	Radiation Time	Cell Type	Antibody	Date of preparation	UserID	Race	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
P212A1	A1	P212	0.41	Si 350 MeV/n	24 hr	Fibro	53BP1	10/3/2016	C3H m3	Mouse	Foci_processed_13-Oct-2016_73661602163_foci_analysis_13-Oct-2016	566	1.37	2.29	469	1.28	2.18	667.04	349.59	4.46	1250.39	1.45	3907.49
P212A2	A2	P212	0.41	Si 350 MeV/n	24 hr	Fibro	53BP1	10/3/2016	257CC	Mouse	Foci_processed_13-Oct-2016_73661605917_foci_analysis_13-Oct-2016	366	1.89	3.25	301	1.7	2.53	788.85	401.54	4.64	2631.6	1.32	5467.56
P212A3	A3	P212	0.41	Si 350 MeV/n	24 hr	Fibro	53BP1	10/3/2016	CBA f3	Mouse	Foci_processed_13-Oct-2016_73661609697_foci_analysis_13-Oct-2016	581	1.06	1.79	507	0.91	1.35	915.44	485.99	5.2	2405.08	1.38	4655.9
P212A4	A4	P212	0.41	Si 350 MeV/n	24 hr	Fibro	53BP1	10/3/2016	235CC	Mouse	Foci_processed_13-Oct-2016_73661613515_foci_analysis_13-Oct-2016	331	1.54	4.07	281	1.26	1.9	981.75	514.33	4.37	2234.7	1.21	5860.26
P212A5	A5	P212	0.41	Si 350 MeV/n	24 hr	Fibro	53BP1	10/3/2016	233CC	Mouse	Foci_processed_13-Oct-2016_73661616597_foci_analysis_13-Oct-2016	632	2.85	5.95	530	2.44	3.9	1016.32	545.62	5.37	2073.61	1.38	10410.44
P212A6	A6	P212	0.41	Si 350 MeV/n	24 hr	Fibro	53BP1	10/3/2016	C57BL f1	Mouse	Foci_processed_13-Oct-2016_73661622233_foci_analysis_13-Oct-2016	612	1.81	2.88	520	1.72	2.55	766.48	406.59	4.44	2147.21	1.26	5304.14
P212A7	A7	P212	0.41	Si 350 MeV/n	24 hr	Fibro	53BP1	10/3/2016	254CC	Mouse	Foci_processed_13-Oct-2016_73661626090_foci_analysis_13-Oct-2016	298	1.16	2.57	229	1.23	2.82	1065.86	511.01	5.23	1374.65	1.43	4931.97
P212A8	A8	P212	0.41	Si 350 MeV/n	24 hr	Fibro	53BP1	10/3/2016	907CC	Mouse	Foci_processed_19-Oct-2016_73662293110_foci_analysis_19-Oct-2016	310	0.67	1.15	259	0.63	1.01	520.24	308.45	3.99	2278.18	1.55	1541.67
P212B1	B1	P212	0.41	Si 350 MeV/n	24 hr	Fibro	53BP1	10/3/2016	253CC	Mouse	Foci_processed_13-Oct-2016_73661601714_foci_analysis_13-Oct-2016	473	1.05	3.28	404	0.85	1.27	730.02	347.82	3.67	1869.54	1.34	3195.19
P212B2	B2	P212	0.41	Si 350 MeV/n	24 hr	Fibro	53BP1	10/3/2016	220CC	Mouse	Foci_processed_13-Oct-2016_73661605485_foci_analysis_13-Oct-2016	390	1.46	7.15	331	1.07	2.02	849.7	453.09	5.19	2220.83	1.4	4470.95
P212B3	B3	P212	0.41	Si 350 MeV/n	24 hr	Fibro	53BP1	10/3/2016	247CC	Mouse	Foci_processed_13-Oct-2016_73661609259_foci_analysis_13-Oct-2016	383	2.05	4.29	317	1.77	2.82	1072.19	604.45	4.48	2554.43	1.38	7531.05
P212B4	B4	P212	0.41	Si 350 MeV/n	24 hr	Fibro	53BP1	10/3/2016	226CC	Mouse	Foci_processed_13-Oct-2016_73661613204_foci_analysis_13-Oct-2016	271	2.47	5.44	234	2.06	4.61	954.81	484.61	3.65	2411.14	1.46	7570.81
