name	Position	plate	Radiation	Radiation Type	Radiation Time	Cell Type	Antibody	Date of preparation	UserID	Race	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
P253A1	A1	P253	0	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	247CC	Mouse	Foci_processed_25-Nov-2016_73665943815_foci_analysis_25-Nov-2016	448	0.43	0.94	375	0.35	0.77	651.49	344.93	4.55	1611.96	1.63	1131.03
P253A2	A2	P253	0	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	253CC	Mouse	Foci_processed_25-Nov-2016_73665944295_foci_analysis_25-Nov-2016	651	0.15	0.46	529	0.13	0.44	631.9	347.56	4.23	1967.6	1.52	445.33
P253A3	A3	P253	0	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	235CC	Mouse	Foci_processed_25-Nov-2016_73665944905_foci_analysis_25-Nov-2016	678	0.19	0.72	570	0.15	0.54	791.78	422.76	4.1	2148.05	1.49	538.47
P253A4	A4	P253	0	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	C3H f2	Mouse	Foci_processed_25-Nov-2016_73665945559_foci_analysis_25-Nov-2016	662	0.18	0.48	563	0.14	0.41	707.21	427.24	4.91	2755.42	1.46	462.66
P253B1	B1	P253	0	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	256CC	Mouse	Foci_processed_27-Nov-2016_73666145054_foci_analysis_27-Nov-2016	720	0.31	0.89	610	0.29	0.89	682.46	350.59	4.4	2230.65	1.47	725.66
P253B2	B2	P253	0	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	257CC	Mouse	Foci_processed_27-Nov-2016_73666145675_foci_analysis_27-Nov-2016	703	0.36	5.12	636	0.16	0.6	653.75	341.7	4.15	3023.6	1.47	413.58
P253B3	B3	P253	0	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	239CC	Mouse	Foci_processed_27-Nov-2016_73666146260_foci_analysis_27-Nov-2016	546	0.31	0.73	473	0.29	0.71	711.36	369.19	4.74	2772.93	1.46	803.46
P253B4	B4	P253	0	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	C3H f1	Mouse	Foci_processed_27-Nov-2016_73666146749_foci_analysis_27-Nov-2016	710	0.37	5.38	616	0.14	0.43	631.81	362.94	5.19	2633.38	1.46	399.66
P253C1	C1	P253	0	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	CBA m2	Mouse	Foci_processed_27-Nov-2016_73666147394_foci_analysis_27-Nov-2016	610	0.27	0.69	518	0.19	0.46	723.77	357.86	5.49	2366.83	1.51	613.85
P253C2	C2	P253	0	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	220CC	Mouse	Foci_processed_27-Nov-2016_73666147973_foci_analysis_27-Nov-2016	593	0.3	0.81	526	0.26	0.78	756.4	385.16	4.44	3259.92	1.4	733.71
P253C3	C3	P253	0	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	B6C3 m1	Mouse	Foci_processed_27-Nov-2016_73666148501_foci_analysis_27-Nov-2016	673	0.28	3.53	586	0.11	0.37	576.24	340.39	4.56	2746.14	1.48	245.8
P253C4	C4	P253	0	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	226CC	Mouse	Foci_processed_27-Nov-2016_73666149100_foci_analysis_27-Nov-2016	669	0.24	1.09	570	0.18	0.91	638.78	328.75	3.93	2227.5	1.43	453.46
P253C5	C5	P253	0	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	937CC	Mouse	Foci_processed_27-Nov-2016_73666149655_foci_analysis_27-Nov-2016	643	0.18	0.81	551	0.14	0.77	520.38	298.57	4.26	2340.18	1.55	337.52
P253D1	D1	P253	0	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	CBA m3	Mouse	Foci_processed_27-Nov-2016_73666150208_foci_analysis_27-Nov-2016	414	0.32	0.76	340	0.29	0.7	735.76	385.26	5.77	2866.34	1.51	952.05
P253D2	D2	P253	0	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	263CC	Mouse	Foci_processed_27-Nov-2016_73666150613_foci_analysis_27-Nov-2016	706	0.23	0.96	605	0.21	0.92	611.06	326	4.5	2707.84	1.49	565.75
P253D3	D3	P253	0	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	B6C3 m3	Mouse	Foci_processed_27-Nov-2016_73666151237_foci_analysis_27-Nov-2016	680	0.11	0.39	593	0.1	0.35	581.84	338.92	4.08	2525.85	1.47	237.64
P253D4	D4	P253	0	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	B6C3 m2	Mouse	Foci_processed_27-Nov-2016_73666151826_foci_analysis_27-Nov-2016	685	0.12	0.39	581	0.09	0.3	564.19	331.71	3.92	2741.45	1.44	269.38
P253D5	D5	P253	0	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	BALBC m3	Mouse	Foci_processed_27-Nov-2016_73666152433_foci_analysis_27-Nov-2016	583	0.15	0.81	506	0.12	0.41	554.55	313.09	4.37	1982.62	1.58	328.12
P253E1	E1	P253	0	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	CBA m1	Mouse	Foci_processed_27-Nov-2016_73666152962_foci_analysis_27-Nov-2016	622	0.44	1.55	515	0.37	1.47	736.07	351.66	5.26	2325.55	1.48	1101.63
P253E2	E2	P253	0	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	CBA f1	Mouse	Foci_processed_27-Nov-2016_73666153566_foci_analysis_27-Nov-2016	633	0.37	1.08	535	0.25	0.57	835.75	458.23	5.09	2743.59	1.48	737.8
P253E3	E3	P253	0	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	B6C3 f2	Mouse	Foci_processed_27-Nov-2016_73666154175_foci_analysis_27-Nov-2016	689	0.13	0.59	576	0.12	0.61	536.31	311.22	4.04	2749.41	1.48	333.03
P253E4	E4	P253	0	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	C57BL m3	Mouse	Foci_processed_27-Nov-2016_73666154733_foci_analysis_27-Nov-2016	648	0.1	0.47	541	0.08	0.35	569.97	321.81	3.7	2747.48	1.46	226.82
P253E5	E5	P253	0	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	942CC	Mouse	Foci_processed_27-Nov-2016_73666155242_foci_analysis_27-Nov-2016	695	0.18	0.57	592	0.14	0.5	580.57	317.71	4.26	2073.92	1.52	352.7
P253F1	F1	P253	0	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	CBA f2	Mouse	Foci_processed_27-Nov-2016_73666155822_foci_analysis_27-Nov-2016	695	0.25	0.59	601	0.2	0.48	651.96	337.23	4.49	2193.35	1.45	509.95
P253F2	F2	P253	0	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	CBA f3	Mouse	Foci_processed_27-Nov-2016_73666156410_foci_analysis_27-Nov-2016	666	0.26	0.68	576	0.21	0.55	597.64	315.9	4.79	2553.67	1.51	587.45
P253F3	F3	P253	0	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	B6C3 f3	Mouse	Foci_processed_27-Nov-2016_73666156993_foci_analysis_27-Nov-2016	702	0.11	0.66	617	0.11	0.68	538.91	312.26	4.16	2662.55	1.44	241.7
P253F4	F4	P253	0	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	B6C3 f1	Mouse	Foci_processed_27-Nov-2016_73666157563_foci_analysis_27-Nov-2016	705	0.12	0.4	608	0.1	0.38	548	314.13	4.25	2687.9	1.45	228.76
P253F5	F5	P253	0	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	951CC	Mouse	Foci_processed_27-Nov-2016_73666158146_foci_analysis_27-Nov-2016	685	0.26	0.92	584	0.18	0.44	556.86	310.8	3.97	2509.94	1.49	497.12
P253G1	G1	P253	0	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	C3H m3	Mouse	Foci_processed_27-Nov-2016_73666158712_foci_analysis_27-Nov-2016	726	0.17	0.46	621	0.16	0.45	568.09	303.79	4.7	2251.59	1.46	434.77
P253G2	G2	P253	0	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	C3H m1	Mouse	Foci_processed_27-Nov-2016_73666159339_foci_analysis_27-Nov-2016	677	0.16	0.48	567	0.13	0.39	614.56	318.81	5.4	2720.07	1.41	373.61
P253G3	G3	P253	0	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	C57BL m1	Mouse	Foci_processed_27-Nov-2016_73666159951_foci_analysis_27-Nov-2016	692	0.11	0.42	580	0.08	0.33	554.85	317.23	3.72	2549.13	1.42	212
P253G4	G4	P253	0	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	C57BL f3	Mouse	Foci_processed_27-Nov-2016_73666160509_foci_analysis_27-Nov-2016	647	0.08	0.33	534	0.07	0.31	549.17	305.6	3.61	2770.17	1.44	164.35
P253G5	G5	P253	0	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	261CC	Mouse	Foci_processed_27-Nov-2016_73666161021_foci_analysis_27-Nov-2016	656	0.12	0.43	558	0.13	0.42	547.28	346.04	3.05	3054.33	1.7	246.08
P253H1	H1	P253	0	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	C3H m2	Mouse	Foci_processed_27-Nov-2016_73666161508_foci_analysis_27-Nov-2016	607	0.27	0.79	503	0.22	0.54	583.84	305.32	5.13	1607.4	1.55	646.87
P253H2	H2	P253	0	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	C3H f3	Mouse	Foci_processed_27-Nov-2016_73666162044_foci_analysis_27-Nov-2016	716	0.22	0.59	623	0.16	0.44	533.94	289.58	5.01	2448.7	1.47	425.43
P253H3	H3	P253	0	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	C57BL m2	Mouse	Foci_processed_27-Nov-2016_73666162674_foci_analysis_27-Nov-2016	794	0.11	0.37	648	0.09	0.33	549.13	319.64	3.37	2428.16	1.47	219.96
P253H4	H4	P253	0	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	C57BL f2	Mouse	Foci_processed_27-Nov-2016_73666163289_foci_analysis_27-Nov-2016	759	0.21	3.03	636	0.08	0.3	578.27	321.47	3.42	2586.2	1.44	221.27
P253H5	H5	P253	0	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	258CC	Mouse	Foci_processed_27-Nov-2016_73666163880_foci_analysis_27-Nov-2016	633	0.1	0.42	526	0.1	0.4	584.56	346.26	3.32	2539.67	1.59	185.13
P253A10	A10	P253	0	Fe 600 MeV/n	48 hr	Fibro	53BP1	10/9/2016	934CC	Mouse	Foci_processed_27-Nov-2016_73666106130_foci_analysis_27-Nov-2016	696	0.87	3.73	583	0.76	1.75	1982.69	1002.89	5.18	990.2	1.23	4504.11
