name	Position	plate	Radiation	Radiation Type	Radiation Time	Cell Type	Antibody	Date of preparation	UserID	Race	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
P237A1	A1	P237	0.18	Ar 350 MeV/n	24 hr	Fibro	53BP1	10/8/2016	247CC	Mouse	Foci_processed_11-Nov-2016_73664584497_foci_analysis_11-Nov-2016	541	 0.89	 1.74	444	 0.79	 1.22	881.66	439.75	 5.18	2517.37	 1.31	3594.48
P237A10	A10	P237	0.18	Ar 350 MeV/n	24 hr	Fibro	53BP1	10/8/2016	934CC	Mouse	Foci_processed_12-Nov-2016_73664649946_foci_analysis_12-Nov-2016	554	 1.54	 2.81	465	 1.43	 2.43	811.53	397.91	 4.59	3777.18	 1.21	5086.13
P237A2	A2	P237	0.18	Ar 350 MeV/n	24 hr	Fibro	53BP1	10/8/2016	253CC	Mouse	Foci_processed_11-Nov-2016_73664588840_foci_analysis_11-Nov-2016	565	 0.63	 1.53	459	 0.45	 0.88	962.65	423.23	 4.45	2728.29	 1.19	2511.98
P237A3	A3	P237	0.18	Ar 350 MeV/n	24 hr	Fibro	53BP1	10/8/2016	235CC	Mouse	Foci_processed_11-Nov-2016_73664593404_foci_analysis_11-Nov-2016	583	 0.64	 1.61	483	 0.53	 1.18	802.50	371.89	 4.35	2673.21	 1.12	2164.40
P237A4	A4	P237	0.18	Ar 350 MeV/n	24 hr	Fibro	53BP1	10/8/2016	C3H f2	Mouse	Foci_processed_11-Nov-2016_73664597804_foci_analysis_11-Nov-2016	621	 0.95	 6.35	537	 0.51	 1.31	753.63	373.28	 4.51	3434.58	 1.13	1914.05
P237A5	A5	P237	0.18	Ar 350 MeV/n	24 hr	Fibro	53BP1	10/8/2016	915CC	Mouse	Foci_processed_12-Nov-2016_73664673397_foci_analysis_12-Nov-2016	619	 0.72	 1.38	520	 0.71	 1.41	860.60	417.65	 3.83	4078.33	 1.35	2585.88
P237A6	A6	P237	0.18	Ar 350 MeV/n	24 hr	Fibro	53BP1	10/8/2016	C57BL f1	Mouse	Foci_processed_12-Nov-2016_73664606549_foci_analysis_12-Nov-2016	664	 0.69	 2.72	558	 0.49	 1.12	742.95	378.97	 4.45	2701.64	 1.19	1763.66
P237A7	A7	P237	0.18	Ar 350 MeV/n	24 hr	Fibro	53BP1	10/8/2016	254CC	Mouse	Foci_processed_12-Nov-2016_73664610587_foci_analysis_12-Nov-2016	418	 0.81	 1.84	340	 0.77	 1.80	895.26	413.43	 5.24	2107.96	 1.31	2955.66
P237A8	A8	P237	0.18	Ar 350 MeV/n	24 hr	Fibro	53BP1	10/8/2016	BALBC f1	Mouse	Foci_processed_12-Nov-2016_73664615009_foci_analysis_12-Nov-2016	481	 0.62	 1.35	396	 0.61	 1.28	896.87	410.58	 4.69	2902.38	 1.18	2397.65
P237A9	A9	P237	0.18	Ar 350 MeV/n	24 hr	Fibro	53BP1	10/8/2016	921CC	Mouse	Foci_processed_12-Nov-2016_73664647660_foci_analysis_12-Nov-2016	696	 0.77	 1.61	586	 0.72	 1.32	770.33	399.81	 3.82	3767.48	 1.13	2558.45
P237B1	B1	P237	0.18	Ar 350 MeV/n	24 hr	Fibro	53BP1	10/8/2016	256CC	Mouse	Foci_processed_11-Nov-2016_73664583894_foci_analysis_11-Nov-2016	720	 0.61	 1.41	592	 0.56	 1.40	861.20	420.66	 4.44	2641.93	 1.17	2554.58
P237B10	B10	P237	0.18	Ar 350 MeV/n	24 hr	Fibro	53BP1	10/8/2016	923CC	Mouse	Foci_processed_12-Nov-2016_73664649490_foci_analysis_12-Nov-2016	574	 0.82	 1.37	487	 0.74	 1.12	813.46	386.94	 3.65	4352.50	 1.14	2489.11
P237B2	B2	P237	0.18	Ar 350 MeV/n	24 hr	Fibro	53BP1	10/8/2016	257CC	Mouse	Foci_processed_11-Nov-2016_73664588295_foci_analysis_11-Nov-2016	641	 0.71	 1.38	535	 0.67	 1.30	899.91	453.49	 4.54	3781.60	 1.14	2590.33
P237B3	B3	P237	0.18	Ar 350 MeV/n	24 hr	Fibro	53BP1	10/8/2016	239CC	Mouse	Foci_processed_11-Nov-2016_73664592873_foci_analysis_11-Nov-2016	600	 0.70	 1.28	504	 0.66	 1.28	784.89	377.00	 4.73	3265.86	 1.16	2524.80
P237B4	B4	P237	0.18	Ar 350 MeV/n	24 hr	Fibro	53BP1	10/8/2016	C3H f1	Mouse	Foci_processed_11-Nov-2016_73664597248_foci_analysis_11-Nov-2016	657	 0.60	 1.27	533	 0.49	 0.97	772.94	369.61	 4.84	3397.89	 1.14	1876.14
P237B5	B5	P237	0.18	Ar 350 MeV/n	24 hr	Fibro	53BP1	10/8/2016	233CC	Mouse	Foci_processed_12-Nov-2016_73664673951_foci_analysis_12-Nov-2016	618	 0.75	 1.84	513	 0.60	 1.35	768.76	388.15	 4.35	3076.01	 1.53	2494.93
P237B6	B6	P237	0.18	Ar 350 MeV/n	24 hr	Fibro	53BP1	10/8/2016	236CC	Mouse	Foci_processed_12-Nov-2016_73664605946_foci_analysis_12-Nov-2016	705	 0.41	 0.95	578	 0.38	 0.87	850.12	380.26	 4.29	2525.73	 1.13	1628.49
P237B7	B7	P237	0.18	Ar 350 MeV/n	24 hr	Fibro	53BP1	10/8/2016	251CC	Mouse	Foci_processed_12-Nov-2016_73664610037_foci_analysis_12-Nov-2016	665	 0.62	 1.35	550	 0.57	 1.32	738.54	373.08	 4.55	3004.92	 1.16	2079.09
P237B8	B8	P237	0.18	Ar 350 MeV/n	24 hr	Fibro	53BP1	10/8/2016	907CC	Mouse	Foci_processed_12-Nov-2016_73664614442_foci_analysis_12-Nov-2016	652	 0.83	 1.88	539	 0.78	 1.51	859.52	445.05	 4.39	4400.33	 1.11	3462.09
