name	Position	plate	Radiation	Radiation Type	Radiation Time	Cell Type	Antibody	Date of preparation	UserID	Race	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
P230A1	A1	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	247CC	Mouse	Foci_processed_04-Nov-2016_73663825373_foci_analysis_04-Nov-2016	629	 1.90	 2.44	503	 1.83	 2.31	861.65	385.10	 5.06	3262.89	 1.18	7481.53
P230A10	A10	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	934CC	Mouse	Foci_processed_04-Nov-2016_73663879582_foci_analysis_04-Nov-2016	381	 3.30	 3.99	308	 3.16	 3.62	827.36	390.69	 5.08	5062.28	 1.20	12301.43
P230A2	A2	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	253CC	Mouse	Foci_processed_04-Nov-2016_73663829627_foci_analysis_04-Nov-2016	604	 1.08	 1.85	487	 1.06	 1.86	821.41	377.76	 4.21	4288.01	 1.13	4554.84
P230A3	A3	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	235CC	Mouse	Foci_processed_04-Nov-2016_73663836958_foci_analysis_04-Nov-2016	556	 1.37	 2.11	446	 1.34	 2.14	859.44	433.98	 4.25	4388.60	 1.11	5053.35
P230A4	A4	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	C3H f2	Mouse	Foci_processed_04-Nov-2016_73663841146_foci_analysis_04-Nov-2016	522	 1.49	 2.12	437	 1.43	 1.80	1081.86	579.25	 4.42	5581.01	 1.09	7237.79
P230A5	A5	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	915CC	Mouse	Foci_processed_04-Nov-2016_73663845547_foci_analysis_04-Nov-2016	506	 1.64	 2.61	413	 1.49	 2.07	787.68	404.15	 4.41	5605.04	 1.12	5568.46
P230A6	A6	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	C57BL f1	Mouse	Foci_processed_04-Nov-2016_73663849494_foci_analysis_04-Nov-2016	559	 2.24	 4.82	466	 2.00	 3.08	953.82	455.69	 4.46	5315.61	 1.13	8190.82
P230A7	A7	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	254CC	Mouse	Foci_processed_04-Nov-2016_73663853303_foci_analysis_04-Nov-2016	481	 1.89	 2.92	391	 1.71	 2.66	885.72	395.59	 5.41	3170.70	 1.15	8268.25
P230A8	A8	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	BALBC f1	Mouse	Foci_processed_04-Nov-2016_73663876120_foci_analysis_04-Nov-2016	367	 2.08	 3.07	305	 1.84	 2.47	964.98	440.48	 4.73	3718.00	 1.13	8899.25
P230A9	A9	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	921CC	Mouse	Foci_processed_04-Nov-2016_73663877896_foci_analysis_04-Nov-2016	326	 1.94	 2.64	276	 1.88	 2.26	967.14	442.76	 3.64	5237.50	 1.12	7592.13
P230B1	B1	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	256CC	Mouse	Foci_processed_04-Nov-2016_73663824916_foci_analysis_04-Nov-2016	523	 1.43	 2.12	438	 1.34	 1.79	787.82	393.80	 4.40	4655.05	 1.16	4671.21
P230B10	B10	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	923CC	Mouse	Foci_processed_04-Nov-2016_73663879171_foci_analysis_04-Nov-2016	479	 1.85	 3.45	420	 1.54	 2.08	833.97	380.91	 3.82	5194.43	 1.15	6191.04
P230B2	B2	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	257CC	Mouse	Foci_processed_04-Nov-2016_73663829042_foci_analysis_04-Nov-2016	635	 1.86	 2.59	523	 1.70	 2.31	805.33	404.39	 4.76	4951.51	 1.12	6181.45
P230B3	B3	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	239CC	Mouse	Foci_processed_04-Nov-2016_73663836554_foci_analysis_04-Nov-2016	387	 1.60	 2.28	325	 1.58	 2.11	877.32	443.85	 4.61	5248.97	 1.15	6865.82
P230B4	B4	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	C3H f1	Mouse	Foci_processed_04-Nov-2016_73663840728_foci_analysis_04-Nov-2016	459	 1.86	 4.09	389	 1.67	 2.37	872.78	423.89	 4.52	5589.98	 1.11	6996.70
P230B5	B5	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	233CC	Mouse	Foci_processed_04-Nov-2016_73663845038_foci_analysis_04-Nov-2016	507	 1.89	 3.29	433	 1.61	 2.45	752.88	398.07	 5.36	4417.92	 1.14	5722.50
P230B6	B6	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	236CC	Mouse	Foci_processed_04-Nov-2016_73663848997_foci_analysis_04-Nov-2016	570	 1.52	 2.46	488	 1.38	 1.98	1029.65	457.84	 4.12	4785.84	 1.14	6894.74
P230B7	B7	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	251CC	Mouse	Foci_processed_04-Nov-2016_73663852706_foci_analysis_04-Nov-2016	626	 2.08	 3.59	532	 1.77	 2.40	846.78	416.58	 4.68	4859.32	 1.12	7929.63
P230B8	B8	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	907CC	Mouse	Foci_processed_04-Nov-2016_73663875704_foci_analysis_04-Nov-2016	478	 2.10	 2.74	391	 2.07	 2.58	1096.61	543.12	 4.30	6053.30	 1.10	9525.27
P230B9	B9	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	922CC	Mouse	Foci_processed_04-Nov-2016_73663877502_foci_analysis_04-Nov-2016	464	 1.65	 2.51	397	 1.67	 2.38	918.93	428.57	 3.76	5092.45	 1.12	6953.90
P230C1	C1	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	CBA m2	Mouse	Foci_processed_04-Nov-2016_73663898876_foci_analysis_04-Nov-2016	361	 1.39	 2.31	295	 1.15	 1.73	857.51	408.50	 4.39	4905.43	 1.38	4631.20
P230C10	C10	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	894CC	Mouse	Foci_processed_04-Nov-2016_73663878657_foci_analysis_04-Nov-2016	559	 1.77	 2.72	484	 1.54	 2.20	991.97	541.28	 4.61	5007.16	 1.10	6505.28
P230C2	C2	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	220CC	Mouse	Foci_processed_04-Nov-2016_73663828523_foci_analysis_04-Nov-2016	532	 1.73	 2.38	443	 1.49	 1.98	660.69	342.74	 5.30	5093.43	 1.17	4807.83
P230C3	C3	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	B6C3 m1	Mouse	Foci_processed_04-Nov-2016_73663835988_foci_analysis_04-Nov-2016	568	 1.26	 2.05	471	 1.11	 1.64	849.32	415.21	 4.71	5357.48	 1.13	4856.86
P230C4	C4	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	226CC	Mouse	Foci_processed_04-Nov-2016_73663840269_foci_analysis_04-Nov-2016	513	 1.53	 3.27	415	 1.41	 2.25	806.01	399.83	 4.23	4400.20	 1.14	5294.30
P230C5	C5	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	937CC	Mouse	Foci_processed_04-Nov-2016_73663844424_foci_analysis_04-Nov-2016	652	 2.06	 3.19	535	 1.80	 2.69	770.65	390.63	 4.36	5124.69	 1.17	6361.20
P230C6	C6	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	BALBC m2	Mouse	Foci_processed_04-Nov-2016_73663848902_foci_analysis_04-Nov-2016	99	 1.82	 2.34	81	 1.88	 2.11	939.83	433.53	 5.20	3407.33	 1.17	8414.77
P230C7	C7	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	BALBC f2	Mouse	Foci_processed_04-Nov-2016_73663852094_foci_analysis_04-Nov-2016	658	 2.00	 3.26	539	 1.78	 2.62	928.32	409.69	 4.51	3909.71	 1.11	7843.45
P230C8	C8	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	BALBC m1	Mouse	Foci_processed_04-Nov-2016_73663875075_foci_analysis_04-Nov-2016	712	 1.70	 2.55	602	 1.66	 2.53	923.96	428.00	 4.60	3745.93	 1.11	7816.29
P230C9	C9	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	946CC	Mouse	Foci_processed_04-Nov-2016_73663876980_foci_analysis_04-Nov-2016	545	 1.96	 2.94	455	 1.84	 2.77	846.49	447.26	 5.25	4776.85	 1.13	7341.66
P230D1	D1	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	CBA m3	Mouse	Foci_processed_04-Nov-2016_73663899235_foci_analysis_04-Nov-2016	216	 1.97	 5.30	184	 1.42	 2.20	914.68	444.87	 3.86	5666.03	 1.43	5607.35
P230D10	D10	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	882CC	Mouse	Foci_processed_04-Nov-2016_73663878170_foci_analysis_04-Nov-2016	545	 1.72	 2.50	454	 1.68	 2.40	897.01	515.73	 4.71	4969.34	 1.09	6194.67
P230D2	D2	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	263CC	Mouse	Foci_processed_04-Nov-2016_73663827921_foci_analysis_04-Nov-2016	673	 1.27	 1.80	568	 1.14	 1.57	700.09	351.08	 4.60	4385.82	 1.16	4044.08
P230D3	D3	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	B6C3 m3	Mouse	Foci_processed_04-Nov-2016_73663835440_foci_analysis_04-Nov-2016	569	 1.53	 2.19	479	 1.48	 2.09	900.26	439.60	 4.65	4704.13	 1.11	5991.05
P230D4	D4	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	B6C3 m2	Mouse	Foci_processed_04-Nov-2016_73663839610_foci_analysis_04-Nov-2016	700	 1.42	 2.14	574	 1.34	 2.01	714.10	359.21	 4.49	4834.00	 1.11	4450.67
P230D5	D5	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	BALBC m3	Mouse	Foci_processed_04-Nov-2016_73663843910_foci_analysis_04-Nov-2016	523	 1.85	 2.44	427	 1.71	 2.24	724.92	371.51	 5.10	3706.47	 1.17	5871.29
P230D6	D6	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	927CC	Mouse	Foci_processed_04-Nov-2016_73663848260_foci_analysis_04-Nov-2016	689	 1.22	 1.94	561	 1.15	 1.79	689.17	379.82	 4.79	4073.84	 1.12	3627.02
P230D7	D7	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	903CC	Mouse	Foci_processed_04-Nov-2016_73663851971_foci_analysis_04-Nov-2016	117	 4.47	 7.51	89	 4.06	 6.12	887.74	420.93	 5.61	4426.71	 1.14	12531.45
P230D8	D8	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	202CC	Mouse	Foci_processed_04-Nov-2016_73663874500_foci_analysis_04-Nov-2016	645	 1.79	 2.55	545	 1.72	 2.39	909.42	444.61	 4.58	5375.21	 1.09	7527.29
P230D9	D9	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	893CC	Mouse	Foci_processed_04-Nov-2016_73663876457_foci_analysis_04-Nov-2016	584	 1.81	 2.72	492	 1.63	 2.51	778.64	400.62	 4.53	4407.08	 1.11	5862.05
P230E1	E1	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	CBA m1	Mouse	Foci_processed_04-Nov-2016_73663899463_foci_analysis_04-Nov-2016	417	 1.88	 3.32	340	 1.51	 2.24	886.94	423.19	 4.35	5009.48	 1.47	5841.98
P230E2	E2	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	CBA f1	Mouse	Foci_processed_04-Nov-2016_73663827483_foci_analysis_04-Nov-2016	468	 1.66	 2.46	394	 1.54	 2.38	898.21	412.22	 5.04	4637.67	 1.13	6268.39
P230E3	E3	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	B6C3 f2	Mouse	Foci_processed_04-Nov-2016_73663835063_foci_analysis_04-Nov-2016	410	 1.19	 1.85	335	 1.15	 1.70	891.77	455.82	 4.05	5811.36	 1.17	4664.84
P230E4	E4	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	C57BL m3	Mouse	Foci_processed_04-Nov-2016_73663839054_foci_analysis_04-Nov-2016	581	 1.38	 2.23	471	 1.32	 2.08	738.64	374.21	 4.32	5089.39	 1.13	4381.82
P230E5	E5	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	942CC	Mouse	Foci_processed_04-Nov-2016_73663843435_foci_analysis_04-Nov-2016	507	 1.44	 2.10	421	 1.32	 1.88	828.25	426.68	 4.48	4348.81	 1.14	5087.19
P230E6	E6	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	938CC	Mouse	Foci_processed_04-Nov-2016_73663847774_foci_analysis_04-Nov-2016	538	 1.84	 2.65	434	 1.75	 2.38	831.68	417.94	 4.43	4547.94	 1.17	6883.24
P230E7	E7	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	260CC	Mouse	Foci_processed_04-Nov-2016_73663851359_foci_analysis_04-Nov-2016	684	 1.52	 2.47	568	 1.42	 2.28	742.78	381.42	 4.20	4926.45	 1.13	4583.90
P230E8	E8	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	213CC	Mouse	Foci_processed_04-Nov-2016_73663873976_foci_analysis_04-Nov-2016	604	 1.55	 2.18	508	 1.34	 1.85	846.30	397.08	 4.27	4548.44	 1.10	5724.16
P230F1	F1	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	CBA f2	Mouse	Foci_processed_04-Nov-2016_73663899900_foci_analysis_04-Nov-2016	581	 1.54	 1.94	500	 1.39	 1.76	679.76	351.12	 3.36	5230.69	 1.49	4068.33
P230F2	F2	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	CBA f3	Mouse	Foci_processed_04-Nov-2016_73663826950_foci_analysis_04-Nov-2016	553	 1.78	 2.58	468	 1.58	 2.31	736.83	340.47	 5.44	4237.50	 1.14	5587.73
P230F3	F3	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	B6C3 f3	Mouse	Foci_processed_04-Nov-2016_73663834720_foci_analysis_04-Nov-2016	362	 1.50	 2.39	309	 1.48	 2.24	1094.12	548.47	 4.33	5563.47	 1.13	7088.61
P230F4	F4	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	B6C3 f1	Mouse	Foci_processed_04-Nov-2016_73663838685_foci_analysis_04-Nov-2016	391	 1.53	 2.35	321	 1.39	 1.72	850.31	427.42	 4.04	5325.43	 1.13	5148.93
P230F5	F5	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	951CC	Mouse	Foci_processed_04-Nov-2016_73663842875_foci_analysis_04-Nov-2016	596	 1.25	 2.04	483	 1.11	 1.53	757.23	398.58	 4.76	4240.98	 1.12	4243.90
P230F6	F6	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	954CC	Mouse	Foci_processed_04-Nov-2016_73663847174_foci_analysis_04-Nov-2016	709	 1.13	 1.55	577	 1.07	 1.44	632.19	373.73	 3.82	4325.47	 1.13	3191.41
P230F7	F7	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	BALBC f	Mouse	Foci_processed_04-Nov-2016_73663850814_foci_analysis_04-Nov-2016	593	 2.00	 2.95	483	 1.73	 2.46	765.76	404.13	 4.34	3779.38	 1.10	6459.96
P230F8	F8	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	255CC	Mouse	Foci_processed_04-Nov-2016_73663873601_foci_analysis_04-Nov-2016	418	 2.54	 4.31	353	 2.39	 3.32	838.76	407.78	 4.68	4283.86	 1.13	8321.14
P230G1	G1	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	C3H m3	Mouse	Foci_processed_05-Nov-2016_73663900505_foci_analysis_05-Nov-2016	675	 1.34	 1.81	587	 1.22	 1.65	836.57	395.55	 3.94	5020.33	 1.38	4458.82
P230G2	G2	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	C3H m1	Mouse	Foci_processed_04-Nov-2016_73663826542_foci_analysis_04-Nov-2016	443	 1.63	 5.25	375	 1.29	 1.71	1251.71	722.65	 4.90	5406.85	 1.20	5953.15
P230G3	G3	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	C57BL m1	Mouse	Foci_processed_04-Nov-2016_73663834198_foci_analysis_04-Nov-2016	571	 1.11	 2.07	450	 1.04	 1.75	1200.28	698.90	 4.14	4944.76	 1.17	4624.48
P230G4	G4	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	C57BL f3	Mouse	Foci_processed_04-Nov-2016_73663838212_foci_analysis_04-Nov-2016	514	 1.37	 2.29	406	 1.30	 2.05	871.39	467.72	 3.89	5014.25	 1.13	4959.95
P230G5	G5	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	261CC	Mouse	Foci_processed_04-Nov-2016_73663842207_foci_analysis_04-Nov-2016	720	 1.47	 2.02	586	 1.42	 1.89	715.90	397.00	 4.48	3811.48	 1.13	4680.54
P230G6	G6	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	208CC	Mouse	Foci_processed_04-Nov-2016_73663846698_foci_analysis_04-Nov-2016	498	 1.77	 2.59	414	 1.57	 2.10	808.63	452.73	 4.96	5113.16	 1.15	5441.36
P230G7	G7	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	928CC	Mouse	Foci_processed_04-Nov-2016_73663850333_foci_analysis_04-Nov-2016	533	 1.40	 2.27	431	 1.30	 2.14	920.62	456.01	 4.50	4146.90	 1.17	5447.13
P230G8	G8	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	906CC	Mouse	Foci_processed_04-Nov-2016_73663854074_foci_analysis_04-Nov-2016	379	 2.54	 3.63	314	 2.32	 3.01	842.52	405.93	 5.19	4295.20	 1.17	10131.99
P230H1	H1	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	C3H m2	Mouse	Foci_processed_05-Nov-2016_73663901220_foci_analysis_05-Nov-2016	601	 1.55	 1.90	498	 1.49	 1.79	768.22	396.31	 3.93	4603.85	 1.52	5353.15
P230H2	H2	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	C3H f3	Mouse	Foci_processed_04-Nov-2016_73663825958_foci_analysis_04-Nov-2016	673	 1.38	 1.86	544	 1.30	 1.79	767.63	430.64	 3.93	5812.96	 1.23	4006.34
P230H3	H3	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	C57BL m2	Mouse	Foci_processed_04-Nov-2016_73663833510_foci_analysis_04-Nov-2016	753	 1.20	 2.73	629	 1.10	 1.71	875.62	552.38	 3.87	5224.03	 1.15	3958.89
P230H4	H4	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	C57BL f2	Mouse	Foci_processed_04-Nov-2016_73663837481_foci_analysis_04-Nov-2016	789	 1.26	 1.77	636	 1.26	 1.72	655.44	393.87	 3.93	4851.25	 1.14	3657.13
P230H5	H5	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	258CC	Mouse	Foci_processed_04-Nov-2016_73663841623_foci_analysis_04-Nov-2016	632	 1.23	 2.33	507	 1.06	 1.92	921.87	529.37	 4.72	3940.59	 1.18	4151.33
P230H6	H6	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	280CC	Mouse	Foci_processed_04-Nov-2016_73663846060_foci_analysis_04-Nov-2016	720	 1.18	 1.54	564	 1.15	 1.46	581.67	383.08	 4.14	4163.15	 1.19	2765.65
P230H7	H7	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	919CC	Mouse	Foci_processed_04-Nov-2016_73663850010_foci_analysis_04-Nov-2016	358	 1.44	 3.06	288	 1.31	 2.26	818.73	420.73	 4.53	4168.67	 1.17	4795.81
P230H8	H8	P230	0.5	Ar 350 MeV/n	8 hr	Fibro	53BP1	10/8/2016	925CC	Mouse	Foci_processed_04-Nov-2016_73663853775_foci_analysis_04-Nov-2016	319	 1.54	 2.33	266	 1.53	 2.17	748.70	374.07	 4.97	3991.42	 1.17	5918.33
