name	Position	plate	Radiation	Radiation Type	Radiation Time	Cell Type	Antibody	Date of preparation	UserID	Race	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
P260A1	A1	P260	0.18	Ar 350 MeV/n	4 hr	Fibro	53BP1	10/8/2016	247CC	Mouse	Foci_processed_02-Dec-2016_73666636255_foci_analysis_02-Dec-2016	429	 1.76	 2.72	359	 1.53	 2.32	710.01	395.50	 4.88	2532.71	 1.41	4372.56
P260A10	A10	P260	0.18	Ar 350 MeV/n	4 hr	Fibro	53BP1	10/8/2016	934CC	Mouse	Foci_processed_03-Dec-2016_73666707959_foci_analysis_03-Dec-2016	574	 2.56	 3.99	465	 2.56	 3.90	632.71	329.89	 4.93	2108.38	 1.27	6536.78
P260A2	A2	P260	0.18	Ar 350 MeV/n	4 hr	Fibro	53BP1	10/8/2016	253CC	Mouse	Foci_processed_02-Dec-2016_73666640263_foci_analysis_02-Dec-2016	560	 1.18	 2.01	465	 1.11	 1.70	563.92	287.27	 4.29	2064.54	 1.33	3284.94
P260A3	A3	P260	0.18	Ar 350 MeV/n	4 hr	Fibro	53BP1	10/8/2016	235CC	Mouse	Foci_processed_02-Dec-2016_73666643788_foci_analysis_02-Dec-2016	532	 1.14	 2.23	425	 1.04	 1.59	553.59	291.55	 4.11	2203.19	 1.27	2681.06
P260A4	A4	P260	0.18	Ar 350 MeV/n	4 hr	Fibro	53BP1	10/8/2016	C3H f2	Mouse	Foci_processed_02-Dec-2016_73666648054_foci_analysis_02-Dec-2016	597	 1.21	 1.92	487	 1.20	 1.82	490.32	271.15	 4.36	2666.93	 1.26	2593.00
P260A5	A5	P260	0.18	Ar 350 MeV/n	4 hr	Fibro	53BP1	10/8/2016	915CC	Mouse	Foci_processed_02-Dec-2016_73666652218_foci_analysis_02-Dec-2016	629	 1.51	 3.20	519	 1.48	 2.29	496.01	294.20	 4.46	2804.98	 1.19	3254.48
P260A6	A6	P260	0.18	Ar 350 MeV/n	4 hr	Fibro	53BP1	10/8/2016	C57BL f1	Mouse	Foci_processed_02-Dec-2016_73666656258_foci_analysis_02-Dec-2016	692	 1.54	 2.29	565	 1.46	 2.02	473.37	259.14	 4.58	2347.28	 1.24	3191.70
P260A7	A7	P260	0.18	Ar 350 MeV/n	4 hr	Fibro	53BP1	10/8/2016	254CC	Mouse	Foci_processed_03-Dec-2016_73666700503_foci_analysis_03-Dec-2016	484	 1.31	 1.91	386	 1.23	 1.79	546.25	287.82	 5.10	1798.65	 1.33	3297.75
P260A8	A8	P260	0.18	Ar 350 MeV/n	4 hr	Fibro	53BP1	10/8/2016	BALBC f1	Mouse	Foci_processed_03-Dec-2016_73666704284_foci_analysis_03-Dec-2016	497	 1.11	 2.24	411	 0.97	 1.55	520.37	285.40	 4.36	1864.54	 1.24	2151.83
P260A9	A9	P260	0.18	Ar 350 MeV/n	4 hr	Fibro	53BP1	10/8/2016	921CC	Mouse	Foci_processed_03-Dec-2016_73666706112_foci_analysis_03-Dec-2016	575	 1.26	 2.05	479	 1.14	 1.60	520.85	286.85	 3.90	2257.52	 1.18	2625.49
P260B1	B1	P260	0.18	Ar 350 MeV/n	4 hr	Fibro	53BP1	10/8/2016	256CC	Mouse	Foci_processed_02-Dec-2016_73666635801_foci_analysis_02-Dec-2016	515	 1.26	 2.32	417	 1.21	 2.02	661.30	381.38	 4.63	2419.74	 1.38	3100.90
P260B10	B10	P260	0.18	Ar 350 MeV/n	4 hr	Fibro	53BP1	10/8/2016	923CC	Mouse	Foci_processed_03-Dec-2016_73666707576_foci_analysis_03-Dec-2016	468	 1.12	 2.26	384	 1.09	 1.89	426.49	253.23	 4.04	2080.66	 1.17	2054.54
P260B2	B2	P260	0.18	Ar 350 MeV/n	4 hr	Fibro	53BP1	10/8/2016	257CC	Mouse	Foci_processed_02-Dec-2016_73666639755_foci_analysis_02-Dec-2016	565	 1.48	 2.39	456	 1.38	 2.09	505.28	293.56	 4.73	2630.33	 1.31	3132.55
P260B3	B3	P260	0.18	Ar 350 MeV/n	4 hr	Fibro	53BP1	10/8/2016	239CC	Mouse	Foci_processed_02-Dec-2016_73666643449_foci_analysis_02-Dec-2016	385	 1.61	 3.54	321	 1.32	 1.83	520.82	303.13	 4.49	2577.61	 1.24	3184.95
P260B4	B4	P260	0.18	Ar 350 MeV/n	4 hr	Fibro	53BP1	10/8/2016	C3H f1	Mouse	Foci_processed_02-Dec-2016_73666647517_foci_analysis_02-Dec-2016	603	 1.47	 2.71	486	 1.42	 2.26	517.17	286.50	 4.49	2636.63	 1.19	3238.64
P260B5	B5	P260	0.18	Ar 350 MeV/n	4 hr	Fibro	53BP1	10/8/2016	233CC	Mouse	Foci_processed_02-Dec-2016_73666651743_foci_analysis_02-Dec-2016	519	 2.24	 4.87	435	 1.90	 2.59	489.20	282.43	 5.00	2477.28	 1.33	3942.23
P260B6	B6	P260	0.18	Ar 350 MeV/n	4 hr	Fibro	53BP1	10/8/2016	236CC	Mouse	Foci_processed_02-Dec-2016_73666655722_foci_analysis_02-Dec-2016	634	 1.23	 2.10	513	 1.11	 1.71	551.42	274.05	 4.12	2083.72	 1.24	3132.19
P260B7	B7	P260	0.18	Ar 350 MeV/n	4 hr	Fibro	53BP1	10/8/2016	251CC	Mouse	Foci_processed_02-Dec-2016_73666699947_foci_analysis_02-Dec-2016	623	 1.70	 3.26	507	 1.73	 3.33	542.72	296.11	 4.90	2372.94	 1.24	4969.45
P260B8	B8	P260	0.18	Ar 350 MeV/n	4 hr	Fibro	53BP1	10/8/2016	907CC	Mouse	Foci_processed_03-Dec-2016_73666703727_foci_analysis_03-Dec-2016	632	 1.55	 2.52	522	 1.51	 2.31	503.23	282.61	 4.72	2686.82	 1.21	3292.21
P260B9	B9	P260	0.18	Ar 350 MeV/n	4 hr	Fibro	53BP1	10/8/2016	922CC	Mouse	Foci_processed_03-Dec-2016_73666705644_foci_analysis_03-Dec-2016	560	 1.20	 1.85	461	 1.22	 1.79	480.27	269.54	 4.08	2288.08	 1.16	2611.31
P260C1	C1	P260	0.18	Ar 350 MeV/n	4 hr	Fibro	53BP1	10/8/2016	CBA m2	Mouse	Foci_processed_02-Dec-2016_73666635537_foci_analysis_02-Dec-2016	293	 1.77	 2.79	244	 1.78	 2.64	631.84	326.67	 5.33	2631.13	 1.40	4723.49
P260C10	C10	P260	0.18	Ar 350 MeV/n	4 hr	Fibro	53BP1	10/8/2016	894CC	Mouse	Foci_processed_03-Dec-2016_73666707065_foci_analysis_03-Dec-2016	572	 1.38	 3.12	503	 1.30	 1.92	466.59	283.45	 4.64	2265.94	 1.19	2861.41
P260C2	C2	P260	0.18	Ar 350 MeV/n	4 hr	Fibro	53BP1	10/8/2016	220CC	Mouse	Foci_processed_02-Dec-2016_73666639262_foci_analysis_02-Dec-2016	507	 1.48	 2.19	437	 1.28	 1.94	463.15	263.82	 5.46	2419.93	 1.39	3235.64
P260C3	C3	P260	0.18	Ar 350 MeV/n	4 hr	Fibro	53BP1	10/8/2016	B6C3 m1	Mouse	Foci_processed_02-Dec-2016_73666642962_foci_analysis_02-Dec-2016	551	 1.14	 1.89	451	 1.08	 1.84	489.01	279.67	 4.70	2518.04	 1.23	2418.70
P260C4	C4	P260	0.18	Ar 350 MeV/n	4 hr	Fibro	53BP1	10/8/2016	226CC	Mouse	Foci_processed_02-Dec-2016_73666647079_foci_analysis_02-Dec-2016	505	 1.31	 2.68	428	 1.16	 2.06	554.20	293.21	 4.07	2362.71	 1.23	2911.71
P260C5	C5	P260	0.18	Ar 350 MeV/n	4 hr	Fibro	53BP1	10/8/2016	937CC	Mouse	Foci_processed_02-Dec-2016_73666651188_foci_analysis_02-Dec-2016	627	 1.82	 2.54	517	 1.78	 2.52	485.02	271.10	 4.70	2479.71	 1.26	3880.52
P260C6	C6	P260	0.18	Ar 350 MeV/n	4 hr	Fibro	53BP1	10/8/2016	BALBC m2	Mouse	Foci_processed_02-Dec-2016_73666655514_foci_analysis_02-Dec-2016	238	 1.40	 2.38	196	 1.29	 1.90	562.67	318.59	 4.74	2117.79	 1.27	3077.83
P260C7	C7	P260	0.18	Ar 350 MeV/n	4 hr	Fibro	53BP1	10/8/2016	BALBC f2	Mouse	Foci_processed_02-Dec-2016_73666658868_foci_analysis_02-Dec-2016	645	 1.43	 2.67	543	 1.36	 2.30	670.20	328.95	 4.24	2258.82	 1.25	3833.43
P260C8	C8	P260	0.18	Ar 350 MeV/n	4 hr	Fibro	53BP1	10/8/2016	BALBC m1	Mouse	Foci_processed_03-Dec-2016_73666703123_foci_analysis_03-Dec-2016	707	 0.98	 1.63	606	 0.99	 1.62	529.45	282.46	 4.53	1813.36	 1.23	2386.04
