Well	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
A1	Foci_processed_03-Dec-2020	402	 0.74	 1.60	317	 0.75	 1.42	969.65	795.25	 0.62	6874.78	 1.10	3524.99
A10	Foci_processed_03-Dec-2020	555	 0.44	 1.25	489	 0.45	 1.29	831.65	640.04	 0.57	8165.83	 1.09	1975.33
A11	Foci_processed_03-Dec-2020	450	 0.32	 1.06	361	 0.34	 1.10	892.06	737.83	 0.64	6346.80	 1.12	1380.91
A12	Foci_processed_03-Dec-2020	782	 0.62	 1.42	639	 0.45	 1.06	2271.97	2068.10	 0.57	7204.15	 1.10	2360.76
A2	Foci_processed_03-Dec-2020	546	 0.54	 1.22	443	 0.63	 1.33	932.07	716.79	 0.59	6544.12	 1.11	2728.66
A3	Foci_processed_03-Dec-2020	311	 0.69	 1.41	265	 0.72	 1.42	889.34	649.08	 0.53	7961.81	 1.08	3013.62
A4	Foci_processed_03-Dec-2020	235	 0.47	 1.31	194	 0.44	 1.18	886.99	702.44	 0.51	7497.60	 1.07	1826.77
A5	Foci_processed_03-Dec-2020	429	 0.83	 1.73	358	 0.91	 1.84	882.33	644.79	 0.54	8306.83	 1.06	3900.28
A6	Foci_processed_03-Dec-2020	443	 0.53	 1.32	386	 0.54	 1.34	927.92	726.16	 0.57	7269.39	 1.09	2646.83
A7	Foci_processed_03-Dec-2020	633	 0.55	 1.31	498	 0.59	 1.35	884.57	677.04	 0.55	7665.16	 1.09	2378.94
A8	Foci_processed_03-Dec-2020	539	 0.70	 1.44	441	 0.79	 1.52	1045.73	791.05	 0.57	7189.83	 1.12	3298.70
A9	Foci_processed_03-Dec-2020	318	 0.53	 1.34	251	 0.44	 1.19	809.63	618.72	 0.60	7742.29	 1.09	2103.79
B1	Foci_processed_03-Dec-2020	651	 0.56	 1.19	556	 0.56	 1.15	1159.13	882.53	 0.55	8993.98	 1.07	2270.27
B10	Foci_processed_03-Dec-2020	521	 1.05	 1.71	451	 1.09	 1.53	1414.45	1017.31	 0.56	8792.25	 1.05	4910.61
B11	Foci_processed_03-Dec-2020	416	 0.94	 1.48	355	 1.03	 1.53	1397.24	1043.26	 0.59	9275.89	 1.05	4520.04
B12	Foci_processed_03-Dec-2020	237	 1.26	 2.41	207	 0.87	 1.35	2480.43	2104.19	 0.56	8906.25	 1.06	5511.88
B2	Foci_processed_03-Dec-2020	502	 0.54	 1.25	428	 0.54	 1.20	995.69	748.24	 0.57	8091.68	 1.08	2231.39
B3	Foci_processed_03-Dec-2020	119	 0.84	 1.35	101	 0.89	 1.42	1281.19	857.88	 0.55	9485.82	 1.03	3805.44
B4	Foci_processed_03-Dec-2020	586	 0.56	 1.15	504	 0.54	 1.06	1077.89	765.73	 0.53	9037.88	 1.05	2235.24
B5	Foci_processed_03-Dec-2020	112	 1.21	 1.87	100	 1.23	 1.67	1252.23	904.17	 0.59	8928.12	 1.04	4956.95
B6	Foci_processed_03-Dec-2020	801	 0.46	 1.20	665	 0.49	 1.25	1046.13	808.52	 0.54	8626.93	 1.07	2023.52
B7	Foci_processed_03-Dec-2020	565	 0.61	 1.64	469	 0.53	 1.28	948.17	774.93	 0.56	8388.82	 1.08	2109.26
B8	Foci_processed_03-Dec-2020	662	 0.67	 1.82	560	 0.68	 1.72	983.39	781.32	 0.59	8427.82	 1.08	2978.31
B9	Foci_processed_03-Dec-2020	202	 0.93	 1.56	169	 1.03	 1.66	1246.07	948.84	 0.60	8741.82	 1.05	3976.47
C1	Foci_processed_03-Dec-2020	450	 1.15	 1.76	378	 1.20	 1.76	1314.56	956.56	 0.55	9267.01	 1.05	5315.31
C10	Foci_processed_03-Dec-2020	395	 0.70	 2.34	328	 0.58	 1.43	1046.88	898.86	 0.67	7752.50	 1.10	2552.07
C11	Foci_processed_03-Dec-2020	801	 1.03	 2.13	675	 1.01	 1.99	1378.03	1102.25	 0.53	9396.88	 1.08	4847.32
C12	Foci_processed_03-Dec-2020	801	 0.92	 1.77	666	 0.89	 1.62	1467.41	1173.20	 0.54	9764.25	 1.07	4700.83
C2	Foci_processed_03-Dec-2020	801	 0.81	 1.47	708	 0.77	 1.21	1326.09	1000.39	 0.52	9350.88	 1.06	3238.34
C3	Foci_processed_03-Dec-2020	657	 0.92	 1.74	544	 0.88	 1.37	1411.09	1015.15	 0.56	8698.08	 1.06	3679.00
C4	Foci_processed_03-Dec-2020	801	 1.15	 2.46	681	 1.15	 1.85	1446.17	1080.17	 0.56	9060.29	 1.06	5276.61
C5	Foci_processed_03-Dec-2020	801	 0.67	 1.46	643	 0.70	 1.37	1088.65	855.75	 0.54	8796.54	 1.09	3008.01
C6	Foci_processed_03-Dec-2020	771	 0.39	 1.02	630	 0.44	 1.09	1487.52	1172.32	 0.62	7313.05	 1.13	1817.32
C7	Foci_processed_03-Dec-2020	801	 0.66	 1.43	675	 0.68	 1.41	1168.68	930.90	 0.56	8819.21	 1.08	2877.51
C8	Foci_processed_03-Dec-2020	140	 0.84	 1.45	120	 0.90	 1.54	1183.83	934.05	 0.59	8714.09	 1.06	3698.00
C9	Foci_processed_03-Dec-2020	214	 0.84	 1.63	179	 0.89	 1.71	1125.57	879.58	 0.60	8915.98	 1.05	3600.50
D1	Foci_processed_03-Dec-2020	398	 0.58	 1.34	343	 0.59	 1.19	1143.74	894.21	 0.54	8511.06	 1.06	2556.37
D10	Foci_processed_03-Dec-2020	225	 1.08	 2.45	183	 0.85	 1.56	1134.95	871.31	 0.59	7961.80	 1.08	3446.97
D11	Foci_processed_03-Dec-2020	243	 1.17	 1.91	206	 1.30	 2.03	1344.35	991.56	 0.55	9866.12	 1.05	5464.77
