Well	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
A1	Foci_processed_23-Jul-2020	111	 1.20	 1.26	99	 1.24	 1.28	895.69	600.42	 0.61	8923.84	 1.04	7089.88
A10	Foci_processed_23-Jul-2020	456	 0.80	 1.47	375	 0.77	 1.09	944.34	662.30	 0.66	8245.47	 1.11	4038.73
A11	Foci_processed_23-Jul-2020	280	 0.83	 1.18	229	 0.89	 1.11	848.96	579.94	 0.67	7303.65	 1.09	4799.63
A12	Foci_processed_23-Jul-2020	84	 0.81	 1.38	66	 0.82	 1.41	836.77	590.05	 0.64	8113.47	 1.10	4075.55
A2	Foci_processed_23-Jul-2020	264	 1.14	 1.20	224	 1.27	 1.19	792.70	540.21	 0.61	9049.76	 1.06	7044.09
A3	Foci_processed_23-Jul-2020	182	 0.89	 1.02	150	 1.02	 1.04	702.79	461.22	 0.66	8038.67	 1.05	5759.51
A4	Foci_processed_23-Jul-2020	294	 1.08	 1.25	255	 1.18	 1.24	767.61	510.69	 0.64	8533.23	 1.07	6287.06
A5	Foci_processed_23-Jul-2020	134	 0.90	 1.07	114	 1.02	 1.10	692.98	467.01	 0.65	8381.07	 1.06	5295.95
A6	Foci_processed_23-Jul-2020	439	 1.12	 1.18	362	 1.24	 1.12	804.18	553.18	 0.60	9173.03	 1.05	6895.77
A7	Foci_processed_23-Jul-2020	151	 1.48	 1.76	129	 1.58	 1.69	799.47	527.05	 0.63	8950.42	 1.05	8334.59
A8	Foci_processed_23-Jul-2020	386	 1.22	 1.41	323	 1.40	 1.44	871.04	598.40	 0.64	8414.48	 1.08	7645.26
A9	Foci_processed_23-Jul-2020	109	 0.78	 1.18	83	 0.93	 1.28	737.55	512.36	 0.63	8530.37	 1.07	5116.69
B1	Foci_processed_23-Jul-2020	244	 0.57	 0.94	199	 0.61	 0.94	805.74	632.80	 0.63	8380.45	 1.07	2953.10
B10	Foci_processed_23-Jul-2020	259	 0.87	 1.42	215	 1.01	 1.49	974.87	706.44	 0.56	9222.56	 1.06	5005.66
B11	Foci_processed_23-Jul-2020	359	 0.86	 1.41	304	 0.89	 1.36	923.72	683.85	 0.53	10568.54	 1.05	4545.35
B12	Foci_processed_23-Jul-2020	546	 0.88	 1.35	455	 0.93	 1.33	974.08	728.47	 0.58	9136.12	 1.07	5015.18
B2	Foci_processed_23-Jul-2020	288	 0.82	 1.16	248	 0.88	 1.20	845.15	601.98	 0.56	9505.91	 1.07	4329.45
B3	Foci_processed_23-Jul-2020	664	 0.80	 1.15	578	 0.88	 1.16	812.13	593.84	 0.55	10384.08	 1.05	4562.43
B4	Foci_processed_23-Jul-2020	531	 0.69	 1.10	474	 0.73	 1.10	820.57	603.00	 0.57	9072.63	 1.07	3732.36
B5	Foci_processed_23-Jul-2020	650	 0.55	 1.03	579	 0.56	 0.90	889.50	674.68	 0.56	9608.82	 1.09	2816.90
B6	Foci_processed_23-Jul-2020	801	 0.91	 1.15	663	 0.99	 1.19	879.43	657.03	 0.61	8642.34	 1.08	5138.17
B7	Foci_processed_23-Jul-2020	789	 0.86	 1.22	682	 0.89	 1.16	893.53	665.01	 0.55	9930.67	 1.06	4452.71
B8	Foci_processed_23-Jul-2020	801	 0.98	 1.27	676	 1.01	 1.28	879.39	654.84	 0.52	10730.63	 1.06	5198.44
B9	Foci_processed_23-Jul-2020	801	 1.06	 1.25	693	 1.08	 1.13	987.70	733.27	 0.54	10785.55	 1.06	5536.03
C1	Foci_processed_23-Jul-2020	345	 0.99	 1.17	281	 1.10	 1.19	996.46	761.96	 0.63	8255.78	 1.07	6103.79
C10	Foci_processed_23-Jul-2020	801	 1.01	 1.38	682	 1.08	 1.38	1196.22	903.09	 0.58	10257.93	 1.08	5845.90
C11	Foci_processed_23-Jul-2020	503	 0.88	 1.33	423	 0.88	 1.11	1073.64	797.86	 0.61	9257.59	 1.10	4661.87
C12	Foci_processed_23-Jul-2020	249	 1.55	 2.30	207	 1.64	 2.22	1140.87	902.61	 0.55	10514.47	 1.05	8289.32
C2	Foci_processed_23-Jul-2020	195	 0.78	 1.23	162	 0.80	 1.22	925.35	675.58	 0.56	10001.94	 1.07	4051.19
C3	Foci_processed_23-Jul-2020	263	 0.79	 1.23	219	 0.87	 1.30	920.15	660.39	 0.57	9576.02	 1.07	4497.60
C4	Foci_processed_23-Jul-2020	143	 1.18	 1.35	132	 1.20	 1.39	943.70	696.75	 0.56	10668.85	 1.04	5938.08
C5	Foci_processed_23-Jul-2020	328	 0.97	 2.92	285	 0.82	 1.22	935.70	671.52	 0.54	10098.14	 1.05	4026.98
C6	Foci_processed_23-Jul-2020	181	 0.94	 1.35	151	 1.01	 1.36	1003.26	746.82	 0.58	9745.49	 1.07	4959.28
C7	Foci_processed_23-Jul-2020	363	 0.90	 1.57	319	 0.91	 1.57	973.92	724.39	 0.56	9521.23	 1.09	4039.82
C8	Foci_processed_23-Jul-2020	156	 1.09	 1.55	132	 1.08	 1.53	1047.36	782.32	 0.59	9881.06	 1.07	5017.32
C9	Foci_processed_23-Jul-2020	752	 1.37	 1.60	641	 1.48	 1.62	1153.87	839.99	 0.60	9505.90	 1.09	8040.69
D1	Foci_processed_23-Jul-2020	393	 1.07	 1.24	320	 1.18	 1.28	1220.13	902.91	 0.61	9038.91	 1.09	6169.74
D10	Foci_processed_23-Jul-2020	679	 1.00	 1.52	581	 0.99	 1.40	1179.58	891.64	 0.59	9449.32	 1.09	5089.29
D11	Foci_processed_24-Jul-2020	171	 0.83	 1.27	147	 0.90	 1.30	1040.38	817.04	 0.52	10814.87	 1.05	4134.00
D12	Foci_processed_24-Jul-2020	459	 1.62	 1.73	373	 1.77	 1.74	1210.19	923.18	 0.60	9642.99	 1.06	9348.61
D2	Foci_processed_24-Jul-2020	597	 0.94	 1.25	504	 1.04	 1.29	1005.88	707.76	 0.60	9388.65	 1.10	5607.28
D3	Foci_processed_24-Jul-2020	508	 0.86	 1.48	432	 0.88	 1.21	1068.64	771.87	 0.62	9069.28	 1.10	4286.23
D4	Foci_processed_24-Jul-2020	440	 0.33	 1.32	392	 0.26	 0.95	798.36	612.73	 0.54	10618.55	 1.05	999.10
