Well	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
A1	Foci_processed_03-Dec-2020	134	 0.57	 1.26	106	 0.49	 1.23	916.46	708.56	 0.63	5233.90	 1.21	2121.79
A10	Foci_processed_03-Dec-2020	112	 0.84	 1.76	92	 0.90	 1.89	985.47	731.72	 0.54	7404.64	 1.08	3929.87
A11	Foci_processed_03-Dec-2020	93	 0.51	 1.11	76	 0.45	 1.14	837.94	627.36	 0.52	8198.39	 1.06	1719.13
A12	Foci_processed_03-Dec-2020	144	 0.81	 1.78	116	 0.66	 1.35	1022.76	768.11	 0.60	6855.59	 1.07	2608.99
A2	Foci_processed_03-Dec-2020	360	 0.66	 1.77	312	 0.64	 1.33	1187.26	864.71	 0.59	7370.95	 1.11	2570.36
A3	Foci_processed_03-Dec-2020	168	 0.90	 1.53	153	 0.95	 1.58	1068.81	738.21	 0.54	8302.26	 1.04	3716.88
A4	Foci_processed_03-Dec-2020	91	 1.22	 1.98	72	 1.22	 1.85	1115.07	777.50	 0.55	8258.80	 1.04	5410.53
A5	Foci_processed_03-Dec-2020	707	 0.92	 1.57	597	 0.96	 1.62	1058.13	738.56	 0.49	8824.76	 1.05	3932.41
A6	Foci_processed_03-Dec-2020	450	 0.89	 1.35	392	 0.85	 1.21	1320.45	907.81	 0.52	7845.92	 1.05	3478.73
A7	Foci_processed_03-Dec-2020	123	 1.15	 1.58	100	 1.24	 1.56	1083.14	733.89	 0.53	6972.00	 1.04	4784.68
A8	Foci_processed_03-Dec-2020	351	 1.18	 1.72	301	 1.27	 1.78	1227.81	841.01	 0.58	8226.76	 1.05	5359.92
A9	Foci_processed_03-Dec-2020	131	 0.54	 1.31	111	 0.54	 1.33	922.52	701.65	 0.62	5975.56	 1.11	2318.48
B1	Foci_processed_03-Dec-2020	235	 0.85	 1.49	207	 0.86	 1.52	1124.62	877.60	 0.61	6788.36	 1.11	3490.40
B10	Foci_processed_03-Dec-2020	105	 1.03	 1.67	89	 0.99	 1.60	1547.94	1136.49	 0.54	9326.97	 1.06	4360.18
B11	Foci_processed_03-Dec-2020	423	 1.05	 1.64	359	 1.00	 1.44	1545.89	1157.38	 0.52	9540.23	 1.05	4374.84
B12	Foci_processed_03-Dec-2020	715	 0.91	 1.46	601	 0.89	 1.42	1452.01	1127.30	 0.59	8066.57	 1.06	3918.99
B2	Foci_processed_03-Dec-2020	542	 0.57	 0.99	445	 0.61	 1.02	1147.85	831.53	 0.52	8793.44	 1.06	2386.38
B3	Foci_processed_03-Dec-2020	465	 0.81	 1.43	399	 0.83	 1.33	1227.83	893.99	 0.51	8475.09	 1.06	3551.48
B4	Foci_processed_03-Dec-2020	338	 1.15	 1.80	298	 1.16	 1.83	1258.95	904.47	 0.48	9609.11	 1.04	4842.92
B5	Foci_processed_03-Dec-2020	587	 0.83	 1.36	505	 0.87	 1.42	1306.15	980.77	 0.56	7922.44	 1.08	3594.36
B6	Foci_processed_03-Dec-2020	221	 1.03	 1.43	173	 1.04	 1.34	1423.66	1030.57	 0.50	9490.36	 1.05	4319.55
B7	Foci_processed_03-Dec-2020	583	 0.78	 1.35	495	 0.79	 1.32	1513.97	1124.37	 0.51	7843.82	 1.05	3440.56
B8	Foci_processed_03-Dec-2020	341	 1.05	 1.49	291	 1.09	 1.50	1529.01	1055.04	 0.50	9465.20	 1.04	4764.88
B9	Foci_processed_03-Dec-2020	444	 0.89	 1.20	372	 0.90	 1.19	1682.52	1249.32	 0.53	9015.84	 1.05	4041.53
C1	Foci_processed_03-Dec-2020	665	 0.73	 1.31	536	 0.75	 1.28	1443.86	1146.48	 0.58	7770.96	 1.07	3194.75
C10	Foci_processed_03-Dec-2020	523	 0.65	 1.04	445	 0.65	 1.04	1780.63	1364.29	 0.62	7708.73	 1.09	2877.79
C11	Foci_processed_03-Dec-2020	413	 0.82	 1.36	340	 0.75	 1.19	1458.35	1130.98	 0.57	8384.60	 1.08	3168.65
C12	Foci_processed_03-Dec-2020	27	 1.41	 1.50	23	 1.48	 1.59	1824.88	1394.67	 0.53	9460.41	 1.05	8037.09
C2	Foci_processed_03-Dec-2020	132	 0.90	 1.52	105	 1.02	 1.53	1350.67	1015.96	 0.55	8800.64	 1.06	4161.53
C3	Foci_processed_03-Dec-2020	175	 0.82	 1.40	146	 0.87	 1.43	1360.06	992.90	 0.53	9170.08	 1.05	3417.14
