Well	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
A1	Foci_processed_24-Nov-2020	103	 0.89	 1.45	86	 0.99	 1.54	907.84	683.66	 0.55	5597.94	 1.07	4987.02
A10	Foci_processed_24-Nov-2020	63	 1.56	 2.04	54	 1.43	 1.73	1106.04	786.98	 0.56	6301.33	 1.06	7162.22
A11	Foci_processed_24-Nov-2020	51	 1.20	 1.58	40	 1.18	 1.45	1010.64	740.94	 0.54	6048.09	 1.08	6844.08
A12	Foci_processed_24-Nov-2020	134	 0.99	 1.67	109	 1.16	 1.80	883.97	682.38	 0.60	4763.48	 1.12	5941.21
A2	Foci_processed_24-Nov-2020	228	 1.38	 2.47	195	 1.24	 1.73	951.01	705.81	 0.55	5779.15	 1.07	6179.54
A3	Foci_processed_24-Nov-2020	58	 1.40	 1.83	47	 1.53	 1.89	923.41	614.11	 0.53	5479.74	 1.06	7821.74
A4	Foci_processed_24-Nov-2020	159	 1.62	 2.07	129	 1.80	 2.16	1033.48	741.86	 0.59	5672.30	 1.06	9118.60
A5	Foci_processed_24-Nov-2020	412	 1.16	 1.68	354	 1.27	 1.72	831.30	600.75	 0.60	5156.11	 1.07	6477.95
A6	Foci_processed_24-Nov-2020	507	 1.85	 1.89	433	 1.99	 1.88	1078.44	764.95	 0.54	6508.97	 1.05	10201.96
A7	Foci_processed_24-Nov-2020	114	 1.70	 1.68	94	 1.93	 1.67	959.34	642.50	 0.53	6150.30	 1.03	10263.50
A8	Foci_processed_24-Nov-2020	233	 2.21	 2.35	200	 2.27	 2.17	1090.94	737.63	 0.59	5471.76	 1.05	12324.85
A9	Foci_processed_24-Nov-2020	54	 1.26	 1.70	45	 1.42	 1.76	850.19	618.74	 0.60	4606.72	 1.10	6754.69
B1	Foci_processed_24-Nov-2020	387	 1.42	 1.77	332	 1.45	 1.61	1117.37	868.88	 0.55	6411.05	 1.06	6923.82
B10	Foci_processed_24-Nov-2020	100	 1.67	 1.89	83	 1.78	 1.92	1391.11	1070.61	 0.57	6576.38	 1.08	8778.45
B11	Foci_processed_24-Nov-2020	413	 2.08	 2.09	359	 2.18	 1.99	1415.06	1111.68	 0.57	7708.26	 1.05	10754.90
B12	Foci_processed_24-Nov-2020	627	 1.66	 1.86	541	 1.78	 1.88	1300.53	983.89	 0.55	6451.86	 1.08	9317.23
B2	Foci_processed_24-Nov-2020	801	 1.54	 1.90	692	 1.65	 1.96	1002.67	747.28	 0.54	6075.17	 1.06	8043.42
B3	Foci_processed_24-Nov-2020	403	 1.37	 1.71	345	 1.46	 1.74	1080.03	782.38	 0.51	7264.81	 1.05	7662.80
B4	Foci_processed_24-Nov-2020	246	 1.54	 1.79	200	 1.75	 1.84	1117.92	831.94	 0.55	6388.53	 1.06	8922.61
B5	Foci_processed_24-Nov-2020	478	 1.29	 1.64	405	 1.43	 1.69	1228.78	942.61	 0.60	5509.90	 1.09	6892.16
B6	Foci_processed_24-Nov-2020	197	 1.95	 2.52	163	 2.00	 2.24	1188.93	880.93	 0.54	7008.17	 1.05	9960.66
B7	Foci_processed_24-Nov-2020	591	 1.67	 1.98	501	 1.84	 2.01	1157.56	864.86	 0.55	6605.27	 1.05	9081.34
B8	Foci_processed_24-Nov-2020	318	 2.08	 2.11	267	 2.27	 2.14	1267.27	924.13	 0.55	6702.53	 1.05	11545.64
B9	Foci_processed_24-Nov-2020	350	 1.62	 1.83	301	 1.73	 1.78	1267.41	993.72	 0.58	7253.23	 1.05	8201.78
C1	Foci_processed_24-Nov-2020	801	 1.66	 1.83	699	 1.71	 1.71	1174.50	889.11	 0.50	6783.48	 1.05	8547.71
C10	Foci_processed_24-Nov-2020	560	 1.81	 1.98	466	 2.03	 2.03	1564.28	1174.46	 0.59	6335.40	 1.08	10766.22
C11	Foci_processed_24-Nov-2020	235	 1.64	 1.72	185	 1.81	 1.80	1300.06	999.43	 0.61	6484.01	 1.07	8165.02
C12	Foci_processed_24-Nov-2020	24	 3.08	 2.95	18	 3.39	 3.26	1584.32	1157.06	 0.59	5841.95	 1.08	17681.56
C2	Foci_processed_24-Nov-2020	247	 2.03	 2.29	206	 2.22	 2.26	1190.18	874.47	 0.56	6776.25	 1.04	10739.42
C3	Foci_processed_24-Nov-2020	169	 2.05	 2.27	140	 2.21	 2.28	1090.49	778.54	 0.57	6368.02	 1.05	10508.90
C4	Foci_processed_24-Nov-2020	121	 2.38	 2.32	101	 2.48	 2.33	1190.80	906.47	 0.55	7016.48	 1.04	11574.72
C5	Foci_processed_24-Nov-2020	150	 2.31	 2.62	135	 2.36	 2.37	1145.67	831.96	 0.55	6855.19	 1.04	11765.56
C6	Foci_processed_24-Nov-2020	477	 2.19	 2.23	401	 2.31	 2.27	1417.96	1067.02	 0.57	6629.36	 1.06	12308.27
C7	Foci_processed_24-Nov-2020	801	 1.24	 1.93	665	 1.31	 2.02	1063.87	839.77	 0.54	6734.63	 1.07	6254.92
C8	Foci_processed_24-Nov-2020	801	 1.54	 1.83	684	 1.66	 1.86	1502.31	1162.16	 0.58	5689.46	 1.11	8213.30
C9	Foci_processed_24-Nov-2020	158	 2.47	 2.53	134	 2.60	 2.49	1384.95	993.92	 0.55	6969.09	 1.05	14094.40
D1	Foci_processed_24-Nov-2020	761	 1.78	 1.76	621	 1.91	 1.76	1178.19	889.37	 0.53	6751.18	 1.05	9022.64
D10	Foci_processed_24-Nov-2020	205	 1.61	 2.00	175	 1.81	 2.05	1254.03	915.81	 0.57	6744.32	 1.06	8605.31
D11	Foci_processed_24-Nov-2020	110	 1.35	 1.73	95	 1.52	 1.80	1319.45	1019.23	 0.59	6829.07	 1.08	7298.03
D12	Foci_processed_24-Nov-2020	627	 1.66	 1.68	517	 1.74	 1.66	1614.30	1291.92	 0.57	6496.19	 1.09	8444.46
D2	Foci_processed_24-Nov-2020	252	 2.01	 2.08	223	 2.13	 2.10	1093.03	771.60	 0.55	6462.86	 1.04	10784.30
D3	Foci_processed_24-Nov-2020	52	 2.31	 2.29	42	 2.45	 2.09	1175.51	820.43	 0.57	6771.47	 1.04	12532.52
D4	Foci_processed_24-Nov-2020	801	 0.16	 0.60	703	 0.11	 0.41	785.22	674.59	 0.57	6650.28	 1.09	463.96
D5	Foci_processed_24-Nov-2020	701	 0.62	 1.43	574	 0.50	 1.21	892.40	748.46	 0.59	6752.87	 1.09	2050.15
