Well	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
A1	Foci_processed_05-Jan-2021	212	 1.19	 1.61	181	 1.28	 1.65	807.89	568.66	 0.56	5426.44	 1.07	7255.49
A10	Foci_processed_05-Jan-2021	801	 1.92	 2.06	681	 2.02	 2.10	1516.40	1008.61	 0.58	7350.00	 1.08	15277.92
A11	Foci_processed_05-Jan-2021	558	 2.15	 2.52	475	 2.34	 2.60	1041.53	732.11	 0.57	6895.21	 1.06	14368.95
A12	Foci_processed_05-Jan-2021	122	 1.16	 1.86	102	 1.14	 1.81	1113.72	869.61	 0.56	6200.79	 1.09	6166.12
A2	Foci_processed_05-Jan-2021	409	 1.31	 1.66	335	 1.49	 1.71	1022.28	741.80	 0.60	5331.20	 1.08	8733.50
A3	Foci_processed_05-Jan-2021	436	 2.00	 2.22	365	 2.24	 2.25	1162.93	859.49	 0.64	5344.89	 1.06	13434.03
A4	Foci_processed_05-Jan-2021	801	 2.17	 2.06	683	 2.40	 2.04	1171.09	829.57	 0.56	6404.84	 1.05	15440.92
A5	Foci_processed_05-Jan-2021	308	 1.93	 2.38	271	 2.01	 2.37	1019.58	712.89	 0.52	6377.36	 1.05	11339.89
A6	Foci_processed_05-Jan-2021	801	 2.26	 2.03	679	 2.44	 1.99	1210.79	859.12	 0.58	7529.32	 1.05	15819.23
A7	Foci_processed_05-Jan-2021	674	 2.48	 2.18	581	 2.72	 2.14	1329.01	861.90	 0.58	6980.39	 1.05	19536.96
A8	Foci_processed_05-Jan-2021	801	 2.61	 2.06	677	 2.83	 2.00	1281.47	863.24	 0.59	6263.32	 1.05	19240.76
A9	Foci_processed_05-Jan-2021	279	 1.27	 2.26	238	 1.38	 2.34	994.03	723.35	 0.54	7392.88	 1.08	5367.23
B1	Foci_processed_05-Jan-2021	500	 2.09	 2.00	426	 2.22	 1.93	1155.47	788.92	 0.54	7783.45	 1.05	13125.87
B10	Foci_processed_05-Jan-2021	101	 3.17	 3.31	92	 3.08	 3.01	1368.15	1082.20	 0.51	8038.26	 1.05	17811.85
B11	Foci_processed_05-Jan-2021	682	 2.63	 2.67	601	 2.70	 2.13	1457.37	1070.63	 0.55	8568.14	 1.05	16364.51
B12	Foci_processed_05-Jan-2021	749	 2.50	 3.73	640	 2.42	 2.26	1416.10	1077.72	 0.55	7890.46	 1.05	14714.50
B2	Foci_processed_05-Jan-2021	801	 1.92	 2.14	672	 2.05	 2.23	1437.57	1053.29	 0.56	7158.65	 1.10	12124.30
B3	Foci_processed_05-Jan-2021	531	 2.26	 5.26	462	 1.90	 2.28	1640.84	1125.22	 0.53	4788.01	 1.17	13913.29
B4	Foci_processed_05-Jan-2021	801	 2.14	 2.76	683	 2.25	 2.84	1228.35	924.79	 0.51	8372.12	 1.06	13333.05
B5	Foci_processed_05-Jan-2021	496	 1.85	 3.66	440	 1.73	 2.45	1130.59	876.62	 0.54	7294.46	 1.08	9632.23
B6	Foci_processed_05-Jan-2021	316	 2.61	 2.78	275	 2.75	 2.87	1172.51	856.50	 0.51	8739.04	 1.04	15377.71
B7	Foci_processed_05-Jan-2021	765	 2.22	 2.47	641	 2.37	 2.30	1276.88	944.08	 0.54	7293.42	 1.05	14128.03
B8	Foci_processed_05-Jan-2021	740	 2.30	 2.35	613	 2.40	 2.44	1678.42	1314.99	 0.47	9438.32	 1.07	16188.80
B9	Foci_processed_05-Jan-2021	726	 2.59	 2.55	629	 2.74	 2.61	1314.35	979.37	 0.55	8952.42	 1.05	16276.68
C1	Foci_processed_05-Jan-2021	510	 1.92	 2.57	416	 2.06	 2.73	1024.42	781.03	 0.50	6931.93	 1.05	11081.23
C10	Foci_processed_05-Jan-2021	801	 2.18	 2.11	662	 2.19	 2.01	2174.73	1557.05	 0.62	7888.12	 1.12	16559.93
C11	Foci_processed_05-Jan-2021	316	 2.69	 2.77	268	 2.81	 2.78	1228.99	953.48	 0.52	8291.85	 1.05	14767.62
C12	Foci_processed_05-Jan-2021	418	 2.91	 3.74	371	 2.91	 2.95	1684.66	1322.97	 0.54	7924.07	 1.05	16821.25
C2	Foci_processed_05-Jan-2021	444	 2.37	 2.55	375	 2.56	 2.61	1211.75	863.93	 0.57	7349.32	 1.07	15370.74
C3	Foci_processed_05-Jan-2021	801	 1.85	 2.48	665	 1.95	 2.51	1258.21	905.90	 0.54	6938.34	 1.08	11281.17
C4	Foci_processed_05-Jan-2021	685	 2.58	 2.55	597	 2.74	 2.59	1090.71	779.49	 0.52	8872.69	 1.04	14985.88
C5	Foci_processed_05-Jan-2021	661	 2.10	 2.30	567	 2.21	 2.30	1207.77	835.01	 0.53	7913.25	 1.05	14372.16
C6	Foci_processed_05-Jan-2021	365	 2.27	 2.40	318	 2.34	 2.38	1208.81	898.13	 0.55	8407.67	 1.07	12570.25
C7	Foci_processed_05-Jan-2021	689	 1.19	 1.99	573	 1.12	 1.94	1115.48	890.98	 0.55	8505.35	 1.11	5192.52
C8	Foci_processed_05-Jan-2021	591	 2.12	 2.38	479	 2.30	 2.43	1391.84	1042.06	 0.57	7650.09	 1.08	13258.57
C9	Foci_processed_05-Jan-2021	213	 3.07	 2.90	188	 3.06	 2.85	1388.97	957.18	 0.52	8977.58	 1.04	18893.74
D1	Foci_processed_05-Jan-2021	590	 2.01	 2.00	476	 2.23	 2.04	1276.61	908.29	 0.57	6751.03	 1.06	13003.79
D10	Foci_processed_05-Jan-2021	559	 2.31	 2.35	472	 2.44	 2.37	1386.04	1032.09	 0.51	8878.14	 1.06	14324.82
D11	Foci_processed_05-Jan-2021	319	 2.42	 2.42	274	 2.45	 2.25	1484.80	1121.09	 0.51	9197.59	 1.06	13921.68
D12	Foci_processed_05-Jan-2021	571	 2.51	 3.35	488	 2.47	 2.58	1722.12	1374.28	 0.50	6782.50	 1.11	15363.67
D2	Foci_processed_05-Jan-2021	715	 2.70	 2.40	594	 2.81	 2.45	1082.85	751.97	 0.48	8804.91	 1.04	16651.44
D3	Foci_processed_05-Jan-2021	702	 1.85	 2.05	587	 1.90	 2.08	1604.03	1156.19	 0.60	6792.20	 1.13	11721.16
D4	Foci_processed_05-Jan-2021	749	 0.74	 1.64	653	 0.72	 1.59	915.96	734.24	 0.52	9062.19	 1.06	2909.36
D5	Foci_processed_05-Jan-2021	510	 1.45	 2.31	418	 1.46	 2.30	980.98	766.06	 0.53	8959.94	 1.07	7193.06
D6	Foci_processed_05-Jan-2021	733	 1.02	 1.74	625	 1.04	 1.69	1051.09	839.67	 0.54	7262.16	 1.10	4897.56
D7	Foci_processed_05-Jan-2021	339	 2.68	 2.17	300	 2.84	 2.18	1318.24	979.88	 0.56	8661.55	 1.05	15876.58
D8	Foci_processed_05-Jan-2021	801	 3.28	 2.80	683	 3.41	 2.88	1261.92	939.85	 0.51	9451.58	 1.05	18616.50
D9	Foci_processed_05-Jan-2021	784	 2.16	 2.08	659	 2.35	 2.11	1710.83	1213.52	 0.55	8485.83	 1.08	15824.58
E1	Foci_processed_05-Jan-2021	801	 1.47	 1.73	644	 1.61	 1.76	1067.23	819.90	 0.58	5036.07	 1.07	8271.18
E10	Foci_processed_05-Jan-2021	651	 2.36	 2.43	548	 2.51	 2.45	1397.55	1051.51	 0.56	8618.96	 1.06	15231.18
E11	Foci_processed_05-Jan-2021	687	 2.76	 3.81	587	 2.76	 2.52	1566.07	1149.55	 0.56	7864.42	 1.06	16944.87
E12	Foci_processed_05-Jan-2021	732	 2.43	 2.07	621	 2.49	 1.99	1668.04	1302.89	 0.56	8215.29	 1.05	15241.86
E2	Foci_processed_05-Jan-2021	801	 1.92	 1.87	692	 1.94	 1.87	1074.55	774.09	 0.50	6017.61	 1.05	11209.51
E3	Foci_processed_06-Jan-2021	801	 2.01	 2.27	656	 2.13	 2.31	1099.59	767.80	 0.55	7039.04	 1.06	12422.50
E4	Foci_processed_06-Jan-2021	480	 2.05	 2.77	428	 2.06	 2.50	965.72	704.19	 0.53	8641.17	 1.05	10693.11
E5	Foci_processed_06-Jan-2021	801	 1.84	 2.21	672	 1.93	 2.28	1345.96	946.36	 0.52	7540.24	 1.07	12007.69
E6	Foci_processed_06-Jan-2021	801	 2.25	 1.96	660	 2.25	 1.94	1471.35	1050.03	 0.54	8023.63	 1.08	14087.50
E7	Foci_processed_06-Jan-2021	577	 2.50	 2.44	508	 2.56	 2.27	1308.89	906.49	 0.52	8493.82	 1.05	15026.44
E8	Foci_processed_06-Jan-2021	758	 2.53	 2.43	641	 2.69	 2.44	1361.39	990.24	 0.57	7540.78	 1.06	15580.70
E9	Foci_processed_06-Jan-2021	801	 2.82	 2.65	670	 2.82	 2.61	1588.94	1186.35	 0.56	7414.59	 1.10	17481.30
F1	Foci_processed_06-Jan-2021	659	 1.72	 1.81	553	 1.81	 1.80	1084.02	783.63	 0.53	8001.04	 1.06	9839.99
F10	Foci_processed_06-Jan-2021	801	 1.90	 2.30	695	 2.02	 2.36	1064.62	743.78	 0.47	8736.20	 1.04	11754.96
F11	Foci_processed_06-Jan-2021	443	 1.90	 3.78	391	 1.89	 2.33	1055.33	755.50	 0.51	8772.24	 1.05	10432.20
F12	Foci_processed_06-Jan-2021	777	 1.93	 2.71	660	 1.97	 2.35	1134.25	855.63	 0.51	8552.91	 1.05	10862.82
F2	Foci_processed_06-Jan-2021	801	 2.05	 2.46	673	 2.11	 2.52	966.38	693.26	 0.47	8611.86	 1.05	12055.42
F3	Foci_processed_06-Jan-2021	744	 1.74	 2.86	639	 1.70	 1.81	1156.52	834.32	 0.51	8229.10	 1.07	10157.38
F4	Foci_processed_06-Jan-2021	136	 1.43	 2.18	125	 1.50	 2.25	920.29	659.31	 0.50	8900.08	 1.04	7925.42
F5	Foci_processed_06-Jan-2021	411	 2.24	 2.43	336	 2.50	 2.36	1042.18	723.88	 0.51	9663.88	 1.04	13918.55
F6	Foci_processed_06-Jan-2021	587	 1.66	 1.74	486	 1.75	 1.70	1872.22	1521.29	 0.53	7701.11	 1.07	12243.52
F7	Foci_processed_06-Jan-2021	231	 2.15	 2.26	191	 2.24	 2.30	1165.91	821.14	 0.50	8810.36	 1.06	13016.80
F8	Foci_processed_06-Jan-2021	724	 2.32	 2.35	610	 2.36	 2.40	1098.39	764.35	 0.55	7291.06	 1.06	13824.22
F9	Foci_processed_06-Jan-2021	747	 1.95	 2.02	615	 2.16	 2.09	1341.95	885.50	 0.54	7829.56	 1.06	14228.49
G1	Foci_processed_06-Jan-2021	142	 1.06	 1.68	117	 1.02	 1.66	985.84	747.33	 0.50	6693.68	 1.05	4275.01
G10	Foci_processed_06-Jan-2021	569	 1.28	 1.83	451	 1.43	 1.90	1091.00	826.99	 0.55	6509.85	 1.10	7608.34
G11	Foci_processed_06-Jan-2021	160	 1.29	 2.27	139	 1.36	 2.37	921.17	652.42	 0.54	7162.48	 1.05	6946.88
G12	Foci_processed_06-Jan-2021	801	 2.03	 1.85	656	 2.11	 1.73	1240.26	902.94	 0.60	5921.28	 1.08	11976.01
G2	Foci_processed_06-Jan-2021	212	 1.97	 2.33	175	 2.19	 2.39	1016.30	700.61	 0.49	7848.77	 1.04	12032.77
G3	Foci_processed_06-Jan-2021	418	 2.03	 2.47	362	 2.17	 2.52	932.73	659.97	 0.51	7654.96	 1.05	11835.04
G4	Foci_processed_06-Jan-2021	224	 1.82	 2.51	188	 1.97	 2.59	948.65	666.89	 0.52	7948.46	 1.06	11101.37
G5	Foci_processed_06-Jan-2021	461	 2.21	 2.03	403	 2.35	 2.04	1184.91	822.14	 0.44	6013.33	 1.05	15352.17
G6	Foci_processed_06-Jan-2021	470	 2.12	 2.38	397	 2.27	 2.39	1250.72	964.12	 0.51	8551.60	 1.05	12713.63
G7	Foci_processed_06-Jan-2021	528	 1.35	 2.04	447	 1.44	 2.09	990.46	728.43	 0.46	9476.42	 1.05	8151.59
G8	Foci_processed_06-Jan-2021	125	 1.76	 2.38	107	 1.61	 2.28	1211.58	923.60	 0.47	3543.87	 1.07	8071.50
G9	Foci_processed_06-Jan-2021	801	 1.64	 2.03	694	 1.59	 1.82	1457.16	976.55	 0.60	5513.25	 1.10	9068.84
H1	Foci_processed_06-Jan-2021	472	 1.39	 1.54	405	 1.35	 1.48	992.15	710.98	 0.48	9248.02	 1.05	6992.62
H10	Foci_processed_06-Jan-2021	801	 1.31	 1.97	673	 1.38	 2.06	1083.05	823.69	 0.50	7355.02	 1.07	7634.45
H11	Foci_processed_06-Jan-2021	789	 1.50	 2.20	691	 1.50	 2.15	913.62	688.50	 0.48	9238.99	 1.04	7147.37
H12	Foci_processed_06-Jan-2021	549	 2.80	 3.58	475	 2.80	 3.14	1060.27	842.93	 0.47	9227.91	 1.04	14246.95
H2	Foci_processed_06-Jan-2021	430	 1.34	 2.27	366	 1.33	 2.26	872.92	654.76	 0.44	9297.36	 1.04	6947.64
H3	Foci_processed_06-Jan-2021	189	 1.12	 2.02	161	 1.14	 2.04	848.61	633.46	 0.47	9367.84	 1.04	5740.71
H4	Foci_processed_06-Jan-2021	574	 1.73	 2.36	485	 1.71	 2.38	937.51	692.45	 0.46	10118.73	 1.04	9101.20
H5	Foci_processed_06-Jan-2021	801	 1.26	 1.94	691	 1.30	 1.98	916.64	708.28	 0.47	8832.11	 1.06	6635.40
H6	Foci_processed_06-Jan-2021	801	 1.35	 2.96	700	 1.32	 2.25	906.83	685.86	 0.45	10112.00	 1.05	6434.85
H7	Foci_processed_06-Jan-2021	663	 1.06	 1.90	558	 1.11	 1.97	1041.82	774.22	 0.49	8734.06	 1.06	6063.22
H8	Foci_processed_06-Jan-2021	524	 1.96	 4.07	474	 1.94	 2.59	1025.95	739.24	 0.46	9437.95	 1.04	10518.48
H9	Foci_processed_06-Jan-2021	269	 1.24	 2.57	240	 1.12	 1.86	933.63	697.31	 0.49	8940.26	 1.05	5928.73
