Well	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
A1	Foci_processed_06-Oct-2020	112	 0.42	 1.23	94	 0.38	 1.08	585.34	436.41	 0.64	8575.59	 1.09	1539.77
A10	Foci_processed_06-Oct-2020	409	 0.40	 1.16	338	 0.31	 0.87	728.69	539.33	 0.60	9143.37	 1.08	1408.07
A11	Foci_processed_06-Oct-2020	223	 0.52	 1.34	190	 0.46	 1.30	706.97	500.36	 0.54	9174.48	 1.09	1952.55
A12	Foci_processed_06-Oct-2020	242	 0.36	 1.11	193	 0.31	 0.93	687.60	523.35	 0.58	8858.55	 1.08	1541.97
A2	Foci_processed_06-Oct-2020	52	 0.13	 0.40	38	 0.11	 0.39	558.63	414.03	 0.69	8557.97	 1.06	457.16
A3	Foci_processed_06-Oct-2020	86	 0.34	 0.93	66	 0.39	 0.99	685.31	456.51	 0.58	8770.48	 1.06	1559.24
A4	Foci_processed_06-Oct-2020	216	 0.59	 1.37	175	 0.66	 1.48	731.65	546.55	 0.64	8207.70	 1.09	3345.58
A5	Foci_processed_06-Oct-2020	149	 0.74	 1.32	127	 0.75	 1.27	705.02	484.62	 0.62	9268.14	 1.05	2862.16
A6	Foci_processed_06-Oct-2020	343	 0.22	 0.72	282	 0.20	 0.66	669.39	518.97	 0.60	8067.00	 1.11	803.68
A7	Foci_processed_06-Oct-2020	182	 0.67	 1.44	151	 0.59	 1.33	739.16	511.84	 0.59	9371.46	 1.07	2166.21
A8	Foci_processed_06-Oct-2020	146	 0.68	 1.52	121	 0.71	 1.57	816.72	584.19	 0.59	9304.29	 1.07	3144.56
A9	Foci_processed_06-Oct-2020	110	 0.27	 0.99	92	 0.32	 1.07	720.86	511.04	 0.56	8694.94	 1.06	1293.97
B1	Foci_processed_06-Oct-2020	184	 0.40	 0.98	154	 0.34	 0.80	811.28	608.36	 0.56	9330.60	 1.07	1891.25
