Well	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
A1	Foci_processed_02-Oct-2020	197	 0.23	 0.74	163	 0.23	 0.77	635.83	474.87	 0.73	6744.44	 1.07	883.63
A10	Foci_processed_02-Oct-2020	801	 0.20	 0.56	671	 0.20	 0.56	707.80	539.33	 0.60	8873.52	 1.07	780.23
A11	Foci_processed_02-Oct-2020	110	 0.25	 0.61	90	 0.29	 0.66	661.47	462.71	 0.60	8372.73	 1.05	1064.44
A12	Foci_processed_02-Oct-2020	46	 0.33	 0.84	38	 0.39	 0.92	716.28	520.03	 0.66	6987.29	 1.09	1308.68
A2	Foci_processed_02-Oct-2020	569	 0.33	 0.70	475	 0.38	 0.74	696.69	490.33	 0.61	8798.77	 1.05	1539.43
A3	Foci_processed_02-Oct-2020	688	 0.44	 0.85	593	 0.49	 0.88	698.05	453.22	 0.56	8097.34	 1.07	2085.45
A4	Foci_processed_02-Oct-2020	728	 0.60	 1.06	604	 0.68	 1.08	674.80	469.26	 0.64	8010.51	 1.06	2896.57
A5	Foci_processed_02-Oct-2020	676	 0.20	 0.59	575	 0.20	 0.58	579.16	431.88	 0.62	8401.43	 1.06	766.50
A6	Foci_processed_02-Oct-2020	801	 0.27	 0.61	694	 0.25	 0.54	736.93	549.03	 0.52	10703.55	 1.04	988.23
A7	Foci_processed_02-Oct-2020	581	 0.24	 0.58	480	 0.23	 0.52	639.90	462.81	 0.65	8390.39	 1.04	879.93
A8	Foci_processed_02-Oct-2020	784	 0.41	 0.87	664	 0.45	 0.88	719.70	517.87	 0.61	8326.04	 1.08	1884.49
A9	Foci_processed_02-Oct-2020	745	 0.25	 0.59	632	 0.24	 0.53	691.78	504.32	 0.55	8740.11	 1.09	977.59
B1	Foci_processed_02-Oct-2020	318	 0.24	 0.79	265	 0.18	 0.58	762.39	600.98	 0.62	9040.26	 1.05	766.06
B10	Foci_processed_02-Oct-2020	135	 0.30	 0.77	114	 0.29	 0.74	894.33	671.34	 0.62	8937.50	 1.05	1051.53
