Well	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
A1	Foci_processed_04-Oct-2020	439	 0.04	 0.20	345	 0.03	 0.16	425.33	362.78	 0.63	5811.53	 1.13	131.23
A10	Foci_processed_04-Oct-2020	184	 0.24	 0.82	161	 0.17	 0.54	612.92	466.67	 0.55	8609.88	 1.05	662.02
A11	Foci_processed_04-Oct-2020	33	 0.15	 0.44	25	 0.20	 0.50	564.19	412.38	 0.54	6055.97	 1.13	705.36
A12	Foci_processed_04-Oct-2020	101	 0.29	 0.79	81	 0.22	 0.71	574.96	449.60	 0.61	5914.83	 1.09	1019.70
A2	Foci_processed_04-Oct-2020	326	 0.07	 0.35	262	 0.06	 0.28	479.31	380.48	 0.61	6585.88	 1.11	223.80
A3	Foci_processed_04-Oct-2020	280	 0.13	 0.47	240	 0.13	 0.50	478.72	355.74	 0.56	5851.71	 1.10	499.87
A4	Foci_processed_04-Oct-2020	504	 0.10	 0.49	401	 0.09	 0.47	558.21	428.18	 0.56	7402.49	 1.08	331.01
A5	Foci_processed_04-Oct-2020	625	 0.22	 0.68	499	 0.22	 0.71	517.72	402.31	 0.56	7343.93	 1.08	953.99
A6	Foci_processed_04-Oct-2020	164	 0.22	 0.69	128	 0.17	 0.53	616.73	478.39	 0.61	7620.45	 1.08	633.27
A7	Foci_processed_04-Oct-2020	94	 0.14	 0.68	76	 0.05	 0.22	571.99	405.96	 0.62	6372.26	 1.09	172.00
A8	Foci_processed_04-Oct-2020	178	 0.29	 0.83	150	 0.33	 0.88	617.00	457.59	 0.61	7218.04	 1.09	1287.95
A9	Foci_processed_04-Oct-2020	300	 0.35	 0.88	241	 0.30	 0.76	563.67	430.14	 0.59	7628.62	 1.08	1191.88
B1	Foci_processed_04-Oct-2020	112	 0.04	 0.25	92	 0.04	 0.25	564.58	477.94	 0.54	6437.73	 1.10	148.65
B10	Foci_processed_04-Oct-2020	193	 0.20	 0.59	159	 0.23	 0.64	732.75	583.88	 0.62	8595.95	 1.07	959.54
B11	Foci_processed_04-Oct-2020	79	 0.32	 0.73	65	 0.37	 0.78	733.20	599.52	 0.62	8623.35	 1.07	1534.80
B12	Foci_processed_04-Oct-2020	49	 0.29	 0.96	40	 0.35	 1.05	725.08	610.72	 0.62	8218.44	 1.10	1544.40
B2	Foci_processed_04-Oct-2020	35	 0.03	 0.17	28	 0.04	 0.19	545.68	449.59	 0.54	8107.50	 1.08	159.32
