Well	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
A1	Foci_processed_05-Oct-2020	167	 0.93	 1.16	137	 1.00	 1.16	615.07	446.45	 0.65	7635.68	 1.06	4786.02
A10	Foci_processed_05-Oct-2020	609	 1.16	 1.25	511	 1.24	 1.24	773.81	578.31	 0.62	8467.99	 1.07	5611.95
A11	Foci_processed_05-Oct-2020	71	 0.58	 1.09	60	 0.65	 1.15	617.49	445.49	 0.58	8430.71	 1.05	2891.77
A12	Foci_processed_05-Oct-2020	70	 1.17	 2.84	53	 0.77	 1.32	710.14	529.09	 0.58	8400.45	 1.08	3469.17
A2	Foci_processed_05-Oct-2020	677	 1.28	 1.30	576	 1.40	 1.26	672.94	482.43	 0.61	9065.25	 1.05	6361.02
A3	Foci_processed_05-Oct-2020	707	 1.07	 1.31	561	 1.11	 1.21	580.58	414.79	 0.61	8231.06	 1.07	4911.03
A4	Foci_processed_05-Oct-2020	580	 1.31	 1.35	492	 1.42	 1.31	645.35	458.25	 0.62	8484.57	 1.06	6708.62
A5	Foci_processed_05-Oct-2020	408	 0.82	 1.20	337	 0.92	 1.23	607.96	441.98	 0.60	8970.45	 1.07	4133.11
A6	Foci_processed_05-Oct-2020	801	 1.33	 1.21	705	 1.41	 1.15	757.99	548.85	 0.54	10204.04	 1.05	6472.02
A7	Foci_processed_05-Oct-2020	370	 1.35	 1.43	312	 1.45	 1.32	677.11	476.07	 0.60	9284.05	 1.05	6443.80
A8	Foci_processed_05-Oct-2020	801	 1.39	 1.30	697	 1.50	 1.30	753.66	547.65	 0.59	9253.39	 1.07	6872.42
A9	Foci_processed_05-Oct-2020	801	 1.15	 1.32	681	 1.20	 1.24	687.48	516.96	 0.55	9511.50	 1.07	5487.76
B1	Foci_processed_05-Oct-2020	263	 1.03	 1.33	223	 1.12	 1.24	754.73	550.98	 0.58	9738.48	 1.05	4952.27
B10	Foci_processed_05-Oct-2020	131	 0.72	 1.15	108	 0.84	 1.22	756.64	570.02	 0.59	9852.68	 1.04	3488.41
