Well	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
A1	Foci_processed_01-Oct-2020	112	 0.38	 0.95	97	 0.41	 1.00	708.33	475.73	 0.59	8389.02	 1.07	1834.66
A10	Foci_processed_01-Oct-2020	672	 0.33	 1.43	569	 0.30	 0.74	885.93	617.80	 0.64	8537.95	 1.11	1322.60
A11	Foci_processed_01-Oct-2020	392	 0.21	 0.62	331	 0.23	 0.62	757.97	505.34	 0.62	7957.56	 1.10	993.56
A12	Foci_processed_01-Oct-2020	158	 0.23	 0.64	138	 0.25	 0.66	705.67	538.35	 0.86	6112.12	 1.23	1153.07
A2	Foci_processed_01-Oct-2020	339	 0.43	 0.88	288	 0.48	 0.92	759.19	518.17	 0.63	8470.58	 1.08	1949.78
A3	Foci_processed_01-Oct-2020	249	 0.53	 0.97	210	 0.58	 0.97	715.67	443.05	 0.59	8860.01	 1.06	2540.62
A4	Foci_processed_01-Oct-2020	480	 0.88	 1.41	390	 0.98	 1.47	797.96	522.13	 0.59	8999.55	 1.06	4413.54
A5	Foci_processed_01-Oct-2020	248	 0.55	 1.15	207	 0.60	 1.22	683.73	450.54	 0.59	8522.88	 1.08	2494.04
A6	Foci_processed_01-Oct-2020	801	 0.45	 0.90	688	 0.47	 0.92	780.33	540.30	 0.58	9675.96	 1.05	2023.81
A7	Foci_processed_01-Oct-2020	338	 0.62	 1.12	294	 0.64	 1.12	753.19	505.13	 0.59	9142.68	 1.06	2738.52
A8	Foci_processed_01-Oct-2020	511	 0.72	 1.22	411	 0.78	 1.27	883.38	604.96	 0.59	8091.86	 1.08	3570.03
A9	Foci_processed_01-Oct-2020	170	 0.35	 0.73	138	 0.40	 0.79	704.86	501.57	 0.63	8015.98	 1.09	1618.34
B1	Foci_processed_01-Oct-2020	134	 0.44	 0.94	113	 0.43	 0.91	900.64	662.16	 0.54	9481.53	 1.07	1776.24
B10	Foci_processed_01-Oct-2020	327	 0.49	 0.96	284	 0.51	 0.94	1005.65	716.01	 0.58	9280.06	 1.07	2198.23
B11	Foci_processed_01-Oct-2020	551	 0.60	 1.23	448	 0.54	 1.06	960.02	688.17	 0.57	10155.96	 1.06	2256.85
