Well	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
A1	Foci_processed_06-Dec-2020	778	 0.37	 0.92	629	 0.32	 0.76	602.46	464.94	 0.66	5625.99	 1.12	1433.15
A10	Foci_processed_06-Dec-2020	315	 0.82	 1.65	261	 0.78	 1.59	753.96	530.01	 0.62	6745.62	 1.09	3277.44
A11	Foci_processed_06-Dec-2020	422	 0.79	 1.48	349	 0.81	 1.47	804.41	554.41	 0.56	6854.39	 1.09	3441.15
A12	Foci_processed_06-Dec-2020	359	 0.89	 1.68	299	 0.91	 1.67	970.21	751.94	 0.65	5808.22	 1.15	4304.17
A2	Foci_processed_06-Dec-2020	316	 0.98	 1.62	256	 0.98	 1.61	798.78	549.00	 0.72	4867.48	 1.10	4496.32
A3	Foci_processed_06-Dec-2020	105	 1.50	 2.35	84	 1.68	 2.41	1020.63	720.72	 0.61	5535.21	 1.08	7268.92
A4	Foci_processed_06-Dec-2020	801	 0.42	 1.07	655	 0.45	 1.06	639.33	487.47	 0.77	5146.30	 1.16	2001.91
A5	Foci_processed_06-Dec-2020	406	 1.17	 1.85	348	 1.21	 1.81	883.34	651.39	 0.51	7355.31	 1.06	5683.79
A6	Foci_processed_06-Dec-2020	489	 1.04	 2.13	412	 0.92	 1.51	894.98	689.01	 0.58	6464.40	 1.09	4034.18
A7	Foci_processed_06-Dec-2020	730	 0.72	 1.42	607	 0.73	 1.41	775.88	559.59	 0.65	5964.78	 1.12	3241.82
A8	Foci_processed_06-Dec-2020	160	 1.36	 2.14	138	 1.38	 1.82	1049.99	739.32	 0.56	6617.63	 1.07	6522.99
A9	Foci_processed_06-Dec-2020	191	 1.07	 1.46	155	 1.11	 1.45	838.56	594.50	 0.69	6557.52	 1.08	5259.18
B1	Foci_processed_06-Dec-2020	309	 0.89	 1.55	275	 0.89	 1.53	839.83	544.57	 0.50	7434.54	 1.06	3681.51
B10	Foci_processed_06-Dec-2020	801	 1.48	 1.92	674	 1.55	 1.94	1058.02	753.67	 0.56	7955.02	 1.05	7430.25
B11	Foci_processed_06-Dec-2020	371	 1.50	 2.03	313	 1.47	 2.03	958.33	658.83	 0.49	9060.99	 1.04	6445.44
B12	Foci_processed_06-Dec-2020	739	 1.51	 2.12	621	 1.44	 1.93	1201.88	945.14	 0.59	6514.49	 1.10	6930.28
B2	Foci_processed_06-Dec-2020	292	 1.00	 1.84	256	 0.97	 1.73	853.89	598.90	 0.53	6913.97	 1.07	4259.04
B3	Foci_processed_06-Dec-2020	762	 1.45	 1.86	642	 1.37	 1.67	1372.08	1100.98	 0.55	8060.15	 1.16	7029.29
B4	Foci_processed_06-Dec-2020	369	 1.15	 1.76	305	 1.12	 1.70	887.44	585.28	 0.52	7153.94	 1.06	5459.56
B5	Foci_processed_06-Dec-2020	801	 0.79	 1.38	687	 0.82	 1.40	805.00	607.28	 0.66	6298.59	 1.09	3835.31
B6	Foci_processed_06-Dec-2020	588	 0.98	 1.70	497	 0.92	 1.57	866.31	679.15	 0.61	6479.01	 1.09	4124.51
B7	Foci_processed_06-Dec-2020	346	 0.85	 1.61	292	 0.78	 1.44	945.99	708.05	 0.53	7153.92	 1.07	3495.64
B8	Foci_processed_06-Dec-2020	801	 0.92	 1.55	689	 0.92	 1.49	847.95	615.34	 0.57	7929.49	 1.07	4354.65
B9	Foci_processed_06-Dec-2020	449	 1.28	 1.93	377	 1.22	 1.76	891.32	602.54	 0.54	8118.18	 1.05	5104.97
C1	Foci_processed_06-Dec-2020	611	 0.99	 1.49	515	 1.00	 1.49	813.17	562.45	 0.54	7037.65	 1.06	4672.46
C10	Foci_processed_06-Dec-2020	389	 1.28	 1.91	327	 1.26	 1.85	988.69	740.30	 0.51	9021.05	 1.05	5307.91
C11	Foci_processed_06-Dec-2020	801	 1.59	 1.96	659	 1.58	 1.93	1141.94	893.65	 0.50	8814.55	 1.06	7737.77
C12	Foci_processed_06-Dec-2020	603	 1.18	 1.82	523	 1.19	 1.83	1227.18	975.80	 0.52	8739.14	 1.07	5045.55
C2	Foci_processed_06-Dec-2020	801	 1.12	 1.64	669	 1.09	 1.62	818.67	569.40	 0.51	9273.60	 1.05	5179.28
C3	Foci_processed_06-Dec-2020	801	 1.11	 1.63	662	 1.07	 1.59	890.87	630.53	 0.57	6661.61	 1.08	4924.28
C4	Foci_processed_06-Dec-2020	530	 1.40	 1.91	443	 1.47	 1.94	856.12	574.86	 0.53	8342.15	 1.04	6602.89
C5	Foci_processed_06-Dec-2020	801	 1.00	 1.66	685	 0.97	 1.62	835.74	579.88	 0.49	8952.04	 1.07	4493.20
C6	Foci_processed_06-Dec-2020	251	 1.47	 2.03	211	 1.44	 1.93	1053.68	773.14	 0.54	7793.93	 1.07	6579.46
C7	Foci_processed_06-Dec-2020	801	 1.62	 2.31	670	 1.55	 1.91	1012.67	806.48	 0.63	6787.56	 1.10	7646.97
C8	Foci_processed_06-Dec-2020	801	 1.18	 1.58	703	 1.11	 1.50	896.72	633.33	 0.46	9837.69	 1.04	5111.63
C9	Foci_processed_06-Dec-2020	801	 1.13	 1.70	664	 1.12	 1.71	877.34	635.39	 0.57	7700.40	 1.07	5118.72
D1	Foci_processed_06-Dec-2020	358	 0.63	 1.37	296	 0.64	 1.38	860.28	581.98	 0.58	5818.20	 1.09	2717.90
D10	Foci_processed_06-Dec-2020	150	 1.63	 2.47	120	 1.80	 2.61	1114.25	795.64	 0.47	8025.14	 1.05	7963.88
