Well	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
A1	Foci_processed_03-Oct-2020	486	 0.66	 1.48	408	 0.66	 1.41	668.40	497.94	 0.58	8635.98	 1.08	2719.36
A10	Foci_processed_03-Oct-2020	801	 0.29	 0.98	685	 0.29	 0.95	637.32	495.56	 0.62	8571.69	 1.08	1100.33
A11	Foci_processed_03-Oct-2020	451	 0.46	 1.19	373	 0.43	 1.14	683.12	505.56	 0.58	7987.38	 1.08	1658.77
A12	Foci_processed_03-Oct-2020	466	 0.27	 0.86	370	 0.20	 0.66	390.29	276.09	 0.71	4463.51	 1.15	823.46
A2	Foci_processed_03-Oct-2020	217	 0.74	 1.93	181	 0.69	 1.75	652.96	481.32	 0.56	7578.93	 1.09	3156.59
A3	Foci_processed_03-Oct-2020	383	 0.71	 1.45	341	 0.67	 1.36	798.73	605.09	 0.54	7507.99	 1.07	2711.30
A4	Foci_processed_03-Oct-2020	398	 0.28	 0.82	321	 0.28	 0.75	607.41	462.26	 0.58	8113.17	 1.07	1097.16
A5	Foci_processed_03-Oct-2020	696	 0.64	 1.49	593	 0.55	 1.19	617.09	457.95	 0.57	8311.18	 1.07	2273.78
A6	Foci_processed_03-Oct-2020	801	 0.22	 0.78	672	 0.24	 0.80	604.53	468.07	 0.62	7602.82	 1.10	919.64
A7	Foci_processed_03-Oct-2020	727	 0.41	 1.05	610	 0.42	 1.06	631.28	460.77	 0.61	8590.19	 1.08	1528.35
A8	Foci_processed_03-Oct-2020	559	 0.43	 1.31	474	 0.44	 1.34	691.00	522.81	 0.61	8330.37	 1.08	1786.78
A9	Foci_processed_03-Oct-2020	352	 0.34	 1.32	293	 0.27	 1.02	604.56	461.96	 0.56	8621.68	 1.07	1016.75
B1	Foci_processed_03-Oct-2020	801	 0.33	 0.90	670	 0.25	 0.72	743.02	597.67	 0.56	9248.81	 1.06	931.78
B10	Foci_processed_03-Oct-2020	126	 0.70	 1.42	105	 0.81	 1.51	920.43	707.33	 0.53	10145.67	 1.05	3279.78
B11	Foci_processed_03-Oct-2020	104	 0.74	 1.45	89	 0.72	 1.43	900.61	686.80	 0.55	11048.19	 1.04	2588.69
B12	Foci_processed_03-Oct-2020	719	 0.51	 1.17	605	 0.48	 1.09	885.77	738.84	 0.61	8222.47	 1.10	1930.19
B2	Foci_processed_03-Oct-2020	365	 0.36	 1.00	329	 0.35	 0.96	677.71	515.82	 0.54	10013.66	 1.05	1325.39
B3	Foci_processed_03-Oct-2020	283	 0.40	 1.02	243	 0.37	 1.00	742.15	556.20	 0.56	8758.38	 1.06	1444.31
B4	Foci_processed_03-Oct-2020	569	 0.25	 0.83	484	 0.21	 0.81	694.77	558.52	 0.52	9624.52	 1.06	865.87
B6	Foci_processed_03-Oct-2020	801	 0.19	 0.67	683	 0.21	 0.72	808.73	657.72	 0.58	8504.99	 1.08	816.51
B7	Foci_processed_03-Oct-2020	284	 0.41	 1.06	247	 0.32	 0.82	778.65	593.63	 0.56	9113.68	 1.06	1171.61
B8	Foci_processed_03-Oct-2020	801	 0.39	 1.12	685	 0.36	 1.03	768.29	601.40	 0.57	9935.58	 1.06	1388.88
B9	Foci_processed_03-Oct-2020	217	 0.56	 1.54	184	 0.63	 1.65	841.30	655.13	 0.54	10045.06	 1.05	2426.96
C1	Foci_processed_03-Oct-2020	801	 0.52	 1.18	654	 0.47	 1.15	798.48	643.45	 0.59	9480.75	 1.05	1908.03
C10	Foci_processed_03-Oct-2020	399	 0.37	 1.08	326	 0.35	 1.05	826.21	698.70	 0.57	9102.61	 1.07	1281.15
C11	Foci_processed_03-Oct-2020	801	 0.50	 2.53	670	 0.39	 1.06	880.42	724.43	 0.57	9369.37	 1.07	1514.31
C12	Foci_processed_03-Oct-2020	801	 0.45	 1.25	692	 0.38	 1.06	936.74	785.18	 0.57	9417.07	 1.06	1378.65
C2	Foci_processed_03-Oct-2020	801	 0.37	 0.87	681	 0.37	 0.89	751.37	576.44	 0.58	9901.91	 1.06	1377.82
C3	Foci_processed_03-Oct-2020	481	 0.54	 1.39	411	 0.52	 1.18	754.34	563.87	 0.55	9632.15	 1.05	2070.03
C4	Foci_processed_03-Oct-2020	428	 0.63	 1.37	352	 0.61	 1.32	789.41	610.85	 0.55	10198.72	 1.05	2313.63
C5	Foci_processed_03-Oct-2020	801	 0.39	 1.16	671	 0.30	 0.99	771.28	615.12	 0.54	9900.44	 1.06	1134.51
C6	Foci_processed_03-Oct-2020	83	 0.59	 1.75	67	 0.55	 1.80	823.81	669.10	 0.58	9693.85	 1.05	2090.00
C7	Foci_processed_03-Oct-2020	801	 0.37	 1.22	675	 0.29	 0.98	761.11	609.20	 0.55	9803.88	 1.06	1107.97
C8	Foci_processed_03-Oct-2020	801	 0.39	 1.16	662	 0.32	 1.01	848.83	688.60	 0.59	9421.58	 1.07	1218.82
C9	Foci_processed_03-Oct-2020	801	 0.39	 1.17	684	 0.32	 1.03	841.98	701.86	 0.55	10350.39	 1.06	1157.61
D1	Foci_processed_03-Oct-2020	801	 0.24	 0.87	695	 0.24	 0.74	875.84	688.83	 0.61	9172.59	 1.07	866.86
D10	Foci_processed_03-Oct-2020	322	 0.68	 1.25	281	 0.70	 1.26	916.54	738.66	 0.56	10184.98	 1.04	2719.64
D11	Foci_processed_03-Oct-2020	74	 0.78	 1.46	65	 0.77	 1.49	952.33	768.61	 0.56	9964.03	 1.06	2726.54
D12	Foci_processed_03-Oct-2020	220	 0.78	 1.69	196	 0.85	 1.76	1043.39	873.87	 0.57	10094.56	 1.05	3245.92
D2	Foci_processed_03-Oct-2020	473	 0.38	 1.39	404	 0.30	 1.28	711.41	551.04	 0.53	10302.15	 1.05	1121.53
D3	Foci_processed_03-Oct-2020	647	 0.11	 0.47	535	 0.12	 0.48	736.12	596.65	 0.58	6600.20	 1.10	458.20
D4	Foci_processed_03-Oct-2020	509	 0.33	 1.15	429	 0.28	 1.05	749.02	589.02	 0.55	8980.95	 1.06	1027.14
