Ion	A	Z	Energy	LET	Dose	Hist	Count	Tr_Tot	Tr_in	DSBs	DSBt	RIFs	NComb	PSurv	lPSurv	PMut*	PMut
Photon	0	0	0.1	0	0.25	1000	0	27.018	21.062	8.753	8.999	7.409	2.154	0.935386	0.0674991	5.69836e-07	6.22421e-07	
Photon	0	0	0.1	0	0.5	1000	0	54.119	42.262	17.378	17.865	14.62	4.317	0.875498	0.134209	1.06314e-06	1.23781e-06	
Photon	0	0	0.1	0	1	1000	0	108.288	84.78	34.784	35.827	28.494	10.112	0.760715	0.276565	1.90299e-06	2.55963e-06	
Photon	0	0	0.1	0	2	1000	0	216.84	169.989	69.997	71.989	54.818	24.281	0.56596	0.575924	2.95784e-06	5.35373e-06	
Photon	0	0	0.1	0	3	1000	0	325.251	255.171	104.692	107.764	78.762	42.899	0.413279	0.895543	3.36171e-06	8.36238e-06	
Photon	0	0	0.1	0	4	1000	0	433.84	340.53	139.256	143.352	100.249	65.483	0.296562	1.23421	3.32557e-06	1.15712e-05	
Photon	0	0	0.1	0	5	1000	0	542.039	425.57	174.707	179.641	121.192	91.396	0.208181	1.59427	3.02217e-06	1.49965e-05	
Photon	0	0	0.1	0	6	1000	0	650.44	510.623	209.795	215.821	139.849	123.146	0.142425	1.9834	2.57237e-06	1.87257e-05	
